fishing_fraction,mmsi,Vessel Identity,Notes,nn_times_classified_all,nn_number_max_labels_all,nn_average_length_all,nn_max_label_all,nn_max_score_all,nn_max_label_fishing_all,nn_max_fishing_score_all,nn_max_sublabel_all,nn_max_sub_score_all,nn_max_sublabel_fishing_all,nn_max_sub_fishing_score_all,positions,active_positions,active_hours,fishing_points,num_A,num_B,iso3,country_name,average_length,avg_num_distinct_lengths,avg_width,number_valid_length_messages,gap_hours,num_gaps,training_label,training_sublabel,training_length,training_listsources,spoofing_hours,num_overlapping_segs
0.07089933571793562,412331059,no_idea_what_it_is,listed as fishing,4,1,94.91249084472656,Reefer,0.9464583247900009,Trawlers,3.254143598709902E-4,Reefer,0.9438588321208954,Trawlers,3.3508252604974587E-4,25263,23484,4883.640416666674,1665,20478,0,CHN,China,,,,,6046.377777777778,27,,,,,437.8980555555555,9
0.052770596830392265,412420329,Reefer,,7,1,107.88053240094867,Reefer,0.9447631665638515,Purse_seines,0.0016277050916906344,Reefer,0.9380456379481724,Purse_seines,0.001624910621377294,39696,17794,18874.68708333334,939,2905,0,CHN,China,70.0,1.0,10.0,7913,3650.3994444444447,59,,,,,,
0.0028129395218002813,412697080,no_idea_what_it_is,listed as fishing,1,1,48.29770278930664,Reefer,0.9422268271446228,Trawlers,3.431041550356895E-4,Reefer,0.9591426849365234,Trawlers,2.1635234588757157E-4,12282,711,688.7977777777778,2,3208,0,CHN,China,60.0,1.0,10.0,4893,1045.3227777777777,6,,,,,,
0.06704707560627675,412520202,no_idea_what_it_is,listed as fishing,1,1,93.87370300292969,Reefer,0.940731406211853,Purse_seines,0.03409853205084801,Reefer,0.9445225596427917,Purse_seines,0.02375224605202675,1408,701,550.1440277777779,47,0,0,CHN,China,58.0,1.0,9.0,507,145.2736111111111,3,,,,,,
0.05449712007089056,412420331,no_idea_what_it_is,listed as fishing,8,1,113.18246078491211,Reefer,0.9396394714713097,Purse_seines,3.1577489992769313E-4,Reefer,0.9382956251502037,Purse_seines,3.2125932910813393E-4,25472,20313,21643.722916666673,1107,2551,0,CHN,China,69.70439189189189,1.25,9.994208494208493,4530,3769.2727777777777,62,,,,,582.8916666666667,12
0.08253799929303642,412443571,no_idea_what_it_is,listed as fishing,5,1,61.216304016113284,Reefer,0.9363537788391113,Trawlers,0.006706189632677706,Reefer,0.936980926990509,Trawlers,0.005354163310948934,6281,5658,3284.7690277777774,467,1758,0,CHN,China,72.0,1.0,11.0,3496,1458.1427777777776,19,,,,,0.2411111111111111,1
0.06695254431103488,576276000,Reefer,,9,1,96.06353929307726,Reefer,0.9359928833113776,Purse_seines,4.0049653289939454E-5,Reefer,0.9378287858433194,Purse_seines,8.123987308216051E-5,74332,52470,18240.197916666675,3513,56619,0,VUT,Vanuatu,100.0,1.0,16.0,25008,1111.5063888888888,22,Reefer,,,reefer_fishing,1435.5541666666666,1
0.015007898894154818,277249000,Trawlers,,1,1,116.39564514160156,Reefer,0.9338996410369873,Purse_seines,4.9977952443214235E-8,Reefer,0.9381754994392395,Purse_seines,7.941176818349049E-7,8976,2532,3423.8136111111107,38,2512,0,LTU,Lithuania,120.0,1.0,16.0,1833,2275.6277777777777,7,Trawlers,,,kristina_fishing,3230.7730555555554,17
0.04337899543378995,412420916,Drifting_longlines,,1,1,103.64402770996094,Reefer,0.9326531291007996,Purse_seines,5.739760581491282E-6,Reefer,0.933981716632843,Purse_seines,1.5186983546300326E-5,5026,2190,1098.3163888888898,95,174,0,CHN,China,63.0,1.0,6.0,1205,1020.2922222222222,5,,,,,,
0.08576388888888889,412420909,no_idea_what_it_is,listed as fishing,2,1,78.88768005371094,Reefer,0.904032438993454,Trawlers,0.0243657644787163,Reefer,0.882053941488266,Trawlers,0.02158152766060084,15648,5760,7100.287361111112,494,533,0,CHN,China,82.10102919554716,1.3333333333333333,12.0,3020,7294.355,79,,,,,1590.7030555555557,4
0.05325443786982249,412061678,no_idea_what_it_is,listed as port tender,1,1,47.81472396850586,Reefer,0.8986948132514954,Trawlers,0.06829991191625595,Reefer,0.9267935752868652,Trawlers,0.04511575400829315,577,507,255.9280555555555,27,204,0,CHN,China,63.0,1.0,10.0,395,351.22805555555556,3,,,,,,
0.035930561162696814,412440252,no_idea_what_it_is,listed as fishing,1,1,52.99850845336914,Reefer,0.8820011615753174,Trawlers,8.033265476115048E-4,Reefer,0.926967203617096,Trawlers,9.780756663531065E-4,4902,2477,2504.022916666667,89,525,0,CHN,China,60.0,1.0,12.0,2596,7069.262777777778,45,,,,,22.593055555555555,2
0.0,413751400,no_idea_what_it_is,listed as fishing,1,1,47.3546142578125,Reefer,0.8755193948745728,Trawlers,1.0847015073522925E-4,Reefer,0.9157155156135559,Trawlers,1.1161672591697425E-4,16263,1410,353.2809722222222,0,4121,0,CHN,China,39.0,1.0,6.0,4753,,,,,,,,
0.003720238095238095,273892000,Trawlers,,1,1,97.24745178222656,Reefer,0.8632060885429382,Trawlers,9.326394319941755E-6,Reefer,0.8613371253013611,Trawlers,2.680325269466266E-5,31474,4032,1119.3686111111112,15,711,0,RUS,Russia,64.0,1.0,13.0,15932,311.1647222222222,2,Trawlers,,,itu_fishing,,
0.031774777741191966,312014000,Trawlers,,1,1,103.27468872070312,Reefer,0.8613027930259705,Trawlers,5.904555564484326E-6,Reefer,0.8612467646598816,Trawlers,1.1774253835028503E-5,46570,6074,2704.2730555555545,193,8801,0,BLZ,Belize,97.33333333333333,1.0,15.666666666666666,36422,,,,,,,1171.2944444444445,1
0.05673758865248227,412302660,no_idea_what_it_is,listed as fishing,1,1,61.628868103027344,Reefer,0.8475968837738037,Trawlers,0.010976534336805344,Reefer,0.8404401540756226,Trawlers,0.008880220353603363,161,141,176.58916666666667,8,33,0,CHN,China,36.0,1.0,6.0,66,,,,,,,,
0.006802721088435374,431928000,other_not_fishing,fishery patrol vessel,1,1,69.21331787109375,Reefer,0.8442397713661194,Trawlers,0.071866475045681,Reefer,0.8358727097511292,Trawlers,0.0700347051024437,372,294,118.0445833333333,2,39,0,JPN,Japan,,,,,,,,,,,,
0.0,273824700,Trawlers,,1,1,41.78560256958008,Reefer,0.8236568570137024,Purse_seines,0.00437098229303956,Reefer,0.8432870507240295,Purse_seines,0.0035065305419266224,4117,988,990.91375,0,157,0,RUS,Russia,84.0,1.0,14.0,325,309.4280555555556,6,,,,,,
0.007471980074719801,600013122,no_idea_what_it_is,listed as fishing,1,1,54.498958587646484,Reefer,0.8211101293563843,Purse_seines,0.005657179746776819,Reefer,0.7789573669433594,Purse_seines,0.004766218364238739,5112,803,364.10180555555553,6,2,0,,Invalid MMSI,,,,,,,,,,,,
0.05772811918063315,800038270,no_idea_what_it_is,,1,1,70.49375915527344,Reefer,0.7902293801307678,Purse_seines,0.011138414964079857,Reefer,0.7817537188529968,Purse_seines,0.008702718652784824,1096,537,318.76430555555555,31,808,0,,Invalid MMSI,,,,,980.2075,5,,,,,,
0.038882138517618466,412440254,no_idea_what_it_is,listed as fishing,4,1,52.16300678253174,Reefer,0.7902263328433037,Trawlers,0.056374743387095805,Reefer,0.790371336042881,Trawlers,0.05819935892304784,5739,4115,4484.891944444444,160,942,0,CHN,China,60.0,1.0,12.0,2370,6331.573055555554,88,,,,,,
0.0,211800000,Trawlers,,1,1,40.57107162475586,Reefer,0.7893487215042114,Purse_seines,0.0280942153185606,Reefer,0.809207022190094,Purse_seines,0.019800635054707527,19353,436,133.86847222222218,0,5826,0,DEU,Germany,41.0,1.0,8.0,17584,,,,,,,,
0.04484304932735426,412417632,no_idea_what_it_is,listed as fishing,1,1,40.92011260986328,Reefer,0.7873480319976807,Trawlers,0.012593945488333702,Reefer,0.7875214219093323,Trawlers,0.013252158649265766,1416,892,436.93972222222226,40,149,0,CHN,China,40.0,1.0,7.0,405,2692.4708333333333,5,,,,,,
0.006172839506172839,412329682,no_idea_what_it_is,listed as fishing,1,1,61.93058776855469,Reefer,0.7823502421379089,Trawlers,0.14536753296852112,Reefer,0.8516891002655029,Trawlers,0.07954791188240051,340,324,1791.0929166666663,2,0,0,CHN,China,78.0,1.0,10.0,121,6421.406666666668,65,,,,,,
0.05017530678687703,357788000,Reefer,,9,2,84.6552242702908,Reefer,0.7773723171816932,Trawlers,5.502946101879994E-5,Reefer,0.7986365358034769,Trawlers,2.2589415369604163E-4,98142,79860,25046.02097222201,4007,69418,0,PAN,Panama,84.0,1.0,13.0,24612,426.0388888888889,6,Reefer,,78.72,reefer_fishing,2810.715,9
0.07881878053962184,273823520,Trawlers,,1,1,60.41881561279297,Reefer,0.7743540406227112,Trawlers,0.08378134667873383,Reefer,0.7838625907897949,Trawlers,0.08242832869291306,13088,4707,5792.709444444445,371,4893,0,RUS,Russia,59.0,1.0,9.07907310081223,8252,9127.388888888889,29,,,,,883.6694444444444,8
0.03676183026984748,431799000,Trawlers,,1,1,82.31266784667969,Reefer,0.7645969390869141,Trawlers,0.01510575506836176,Reefer,0.7658203840255737,Trawlers,0.010640690103173256,12188,7671,4614.539166666664,282,0,0,JPN,Japan,68.0,1.0,11.0,1907,1030.2191666666665,28,,,,itu_fishing,,
0.05233422539399346,412331052,Cargo,,4,2,76.29751300811768,Reefer,0.7465894035995007,Pole_and_line,0.037513269265019744,Reefer,0.7860616073012352,Pole_and_line,0.07791991298995526,6644,3363,1254.6708333333318,176,2339,0,CHN,China,74.0,1.0,11.0,4534,232.17472222222221,4,,,,,596.4941666666666,1
0.0,367496580,unknown_fishing,small motor boat,1,1,64.21832275390625,Reefer,0.744425356388092,Purse_seines,7.341361924773082E-5,Reefer,0.8253411054611206,Purse_seines,1.1201528104720637E-4,1425,1001,3684.21125,0,13,0,USA,United States,11.0,1.0,3.0,555,,,,,,,,
0.07351351351351351,412441730,Reefer,,2,1,57.729942321777344,Reefer,0.7418480515480042,Purse_seines,0.20994102164695505,Reefer,0.7464607656002045,Purse_seines,0.21331333077978343,4842,1850,2475.5097222222225,136,1199,0,CHN,China,68.0,1.0,11.0,1935,7219.278333333333,54,,,,,,
0.0,219002682,unknown_fishing,small boat,2,1,40.9420051574707,Reefer,0.7366516590118408,Purse_seines,0.03965654829517007,Reefer,0.7480135560035706,Purse_seines,0.030289147049188614,19222,356,74.82861111111112,0,0,0,DNK,Denmark,15.0,1.0,5.0,8910,,,,,,itu_fishing,,
0.07338129496402877,413661678,no_idea_what_it_is,listed as fishing,4,2,50.958251953125,Reefer,0.7237815260887146,Trawlers,0.16437507112277672,Reefer,0.738568726927042,Trawlers,0.15567271372128744,5300,4865,2410.6376388888884,357,826,0,CHN,China,63.0,1.0,10.0,2497,568.5752777777777,14,,,,,,
0.09706959706959707,412520205,no_idea_what_it_is,listed as fishing,1,1,59.88577651977539,Reefer,0.7232732176780701,Trawlers,0.08474017679691315,Reefer,0.7232694625854492,Trawlers,0.09175927191972733,1584,546,490.1413888888888,53,0,0,CHN,China,58.0,1.0,9.0,600,87.87944444444445,2,,,,,,
0.032059186189889025,412207039,no_idea_what_it_is,listed as fishing,1,1,51.62138748168945,Reefer,0.7214792966842651,Trawlers,0.15444424748420715,Reefer,0.8014277219772339,Trawlers,0.12019524723291397,922,811,989.0408333333332,26,405,0,CHN,China,57.351010101010104,1.5,9.356060606060606,715,1375.7863888888887,10,,,,,,
0.047339757017176375,664584000,Purse_seines,,1,1,101.5599365234375,Reefer,0.7079647183418274,Purse_seines,0.0021456799004226923,Reefer,0.7277710437774658,Purse_seines,0.0023210279177874327,4675,2387,776.6876388888882,113,1803,0,SYC,Seychelles,96.0,1.0,16.0,1541,3752.212777777778,4,,,,,257.94694444444445,1
0.0569794952681388,341136000,Trawlers,,1,1,89.12376403808594,Reefer,0.6770870089530945,Purse_seines,0.2905013859272003,Reefer,0.7606845498085022,Purse_seines,0.1946820318698883,13006,5072,1335.4197222222224,289,2669,0,KNA,Saint Kitts and Nevis,104.0,1.0,16.0,10746,2794.1986111111114,9,,,,,,
0.014857142857142857,312616000,Cargo,,2,2,73.67426300048828,Reefer,0.6765445917844772,Trawlers,5.670792525052093E-4,Reefer,0.6720790714025497,Trawlers,4.044822562718764E-4,7044,1750,496.40722222222263,26,691,0,BLZ,Belize,91.0,1.0,15.0,4482,4922.722222222223,1,,,,,71.30611111111111,4
0.0,413220063,no_idea_what_it_is,listed as fishing,1,1,60.54772186279297,Reefer,0.6751768589019775,Trawlers,3.1396825215779245E-4,Reefer,0.6550483107566833,Trawlers,2.5883791386149824E-4,462,442,983.5438888888887,0,436,0,CHN,China,36.05940594059406,2.0,6.0594059405940595,606,,,,,,,,
0.01335559265442404,150204225,no_idea_what_it_is,listed as fishing,1,1,51.42195510864258,Reefer,0.6746562123298645,Purse_seines,0.08087515085935593,Reefer,0.5898191332817078,Purse_seines,0.08266054093837738,2017,1198,316.225972222222,16,407,0,,Invalid MMSI,34.0,1.0,7.0,55,1232.0655555555556,1,,,,,,
7.849293563579278E-4,273384020,Trawlers,,1,1,58.58533477783203,Reefer,0.6686074137687683,Purse_seines,0.0019165342673659325,Reefer,0.6387799978256226,Purse_seines,0.001868664170615375,21944,5096,934.1922222222206,4,1,0,RUS,Russia,,,,,83.17805555555556,1,,,,itu_fishing,,
0.0752127197068505,416004729,no_idea_what_it_is,listed as fishing,3,2,104.41919453938802,Reefer,0.6641372779686397,Purse_seines,0.33332456386897275,Reefer,0.6640349985349706,Purse_seines,0.3333291778874307,19085,16101,3135.9281944444465,1211,15995,0,TWN,Taiwan,85.60796324655436,4.0,11.645329249617152,3265,3385.6494444444443,15,,,,,498.5902777777779,7
0.06470407850352652,412692990,no_idea_what_it_is,listed as fishing,3,2,54.083272298177086,Reefer,0.6626853204021851,Fixed_gear,0.14294215792324394,Reefer,0.6750134167571863,Pole_and_line,0.09967283604783006,21419,6522,4700.546527777778,422,2237,0,CHN,China,66.0,1.0,10.727495519833097,4391,9620.35,64,,,,,,
0.09437571738298686,273421150,other_fishing,fish factory,8,2,78.62226104736328,Reefer,0.6614901865832508,Trawlers,0.03631082272704589,Reefer,0.6401305408217013,Trawlers,0.04471593555490472,33989,15682,13541.327499999987,1480,14582,0,RUS,Russia,85.0,1.0,13.0,11268,539.6688888888889,12,,,,,8845.814444444444,2
0.08895705521472393,372661000,Cargo,,7,2,80.7112170628139,Reefer,0.6571338868566922,Trawlers,2.3142910745832523E-4,Reefer,0.6509947265897479,Trawlers,1.396035040102106E-4,900,326,249.4211111111111,29,96,0,PAN,Panama,180.0,1.0,30.0,8797,,,,,,itu_fishing,1.3316666666666668,1
0.034814323607427054,224518000,Trawlers,,2,2,73.63461112976074,Reefer,0.6534574031829834,Purse_seines,0.02580085047520697,Reefer,0.7679035663604736,Purse_seines,0.03279037307947874,5143,3016,2358.694861111111,105,1993,0,ESP,Spain,51.52979783300776,2.0,11.57589880159787,948,1282.6091666666666,4,,,,,,
0.09142857142857143,312086000,Cargo,,1,1,84.04776000976562,Reefer,0.6516147255897522,Trawlers,2.2145951515994966E-4,Reefer,0.6436243057250977,Trawlers,1.454488083254546E-4,1410,175,57.185555555555574,16,177,0,BLZ,Belize,104.98868778280543,2.0,20.0,1768,,,,,,,,
0.06604013208026416,412420659,,,5,3,69.59427185058594,Reefer,0.6471999838016927,Drifting_longlines,0.17531767121654412,Reefer,0.635355320153758,Drifting_longlines,0.1798706477507949,4515,3937,3180.990277777778,260,0,0,CHN,China,80.0,1.0,12.0,173,1665.2105555555559,24,,,,,,
0.009630818619582664,412520876,,,1,1,37.54362869262695,Reefer,0.6408262848854065,Trawlers,0.04887234792113304,Reefer,0.622822642326355,Trawlers,0.03626084327697754,7194,623,1304.8830555555558,6,0,0,CHN,China,34.0,1.0,14.0,3594,,,,,,,,
0.06767868437697659,431701440,,,2,2,70.55718231201172,Reefer,0.6390021443367004,Trawlers,0.035159300081431866,Reefer,0.6279441714286804,Trawlers,0.02883843705058098,2687,1581,975.4073611111112,107,0,0,JPN,Japan,52.0,1.0,9.0,297,540.5119444444445,6,,,,itu_fishing,,
0.07168938656280428,440099000,,,3,2,73.27853520711263,Reefer,0.6338810996288279,Purse_seines,0.330998607373355,Reefer,0.631498959660045,Purse_seines,0.33148153497798677,11972,8216,8298.954444444444,589,9124,0,KOR,South Korea,78.0,1.0,13.0,2377,9070.5075,28,,,,,1416.1127777777779,28
0.04323079007995664,645133000,Reefer,,3,2,41.14564005533854,Reefer,0.6260008199606091,Trawlers,0.25931242709096597,Reefer,0.6281277070132395,Trawlers,0.2385395113233244,40315,14758,3215.7056944444553,638,14980,0,MUS,Mauritius,80.0,1.0,15.0,23602,,,,,,itu_fishing,,
0.04216073781291173,412329639,,,5,3,63.50420913696289,Reefer,0.6248168677091599,Trawlers,0.13262421102190275,Reefer,0.6327770046889782,Trawlers,0.1188642537238593,1970,1518,2011.040138888889,64,512,0,CHN,China,,,,,5454.787222222219,29,,,,,,
0.0898876404494382,150203127,,,4,2,76.29933452606201,Reefer,0.6098936155904084,Trawlers,0.003433014239021759,Reefer,0.6003256988478824,Trawlers,0.0024494573478826,2810,2314,1705.4280555555556,208,548,0,,Invalid MMSI,220.0,1.0,36.0,7,8432.568888888889,19,,,,,,
0.02539275253564426,412201875,,,1,1,103.56756591796875,Reefer,0.6008821725845337,Trawlers,1.3316348486114293E-6,Reefer,0.6119422912597656,Trawlers,5.329507530404953E-6,70075,41311,2198.9416666666584,1049,60948,0,CHN,China,66.0,1.0,10.0,12531,,,,,,,0.013611111111111112,2
0.04609743321110529,412440381,,,2,2,55.64170455932617,Reefer,0.5987744703888893,Squid,0.02063219007686712,Reefer,0.5839349403977394,Squid,0.016226776977418922,4361,1909,1856.7294444444447,88,367,0,CHN,China,65.0,1.0,12.0,685,6284.293888888889,37,,,,,,
0.05029286282449924,412452303,,,8,2,49.06465816497803,Reefer,0.5849592052400112,Trawlers,0.07123076120092264,Reefer,0.5882616946473718,Trawlers,0.05326398171803248,33710,27658,12121.067777777778,1391,8465,0,CHN,China,57.556475439049706,2.25,10.998373430470112,11706,3342.874166666667,81,,,,,,
0.060337289194253595,660001900,Purse_seines,,3,2,63.837884267171226,Reefer,0.5839993013845136,Fixed_gear,0.2816520621806073,Reefer,0.6091461046986902,Set_longlines,0.26885114645119756,17696,8005,3011.8395833333334,483,11638,0,REU,RŽunion,84.0,1.0,14.0,3311,20517.968333333338,40,,,,itu_fishing,65.9061111111111,2
0.03047182897025474,275131000,Trawlers,,2,2,74.34991455078125,Reefer,0.5822506919503212,Trawlers,0.38752003278568736,Reefer,0.5344680473208427,Trawlers,0.43010093827251694,48393,45419,795643.8769444444,1384,45233,0,LVA,Latvia,102.08861940298507,1.25,16.0,10953,24.45138888888889,1,Trawlers,,98.1,eu_fishing,4151774.3130555316,23281
0.08997303260603089,900235657,no_idea_what_it_is,listed as fishing,4,2,51.217591285705566,Reefer,0.5818168763071299,Trawlers,0.055819119937950745,Reefer,0.5686876364052296,Trawlers,0.04741798876784742,4197,4079,2118.6858333333325,367,0,0,,Invalid MMSI,133.625,6.0,22.25,16,2356.5636111111107,16,,,,,,
0.0815347721822542,412331053,,,4,2,78.83822631835938,Reefer,0.5770875588059425,Squid,0.09247502192906865,Reefer,0.5705642327666283,Squid,0.12196314877313341,10762,3336,2516.249722222223,272,3400,0,CHN,China,74.5,1.0,11.0,6873,5008.8725,30,,,,,24.84111111111111,1
0.08080808080808081,412203530,,,8,2,56.99770164489746,Reefer,0.573580177500844,Trawlers,0.26080370027193567,Reefer,0.5823786361142993,Trawlers,0.2739359537117707,1802,1584,910.0924999999999,128,1732,0,CHN,China,54.0,1.0,8.0,1571,1192.5605555555555,11,,,,,,
