mmsi,country_name,Search,Manual Label,Notes,Person,nn_times_classified_all,nn_number_max_labels_all,nn_average_length_all,nn_max_label_all,nn_max_score_all,nn_max_label_fishing_all,nn_max_fishing_score_all,nn_max_sublabel_all,nn_max_sub_score_all,nn_max_sublabel_fishing_all,nn_max_sub_fishing_score_all,positions,active_positions,active_hours,fishing_points,num_A,num_B,iso3,,average_length,avg_num_distinct_lengths,avg_width,number_valid_length_messages,gap_hours,num_gaps,training_label,training_sublabel,training_length,training_listsources,spoofing_hours,num_overlapping_segs,fishing_fraction
345981112,Mexico,https://www.google.com/search?q=mmsi%20345981112,,,,1,1,20.18248748779297,Tug_Pilot,0.9631616473197937,Purse_seines,5.056758527643979E-4,Tug,0.9006649851799011,Purse_seines,6.117192097008228E-4,1749,1632,2958.41125,0,427,0,MEX,,9.0,1.0,2.0,228,,,,,,,,,0.0
659049000,Namibia,https://www.google.com/search?q=mmsi%20659049000,,,,1,1,21.934194564819336,Seismic_vessel,0.9996793270111084,Trawlers,3.010440607909004E-8,Seismic_vessel,0.9996272325515747,Trawlers,2.957447264861912E-8,71839,20095,1818.5870833333342,134,53360,0,NAM,,47.0,1.0,8.0,15704,,,,,,,49397.699166666665,14,0.0066683254540930575
544897945,Nauru,https://www.google.com/search?q=mmsi%20544897945,,,,1,1,10.028844833374023,Tug_Pilot,0.983802318572998,Fixed_gear,0.0107219023630023,Tug,0.5591756105422974,Set_gillnets,0.016045399010181427,1927,1101,1511.3706944444443,0,574,0,NRU,,24.0,1.0,5.0,367,,,,,,,,,0.0
540000240,New Caledonia,https://www.google.com/search?q=mmsi%20540000240,,,,8,1,8.377581179141998,Passenger,0.9994719177484512,Purse_seines,3.484756607472994E-9,Sailing,0.7932602092623711,Purse_seines,3.1321120928431284E-6,16739,11798,8835.843888888885,507,12584,0,NCL,,26.0,1.0,8.0,2089,,,,,,,49.55416666666667,1,0.042973385319545684
512001264,New Zealand,https://www.google.com/search?q=mmsi%20512001264,,,,6,1,26.354697227478027,Passenger,0.9999738931655884,Trawlers,3.047490106765592E-10,Sailing,0.9982510209083557,Trawlers,1.1884627929929319E-7,16710,13542,7182.896666666667,0,2,0,NZL,,22.0,1.0,8.0,3097,,,,,,,19.39388888888889,1,0.0
512001268,New Zealand,https://www.google.com/search?q=mmsi%20512001268,,,,7,1,39.88797882625035,Passenger,0.9999564715794155,Purse_seines,7.451861159840431E-11,Sailing,0.9904171569006783,Purse_seines,2.399985578129181E-7,34601,24384,11482.792361111113,0,216,0,NZL,,18.0,1.0,6.0,7086,,,,,,,1568.1369444444442,6,0.0
512000027,New Zealand,https://www.google.com/search?q=mmsi%20512000027,,,,7,1,52.801165444510325,Passenger,0.9998736722128732,Purse_seines,2.781010069969847E-10,Sailing,0.9382960370608738,Purse_seines,1.20888328731488E-6,27486,19441,11144.013611111111,1,373,0,NZL,,29.0,1.0,9.0,6234,,,,,,,715.4761111111111,6,5.143768324674657E-5
512000425,New Zealand,https://www.google.com/search?q=mmsi%20512000425,,,,7,1,58.27363150460379,Passenger,0.9539650082588196,Purse_seines,1.6385450634707832E-8,Pilot,0.33974738782464037,Purse_seines,6.429868903978786E-6,14457,8592,6350.680972222221,0,0,0,NZL,,25.01515510300734,1.5,8.0,4326,,,,,,,292.8175,3,0.0
350581402,Nicaragua,https://www.google.com/search?q=mmsi%20350581402,,,,3,1,14.466422080993652,Tug_Pilot,0.963123639424642,Purse_seines,3.80565882570257E-4,Tug,0.7735256354014078,Purse_seines,5.416728395933509E-4,5573,3232,6386.627499999999,16,53,0,NIC,,14.0,1.0,4.0,2271,,,,,,,,,0.0049504950495049506
257746700,Norway,https://www.google.com/search?q=mmsi%20257746700,Tug,,VL,2,1,-2.282716751098633,Passenger,0.9978142976760864,Trawlers,2.032730150869355E-9,Sailing,0.989208310842514,Trawlers,4.246173634925299E-8,27656,3966,1140.3727777777785,30,0,0,NOR,,22.0,1.0,10.0,9330,,,,,,itu_fishing,,,0.007564296520423601
257415600,Norway,https://www.google.com/search?q=mmsi%20257415600,crab vessel,http://www.fiskeridir.no/register/fartoyreg/?edbid=1997005429,VL,1,1,18.871463775634766,Tug_Pilot,0.9975488781929016,Trawlers,2.9406987596303225E-4,Tug,0.9068484306335449,Trawlers,3.705444105435163E-4,8140,4336,2936.9868055555453,126,0,0,NOR,,11.0,1.0,4.0,3688,1062.518611111111,16,,,,itu_fishing,,,0.029059040590405903
257046600,Norway,https://www.google.com/search?q=mmsi%20257046600,unknown_fishing,ask Bjorn,VL,1,1,11.3831205368042,Tug_Pilot,0.9972150325775146,Fixed_gear,1.0950539581244811E-4,Tug,0.5191566944122314,Set_gillnets,1.302116143051535E-4,8309,3134,1176.4866666666667,276,0,0,NOR,,9.0,1.0,2.0,2171,53.97611111111111,1,,,,,,,0.08806636885768986
257919380,Norway,https://www.google.com/search?q=mmsi%20257919380,unknown_fishing,ask Bjorn,VL,3,1,6.352776209513347,Passenger,0.9928322633107504,Trawlers,5.108562580365591E-5,Sailing,0.9705341458320618,Trawlers,1.3405988299079277E-4,20140,3174,1200.1783333333333,16,4742,0,NOR,,15.0,1.0,5.0,6134,,,,,,,,,0.005040957781978576
258140470,Norway,https://www.google.com/search?q=mmsi%20258140470,unknown_fishing,,VL,1,1,20.780330657958984,Passenger,0.9924821257591248,Trawlers,0.0031386916525661945,Sailing,0.9885121583938599,Trawlers,0.005362655967473984,12026,5181,1947.2319444444443,140,872,0,NOR,,17.0,1.0,5.0,4276,319.58222222222224,4,,,,,,,0.027021810461300907
257014500,Norway,https://www.google.com/search?q=mmsi%20257014500,unknown_fishing,http://www.fiskeridir.no/register/fartoyreg/?edbid=2005032165,VL,1,1,18.362455368041992,Tug_Pilot,0.9918161034584045,Purse_seines,9.208704577758908E-4,Tug,0.974123477935791,Purse_seines,0.001035219756886363,44564,1583,699.6356944444441,19,4,0,NOR,,11.0,1.0,4.0,3,,,,,,,,,0.012002526847757423
257320600,Norway,https://www.google.com/search?q=mmsi%20257320600,no_idea_what_it_is,,VL,1,1,25.667490005493164,Passenger,0.9878425598144531,Trawlers,5.223590778768994E-5,Pilot,0.5529599189758301,Trawlers,0.0012430561473593116,21745,6531,2181.2573611111106,11,235,0,NOR,,10.0,1.0,4.0,12161,,,,,,itu_fishing,107.2761111111111,7,0.0016842749961721022
257087440,Norway,https://www.google.com/search?q=mmsi%20257087440,,,,1,1,11.917275428771973,Passenger,0.9872956871986389,Trawlers,2.2812125098425895E-4,Sailing,0.9644717574119568,Trawlers,4.6831744839437306E-4,7985,1922,1507.2004166666666,27,6,0,NOR,,10.0,1.0,4.0,2979,860.5119444444445,2,,,,itu_fishing,,,0.01404786680541103
257762700,Norway,https://www.google.com/search?q=mmsi%20257762700,,,,1,1,6.453377723693848,Passenger,0.9823867082595825,Trawlers,1.197306664835196E-5,Sailing,0.9714464545249939,Trawlers,4.457350223674439E-5,10382,1595,675.9349999999998,0,0,0,NOR,,6.017958030669895,2.0,2.016949152542373,4956,,,,,,itu_fishing,,,0.0
257454500,Norway,https://www.google.com/search?q=mmsi%20257454500,,,,2,1,14.440220355987549,Tug_Pilot,0.9805783927440643,Fixed_gear,0.001235869072843343,Pilot,0.6217060983181,Set_gillnets,4.0180853102356195E-4,5873,1935,1734.7477777777779,0,0,0,NOR,,8.997733454215775,2.0,3.0054397098821397,2206,,,,,,,,,0.0
257516500,Norway,https://www.google.com/search?q=mmsi%20257516500,,,,1,1,7.305577278137207,Cargo_Tanker,0.9756345152854919,Trawlers,0.02156481333076954,Tanker,0.701649010181427,Trawlers,0.013180852867662907,83123,4926,1229.577222222222,36,3,0,NOR,,33.36790844898953,1.3333333333333333,7.0,26130,,,,,,,,,0.007308160779537149
257370600,Norway,https://www.google.com/search?q=mmsi%20257370600,,,,1,1,10.520991325378418,Tug_Pilot,0.9741212129592896,Trawlers,2.3452317691408098E-4,Pilot,0.6806783080101013,Trawlers,3.781859704758972E-4,14385,3212,1278.2726388888896,26,0,0,NOR,,9.063284905195765,5.0,3.007879832553558,8122,,,,,,itu_fishing,,,0.00809464508094645
257117700,Norway,https://www.google.com/search?q=mmsi%20257117700,,,,4,1,21.499950408935547,Passenger,0.967232272028923,Purse_seines,6.807734406493182E-4,Pilot,0.5374928954988718,Pots_and_traps,0.0032967614770313958,12141,2997,2923.7790277777785,62,0,0,NOR,,8.0,1.0,3.0,4213,,,,,,itu_fishing,99.98583333333333,1,0.020687354020687353
257118700,Norway,https://www.google.com/search?q=mmsi%20257118700,,,,7,1,22.12357602800642,Cargo_Tanker,0.9660881076540265,Trawlers,2.8735031881816603E-5,Tanker,0.9523940426962716,Trawlers,9.533775531573546E-6,77142,19173,8429.293749999999,208,2,0,NOR,,13.0,1.0,4.0,13308,,,,,,,223.93361111111113,7,0.010848589161842174
257010940,Norway,https://www.google.com/search?q=mmsi%20257010940,,,,1,1,12.029857635498047,Tug_Pilot,0.9660310745239258,Trawlers,0.001989639364182949,Pilot,0.7550537586212158,Trawlers,0.0015067239291965961,8160,3038,1934.7943055555554,144,245,0,NOR,,11.100673801030519,1.3333333333333333,4.0,2807,410.5569444444444,4,,,,,,,0.04739960500329164
257489720,Norway,https://www.google.com/search?q=mmsi%20257489720,,,,2,1,9.212930679321289,Passenger,0.9658450782299042,Trawlers,0.008039813409141061,Sailing,0.7928642928600311,Trawlers,0.06117975982715507,29213,3950,787.186249999997,25,0,0,NOR,,21.0,1.0,6.0,7922,,,,,,itu_fishing,,,0.006329113924050633
257597600,Norway,https://www.google.com/search?q=mmsi%20257597600,,,,1,1,10.369562149047852,Passenger,0.9649936556816101,Trawlers,5.5864562455099076E-5,Sailing,0.8769553899765015,Trawlers,2.0688488439191133E-4,13892,2755,1522.852083333334,64,14,0,NOR,,15.0,1.0,6.0,7263,,,,,,itu_fishing,,,0.02323049001814882
257202140,Norway,https://www.google.com/search?q=mmsi%20257202140,,,,1,1,9.624987602233887,Tug_Pilot,0.9577952027320862,Fixed_gear,0.02060583606362343,Tug,0.8754497766494751,Set_gillnets,0.013495990075170994,14204,4181,2487.8244444444454,301,63,0,NOR,,13.0,1.0,5.0,5717,,,,,,itu_fishing,,,0.07199234632862951
755048000,Paraguay,https://www.google.com/search?q=mmsi%20755048000,,,,4,1,13.968381404876709,Tug_Pilot,0.9993484914302826,Squid,1.54027827686809E-7,Tug,0.9994541108608246,Squid,1.4759807465125618E-7,6583,3243,2383.641111111107,0,5836,0,PRY,,139.0,1.0,43.0,273,,,,,,,,,0.0
760000280,Peru,https://www.google.com/search?q=mmsi%20760000280,,,,1,1,39.465274810791016,Passenger,0.9726478457450867,Purse_seines,8.545238961232826E-5,Sailing,0.8320289254188538,Purse_seines,0.001078488421626389,7817,7572,2152.367222222221,169,5774,0,PER,,70.0,1.0,14.0,1798,6484.854166666666,4,,,,,,,0.02231907025884839
273090909,Russia,https://www.google.com/search?q=mmsi%20273090909,,,,1,1,15.58250904083252,Tug_Pilot,0.997884213924408,Purse_seines,5.74534060433507E-4,Tug,0.9007548093795776,Purse_seines,7.709006313234568E-4,1652,1386,318.0869444444445,0,0,0,RUS,,10.0,1.0,3.0,798,,,,,,,,,0.0
273002001,Russia,https://www.google.com/search?q=mmsi%20273002001,,,,3,1,12.213213284810385,Tug_Pilot,0.9929823279380798,Fixed_gear,1.0884320090553956E-5,Pilot,0.7541274627049764,Pots_and_traps,9.230876912624808E-6,3778,1461,1649.5486111111113,0,0,0,RUS,,6.0,1.0,2.0,2185,,,,,,,,,0.0
273331830,Russia,https://www.google.com/search?q=mmsi%20273331830,,,,3,1,25.982591311136883,Passenger,0.9651918808619181,Purse_seines,4.108785750152795E-6,Sailing,0.647290567557017,Purse_seines,1.538409715067246E-4,6919,1571,958.0147222222224,58,117,0,RUS,,29.0,1.0,6.0,1582,,,,,,,0.7991666666666667,1,0.036919159770846595
377191000,Saint Vincent and the Grenadines,https://www.google.com/search?q=mmsi%20377191000,,,,1,1,30.934524536132812,Passenger,0.9524202346801758,Pole_and_line,0.010477901436388493,Sailing,0.9140118360519409,Pole_and_line,0.019861334934830666,11458,11365,853.9295833333483,4,11458,0,VCT,,65.0,1.0,12.0,346,,,,,,,,,3.519577650681918E-4
563035930,Singapore,https://www.google.com/search?q=mmsi%20563035930,,,,1,1,20.84138298034668,Passenger,0.999977707862854,Trawlers,2.1800226554513635E-12,Sailing,0.9737053513526917,Squid,7.071904661870576E-8,1531,1449,3727.616666666667,69,0,0,SGP,,32.0,1.0,12.0,788,,,,,,,,,0.047619047619047616
564201000,Singapore,https://www.google.com/search?q=mmsi%20564201000,,,,9,1,18.157109684414333,Tug_Pilot,0.9963589840465121,Purse_seines,8.207877205370886E-7,Tug,0.9969421029090881,Purse_seines,1.1214506105478645E-6,58939,55535,6022.608611111088,401,571,0,SGP,,30.0,1.0,12.0,28310,,,,,,,,,0.0072206716485099486
563024180,Singapore,https://www.google.com/search?q=mmsi%20563024180,,,,4,1,28.078014850616455,Tug_Pilot,0.9742943048477173,Fixed_gear,8.93329868318915E-5,Pilot,0.9971075505018234,Set_gillnets,2.6865056472757942E-6,5256,4868,5520.222361111111,200,789,0,SGP,,,,,,,,,,,,,,0.041084634346754315
440221650,South Korea,https://www.google.com/search?q=mmsi%20440221650,,,,2,1,20.382978439331055,Tug_Pilot,0.9976508021354675,Fixed_gear,3.91805373283205E-5,Pilot,0.9943375289440155,Set_gillnets,2.537625832133017E-6,1653,1585,3113.215277777777,86,0,0,KOR,,12.0,1.0,4.0,462,,,,,,,3.22,1,0.05425867507886435
440115620,South Korea,https://www.google.com/search?q=mmsi%20440115620,,,,2,1,9.000047206878662,Tug_Pilot,0.9788022339344025,Fixed_gear,0.00750140321906656,Pilot,0.9983018636703491,Pots_and_traps,0.001017115038848715,3666,3340,4259.528055555554,0,0,0,KOR,,11.0,1.0,3.0,521,,,,,,,186.45777777777778,5,0.0
440134690,South Korea,https://www.google.com/search?q=mmsi%20440134690,,,,7,1,31.117025102887833,Passenger,0.9683050513267517,Trawlers,0.0054064485549523466,Sailing,0.6983521367822375,Purse_seines,0.02805423131290549,6870,1740,3178.5650000000014,22,428,0,KOR,,76.0,1.0,13.0,546,,,,,,,,,0.01264367816091954
440152950,South Korea,https://www.google.com/search?q=mmsi%20440152950,,,,3,1,13.891411463419596,Tug_Pilot,0.9624151984850565,Fixed_gear,0.008198018496235212,Pilot,0.9976386825243632,Pots_and_traps,8.38668068657474E-4,2280,2089,3150.6876388888886,0,243,0,KOR,,10.0,1.0,3.0,911,,,,,,,,,0.0
440203610,South Korea,https://www.google.com/search?q=mmsi%20440203610,,,,2,1,19.98164653778076,Passenger,0.9601847529411316,Trawlers,1.725202059787989E-5,Sailing,0.4662622772157192,Trawlers,1.5507176794926636E-4,4599,2011,3228.7723611111096,0,0,0,KOR,,8.0,1.0,3.0,596,,,,,,,109.03333333333333,9,0.0
440115590,South Korea,https://www.google.com/search?q=mmsi%20440115590,,,,3,1,42.43141174316406,Passenger,0.950554351011912,Purse_seines,2.828186721851959E-7,Pilot,0.9908725420633951,Purse_seines,1.2292939288727212E-6,7832,5050,3873.7488888888893,0,0,0,KOR,,14.0,1.0,3.0,361,,,,,,,40.18194444444444,11,0.0
416002923,Taiwan,https://www.google.com/search?q=mmsi%20416002923,,,,8,1,17.623090147972107,Tug_Pilot,0.9953949674963951,Purse_seines,1.0034365473532425E-6,Pilot,0.9504765942692757,Purse_seines,3.956865213261551E-7,25797,15861,4137.1675,134,6057,0,TWN,,30.0,1.0,7.0,200,,,,,,,1403.3725,9,0.008448395435344556
416206146,Taiwan,https://www.google.com/search?q=mmsi%20416206146,,,,1,1,3.328807830810547,Tug_Pilot,0.9760903120040894,Trawlers,1.430841348337708E-5,Tug,0.6428753733634949,Trawlers,2.2098165572970174E-5,6770,1101,1491.608888888889,0,0,0,TWN,,,,,,,,,,,,,,0.0
416109025,Taiwan,https://www.google.com/search?q=mmsi%20416109025,,,,3,1,18.59311580657959,Tug_Pilot,0.9688039024670919,Purse_seines,7.744327727247461E-7,Tug,0.8588697711626688,Purse_seines,2.856575283279502E-6,5037,1742,2367.878333333333,0,0,0,TWN,,24.0,1.0,6.0,1880,,,,,,,67.04083333333334,1,0.0
271073093,Turkey,https://www.google.com/search?q=mmsi%20271073093,,,,2,1,8.416515350341797,Tug_Pilot,0.9992789328098297,Trawlers,4.824163895023048E-7,Tug,0.985448569059372,Trawlers,1.5201566867517613E-6,3734,1851,1096.485,9,0,0,TUR,,12.0,1.0,5.0,998,,,,,,,,,0.004862236628849271
271072710,Turkey,https://www.google.com/search?q=mmsi%20271072710,,,,2,1,10.09099006652832,Tug_Pilot,0.9956075251102448,Fixed_gear,2.8999231744819554E-5,Tug,0.8786574900150299,Purse_seines,3.143592402921058E-5,2800,1518,1325.3022222222223,5,0,0,TUR,,23.0,1.0,8.0,785,,,,,,,,,0.0032938076416337285
271062007,Turkey,https://www.google.com/search?q=mmsi%20271062007,,,,1,1,16.87781524658203,Tug_Pilot,0.9898895621299744,Fixed_gear,1.1540048581082374E-4,Tug,0.954255998134613,Purse_seines,1.0447648674016818E-4,3056,1537,1239.778888888889,0,51,0,TUR,,15.0,1.0,5.0,579,,,,,,,,,0.0
271066006,Turkey,https://www.google.com/search?q=mmsi%20271066006,,,,2,1,14.7607421875,Tug_Pilot,0.9877232909202576,Trawlers,2.673363176270982E-4,Tug,0.983896940946579,Trawlers,2.7732364821275723E-4,7652,2145,1292.3270833333336,79,0,0,TUR,,42.0,1.0,9.0,1497,,,,,,,258.4875,1,0.03682983682983683
271072124,Turkey,https://www.google.com/search?q=mmsi%20271072124,,,,1,1,12.438009262084961,Tug_Pilot,0.9712520837783813,Purse_seines,4.659431397158187E-6,Tug,0.9435423016548157,Purse_seines,1.3721238246944267E-5,7851,4169,1592.5976388888894,60,55,0,TUR,,14.0,1.0,5.0,200,,,,,,itu_fishing,,,0.014391940513312544
271062155,Turkey,https://www.google.com/search?q=mmsi%20271062155,,,,1,1,21.409297943115234,Cargo_Tanker,0.9518615007400513,Trawlers,9.275654883822426E-5,Tanker,0.5559356808662415,Trawlers,7.742398156551644E-5,8098,1284,1220.1406944444445,80,0,0,TUR,,31.0,1.0,9.0,825,154.745,2,,,,,6.426944444444445,2,0.06230529595015576
434191832,Turkmenistan,https://www.google.com/search?q=mmsi%20434191832,,,,2,1,34.60583305358887,Cargo_Tanker,0.9572350382804871,Trawlers,6.952747199306941E-6,Tanker,0.7820377349853516,Trawlers,1.4268894119595643E-6,10129,2089,1331.8695833333331,0,0,0,TKM,,45.0,1.0,10.0,4468,,,,,,,,,0.0
235076683,United Kingdom,https://www.google.com/search?q=mmsi%20235076683,,,,9,1,18.62490569220649,Tug_Pilot,0.9841063155068291,Trawlers,2.498283138486891E-6,Tug,0.9138842556211684,Trawlers,6.896939742280968E-6,61166,4917,493.9965277777774,97,2,0,GBR,,20.01718773398113,15.0,8.001813613750187,60101,,,,,,,1554.871111111111,1,0.01972747610331503
235111429,United Kingdom,https://www.google.com/search?q=mmsi%20235111429,,,,2,1,17.50623893737793,Passenger,0.9724707901477814,Fixed_gear,0.003965720476116985,Sailing,0.8434971272945404,Pots_and_traps,0.0110456912079826,14467,9711,2953.5280555555537,0,0,0,GBR,,16.0,1.0,7.0,4047,,,,,,,,,0.0
235088086,United Kingdom,https://www.google.com/search?q=mmsi%20235088086,,,,1,1,13.968709945678711,Passenger,0.9714695811271667,Trawlers,0.001909653190523386,Sailing,0.9608493447303772,Trawlers,0.004510536324232817,2019,1711,961.3979166666666,99,206,0,GBR,,10.0,1.0,4.0,909,,,,,,,,,0.05786090005844535
367574030,United States,https://www.google.com/search?q=mmsi%20367574030,Passenger,yacht,VL,1,1,23.646472930908203,Passenger,0.9999549388885498,Trawlers,4.964360300618864E-7,Sailing,0.998454213142395,Trawlers,8.276255357486662E-6,24467,6298,3710.631250000001,57,54,0,USA,,26.0,1.0,8.0,5193,28.0075,1,,,,,,,0.009050492219752302
367086740,United States,https://www.google.com/search?q=mmsi%20367086740,Tug,,VL,7,1,14.705899374825615,Tug_Pilot,0.9998540537697929,Trawlers,4.374689300296846E-9,Tug,0.9998993022101266,Trawlers,4.174240100399526E-9,12225,7120,13807.63097222222,131,930,0,USA,,42.0,1.0,11.0,2097,,,,,,,8754.318333333333,60,0.01839887640449438
367680850,United States,https://www.google.com/search?q=mmsi%20367680850,Passenger,"pleasure craft, no pic",VL,1,1,35.249080657958984,Passenger,0.9998377561569214,Trawlers,1.1998612171737477E-4,Sailing,0.9987063407897949,Trawlers,8.011673926375806E-4,24912,2422,742.6245833333332,43,0,0,USA,,24.0,1.0,6.0,9941,,,,,,itu_fishing,,,0.017753922378199834
367093130,United States,https://www.google.com/search?q=mmsi%20367093130,Tug,,VL,8,1,13.442324161529541,Tug_Pilot,0.99980279058218,Trawlers,1.7724113802932567E-8,Tug,0.9996296241879463,Trawlers,6.224159945951435E-8,7881,4017,4669.855277777778,40,338,0,USA,,50.0,1.0,17.0,996,,,,,,,1482.8647222222223,2,0.009957679860592481
367485560,United States,https://www.google.com/search?q=mmsi%20367485560,Passenger,yacht,VL,4,1,34.76452112197876,Passenger,0.9997783154249191,Trawlers,5.0930524068570904E-5,Sailing,0.9954394549131393,Trawlers,4.406069479614416E-4,18756,1905,1970.8116666666667,48,1183,0,USA,,28.0,1.0,6.0,5704,1531.1122222222225,8,,,,,38.427499999999995,3,0.025196850393700787
366916960,United States,https://www.google.com/search?q=mmsi%20366916960,Tug,,VL,9,1,17.010447396172417,Tug_Pilot,0.9997622238265144,Trawlers,8.772897002697683E-9,Tug,0.9998537302017212,Trawlers,6.813822279071796E-9,17695,11433,5203.278194444441,0,2278,0,USA,,44.0,1.0,13.0,5014,,,,,,,2252.1222222222223,31,0.0
367456890,United States,https://www.google.com/search?q=mmsi%20367456890,Tug,,VL,9,1,16.24352815416124,Tug_Pilot,0.9997455411487155,Trawlers,6.2753700816011975E-9,Tug,0.9998433258798387,Trawlers,6.7131363862888485E-9,9885,6957,4325.126250000013,0,1115,0,USA,,33.0,1.0,10.0,2710,,,,,,,7.534166666666667,3,0.0
367049530,United States,https://www.google.com/search?q=mmsi%20367049530,Passenger,yacht,VL,2,1,30.428162574768066,Passenger,0.9997438788414001,Trawlers,6.102560234921839E-9,Sailing,0.9523444473743439,Trawlers,2.4736067416597507E-6,6516,1749,2638.7329166666673,1,0,0,USA,,11.0,1.0,5.0,2845,,,,,,,148.43777777777777,1,5.717552887364208E-4
367700990,United States,https://www.google.com/search?q=mmsi%20367700990,Passenger,,VL,1,1,0.3882737159729004,Passenger,0.9996631145477295,Trawlers,4.5608626209059366E-8,Sailing,0.8419392704963684,Pots_and_traps,2.0911404135404155E-5,7736,5122,2473.504305555555,0,0,0,USA,,21.0,1.0,8.0,3090,,,,,,,,,0.0
367188370,United States,https://www.google.com/search?q=mmsi%20367188370,Passenger,Recreational,VL,1,1,30.61966896057129,Passenger,0.9996554851531982,Trawlers,1.0663385552334148E-7,Sailing,0.9959025979042053,Trawlers,8.748146683501545E-6,7328,4519,2394.749305555554,29,660,0,USA,,18.0,1.0,4.0,690,,,,,,,,,0.006417348971011286
367597750,United States,https://www.google.com/search?q=mmsi%20367597750,no_idea_what_it_is,contradicting info,VL,1,1,2.548495292663574,Passenger,0.9996351003646851,Trawlers,6.091537443353445E-7,Sailing,0.9992438554763794,Trawlers,1.1525116860866547E-6,1408,1015,939.6172222222223,34,140,0,USA,,12.0,1.0,6.0,400,,,,,,,,,0.033497536945812804
369970734,United States,https://www.google.com/search?q=mmsi%20369970734,no_idea_what_it_is,,VL,2,1,4.122803688049316,Tug_Pilot,0.9995929002761841,Purse_seines,2.743579274877561E-8,Tug,0.9954206645488739,Purse_seines,6.621921677663067E-8,16976,6208,2149.3543055555556,0,1643,0,USA,,42.0,1.0,11.0,1237,,,,,,,,,0.0
338160247,United States,https://www.google.com/search?q=mmsi%20338160247,unknown_fishing,,VL,1,1,17.152530670166016,Passenger,0.9995521903038025,Trawlers,3.115457366220653E-5,Sailing,0.998881995677948,Trawlers,8.27312032924965E-5,9951,3061,1125.3170833333324,13,385,0,USA,,23.0,1.0,6.0,3042,,,,,,,,,0.004246978111728194
367420490,United States,https://www.google.com/search?q=mmsi%20367420490,unknown_but_not_fishing,tug reported as well,VL,9,1,18.380295117696125,Tug_Pilot,0.9994952811135186,Trawlers,6.225598650797279E-9,Tug,0.9997008774015639,Trawlers,4.6079410856051135E-9,13459,9578,5256.336388888889,0,1213,0,USA,,57.0,1.0,14.0,3841,,,,,,,247.86916666666667,13,0.0
366999220,United States,https://www.google.com/search?q=mmsi%20366999220,no_idea_what_it_is,MMSI does not match,VL,7,1,25.08431271144322,Tug_Pilot,0.9992850593158177,Trawlers,3.176185574945859E-7,Tug,0.9994651334626334,Trawlers,1.8871920486646892E-7,15725,10184,9740.930138888887,0,1486,0,USA,,36.0,1.0,12.0,2876,,,,,,,,,0.0
366996880,United States,https://www.google.com/search?q=mmsi%20366996880,Tug,,VL,9,1,18.54796250661214,Tug_Pilot,0.999175402853224,Trawlers,8.264931329604597E-9,Tug,0.9994595183266534,Trawlers,8.838709026256128E-9,9406,7029,5728.523472222221,0,761,0,USA,,49.0,1.0,11.0,2335,,,,,,,83.4263888888889,1,0.0
367350260,United States,https://www.google.com/search?q=mmsi%20367350260,unknown_fishing,,VL,1,1,7.720189094543457,Passenger,0.9990942478179932,Trawlers,8.567577935991721E-8,Sailing,0.996457040309906,Trawlers,6.78890387462161E-7,4238,2858,1645.0719444444437,97,3290,0,USA,,26.0,1.0,8.0,1006,,,,,,,,,0.033939818054583626
367635370,United States,https://www.google.com/search?q=mmsi%20367635370,Tug,,VL,4,1,11.027030110359192,Tug_Pilot,0.9990575313568115,Purse_seines,2.6856747092351974E-6,Tug,0.9991066157817841,Purse_seines,2.8210705398934444E-6,8540,5522,4972.032222222228,0,1631,0,USA,,25.0,1.0,6.0,4557,,,,,,,12431.558611111112,5,0.0
366996260,United States,https://www.google.com/search?q=mmsi%20366996260,Tug,,VL,9,1,23.416086620754665,Tug_Pilot,0.998775389459398,Trawlers,3.528732407549288E-8,Tug,0.9992576307720609,Trawlers,3.430986150473263E-8,12655,5831,8879.373472222222,1,560,0,USA,,,,,,,,,,,,6277.788888888889,28,1.714971702966901E-4
367502180,United States,https://www.google.com/search?q=mmsi%20367502180,Passenger,yacht,VL,2,1,37.841840744018555,Passenger,0.9987114369869232,Trawlers,9.961106499645211E-7,Sailing,0.9553949534893036,Trawlers,2.6532889023656026E-5,28606,2895,1592.3163888888892,255,1212,0,USA,,22.001204728559596,1.3333333333333333,8.0,8343,698.8855555555556,4,,,,,,,0.08808290155440414
367587930,United States,https://www.google.com/search?q=mmsi%20367587930,Tug,,VL,6,1,17.879631360371906,Tug_Pilot,0.9986394743124644,Trawlers,7.298435781658933E-7,Tug,0.9905694226423899,Pots_and_traps,1.3878231825970033E-6,20010,12535,8334.294861111113,0,1176,0,USA,,20.0,1.0,8.0,1458,,,,,,,549.1552777777778,2,0.0
366993020,United States,https://www.google.com/search?q=mmsi%20366993020,Tug,,VL,9,1,20.66218301984999,Tug_Pilot,0.9985978205998739,Trawlers,2.8098171783749583E-7,Tug,0.9988374643855624,Trawlers,3.383460421089789E-7,13553,6611,2198.8573611111074,4,342,0,USA,,44.0,1.0,10.0,6156,,,,,,,,,6.05052185751021E-4
367650680,United States,https://www.google.com/search?q=mmsi%20367650680,no_idea_what_it_is,conflicting info. Looks like small gishing,VL,3,1,5.003443082173665,Passenger,0.998043437798818,Trawlers,5.100647104730646E-4,Sailing,0.9986931880315145,Trawlers,2.6899199391057965E-4,28869,28576,2921.499583333334,166,27559,0,USA,,20.0,1.0,5.0,3166,,,,,,,622.7044444444444,10,0.005809070548712206
