mmsi,country_name,Search,Manual Label,Notes,Person,nn_times_classified_all,nn_number_max_labels_all,nn_average_length_all,nn_max_label_all,nn_max_score_all,nn_max_label_fishing_all,nn_max_fishing_score_all,nn_max_sublabel_all,nn_max_sub_score_all,nn_max_sublabel_fishing_all,nn_max_sub_fishing_score_all,positions,active_positions,active_hours,fishing_points,num_A,num_B,iso3,,average_length,avg_num_distinct_lengths,avg_width,number_valid_length_messages,gap_hours,num_gaps,training_label,training_sublabel,training_length,training_listsources,spoofing_hours,num_overlapping_segs,fishing_fraction
413980536,China,https://www.google.com/search?q=mmsi%20413980536,,,,7,1,21.2957090650286,Cargo_Tanker,0.9850718719618661,Trawlers,4.771612750539436E-6,Cargo,0.8782921518598285,Trawlers,2.9964941031325665E-6,6140,4234,3553.483055555556,0,2355,0,CHN,,52.0,1.0,9.022717343818261,2327,363.27805555555557,1,,,,,,,0.0
412428629,China,https://www.google.com/search?q=mmsi%20412428629,,,,1,1,22.072998046875,Tug_Pilot,0.9849831461906433,Trawlers,6.397163087967783E-5,Tug,0.9857643246650696,Trawlers,6.278645741986111E-5,1915,1474,627.7812500000008,4,0,0,CHN,,40.0,1.0,5.0,67,,,,,,,,,0.0027137042062415195
413803574,China,https://www.google.com/search?q=mmsi%20413803574,,,,7,1,27.435230800083705,Cargo_Tanker,0.9843794533184597,Squid,5.2365694058753576E-8,Cargo,0.9638828464916774,Squid,6.816052292421152E-8,33595,17137,5502.668055555555,7,5137,0,CHN,,98.9870599147162,2.3333333333333335,16.999594663658954,11580,,,,,,,,,4.0847289490575947E-4
412462148,China,https://www.google.com/search?q=mmsi%20412462148,,,,7,1,21.11630848475865,Cargo_Tanker,0.9837982484272548,Trawlers,2.6143068479438686E-5,Tanker,0.831128750528608,Trawlers,2.0080965544455598E-5,22725,4678,5564.858749999999,39,3900,0,CHN,,14.028795641440997,1.5,3.062126843720729,6371,,,,,,,,,0.008336896109448481
412448809,China,https://www.google.com/search?q=mmsi%20412448809,,,,1,1,14.337796211242676,Passenger,0.9834152460098267,Trawlers,0.0059389336965978146,Sailing,0.9726137518882751,Trawlers,0.007913404144346714,1624,1400,1235.3969444444444,91,256,0,CHN,,36.99873976055451,1.3333333333333333,7.0,872,13407.167222222222,20,,,,,,,0.065
412455930,China,https://www.google.com/search?q=mmsi%20412455930,,,,7,1,10.772205897739955,Cargo_Tanker,0.9832784788949149,Trawlers,0.001971115294509218,Cargo,0.7346683485167367,Trawlers,0.0013357239473797172,5147,4394,5584.809166666665,155,1620,0,CHN,,53.77429040302175,2.0,10.887145201510872,2655,,,,,,,18.665277777777778,1,0.035275375512061904
413900937,China,https://www.google.com/search?q=mmsi%20413900937,,,,7,1,16.56796714237758,Cargo_Tanker,0.9831722634179252,Trawlers,8.033345195121047E-6,Cargo,0.8654690214565822,Trawlers,6.9593982290973496E-6,10483,3898,3284.9180555555554,8,3923,0,CHN,,67.98019916628068,1.6666666666666667,13.995150422373674,2921,,,,,,,73.2088888888889,1,0.002052334530528476
413000079,China,https://www.google.com/search?q=mmsi%20413000079,,,,6,1,16.340184529622395,Cargo_Tanker,0.9831678370634714,Trawlers,5.1895031669459595E-6,Cargo,0.8380973041057587,Trawlers,8.056064350896638E-6,34206,15405,5726.121805555565,1460,9868,0,CHN,,65.9019865028321,2.0,16.00301116885925,17001,25.155833333333334,1,,,,,179.28083333333333,5,0.09477442388834793
413950365,China,https://www.google.com/search?q=mmsi%20413950365,,,,4,1,21.586689472198486,Cargo_Tanker,0.9826025664806366,Trawlers,1.6617807353704067E-7,Cargo,0.9478644579648972,Squid,2.321228488407875E-7,8215,4471,5311.67638888889,0,936,0,CHN,,40.0,1.0,8.073801852597665,1755,,,,,,,,,0.0
412370647,China,https://www.google.com/search?q=mmsi%20412370647,,,,1,1,14.5855712890625,Tug_Pilot,0.9818639755249023,Fixed_gear,0.0015608146786689758,Pilot,0.7443609237670898,Pots_and_traps,2.4110001686494797E-4,2161,1112,216.34819444444437,0,0,0,CHN,,20.0,1.0,4.0,311,,,,,,,,,0.0
413792722,China,https://www.google.com/search?q=mmsi%20413792722,,,,5,1,33.797039699554446,Cargo_Tanker,0.9815237164497376,Trawlers,1.0165842597997799E-7,Cargo,0.9439030528068543,Trawlers,5.092077649815341E-8,2066,1827,625.9497222222222,3,839,0,CHN,,49.0,1.0,9.0,701,,,,,,,1.5569444444444445,1,0.0016420361247947454
412482104,China,https://www.google.com/search?q=mmsi%20412482104,,,,1,1,13.39942741394043,Cargo_Tanker,0.981156587600708,Trawlers,0.0017501008696854115,Tanker,0.8241760730743408,Trawlers,0.0013100838987156749,11722,7463,4132.60986111111,202,0,0,CHN,,25.0,1.0,7.0,4931,378.78888888888895,11,,,,,,,0.027066863191745946
412350055,China,https://www.google.com/search?q=mmsi%20412350055,,,,1,1,27.37116813659668,Tug_Pilot,0.9807376265525818,Trawlers,0.004842720925807953,Tug,0.9905253648757935,Trawlers,0.0020169278141111135,5359,1633,373.3731944444445,0,1112,0,CHN,,18.0,1.0,0.0,1488,,,,,,,,,0.0
413361730,China,https://www.google.com/search?q=mmsi%20413361730,,,,4,1,27.66886043548584,Cargo_Tanker,0.9805645197629929,Trawlers,0.002612442444405866,Tanker,0.8579853773117065,Trawlers,0.0014561399620710534,37171,10416,4093.648333333332,411,9694,0,CHN,,52.99438132707442,2.5,10.076249212370993,12866,189.31666666666666,6,,,,,,,0.03945852534562212
412430768,China,https://www.google.com/search?q=mmsi%20412430768,,,,3,1,5.351407527923584,Passenger,0.980286439259847,Trawlers,0.005351624417623195,Sailing,0.9216443300247192,Pots_and_traps,0.05021505069453269,1229,1151,1367.9768055555555,2,0,0,CHN,,22.0,1.0,5.0,577,,,,,,,,,0.0017376194613379669
412000752,China,https://www.google.com/search?q=mmsi%20412000752,,,,1,1,13.980661392211914,Cargo_Tanker,0.9796164035797119,Trawlers,0.004628949332982302,Cargo,0.7664435505867004,Trawlers,0.0023253161925822496,1430,1406,1202.77625,37,0,0,CHN,,40.0,1.0,8.0,195,,,,,,,,,0.02631578947368421
412467743,China,https://www.google.com/search?q=mmsi%20412467743,,,,1,1,1.542143702507019,Passenger,0.9788790941238403,Trawlers,6.726463325321674E-4,Sailing,0.9302020072937012,Trawlers,0.002900907536968589,1702,1629,1599.3159722222226,34,570,0,CHN,,90.0,1.0,4.0,675,106.0475,1,,,,,,,0.020871700429711478
413784276,China,https://www.google.com/search?q=mmsi%20413784276,,,,5,1,31.03922805786133,Cargo_Tanker,0.9782602906227111,Trawlers,4.7076863483042077E-7,Cargo,0.9149183869361878,Trawlers,3.4122205949671525E-7,4316,4022,2509.488611111111,0,1389,0,CHN,,45.01238227367773,2.5,9.056255092215391,2071,,,,,,,,,0.0
413986251,China,https://www.google.com/search?q=mmsi%20413986251,,,,6,1,32.140371322631836,Cargo_Tanker,0.9774771432081858,Squid,2.9812135289054853E-7,Cargo,0.9530102411905924,Squid,1.8690431552563966E-7,7651,5239,2742.3419444444435,0,970,0,CHN,,60.0,1.0,11.0,1412,,,,,,,,,0.0
413790212,China,https://www.google.com/search?q=mmsi%20413790212,,,,3,1,23.10711415608724,Cargo_Tanker,0.9762856562932333,Squid,2.531186723553347E-7,Cargo,0.9524034857749939,Squid,2.809600351446247E-7,5481,1696,1048.4666666666667,1,1723,0,CHN,,50.0,1.0,10.0,2256,,,,,,,,,5.896226415094339E-4
413987634,China,https://www.google.com/search?q=mmsi%20413987634,,,,5,1,39.82749366760254,Cargo_Tanker,0.9761405944824219,Trawlers,4.311899965969701E-7,Cargo,0.9433387637138366,Trawlers,3.6045607918477886E-7,5878,5513,3643.1425000000004,0,2463,0,CHN,,55.0,1.0,11.017404345415134,3654,,,,,,,,,0.0
412350166,China,https://www.google.com/search?q=mmsi%20412350166,,,,1,1,32.30937194824219,Tug_Pilot,0.9749044179916382,Trawlers,6.306231807684526E-5,Tug,0.9841881990432739,Trawlers,5.7155568356392905E-5,2241,1732,1006.15125,0,0,0,CHN,,14.25,2.0,3.0024752475247523,404,,,,,,,,,0.0
412435446,China,https://www.google.com/search?q=mmsi%20412435446,,,,4,1,0.4615526497364044,Passenger,0.9747268557548523,Fixed_gear,0.0037111392075530603,Sailing,0.7084294036030769,Pots_and_traps,0.21653864433756098,5489,5420,7037.271527777778,0,1053,0,CHN,,30.0,1.0,6.0,2103,,,,,,,,,0.0
412352452,China,https://www.google.com/search?q=mmsi%20412352452,,,,5,1,15.381833267211913,Cargo_Tanker,0.9745258569717408,Trawlers,0.00821154607990593,Cargo,0.7381412148475647,Trawlers,0.008527123238368971,11969,4716,1918.8749999999989,184,0,0,CHN,,55.0,1.0,8.0,2211,,,,,,,,,0.039016115351993216
413810892,China,https://www.google.com/search?q=mmsi%20413810892,,,,6,1,32.92234484354655,Cargo_Tanker,0.9743025402228037,Trawlers,2.1688549585026826E-4,Tanker,0.5527301927407583,Trawlers,1.3511499210968245E-4,16221,1264,1233.3593055555557,0,2049,0,CHN,,65.00451524292119,2.5,12.154093969945784,2021,,,,,,,22.00583333333333,1,0.0
413327550,China,https://www.google.com/search?q=mmsi%20413327550,,,,7,1,31.37460844857352,Cargo_Tanker,0.9738310916083199,Trawlers,1.1661730876204907E-7,Cargo,0.7847834825515747,Trawlers,1.9165410890055667E-7,33091,28055,9940.705833333333,336,7243,0,CHN,,56.99553216758534,2.0,8.990376030315073,6722,,,,,,,0.9238888888888889,2,0.011976474781678846
413808479,China,https://www.google.com/search?q=mmsi%20413808479,,,,6,1,22.100087642669678,Cargo_Tanker,0.9731607635815939,Trawlers,6.873337862767688E-6,Cargo,0.9526188671588898,Trawlers,4.344911342987062E-6,16647,6556,3181.4845833333347,2,2421,0,CHN,,55.0,1.0,5.0,5948,,,,,,,0.04111111111111111,1,3.050640634533252E-4
413001666,China,https://www.google.com/search?q=mmsi%20413001666,,,,5,1,16.368927001953125,Cargo_Tanker,0.9726686596870422,Trawlers,0.002494125545490533,Cargo,0.6852983832359314,Trawlers,0.002810272920760326,10340,8395,6376.554305555555,378,3968,0,CHN,,60.0,1.0,9.0,4875,,,,,,,273.5733333333333,5,0.04502680166765932
412021380,China,https://www.google.com/search?q=mmsi%20412021380,,,,1,1,14.085980415344238,Tug_Pilot,0.9717988967895508,Fixed_gear,0.00924975797533989,Tug,0.513395369052887,Set_gillnets,0.007256573066115379,1257,1109,1348.832916666667,0,0,0,CHN,,,,,,,,,,,,,,0.0
412421817,China,https://www.google.com/search?q=mmsi%20412421817,,,,1,1,11.89896011352539,Passenger,0.9714827537536621,Trawlers,2.9004647217334423E-7,Sailing,0.8389810919761658,Trawlers,2.476514282534481E-6,2133,2107,2085.9648611111106,0,630,0,CHN,,30.0,1.0,6.0,589,,,,,,,,,0.0
413447680,China,https://www.google.com/search?q=mmsi%20413447680,,,,1,1,10.288683891296387,Passenger,0.9709503650665283,Trawlers,5.4407823881774675E-6,Sailing,0.9515332579612732,Trawlers,2.459291135892272E-5,23060,6181,653.9679166666668,56,0,0,CHN,,41.0,1.0,14.0,67,,,,,,,,,0.009060022650056626
412422766,China,https://www.google.com/search?q=mmsi%20412422766,,,,2,1,14.080062866210938,Passenger,0.9704854786396027,Trawlers,0.003024955658474937,Sailing,0.8709395825862885,Trawlers,0.011976379188126884,4794,1829,2385.659722222222,158,375,0,CHN,,35.0,1.0,6.0,928,497.2786111111111,11,,,,,,,0.08638600328048114
413762783,China,https://www.google.com/search?q=mmsi%20413762783,,,,6,1,15.416141668955484,Cargo_Tanker,0.9704345365365347,Trawlers,8.047594643123546E-6,Cargo,0.7590865393479665,Trawlers,7.108141225842246E-6,3489,2893,2466.436388888889,85,1284,0,CHN,,49.0,1.0,11.004198740377886,1429,,,,,,,,,0.029381265122709988
412412760,China,https://www.google.com/search?q=mmsi%20412412760,,,,8,1,9.294168025255203,Cargo_Tanker,0.9704254642128944,Purse_seines,1.1485355690510346E-5,Cargo,0.8018800094723701,Purse_seines,5.5897118820258385E-6,11870,10186,5639.685972222224,0,1604,0,CHN,,54.0,1.0,8.0,2182,,,,,,,457.75888888888886,2,0.0
413979738,China,https://www.google.com/search?q=mmsi%20413979738,,,,7,1,19.306361607142858,Cargo_Tanker,0.969603453363691,Squid,5.016419233973478E-8,Cargo,0.9384382196835109,Squid,8.02897999196972E-8,33962,15964,7162.8234722222205,102,12101,0,CHN,,49.01283975320994,1.3333333333333333,12.080369191548249,10926,,,,,,,112.83444444444444,1,0.0063893760962164875
413658310,China,https://www.google.com/search?q=mmsi%20413658310,,,,1,1,-1.0007634162902832,Cargo_Tanker,0.9693968892097473,Trawlers,1.4124129847914446E-6,Tanker,0.5304225087165833,Trawlers,2.010937350860331E-6,1760,1579,834.4725000000005,0,139,0,CHN,,34.0,1.0,11.0,676,,,,,,,,,0.0
412440976,China,https://www.google.com/search?q=mmsi%20412440976,,,,2,1,8.758156538009644,Passenger,0.969162791967392,Trawlers,3.90681803352777E-7,Pilot,0.7870001494884491,Pots_and_traps,2.774890390355722E-6,2566,2053,3190.5418055555556,0,837,0,CHN,,12.0,1.0,3.0,1676,,,,,,,,,0.0
413769173,China,https://www.google.com/search?q=mmsi%20413769173,,,,6,1,31.212866465250652,Cargo_Tanker,0.9688234527905782,Trawlers,2.1608813030778626E-6,Cargo,0.8940172096093496,Trawlers,8.69399956471284E-7,1830,1790,1050.5708333333328,0,0,0,CHN,,47.0,1.0,9.0,37,,,,,,,,,0.0
412353250,China,https://www.google.com/search?q=mmsi%20412353250,,,,6,1,27.067211469014484,Cargo_Tanker,0.9688210586706797,Trawlers,0.0013235431042630807,Cargo,0.8655488590399424,Trawlers,9.191077848906085E-4,21444,14867,4417.903472222222,26,5502,0,CHN,,54.0,1.0,10.0,7580,,,,,,,0.24,1,0.001748839712114078
412685630,China,https://www.google.com/search?q=mmsi%20412685630,,,,1,1,23.29172134399414,Passenger,0.9686601161956787,Trawlers,3.690637240651995E-4,Tanker,0.5544039607048035,Trawlers,0.002700779354199767,19295,1255,550.4920833333333,77,0,0,CHN,,50.0,1.0,10.0,3362,499.11805555555554,1,,,,,,,0.06135458167330677
412476804,China,https://www.google.com/search?q=mmsi%20412476804,,,,1,1,10.351898193359375,Passenger,0.9684669375419617,Trawlers,0.0019440436735749245,Sailing,0.9321564435958862,Trawlers,0.0034142108634114265,2008,1895,1893.503472222222,20,702,0,CHN,,18.034591194968556,1.5,4.0,799,1174.1591666666668,3,,,,,,,0.010554089709762533
413902953,China,https://www.google.com/search?q=mmsi%20413902953,,,,3,1,10.126658121744791,Cargo_Tanker,0.9681189258893331,Trawlers,1.4867584289165088E-6,Cargo,0.9007152716318766,Trawlers,1.0336403507074654E-6,3696,1943,2141.0691666666667,0,244,0,CHN,,50.0,1.0,12.0,402,,,,,,,,,0.0
412370601,China,https://www.google.com/search?q=mmsi%20412370601,,,,2,1,31.861393928527832,Tug_Pilot,0.9673817157745361,Trawlers,1.0338430271872312E-6,Tug,0.9712799191474915,Trawlers,1.2313768706917472E-6,7519,4646,1101.609027777778,0,2179,0,CHN,,18.0,1.0,4.0,2394,,,,,,,,,0.0
412400018,China,https://www.google.com/search?q=mmsi%20412400018,,,,3,1,14.393369674682617,Cargo_Tanker,0.9673173824946085,Squid,0.0015265536632635228,Cargo,0.9014433026313782,Squid,5.367064215562323E-4,10345,6257,4156.598194444445,10,3129,0,CHN,,40.0,1.0,4.0,6548,,,,,,,,,0.00159821000479463
413976858,China,https://www.google.com/search?q=mmsi%20413976858,,,,7,1,21.450719152178085,Cargo_Tanker,0.9670468143054417,Trawlers,1.8818372682360973E-7,Cargo,0.901118917124612,Trawlers,2.2679403621772565E-7,30668,15334,5259.7723611111105,36,6811,0,CHN,,68.01072609463459,2.6666666666666665,13.000655072929012,14945,,,,,,,,,0.0023477240119994785
413005127,China,https://www.google.com/search?q=mmsi%20413005127,,,,4,1,20.81132936477661,Seismic_vessel,0.9669324606657028,Trawlers,0.001411799914421863,Seismic_vessel,0.9623373597860336,Trawlers,0.0013986846242914908,23950,1946,1459.8249999999998,170,3985,0,CHN,,24.0,1.0,5.0,7612,860.5602777777779,5,,,,,,,0.08735868448098665
413808271,China,https://www.google.com/search?q=mmsi%20413808271,,,,3,1,24.90217177073161,Cargo_Tanker,0.9667746225992838,Squid,5.967694839863549E-7,Cargo,0.9283314744631449,Squid,5.487739431040035E-7,1690,1255,845.71375,3,459,0,CHN,,55.96283185840708,2.0,9.994690265486726,565,,,,,,,,,0.002390438247011952
413972047,China,https://www.google.com/search?q=mmsi%20413972047,,,,8,1,23.812082171440125,Cargo_Tanker,0.9660096541047096,Trawlers,1.2556799907428862E-6,Cargo,0.8760586753487587,Trawlers,1.0722965866696854E-6,18732,7705,4235.945555555555,2,4985,0,CHN,,49.03276784154279,2.5,11.199719039110247,4634,,,,,,,,,2.5957170668397143E-4
412340746,China,https://www.google.com/search?q=mmsi%20412340746,,,,1,1,2.7142720222473145,Passenger,0.965796947479248,Trawlers,8.716459888091777E-6,Sailing,0.909425675868988,Trawlers,2.5892117264447734E-5,1231,1161,863.6095833333331,0,0,0,CHN,,26.0,1.0,4.0,249,,,,,,,,,0.0
412285456,China,https://www.google.com/search?q=mmsi%20412285456,,,,1,1,5.301170349121094,Passenger,0.9657193422317505,Fixed_gear,0.029187016189098358,Sailing,0.5721058249473572,Pots_and_traps,0.4220721125602722,4427,3262,1810.5170833333336,1,0,0,CHN,,13.0,1.0,4.0,2006,,,,,,,,,3.0656039239730225E-4
412414940,China,https://www.google.com/search?q=mmsi%20412414940,,,,8,1,5.62618151307106,Cargo_Tanker,0.964981384575367,Squid,2.295228049142839E-5,Cargo,0.9124041795730591,Squid,2.094761466819861E-5,4121,3616,1719.2031944444443,0,0,0,CHN,,49.0,1.0,8.0,902,,,,,,,,,0.0
413971677,China,https://www.google.com/search?q=mmsi%20413971677,,,,7,1,13.577594416482109,Cargo_Tanker,0.9641275405883789,Trawlers,2.785418898746791E-4,Cargo,0.7483254053762981,Trawlers,1.8641936499995206E-4,9694,5622,4613.694583333332,1,2294,0,CHN,,50.0,1.0,11.037768629027413,1849,,,,,,,,,1.7787264318747776E-4
413765759,China,https://www.google.com/search?q=mmsi%20413765759,,,,6,1,30.02284558614095,Cargo_Tanker,0.9637185235818228,Trawlers,2.1567671212826173E-5,Cargo,0.9053961237271627,Trawlers,1.5297885061234712E-5,7348,4379,1622.684861111111,0,2313,0,CHN,,78.0,1.0,13.0,4405,,,,,,,,,0.0
412596859,China,https://www.google.com/search?q=mmsi%20412596859,,,,2,1,3.3644840717315674,Passenger,0.9633473753929138,Fixed_gear,6.383605150404037E-4,Sailing,0.8692096769809723,Pots_and_traps,0.006129162789875409,9241,8649,5023.466388888888,0,0,0,CHN,,16.0,1.0,4.0,107,,,,,,,,,0.0
413821928,China,https://www.google.com/search?q=mmsi%20413821928,,,,7,1,31.56643268040248,Cargo_Tanker,0.9621255142348153,Trawlers,2.9539093017806806E-6,Cargo,0.9094005056789943,Trawlers,1.8632958593199435E-6,6293,4364,1950.5365277777778,0,1867,0,CHN,,58.7,2.0,10.1,30,,,,,,,,,0.0
412445185,China,https://www.google.com/search?q=mmsi%20412445185,,,,1,1,11.476031303405762,Cargo_Tanker,0.9610020518302917,Trawlers,0.023991037160158157,Tanker,0.5306429862976074,Trawlers,0.018875865265727043,3543,3086,3705.945555555556,58,571,0,CHN,,30.0,1.0,6.0,1177,711.5902777777778,8,,,,,,,0.018794556059624108
413987974,China,https://www.google.com/search?q=mmsi%20413987974,,,,4,1,22.98550057411194,Cargo_Tanker,0.960283175110817,Trawlers,3.532588183973416E-6,Cargo,0.8832569867372513,Trawlers,2.1939906658151667E-6,20430,9766,6202.457916666665,159,9520,0,CHN,,55.99134100417485,2.0,13.160530988519168,7500,,,,,,,138.7686111111111,1,0.016280974810567273
413786805,China,https://www.google.com/search?q=mmsi%20413786805,,,,6,1,16.243965943654377,Cargo_Tanker,0.9593929449717203,Squid,1.0739123801108604E-7,Cargo,0.9453404247760773,Squid,2.4015879668155365E-7,36460,10113,2978.915694444444,17,4882,0,CHN,,,,,,,,,,,,,,0.0016810046474834371
412203738,China,https://www.google.com/search?q=mmsi%20412203738,,,,2,1,22.90023422241211,Tug_Pilot,0.958395928144455,Fixed_gear,0.008136534185268829,Tug,0.9040389955043793,Purse_seines,0.004866899915214162,5619,5378,3990.6197222222213,141,737,0,CHN,,16.0,1.0,4.0,3330,,,,,,,,,0.026217924879137225
412422338,China,https://www.google.com/search?q=mmsi%20412422338,,,,1,1,37.32331085205078,Tug_Pilot,0.9566311836242676,Trawlers,2.433497911624727E-6,Tug,0.9220317602157593,Trawlers,9.227374903275631E-6,18002,2207,921.1525000000007,0,62,0,CHN,,30.0,1.0,8.0,7698,,,,,,,,,0.0
413504930,China,https://www.google.com/search?q=mmsi%20413504930,,,,7,1,15.078169550214495,Cargo_Tanker,0.9561488543237958,Trawlers,4.426531271653117E-8,Cargo,0.9208542704582214,Trawlers,9.499625342845701E-8,29341,8884,4699.720138888889,219,8292,0,CHN,,50.0,1.0,11.228859818640393,7786,,,,,,,,,0.02465105808194507
412421444,China,https://www.google.com/search?q=mmsi%20412421444,,,,1,1,24.295156478881836,Seismic_vessel,0.9556863903999329,Trawlers,9.052277891896665E-4,Seismic_vessel,0.9573417901992798,Squid,9.773772908374667E-4,3684,1394,1143.7116666666666,113,755,0,CHN,,60.0,1.0,8.0,933,3987.0816666666665,10,,,,,,,0.08106169296987087
412417631,China,https://www.google.com/search?q=mmsi%20412417631,,,,1,1,27.96795082092285,Seismic_vessel,0.9552009105682373,Trawlers,0.014939269050955772,Seismic_vessel,0.9577215313911438,Trawlers,0.017703671008348465,1898,1137,411.46875,51,211,0,CHN,,30.0,1.0,7.0,601,5879.216944444444,5,,,,,,,0.044854881266490766
413954789,China,https://www.google.com/search?q=mmsi%20413954789,,,,1,1,30.254291534423828,Cargo_Tanker,0.9547675848007202,Squid,3.4002528082055505E-7,Cargo,0.9221566319465637,Squid,7.324330795199785E-7,2079,1480,1100.3134722222221,0,589,0,CHN,,46.99927693420101,1.3333333333333333,8.01952277657267,775,,,,,,,,,0.0
413329130,China,https://www.google.com/search?q=mmsi%20413329130,,,,1,1,37.677085876464844,Tug_Pilot,0.9534578323364258,Trawlers,4.708564649291702E-9,Tug,0.9687091708183289,Trawlers,2.9206008278492845E-8,1711,1576,363.9291666666662,145,0,0,CHN,,89.0,1.0,19.0,1238,,,,,,,,,0.09200507614213198
412690360,China,https://www.google.com/search?q=mmsi%20412690360,,,,4,1,14.204947710037231,Cargo_Tanker,0.9532743245363235,Squid,9.61727318272293E-7,Cargo,0.792330801486969,Squid,3.8654699050649777E-7,7355,7333,136182.49680555554,12,51,0,CHN,,45.0,1.0,8.0,73,151.17194444444445,1,,,,,143.17694444444444,1,0.001636438019909996
413823554,China,https://www.google.com/search?q=mmsi%20413823554,,,,4,1,21.212630033493042,Cargo_Tanker,0.9516454488039017,Trawlers,1.529455792592671E-5,Cargo,0.8972939401865005,Trawlers,1.2449800607328143E-5,19455,6446,2730.1655555555553,0,5311,0,CHN,,55.00724250115502,3.5,11.000094819930352,12329,,,,,,,,,0.0
413556689,China,https://www.google.com/search?q=mmsi%20413556689,,,,1,1,15.745946884155273,Cargo_Tanker,0.9515659809112549,Trawlers,1.6050693375291303E-5,Cargo,0.7737466096878052,Trawlers,9.554781172482762E-6,4658,3111,3663.887638888888,0,0,0,CHN,,41.0,1.0,12.0,1492,,,,,,,,,0.0
412326082,China,https://www.google.com/search?q=mmsi%20412326082,,,,1,1,33.617942810058594,Passenger,0.9503440260887146,Purse_seines,1.866005186457187E-4,Sailing,0.8082659244537354,Purse_seines,0.0020337977912276983,1696,1550,1043.0309722222225,149,361,0,CHN,,20.83189655172414,1.5,3.987068965517241,1072,6743.150555555556,5,,,,,,,0.09612903225806452
412435335,China,https://www.google.com/search?q=mmsi%20412435335,,,,1,1,13.94372272491455,Passenger,0.9503142237663269,Pole_and_line,0.0346747562289238,Sailing,0.9464863538742065,Pole_and_line,0.037164006382226944,1305,1081,924.1311111111112,81,107,0,CHN,,32.6,1.5,6.0,178,,,,,,,,,0.07493061979648474
210000009,Cyprus,https://www.google.com/search?q=mmsi%20210000009,no_idea_what_it_is,HHH cyprus,VL,2,1,-0.7068052291870117,Cargo_Tanker,0.999998927116394,Squid,1.9139053406350137E-12,Cargo,0.9918698966503143,Squid,5.921616983654149E-12,3653,3405,1642.7670833333336,11,485,0,CYP,,,,,,,,,,,,,,0.0032305433186490457
210000151,Cyprus,https://www.google.com/search?q=mmsi%20210000151,,,,5,1,4.218282651901245,Passenger,0.9950553178787231,Purse_seines,1.149602567807051E-7,Sailing,0.7444436073303222,Pots_and_traps,7.497606202377938E-6,77617,56833,10592.302777777777,0,5860,0,CYP,,,,,,,,,,,,206.69333333333333,4,0.0
219004268,Denmark,https://www.google.com/search?q=mmsi%20219004268,,,,2,1,0.13819432258605957,Passenger,0.9987584948539734,Trawlers,1.3417849942243265E-5,Sailing,0.9972618222236633,Pots_and_traps,9.450352445128374E-5,3744,1482,1021.7672222222222,66,361,0,DNK,,13.0,1.0,5.0,1177,49.24916666666667,1,,,,,0.15861111111111112,1,0.044534412955465584
228217100,France,https://www.google.com/search?q=mmsi%20228217100,,,,1,1,37.290340423583984,Cargo_Tanker,0.9765176773071289,Trawlers,8.64701229147613E-4,Tanker,0.8259549140930176,Trawlers,4.2031376506201923E-4,43216,11397,3147.8741666666683,414,587,0,FRA,,32.0,1.0,7.0,25294,25.158055555555556,1,,,,,,,0.03632534877599368
211175880,Germany,https://www.google.com/search?q=mmsi%20211175880,,,,2,1,7.192306041717529,Passenger,0.9972372651100159,Trawlers,1.606489414385237E-6,Sailing,0.9944341778755188,Trawlers,8.524089842865124E-6,3220,1068,557.1458333333333,100,450,0,DEU,,14.0,1.0,5.0,1256,,,,,,,,,0.09363295880149813
211606480,Germany,https://www.google.com/search?q=mmsi%20211606480,,,,1,1,17.73877716064453,Passenger,0.9727920889854431,Trawlers,4.38314691564301E-6,Pilot,0.8939582109451294,Pots_and_traps,7.69016842241399E-5,7471,2769,1656.614305555556,8,49,0,DEU,,,,,,26.85,1,,,,,,,0.00288912964969303
627390000,Ghana,https://www.google.com/search?q=mmsi%20627390000,unknown_fishing,no enouth info ,VL,1,1,5.979640483856201,Seismic_vessel,0.9999997615814209,Trawlers,9.47386169514175E-8,Seismic_vessel,0.9999998807907104,Trawlers,1.0159241270457642E-7,4095,1590,2290.565833333333,115,0,0,GHA,,40.0,1.0,8.0,3410,3475.4161111111107,32,,,,,16.954722222222223,1,0.07232704402515723
627202000,Ghana,https://www.google.com/search?q=mmsi%20627202000,,,,1,1,24.289508819580078,Seismic_vessel,0.9998739957809448,Trawlers,3.5082110116491094E-5,Seismic_vessel,0.9999094009399414,Trawlers,4.691256253863685E-5,2593,2076,3955.057777777779,190,0,0,GHA,,48.0,1.0,9.0,1547,3768.7741666666666,70,,,,,,,0.09152215799614644
627187000,Ghana,https://www.google.com/search?q=mmsi%20627187000,,,,1,1,20.024093627929688,Seismic_vessel,0.9994103908538818,Trawlers,7.1034742177289445E-6,Seismic_vessel,0.9997779726982117,Trawlers,1.1479110071377363E-5,3974,3459,5405.890555555556,312,0,0,GHA,,45.0,1.0,9.0,2242,1611.0669444444445,44,,,,,,,0.09019947961838681
627143000,Ghana,https://www.google.com/search?q=mmsi%20627143000,,,,3,1,27.039217631022137,Seismic_vessel,0.9975725015004476,Trawlers,2.334339243740639E-5,Seismic_vessel,0.9986756841341654,Trawlers,3.160303193302146E-5,4456,3716,7797.5865277777775,361,0,0,GHA,,50.0,1.0,8.0,2877,3504.0011111111107,79,,,,,,,0.09714747039827772
