,mmsi,shiptype,length,tonnage,length_stddev,tonnage_stddev,number_shiptypes
1019,416898000,Purse_seines,65.8,1098.0,,,1
1020,564403000,Bunker,168.91,25060.0,,,1
1021,440950000,Drifting_longlines,47.2075,368.5,0.00436435780472,51.4994220957,1
1022,735059287,Purse_seines,91.1,2838.0,,,1
1023,431602040,Drifting_longlines,49.2,418.6,0.0,79.5989949685,1
1024,224019470,Pole_and_line,36.0,233.0,,,1
1025,247142920,Unknown,24.52,161.0,,,1
1026,416004704,Drifting_longlines,18.4,25.19,,,1
1027,541320031,Drifting_longlines,51.45,915.0,,,1
1028,271072127,Unknown,30.05,130.0,,,1
1029,204810000,Pole_and_line,28.1,135.0,,,1
1030,367366210,Pole_and_line,,110.5,25.347056183,5.87974732207,1
1031,514211000,Reefer,67.24,1159.0,,,1
1032,367331760,Trollers,21.64,99.0,,,1
1033,412660240,Unknown,73.99,1328.0,,,1
1034,416004245,Drifting_longlines,23.9,97.79,0.0,0.224499443206,1
1035,224021460,Pole_and_line,29.85,135.31,,,1
1036,512000842,Recreational_fishing,27.1,113.0,,,1
1037,664270000,Purse_seines,94.79,3870.0,,,1
1038,416002581,Drifting_longlines,29.88,99.0,0.0,0.0,1
1039,247110440,Purse_seines,20.05,31.0,,,1
1040,416003371,Drifting_longlines,23.6,63.58,,,1
1041,247140840,Drifting_longlines,23.41,84.0,,,1
1042,224025230,Unknown,22.46,132.0,,,1
1043,247100360,Trawlers,25.06,100.0,,,1
1044,576093000,Drifting_longlines,23.8,86.0,,,1
1045,256000325,Unknown,27.175,128.145,0.202072594216,12.8691375002,1
1046,601787000,Pole_and_line,20.75,115.56,,,1
1047,431800050,Research,59.1,1246.0,,,1
1048,416004839,Drifting_longlines,38.0,268.0,,,1
1049,224175190,Purse_seines,21.8,46.27,,,1
1050,247092890,Drifting_longlines,21.26,60.0,,,1
1051,227844000,Trawlers,22.0,138.81,,,1
1052,416002206,Drifting_longlines,27.88,83.0,,,1
1053,247131610,Trawlers,25.73,77.0,,,1
1054,247146890,Unknown,33.3,182.0,,,1
1055,538004917,Bunker,105.76,5738.0,,,1
1056,271072038,Purse_seines,26.9,292.0,,,1
1057,567011500,Reefer,81.73,2285.0,,,1
1058,312097000,Reefer,90.51,3124.0,,,1
1059,224097970,Trawlers,31.62,291.0,,,1
1060,204835000,Pole_and_line,28.1,134.0,,,1
1061,367874400,Trollers,19.9,110.5,0.0,6.35085296109,1
1062,510060000,Purse_seines,65.02,1096.0,,,1
1063,441930000,Purse_seines,79.56,1016.0,,,1
1064,271056004,Purse_seines,24.0,53.21,,,1
1065,512169000,Trawlers,58.2,2926.0,,,1
1066,224097160,Unknown,24.5,74.38,,,1
1067,416233500,Drifting_longlines,21.5,96.8,,,1
1068,431101320,Drifting_longlines|Pole_and_line|Recreational_fishing,35.2226190476,,1.01826533169,52.7381970365,3
1069,224407000,Drifting_longlines,27.3,192.0,0.0,0.0,1
1070,416003600,Drifting_longlines,53.7,535.0,0.0,0.0,1
1071,412420901,Drifting_longlines,41.0,462.0,0.0,0.0,1
1072,577102000,Reefer,120.76,4521.0,0.0200804832226,0.0,1
1073,367159690,Drifting_longlines,25.385,159.0,0.00534522483825,8.5523597412,1
1074,224313000,Drifting_longlines,44.45,,0.0,129.550330733,1
1075,224182920,Unknown,26.32,99.67,,,1
1076,224027520,Trawlers,32.0,257.0,,,1
1077,431602610,Drifting_longlines,47.8,418.6,0.0,79.5187135613,1
1078,247050790,Trawlers,24.84,208.0,,,1
1079,431206000,Drifting_longlines,49.2,437.0,0.0,82.3299812125,1
1080,224029830,Purse_seines,25.75,105.93,,,1
1081,416785000,Drifting_longlines,52.65,482.666666667,0.0,20.6565318409,1
1082,432878000,Drifting_longlines,49.99,483.2,0.0,88.7557358437,1
1083,431700830,Drifting_longlines,49.39,418.6,0.0,79.5989949685,1
1084,247102070,Trawlers,20.62,57.0,,,1
1085,432605000,Drifting_longlines,49.99,483.2,0.0,88.8453428689,1
1086,224086780,Pole_and_line,33.0,198.0,,,1
1087,247146190,Unknown,25.16,75.0,,,1
1088,263274000,Drifting_longlines,24.5,157.94,,,1
1089,416001558,Drifting_longlines,27.45,64.03,,,1
1090,576395000,Reefer,90.272,2713.0,2.15391811945,0.0,1
1091,233450000,Trawlers,29.16,,,,1
1092,416001413,Drifting_longlines,22.8,49.32,,,1
1093,412421026,Drifting_longlines,37.0,317.0,0.0,0.0,1
1094,366954430,Recreational_fishing|Trollers,18.985,,0.00577350269189,20.7846096908,2
1095,440786000,Drifting_longlines,49.9075,476.75,0.00436435780472,93.8336928015,1
1096,224081180,Set_gillnets,26.5,114.0,,,1
1097,440654000,Drifting_longlines,47.21,,0.0,111.292598825,1
1098,316001008,Unknown|Trollers,28.21,102.0,0.0,19.6299091524,2
1099,576711000,Reefer,141.58,8519.0,0.0,0.0,1
1100,416004084,Drifting_longlines,23.9,98.83,,,1
1101,277330000,Trawlers,139.445,9499.0,3.57595541679,0.0,1
1102,224545000,Drifting_longlines,36.5,448.96,0.0,0.0403162104543,1
1103,224101940,Drifting_longlines,28.45,247.0,0.0,17.2938406109,1
1104,332001000,Purse_seines,79.4,2028.5,0.461880215352,92.9533933395,1
1105,412694640,Drifting_longlines,48.6,523.0,0.0,0.0,1
1106,353185000,Reefer,112.962,4166.2,3.73095378275,13.2804731746,1
1107,247154430,Drifting_longlines,20.03,54.0,,,1
1108,247141630,Drifting_longlines,20.3,47.0,,,1
1109,432971000,Drifting_longlines,50.5160273973,536.547945205,0.198625413265,100.423276559,1
1110,367708140,Recreational_fishing,24.4,123.0,,,1
1111,416003561,Drifting_longlines,29.4,99.0,,,1
1112,416002646,Drifting_longlines,27.2,79.69,,,1
1113,224014890,Unknown,25.0,79.64,,,1
1114,353019000,Reefer,,4109.0,494.53485681,0.0,1
1115,431500120,Drifting_longlines,23.0,66.0,,,1
1116,416411000,Purse_seines,72.37,1179.0,,,1
1117,271072459,Purse_seines,35.9,140.0,,,1
1118,627093246,Reefer|Pole_and_line,70.4325,1655.25,0.306151223137,318.624050747,2
1119,416002281,Drifting_longlines,29.7,98.0,,,1
1120,367174580,Trollers,22.61,101.0,,,1
1121,247120980,Trawlers,27.8,92.0,,,1
1122,246072000,Trawlers,119.65,6534.0,,,1
1123,416001356,Drifting_longlines,18.4,25.13,,,1
1124,412985000,Drifting_longlines,48.6,497.0,0.0,0.0,1
1125,224102340,Unknown,21.58,57.02,,,1
1126,224104960,Purse_seines,27.55,117.6,,,1
1127,416000029,Drifting_longlines,27.0,79.07,,,1
1128,503039080,Purse_seines,42.3666666667,,0.194028500029,285.124930307,1
1129,431500911,Pole_and_line,29.12,99.0,,,1
1130,228110800,Trawlers,20.55,92.0,,,1
1131,412689540,Drifting_longlines,27.86,120.0,,,1
1132,255402880,Pole_and_line,26.0,120.3,,,1
1133,440055000,Drifting_longlines,47.99,,0.0,88.1600276553,1
1134,228185800,Set_gillnets,23.0,150.37,,,1
1135,247142940,Unknown,27.72,158.0,,,1
1136,255501000,Drifting_longlines,25.0,173.245,0.0,0.261916017074,1
1137,416001228,Drifting_longlines,24.15,53.53,,,1
1138,247103040,Purse_seines,23.25,73.0,,,1
1139,224181230,Trawlers,31.9,292.0,,,1
1140,232006940,Trawlers,26.0,,,,1
1141,416004594,Drifting_longlines,23.9,99.125,0.0,0.133630620956,1
1142,316002732,Trollers,18.29,110.07,0.0,20.8654387285,1
1143,228229000,Unknown,20.5,119.97,,,1
1144,367551660,Pole_and_line,23.5,138.0,,,1
1145,416002494,Drifting_longlines,22.93,66.84,,,1
1146,416001265,Drifting_longlines,25.62,71.95,,,1
1147,412333333,Drifting_longlines,22.85,119.0,,,1
1148,529782000,Bunker,181.6,25800.0,,,1
1149,431680000,Pole_and_line,56.2,498.0,0.0,0.0,1
1150,263584000,Set_gillnets|Drifting_longlines,39.1,357.6475,0.0,71.4084756413,2
1151,441725000,Reefer,110.0,4071.0,,,1
1152,412328729,Purse_seines,60.31,1280.0,,,1
1153,431331000,Purse_seines,58.45,1096.0,,,1
1154,224260470,Unknown,26.2,99.99,,,1
1155,224068650,Trawlers,28.0,227.0,,,1
1156,228218800,Trawlers,24.9,95.0,,,1
1157,412331078,Unknown,49.4,720.0,,,1
1158,441226015,Drifting_longlines,22.85,119.0,,,1
1159,247143370,Drifting_longlines,23.85,89.0,,,1
1160,503362600,Drifting_longlines,18.945,65.0,0.0587974732207,0.0,1
1161,416216800,Drifting_longlines,28.2,95.96,0.0,0.0,1
1162,224063940,Drifting_longlines,26.0,140.2,,,1
1163,416237600,Drifting_longlines,23.95,97.88,,,1
1164,224136380,Trawlers,31.3,254.0,,,1
1165,224019440,Unknown,25.08,121.82,,,1
1166,224680000,Purse_seines,115.0,4004.0,0.0,579.343660467,1
1167,247121440,Trawlers,25.11,70.0,,,1
1168,224134940,Unknown,21.0,61.45,,,1
1169,227846000,Purse_seines,64.56,1409.58333333,0.0,213.891181445,1
1170,367129120,Pole_and_line,22.9,150.0,,,1
1171,367131650,Pole_and_line,26.2,143.0,,,1
1172,247118500,Trawlers,41.4,431.0,,,1
1173,224017830,Drifting_longlines,22.0,109.02,,,1
1174,232555000,Trawlers,55.5,,,,1
1175,431703970,Drifting_longlines,49.99,483.2,0.0,88.7557358437,1
1176,431100690,Drifting_longlines,51.2,512.0,0.0,92.4634790038,1
1177,224556000,Drifting_longlines,39.6,,0.0,77.1644678383,1
1178,246274000,Trawlers,126.22,7053.0,,,1
1179,247141650,Drifting_longlines,21.3,71.0,,,1
1180,238621510,Unknown,31.4,177.0,,,1
1181,224307000,Unknown,35.2,193.0,0.0,0.0,1
1182,529686000,Purse_seines,67.48,1350.0,,,1
1183,440220000,Reefer,92.935,,2.40263060057,497.638932402,1
1184,416000934,Drifting_longlines,22.5,54.46,,,1
1185,374140000,Reefer,95.2,2900.0,0.0,0.0,1
1186,577145000,Drifting_longlines,49.764,533.4,3.17212733615,103.428176795,1
1187,247146010,Trawlers,27.59,120.0,,,1
1188,431855000,Drifting_longlines,51.2,483.2,0.0,88.8453428689,1
1189,247302920,Drifting_longlines,25.35,91.0,,,1
1190,224050850,Purse_seines,27.5,101.9,,,1
1191,416002865,Drifting_longlines,29.28,98.0,,,1
1192,238288740,Unknown,25.4,112.0,,,1
1193,338622000,Purse_seines,58.6725,1116.05,3.24295279909,130.733228916,1
1194,367590390,Drifting_longlines,20.115,62.0,0.00534522483825,3.20713490295,1
1195,224160000,Drifting_longlines,32.0,338.0,0.0,0.0,1
1196,416002178,Drifting_longlines,27.6,97.16,,,1
1197,209465000,Drifting_longlines,21.3,80.0,,,1
1198,316001860,Unknown|Trollers,17.22,,0.0,77.2263720068,2
1199,353490000,Purse_seines,77.3,2167.0,,,1
1200,247110160,Purse_seines,42.005,198.0,0.219154218368,1.06904496765,1
1201,367535010,Trollers,14.84,36.0,1.15470053838,2.30940107676,1
1202,247142780,Unknown,27.54,103.0,,,1
1203,338298000,Unknown|Purse_seines|Trollers,31.3963333333,490.666666667,0.105542388671,27.818350204,3
1204,247103560,Drifting_longlines,22.58,55.0,,,1
1205,617045000,Purse_seines,76.8,1931.0,,,1
1206,247300170,Drifting_longlines,21.8,55.0,,,1
1207,247120860,Drifting_longlines,21.9,77.0,,,1
1208,431614000,Drifting_longlines|Research,49.8,488.0,0.0,0.0,2
1209,250102800,Trawlers,37.3,447.0,,,1
1210,224022910,Drifting_longlines,25.95,189.74,0.0,30.384349835,1
1211,224746000,Unknown|Drifting_longlines,43.5,474.0,0.0,0.0,2
1212,247120490,Trawlers,24.6,65.0,,,1
1213,432374000,Drifting_longlines,52.6,547.4,0.0,97.1895387972,1
1214,412354266,Drifting_longlines,43.5,413.0,,,1
1215,416001468,Drifting_longlines,19.96,31.71,,,1
1216,416003173,Drifting_longlines,29.2,99.0,,,1
1217,312028000,Drifting_longlines,27.41,99.0,2.02049498886,0.0,1
1218,416002605,Drifting_longlines,26.1,72.78,,,1
1219,338539000,Purse_seines,73.455,1277.5,0.00534522483824,66.8153104781,1
1220,416003974,Drifting_longlines,20.38,39.15,,,1
1221,367389120,Drifting_longlines,18.24,68.0,,,1
1222,273441850,Bunker,113.0,5154.0,,,1
1223,224071750,Trawlers,27.5,215.0,,,1
1224,367574030,Recreational_fishing,23.2,99.0,,,1
1225,520188000,Drifting_longlines,28.95,114.0,,,1
1226,416002245,Drifting_longlines,24.38,53.83,,,1
1227,224051160,Purse_seines,26.64,91.88,,,1
1228,367699620,Recreational_fishing,24.4,134.0,,,1
1229,224124000,Reefer,128.763333333,7207.0,5.96157116616,0.0,1
1230,416004203,Drifting_longlines,36.0,191.0,0.0,0.0,1
1231,667870000,Bunker,115.63,6378.0,,,1
1232,367348830,Unknown,8.83,1.0,,,1
1233,367078530,Recreational_fishing,12.5,9.0,,,1
1234,247120480,Trawlers,28.7,157.0,,,1
1235,224015140,Unknown,22.5,95.0,,,1
1236,366857640,Unknown,15.08,65.0,,,1
1237,232006820,Set_gillnets,31.12,,,,1
1238,367401840,Trollers,18.28,44.0,,,1
1239,512003236,Recreational_fishing,19.1,30.0,,,1
1240,416002066,Drifting_longlines,25.24,49.96,,,1
1241,416016600,Purse_seines,69.25,1089.0,,,1
1242,226150000,Trawlers,23.3,165.5,,,1
1243,416233600,Purse_seines,71.79,1416.0,,,1
1244,247110130,Purse_seines,49.4,228.0,,,1
1245,412200116,Drifting_longlines,37.25,242.0,,,1
1246,367514630,Pole_and_line,43.0,196.0,0.0,0.0,1
1247,224152340,Drifting_longlines,32.0,309.0,,,1
1248,271072145,Trollers,22.73,25.0,,,1
1249,416002117,Drifting_longlines,23.75,71.19,,,1
1250,224120850,Drifting_longlines,22.88,93.01,,,1
1251,664094000,Drifting_longlines,39.0,296.0,,,1
1252,412676430,Drifting_longlines,47.5733333333,606.0,0.0192153784566,0.0,1
1253,440624000,Drifting_longlines,49.91,408.0,0.0,0.0,1
1254,247141040,Drifting_longlines,20.85,68.0,,,1
1255,366218620,Pole_and_line,25.3,136.0,,,1
1256,235674000,Trawlers,70.7,,,,1
1257,224192570,Purse_seines,27.14,113.0,,,1
1258,416003788,Drifting_longlines,24.75,73.46,,,1
1259,224619000,Drifting_longlines,40.95,,0.0,182.503213582,1
1260,416000141,Drifting_longlines,27.6,88.06,,,1
1261,352545000,Reefer,96.7,2689.0,0.267261241912,0.0,1
1262,224464000,Purse_seines|Drifting_longlines,109.3,,0.0,670.720225433,2
1263,306872000,Reefer,117.27,5100.0,0.0,0.0,1
1264,576736000,Drifting_longlines,50.08,637.0,0.0,0.0,1
1265,367455320,Recreational_fishing,25.0,80.0,,,1
1266,775993000,Purse_seines,64.71,1058.5,0.0106904496765,55.055815834,1
1267,338060008,Drifting_longlines,23.925,152.5,0.00577350269189,8.66025403784,1
1268,416209800,Drifting_longlines,18.65,33.88,,,1
1269,440796000,Drifting_longlines,48.27,,0.0174574312189,108.808262992,1
1270,224016000,Drifting_longlines,35.0,,0.0,88.956540676,1
1271,432405000,Drifting_longlines,49.99,483.2,0.0,88.7557358437,1
1272,416004062,Drifting_longlines,16.0,21.32,,,1
1273,431457000,Drifting_longlines,50.97,483.2,0.0,88.7557358437,1
1274,247146640,Drifting_longlines,23.75,88.0,,,1
1275,367512180,Trollers|Unknown,24.17,135.5,0.0,7.50555349947,2
1276,431500460,Drifting_longlines,48.19,418.6,0.0,79.5187135613,1
1277,412695760,Drifting_longlines,49.15,622.0,0.0,0.0,1
1278,224079440,Pole_and_line,31.6,160.0,,,1
1279,369061000,Drifting_longlines,27.065,125.0,0.00534522483825,6.4142698059,1
1280,271072204,Purse_seines,32.4,243.0,,,1
1281,224141280,Unknown,27.0,169.3,,,1
1282,412460286,Drifting_longlines,38.85,302.0,0.0,0.0,1
1283,367147350,Pole_and_line,23.485,103.0,0.0160356745147,0.0,1
1284,416002383,Drifting_longlines,20.8,42.33,,,1
1285,247142450,Unknown,37.99,251.0,,,1
1286,432943000,Drifting_longlines,50.59,491.0,0.0,95.4494014402,1
1287,416004097,Drifting_longlines,23.6,57.24,,,1
1288,224128930,Pole_and_line,37.0,229.0,,,1
1289,533000333,Reefer,64.85,1153.0,,,1
1290,249000270,Drifting_longlines,23.96,75.0,,,1
1291,512000103,Trawlers,61.9,2483.0,,,1
1292,367008260,Drifting_longlines,20.0,114.0,,,1
1293,431200990,Pole_and_line,48.76,359.0,0.042761798706,0.0,1
1294,431791000,Drifting_longlines,49.9,466.0,0.0,86.346077857,1
1295,416003955,Drifting_longlines,34.0,180.0,0.0,0.0,1
1296,224072280,Drifting_longlines,21.0,66.03,,,1
1297,441084000,Drifting_longlines,46.91,383.0,0.0,0.0,1
1298,224299000,Drifting_longlines,32.6,336.0,,,1
1299,416241500,Purse_seines,70.59,1467.0,,,1
1300,659206000,Pole_and_line,21.95,99.99,,,1
1301,204811000,Drifting_longlines|Set_gillnets,50.76,764.0,0.0202565854142,0.0,2
1302,312897000,Purse_seines,72.5,,0.0,527.698146039,1
1303,642711000,Purse_seines,32.0,276.47,,,1
1304,247133620,Drifting_longlines,22.91,70.0,,,1
1305,416000361,Drifting_longlines,22.85,58.53,,,1
1306,416002338,Drifting_longlines,17.0,26.68,,,1
1307,431159000,Purse_seines,57.85,1093.0,,,1
1308,367172260,Trollers,37.97,179.0,,,1
1309,416167900,Drifting_longlines,47.08,350.0,,,1
1310,247049280,Drifting_longlines,23.33,65.0,,,1
1311,204232000,Drifting_longlines,32.8,332.0,0.0,0.0,1
1312,512004438,Trawlers,104.5,4407.0,,,1
1313,228213900,Purse_seines,36.0,291.08,,,1
1314,238892340,Unknown,27.24,127.0,,,1
1315,503023550,Unknown,16.07,30.0,,,1
1316,416146700,Drifting_longlines,50.75,448.0,0.0,0.0,1
1317,238497840,Unknown,26.2,149.0,,,1
1318,576811000,Drifting_longlines,46.75,525.0,0.0,47.5580616801,1
1319,247071940,Purse_seines,23.77,121.0,,,1
1320,247144080,Drifting_longlines,21.3,75.0,,,1
1321,518156000,Drifting_longlines,20.8,55.0,,,1
1322,431812000,Purse_seines,57.85,1092.0,0.0,0.0,1
1323,416002121,Drifting_longlines,22.5,53.85,,,1
1324,431809000,Drifting_longlines,46.9,438.0,0.0,82.4131008513,1
1325,247149190,Drifting_longlines,23.05,87.0,,,1
1326,345080026,Purse_seines,,1202.0,,,1
1327,247147730,Drifting_longlines,22.45,80.0,,,1
1328,359003000,Purse_seines,75.9475,2058.0,3.93871374403,0.0,1
1329,416213700,Drifting_longlines,22.45,62.96,,,1
1330,416000652,Drifting_longlines,27.3,79.2,,,1
1331,250000309,Trawlers,21.95,131.0,,,1
1332,416124600,Drifting_longlines,30.62,159.0,,,1
1333,416180800,Drifting_longlines,56.13,530.0,0.0,0.0,1
1334,367126910,Recreational_fishing,21.3,117.0,,,1
1335,247149470,Drifting_longlines,23.39,93.0,,,1
1336,416035800,Drifting_longlines,53.0,486.0,,,1
1337,416000831,Drifting_longlines,22.0,49.63,,,1
1338,412328758,Drifting_longlines,36.52,270.0,,,1
1339,227574000,Set_gillnets,22.4,155.49,,,1
1340,250001769,Trawlers,26.785,250.5,0.813172798365,24.7487373415,1
1341,412201818,Drifting_longlines,33.9,271.0,,,1
1342,366746260,Recreational_fishing,24.4,99.0,,,1
1343,431704210,Drifting_longlines,31.6,119.0,,,1
1344,553111764,Purse_seines,70.8,1408.0,,,1
1345,627694000,Pole_and_line,49.25,455.0,,,1
1346,416004859,Drifting_longlines,39.0,312.0,,,1
1347,224075000,Trawlers,30.7,286.0,,,1
1348,355909000,Bunker,70.0,1292.0,,,1
1349,431030000,Research,58.2,716.0,,,1
1350,441557000,Bunker,114.4,5667.0,,,1
1351,227401000,Trawlers,22.82,143.44,,,1
1352,664158000,Drifting_longlines,51.5,575.0,,,1
1353,248932000,Unknown,32.0,189.0,,,1
1354,10421670,Drifting_longlines|Purse_seines,46.2375,691.5,1.11715199119,89.7997772826,2
1355,416218900,Drifting_longlines,22.4,55.19,,,1
1356,440014000,Reefer,115.0,5225.0,,,1
1357,224716000,Purse_seines,80.0,,0.0,394.256331328,1
1358,224929000,Drifting_longlines,31.0,294.0,0.0,0.0,1
1359,441233000,Drifting_longlines,48.01,419.6,0.0,79.5187135613,1
1360,431482000,Drifting_longlines,50.8,483.2,0.0,88.8453428689,1
1361,440669000,Drifting_longlines,49.9075,411.0,0.00436435780472,0.0,1
1362,529101000,Reefer,91.9,3415.0,0.0,0.0,1
1363,352085000,Reefer,124.7,4964.0,,,1
1364,432411000,Drifting_longlines,49.99,511.2,0.0,97.5845373791,1
1365,432708000,Purse_seines,64.88,1350.0,,,1
1366,416198900,Drifting_longlines,27.2,79.57,,,1
1367,529676000,Purse_seines,64.62,1208.0,4.00681086818,0.0,1
1368,775602000,Purse_seines,64.72,1356.0,,,1
1369,431600270,Drifting_longlines,49.9,451.0,0.0,84.3380295348,1
1370,412460289,Drifting_longlines,38.85,302.0,0.0,0.0,1
1371,247141210,Drifting_longlines,20.85,77.0,0.0,0.0,1
1372,224122000,Drifting_longlines,44.45,,0.0,119.085187551,1
1373,416004442,Drifting_longlines,23.92,98.82,,,1
1374,224099470,Drifting_longlines,28.0,181.0,0.0,0.0,1
1375,412460284,Drifting_longlines,38.85,302.0,0.0,0.0,1
1376,440636000,Drifting_longlines,49.91,467.0,0.0,92.5243854601,1
1377,577105000,Reefer|Drifting_longlines,120.75,4741.17,0.0,502.707680224,2
1378,416234800,Purse_seines,71.79,1416.0,,,1
1379,273316480,Bunker,80.7,1676.0,,,1
1380,416121900,Drifting_longlines,50.6333333333,478.666666667,3.775,6.5,1
1381,247150040,Drifting_longlines,25.17,142.0,,,1
1382,224071000,Drifting_longlines,29.0,241.0,0.0,0.0,1
1383,367076870,Recreational_fishing,25.9,90.0,,,1
1384,416002825,Drifting_longlines,27.2,79.56,,,1
1385,440281000,Drifting_longlines,42.776,,0.0120482899335,110.560157322,1
1386,431116000,Drifting_longlines,49.2,418.6,0.0,79.5187135613,1
1387,224066980,Drifting_longlines,23.0,133.925,0.0,0.0801783725737,1
1388,225980573,Drifting_longlines|Unknown,22.1,92.78,0.0,0.254034118443,2
1389,601111600,Pole_and_line|Drifting_longlines,22.5,151.0,1.47760687511,0.0,2
1390,351747000,Reefer,,7355.0,6688.27137633,0.0,1
1391,412460013,Drifting_longlines,37.0,317.0,0.0,0.0,1
1392,416004583,Drifting_longlines,23.9,99.88,0.0,0.128285396118,1
1393,224085950,Unknown,23.45,83.4,,,1
1394,416004098,Drifting_longlines,21.5,98.99,0.0,0.0106904496765,1
1395,441811000,Drifting_longlines,53.8766666667,,3.87189875901,113.370732894,1
1396,416717000,Drifting_longlines,48.95,472.0,0.0,0.0,1
1397,224196000,Drifting_longlines,46.125,,1.53158241073,158.248249109,1
1398,247071040,Trawlers,22.82,129.0,,,1
1399,572641210,Bunker,70.4,1734.0,,,1
1400,263401270,Drifting_longlines,25.4,128.5,0.0,0.0,1
1401,441043000,Drifting_longlines,49.91,470.25,0.0,92.9608212405,1
1402,529758000,Reefer,78.88,1995.0,,,1
1403,413032000,Purse_seines,64.7,995.0,,,1
1404,247083500,Trawlers,44.15,490.0,,,1
1405,352308000,Unknown,72.13,1877.0,0.0,0.0,1
1406,238369040,Purse_seines,37.1,247.0,,,1
1407,247146950,Unknown,29.5,147.0,,,1
1408,247120240,Trawlers,28.46,133.0,,,1
1409,224002820,Unknown,31.4,278.51,,,1
1410,250108400,Trawlers,23.01,162.0,,,1
1411,416000538,Drifting_longlines,26.71,63.77,,,1
1412,224392000,Drifting_longlines,36.48,366.694,0.0,58.847864132,1
1413,529729000,Purse_seines,60.57,1565.0,,,1
1414,227415000,Trawlers,20.6,103.09,,,1
1415,431200880,Pole_and_line,53.34,499.0,0.0,0.0,1
1416,512001495,Recreational_fishing,18.0,40.0,,,1
1417,412460001,Drifting_longlines,46.88,576.0,0.0,0.0,1
1418,247101550,Drifting_longlines,24.8,83.0,,,1
1419,416043800,Purse_seines,64.7,995.0,,,1
1420,228240800,Trawlers,20.7,117.6,,,1
1421,271072603,Trollers,27.2,118.0,,,1
1422,247100430,Drifting_longlines,22.7,99.0,,,1
1423,416200800,Drifting_longlines,20.3,40.43,,,1
1424,224204490,Trawlers,30.0,238.0,,,1
1425,247146630,Drifting_longlines,22.85,99.0,,,1
1426,431710000,Research|Drifting_longlines,44.455,299.0,3.75855025242,0.0,2
1427,247099790,Trawlers,28.73,135.0,,,1
1428,520024000,Drifting_longlines,29.36,117.0,,,1
1429,412463901,Drifting_longlines,44.19,471.0,0.0,0.0,1
1430,416001126,Drifting_longlines,18.35,33.85,,,1
1431,432507000,Pole_and_line,56.99,499.0,0.0,0.0,1
1432,441166000,Purse_seines,75.16,,4.70379785766,620.580603721,1
1433,577324000,Reefer,120.7,4430.0,,,1
1434,367092680,Pole_and_line,25.0,90.0,,,1
1435,510057000,Purse_seines,79.61,1788.0,,,1
1436,416001800,Purse_seines,69.26,1091.0,,,1
1437,440787000,Drifting_longlines,49.9075,476.75,0.00436435780472,93.8336928015,1
1438,431182000,Drifting_longlines,49.105,,0.0963475850391,122.06567319,1
1439,263413870,Drifting_longlines,24.45,147.98,,,1
1440,247147390,Unknown,27.72,159.0,,,1
1441,247070600,Trawlers,35.6,365.0,,,1
1442,416002304,Drifting_longlines,25.0,75.0,,,1
1443,735058906,Purse_seines,51.6,1457.0,,,1
1444,224733000,Drifting_longlines|Purse_seines,84.2,2532.5925,0.0,417.912028227,2
1445,247142280,Drifting_longlines,20.35,59.0,,,1
1446,416791000,Drifting_longlines,55.1,493.0,,,1
1447,432948000,Purse_seines,64.25,1331.0,,,1
1448,224024480,Pole_and_line,31.5,115.95,0.0,0.0534522483825,1
1449,367695750,Recreational_fishing,23.2,135.0,,,1
1450,227320020,Trawlers,21.0,36.0,,,1
1451,247110080,Purse_seines|Unknown,42.3,217.0,0.0,25.4034118443,2
1452,227307000,Trawlers,20.6,99.22,,,1
1453,224157840,Pole_and_line,33.5,197.0,,,1
1454,367483570,Recreational_fishing,20.0,95.0,,,1
1455,367079190,Drifting_longlines,26.0,164.0,,,1
1456,432370000,Drifting_longlines|Research,50.25,479.0,0.0,23.0940107676,2
1457,224132850,Purse_seines,26.0,124.0,,,1
1458,224129000,Unknown,33.95,249.0,,,1
1459,567175000,Reefer,81.73,2285.0,,,1
1460,412500157,Drifting_longlines,32.7,225.0,,,1
1461,312129000,Bunker,110.0,4974.0,,,1
1462,250001166,Trawlers,23.4,163.0,,,1
1463,416000977,Drifting_longlines,17.65,25.48,,,1
1464,416003223,Drifting_longlines,29.7,99.0,,,1
1465,567046600,Reefer,101.26,2966.0,,,1
1466,416004043,Drifting_longlines,23.9,96.1,,,1
1467,224051140,Pole_and_line,24.7,109.0,,,1
1468,416003472,Drifting_longlines,23.9,75.45,,,1
1469,247051840,Trawlers,24.69,99.0,,,1
1470,412460075,Drifting_longlines,38.15,296.0,0.0,0.0,1
1471,416004507,Drifting_longlines,23.9,,0.0,40.1586742098,1
1472,245973000,Reefer,117.28,5100.0,0.0144115338425,0.0,1
1473,416002569,Drifting_longlines,24.5,61.955,0.0,0.0481070235442,1
1474,431753000,Drifting_longlines,49.9,451.0,0.0,84.3380295348,1
1475,303174000,Drifting_longlines,28.2466666667,187.0,0.00485071250073,0.0,1
1476,440703000,Drifting_longlines,49.61,469.0,0.0,92.5243854601,1
1477,224134550,Trawlers,31.4,277.0,,,1
1478,416003068,Drifting_longlines,22.95,63.35,,,1
1479,263564000,Drifting_longlines,45.5,453.0,0.0,0.0,1
1480,367512510,Trollers|Unknown,25.355,156.5,0.00577350269189,8.66025403784,2
1481,224046360,Purse_seines,23.9,115.87,,,1
1482,367131750,Pole_and_line,25.84,194.0,,,1
1483,366218540,Pole_and_line,23.5,124.0,,,1
