,mmsi,shiptype,length,tonnage,length_stddev,tonnage_stddev,number_shiptypes
0,338793000,Purse_seines,63.12,1446.5,0.0,75.3676702193,1
1,416002947,Drifting_longlines,29.7,98.0,0.0,0.0,1
2,416000961,Drifting_longlines,23.2,61.23,,,1
3,224654000,Drifting_longlines,40.5,,0.0,89.7191063722,1
4,412371206,Drifting_longlines,43.2,560.0,0.0,0.0,1
5,228878000,Purse_seines,40.8,279.0,0.962140470885,0.0,1
6,367528590,Trollers,12.8,4.0,,,1
7,247146320,Drifting_longlines,20.1,31.0,,,1
8,416233900,Drifting_longlines,23.92,98.16,,,1
9,636017010,Reefer,145.55,6579.0,0.0,0.0,1
10,576277000,Reefer|Drifting_longlines,95.92,2781.0,0.0,0.0,2
11,273527800,Trawlers,120.47,,,,1
12,224016530,Drifting_longlines,27.3,170.836666667,0.0,0.235388386093,1
13,224782000,Purse_seines,105.0,3026.0575,0.0,562.353187258,1
14,416002553,Drifting_longlines,24.7,63.01,,,1
15,548906000,Reefer,133.95,6964.0,,,1
16,228168000,Purse_seines,78.33,1584.94333333,0.0,219.136979764,1
17,235051173,Trawlers,31.65,268.0,,,1
18,520189000,Drifting_longlines,27.5,114.0,,,1
19,650175000,Drifting_longlines,23.3,178.0,,,1
20,225325000,Drifting_longlines,29.7475,281.3475,4.805157943,39.7721417218,1
21,416002287,Drifting_longlines,24.51,65.32,,,1
22,224212280,Drifting_longlines,21.0,68.75,,,1
23,431801000,Pole_and_line,56.2,499.0,0.0,0.0,1
24,416002615,Drifting_longlines,27.0,77.45,,,1
25,224069840,Pole_and_line,32.0,161.0,,,1
26,416002141,Drifting_longlines,22.08,45.0,,,1
27,224054360,Purse_seines|Unknown,36.0,314.0,0.0,0.0,2
28,416002568,Drifting_longlines,26.0,79.89,,,1
29,224745000,Purse_seines,54.5,857.52,0.0,118.866331133,1
30,224135000,Drifting_longlines,31.85,,2.91042750044,69.8502600105,1
31,224000220,Unknown,32.6,329.0,,,1
32,224022590,Purse_seines,20.5,35.41,,,1
33,250000897,Trawlers,22.0,174.0,,,1
34,416001421,Drifting_longlines,21.66,41.34,,,1
35,224940000,Unknown,22.0,129.42,,,1
36,238880340,Purse_seines,39.95,328.0,,,1
37,356567000,Reefer|Unknown,,12413.0,8250.13904763,0.0,2
38,367150450,Recreational_fishing,25.72,81.0,,,1
39,416853000,Purse_seines,78.25,1735.0,,,1
40,247084670,Trawlers,26.92,95.0,,,1
41,412326894,Drifting_longlines,35.5,255.0,,,1
42,412460299,Drifting_longlines,49.99,,0.0,105.736851145,1
43,224080370,Drifting_longlines,22.0,108.8,0.0,0.21380899353,1
44,227579000,Set_gillnets,31.85,159.59,,,1
45,440733000,Drifting_longlines,47.21,,0.0,87.2871560944,1
46,416211800,Drifting_longlines,26.44,79.81,,,1
47,529052000,Reefer,99.59,3493.0,,,1
48,538003209,Bunker|Reefer|Unknown,105.483333333,3798.0,0.0527046276695,0.0,3
49,247075010,Trawlers,29.3,168.0,,,1
50,224580000,Purse_seines,52.3,842.35,0.0,100.376333213,1
51,367456560,Recreational_fishing,29.0,146.0,,,1
52,538005147,Bunker,95.23,4640.0,,,1
53,416004427,Drifting_longlines,23.95,99.76,,,1
54,357642000,Reefer,125.67,5323.0,,,1
55,512004025,Recreational_fishing,20.52,89.37,,,1
56,224070490,Unknown,21.6,56.74,,,1
57,244542000,Reefer,113.806666667,4638.66666667,14.8611760586,921.857781456,1
58,224068980,Drifting_longlines,28.0,186.076666667,0.0,0.111566387517,1
59,553111751,Purse_seines,65.445,1060.0,4.62457565621,0.0,1
60,368578000,Trollers,26.54,113.0,,,1
61,416221800,Drifting_longlines,29.4,99.0,,,1
62,416002092,Drifting_longlines,22.97,70.7,,,1
63,440731000,Drifting_longlines,47.21,,0.0,86.8507203139,1
64,224088000,Purse_seines,116.0,3803.4,0.0,644.206497506,1
65,218066000,Trawlers,140.8,9082.0,0.0,0.0,1
66,416001327,Drifting_longlines,20.8,33.78,,,1
67,224623000,Drifting_longlines,55.0,,0.0,232.832347732,1
68,367364340,Trollers,23.985,132.5,0.00534522483825,6.94879228972,1
69,227321170,Trawlers,22.56,61.0,,,1
70,412209234,Drifting_longlines,33.9,271.0,,,1
71,224004750,Trawlers,29.99,230.0,,,1
72,247101120,Trawlers,28.05,106.0,,,1
73,250126460,Trawlers,25.22,159.0,,,1
74,224023970,Unknown,24.5,63.19,,,1
75,432861000,Research|Drifting_longlines,51.38,450.0,4.1338279274,0.0,2
76,256000684,Unknown,23.4,145.0,0.0,0.0,1
77,227317720,Trawlers,24.95,92.0,,,1
78,416002859,Drifting_longlines,28.2,97.83,0.0,0.1817376445,1
79,371210000,Reefer,144.35,12383.0,,,1
80,247305830,Trawlers,24.0,72.0,,,1
81,224026860,Trawlers,25.5,180.95,,,1
82,367025330,Recreational_fishing,22.6,3.0,,,1
83,441201732,Drifting_longlines,25.8,157.0,,,1
84,553111698,Purse_seines,71.79,1349.0,,,1
85,601272000,Pole_and_line,22.62,116.2,,,1
86,432256000,Pole_and_line,31.0,119.0,,,1
87,247140240,Purse_seines,21.93,61.0,,,1
88,312864000,Purse_seines,79.0,2028.5,0.0,92.9533933395,1
89,227897000,Trawlers,20.6,112.0,,,1
90,247051860,Trawlers,25.5,105.0,,,1
91,227834000,Drifting_longlines,22.4,148.09,,,1
92,247068110,Trawlers,22.34,67.0,,,1
93,306034000,Purse_seines,101.001428571,,7.78,1898.69850301,1
94,664078000,Unknown,46.3,482.0,,,1
95,225309000,Purse_seines,89.7,3671.0,,,1
96,441226315,Drifting_longlines,22.85,119.0,,,1
97,440167000,Purse_seines,79.6,1013.0,,,1
98,338172317,Unknown,12.8,24.0,,,1
99,412320023,Drifting_longlines,33.76,199.0,,,1
100,247120760,Trawlers,30.16,142.0,,,1
101,416193900,Drifting_longlines,27.3,79.45,,,1
102,247101340,Purse_seines,21.39,77.0,,,1
103,227311010,Trawlers,24.9,158.0,,,1
104,247143620,Unknown,27.43,114.0,0.0,0.0,1
105,224096770,Unknown,26.5,114.23,,,1
106,367457870,Purse_seines,23.77,103.0,,,1
107,345080900,Purse_seines,79.05,2042.0,,,1
108,412691540,Drifting_longlines,24.75,157.0,,,1
109,316003459,Trawlers,29.34,356.66,,,1
110,576765000,Drifting_longlines,23.8,93.18,,,1
111,416201800,Drifting_longlines,21.5,47.03,,,1
112,312422000,Drifting_longlines,28.9,125.0,,,1
113,367192880,Handliners,24.32,85.0,,,1
114,416099800,Drifting_longlines,56.96,707.0,0.0,0.0,1
115,412200079,Drifting_longlines,49.2,588.0,0.0,105.585241598,1
116,416303000,Drifting_longlines,57.78,720.0,0.0,0.0,1
117,441070000,Drifting_longlines,46.91,385.0,0.0,0.0,1
118,256000534,Drifting_longlines,20.26,52.0,,,1
119,247121290,Purse_seines,22.06,48.0,,,1
120,227318610,Trawlers,24.9,84.0,,,1
121,431782000,Drifting_longlines,49.3,435.8,0.0,81.9283715481,1
122,238337540,Unknown,32.79,309.0,,,1
123,224047990,Drifting_longlines,29.9,,3.81529181229,82.4348399568,1
124,332154000,Purse_seines,79.8,2109.0,0.0,0.0,1
125,416002527,Drifting_longlines,29.88,99.0,0.0,0.0,1
126,642525312,Purse_seines,24.2,128.8,,,1
127,416208900,Drifting_longlines,29.2,98.0,0.0,0.0,1
128,416004329,Drifting_longlines,23.8,74.82,,,1
129,440552000,Purse_seines,65.5875,,3.07027916861,353.422590618,1
130,431612000,Pole_and_line,32.2,122.0,0.0,0.0,1
131,440751000,Drifting_longlines,54.53,462.5,2.68844440771,91.6515138991,1
132,247082320,Drifting_longlines,24.62,106.0,,,1
133,416002904,Drifting_longlines,26.8,86.9,0.0,0.106904496765,1
134,249000934,Unknown,20.0,61.0,,,1
135,412270001,Drifting_longlines,49.2,556.0,0.0,93.6734203359,1
136,503042740,Drifting_longlines,22.9,,0.0,24.0192230708,1
137,412270059,Drifting_longlines,50.0,647.0,0.0,0.0,1
138,432515000,Drifting_longlines,51.4,534.4,0.0,105.242806819,1
139,271072538,Purse_seines,24.05,36.89,,,1
140,224223470,Unknown,10.35,5.23,,,1
141,224587000,Purse_seines,77.3,1954.87666667,0.0,312.908026632,1
142,416002997,Drifting_longlines,18.55,29.84,,,1
143,416055600,Drifting_longlines,56.0,496.0,,,1
144,224116380,Drifting_longlines,25.7,152.0,0.0,0.0,1
145,367534310,Pole_and_line,24.715,137.5,0.00534522483825,6.94879228972,1
146,224091680,Trawlers,27.0,205.94,,,1
147,540005000,Drifting_longlines,29.0,136.0,,,1
148,235000097,Trawlers,27.47,,,,1
149,250242000,Trawlers,33.29,320.0,,,1
150,412420812,Drifting_longlines,44.19,473.0,0.0,0.0,1
151,416002896,Drifting_longlines,26.1,79.075,0.0,0.0801783725737,1
152,431701650,Drifting_longlines,49.32,451.0,0.0,84.4231764818,1
153,627691000,Pole_and_line,47.25,417.0,,,1
154,775993050,Pole_and_line,32.13,198.36,,,1
155,367485730,Pole_and_line,21.58,121.0,,,1
156,416248700,Purse_seines,71.79,1428.0,,,1
157,356065000,Reefer,86.7125,2592.25,2.30380086221,6.54653670708,1
158,353981000,Reefer,143.3,9997.0,0.0,0.0,1
159,247094940,Purse_seines,26.7,71.0,,,1
160,367463000,Purse_seines,63.11,1446.5,0.0106904496765,75.3676702193,1
161,224176380,Pole_and_line,26.73,145.0,,,1
162,366355000,Pole_and_line|Trollers,20.845,,0.0057735026919,36.9504172281,2
163,440617000,Drifting_longlines,49.47,427.0,0.0,0.0,1
164,512134000,Drifting_longlines,23.9,165.0,,,1
165,636016998,Reefer,119.55,5617.0,0.0,0.0,1
166,224004950,Trawlers,29.99,230.0,,,1
167,256000655,Unknown,27.975,,4.76313972081,80.8752257081,1
168,224057890,Purse_seines,22.58,65.07,,,1
169,247068130,Purse_seines,22.26,53.0,,,1
170,416000625,Drifting_longlines,18.2,30.18,,,1
171,412460282,Drifting_longlines,38.85,302.0,0.0,0.0,1
172,224049160,Trawlers,31.35,256.0,,,1
173,365878412,Purse_seines,74.355,2019.0,1.03345698185,0.0,1
174,228221000,Trawlers|Drifting_longlines,26.09,171.0,0.0,0.0,2
175,367162190,Trollers,26.15,211.0,,,1
176,263407690,Drifting_longlines,29.0,,0.0,81.0,1
177,224069690,Drifting_longlines|Unknown,34.2,,0.0,68.4624518801,2
178,416002445,Drifting_longlines,26.0,74.58,,,1
179,412691550,Drifting_longlines,24.75,157.0,,,1
180,540004200,Drifting_longlines,21.0,97.0,,,1
181,564266000,Bunker,102.7,4568.0,,,1
182,355636000,Unknown,62.6,1267.0,0.0,0.0,1
183,367009780,Recreational_fishing,13.1,24.0,,,1
184,627640000,Purse_seines,80.47,500.0,,,1
185,413300480,Drifting_longlines,47.3,573.0,0.0,0.0,1
186,247146020,Drifting_longlines,26.31,98.0,,,1
187,303324000,Trollers|Unknown,22.49,128.0,0.0,6.92820323028,2
188,359004000,Purse_seines,82.82,2157.0,0.0144115338425,0.0,1
189,367020280,Trollers,14.11,28.5,0.0,1.60356745147,1
190,416004797,Drifting_longlines,22.9,54.47,,,1
191,416223800,Reefer|Drifting_longlines,34.0,160.0,0.0,0.0,2
192,416001446,Drifting_longlines,22.63,62.21,,,1
193,224106260,Purse_seines,30.4,287.0,,,1
194,367300490,Drifting_longlines,19.15,95.0,,,1
195,247122640,Drifting_longlines,21.0,74.0,,,1
196,432412000,Research,36.5,199.0,,,1
197,354136000,Bunker,97.7,4007.0,,,1
198,204838000,Pole_and_line,28.1,134.0,,,1
199,228301600,Trawlers,27.85,326.0,,,1
200,617073000,Drifting_longlines,35.0,249.0,,,1
201,510035000,Drifting_longlines,26.82,139.0,,,1
202,224064450,Unknown,24.94,71.06,,,1
203,224067690,Trawlers,27.6,206.01,,,1
204,247142480,Unknown,28.3,172.0,,,1
205,316003957,Unknown|Trollers,12.985,51.79,0.0212132034356,0.0,2
206,441201729,Drifting_longlines,25.8,157.0,,,1
207,416003643,Drifting_longlines,18.01,27.58,,,1
208,367300570,Trollers,22.615,125.0,0.0057735026919,6.92820323028,1
209,367440980,Unknown,15.2,40.0,,,1
210,204212000,Set_gillnets|Drifting_longlines,34.5,273.0,0.0,0.0,2
211,354716000,Reefer,124.7,4936.0,,,1
212,237312000,Trawlers,24.88,61.91,,,1
213,601705000,Drifting_longlines,43.3,293.8,0.0,0.21380899353,1
214,247149950,Drifting_longlines,22.02,90.0,,,1
215,367147830,Trollers,20.4,36.0,,,1
216,224268000,Drifting_longlines,30.0,281.0,,,1
217,224093760,Unknown,21.26,69.0,,,1
218,416000761,Drifting_longlines,21.4,49.26,,,1
219,247091080,Trawlers,23.01,94.0,,,1
220,224096320,Unknown,23.78,112.48,,,1
221,529766000,Bunker,96.98,3183.0,,,1
222,441630000,Bunker,104.54,3293.0,,,1
223,416003933,Drifting_longlines,21.1,49.06,,,1
224,367658420,Recreational_fishing,22.6,85.0,,,1
225,529105000,Reefer,99.58,3505.0,,,1
226,416002348,Drifting_longlines,23.65,77.85,,,1
227,247145290,Drifting_longlines,21.7,50.0,,,1
228,224241000,Drifting_longlines,26.4,181.0,0.0,0.0,1
229,250106800,Trawlers,27.0,252.0,,,1
230,271072027,Unknown,33.0,182.0,,,1
231,366749490,Recreational_fishing,29.32,90.0,,,1
232,273526700,Trawlers,120.47,,,,1
233,224013090,Trawlers,30.7,286.0,,,1
234,540003000,Drifting_longlines,29.18,136.23,,,1
235,232005700,Set_gillnets,26.22,,,,1
236,567025800,Drifting_longlines,53.57,434.0,,,1
237,371996000,Unknown,30.35,193.0,,,1
238,224597000,Drifting_longlines,25.2,164.0,0.0,0.0,1
239,440612000,Drifting_longlines,48.28,401.0,0.0,0.0,1
240,224017000,Drifting_longlines,43.5,,0.0,172.734687758,1
241,224043560,Drifting_longlines,29.3,259.0,0.0,0.0,1
242,440920000,Drifting_longlines,46.91,422.8,0.0,79.9203232258,1
243,357805000,Reefer,141.99,12383.0,0.0,0.0,1
244,316006888,Trollers|Unknown,14.32,,0.0,13.2559621806,2
245,247054650,Purse_seines,22.93,95.0,,,1
246,538002960,Reefer,95.95,2782.0,0.0,0.0,1
247,440987000,Drifting_longlines,47.21,,0.0,86.8507203139,1
248,413692650,Reefer,77.02,1593.0,0.0,0.0,1
249,237151000,Purse_seines,28.45,74.83,,,1
250,431200730,Drifting_longlines,49.9,451.0,0.0,84.3380295348,1
251,416379000,Drifting_longlines,55.9,531.0,0.0,0.0,1
252,432776000,Drifting_longlines,29.8,119.0,,,1
253,440549000,Drifting_longlines,49.47,427.0,0.0,0.0,1
254,312844000,Reefer,138.9,6545.0,0.0,0.0,1
255,224142580,Purse_seines,22.0,47.45,,,1
256,431316000,Drifting_longlines,52.6,547.4,0.0,97.1895387972,1
257,412370007,Drifting_longlines,49.95,,0.0,113.668448256,1
258,412331031,Drifting_longlines,51.2,698.0,0.0,0.0,1
259,224128650,Unknown,23.0,106.0,,,1
260,224926000,Trawlers,29.62,251.0,,,1
261,209232000,Drifting_longlines,25.4,82.0,,,1
262,412200115,Drifting_longlines,37.25,242.0,,,1
263,416000222,Drifting_longlines,20.3,40.69,,,1
264,250000527,Trawlers,26.52,276.0,,,1
265,432402000,Drifting_longlines,49.98,418.6,0.0,79.5187135613,1
266,529770000,Bunker,102.39,4626.0,,,1
267,440963000,Drifting_longlines,49.685,476.75,0.130930734142,93.8336928015,1
268,441853000,Purse_seines,75.16,,4.70379785766,620.580603721,1
269,416002655,Drifting_longlines,27.16,79.08,,,1
270,416001344,Drifting_longlines,27.08,98.99,,,1
271,227926000,Set_gillnets,26.09,,0.0,34.7172353244,1
272,224049260,Unknown,23.74,87.65,,,1
273,239284000,Unknown,37.1,454.0,,,1
274,24022380,Purse_seines,24.0,93.6,,,1
275,416000598,Drifting_longlines,22.6,61.23,,,1
276,367163840,Drifting_longlines,24.87,118.0,0.0,6.4142698059,1
277,228071900,Purse_seines,77.0,2357.0,0.0,0.0,1
278,518332000,Reefer,111.96,3936.0,,,1
279,627073000,Purse_seines,70.59,1100.0,,,1
280,352894000,Reefer,,4499.0,4191.96561574,0.0,1
281,263575000,Trawlers,29.125,,4.7054046939,55.4256258422,1
282,440226000,Purse_seines,79.6,1012.0,,,1
283,553111744,Purse_seines,73.2,2338.0,,,1
284,538002930,Bunker,117.02,5994.0,,,1
285,247122080,Trawlers,26.12,92.0,,,1
286,367119910,Trollers,23.77,126.0,0.0,6.4142698059,1
287,416002151,Drifting_longlines,26.4,79.075,0.0,0.0801783725737,1
288,431511000,Purse_seines,55.97,1032.0,,,1
289,357735000,Reefer,,7367.0,6740.65992497,0.0,1
290,416002914,Drifting_longlines,23.54,53.24,,,1
291,735057564,Purse_seines,86.825,2014.5,0.0374165738677,395.012115547,1
292,374317000,Reefer,127.38,6049.0,,,1
293,224186000,Drifting_longlines,31.5333333333,,0.0480384461415,81.6653584406,1
294,416001458,Drifting_longlines,19.85,30.72,,,1
295,234023000,Trawlers,69.2,,,,1
296,224023480,Purse_seines,20.7,51.7,,,1
297,255802850,Reefer,100.6,3981.0,,,1
298,228133000,Trawlers,20.8,118.48,,,1
299,412500244,Drifting_longlines,33.78,228.0,,,1
300,416219600,Drifting_longlines,28.2,97.38,0.0,0.0,1
301,215000460,Unknown,25.23,62.97,,,1
302,224217120,Purse_seines,22.2,49.77,,,1
303,416247900,Purse_seines,63.07,1484.0,,,1
304,416003073,Drifting_longlines,29.88,99.0,0.0,0.0,1
305,227391000,Trawlers,24.9,157.98,,,1
306,367482960,Handliners,22.0,95.0,,,1
307,247081060,Trawlers,24.47,134.0,,,1
308,227474000,Trawlers,23.5,140.23,,,1
309,271056002,Unknown,29.0,38.0,,,1
310,224070390,Unknown,22.38,54.39,,,1
311,224256220,Purse_seines,23.55,54.36,,,1
312,273349130,Trawlers,93.9,,,,1
313,512002241,Recreational_fishing,24.9,143.0,,,1
314,416245700,Drifting_longlines,23.95,99.17,,,1
315,247147630,Drifting_longlines,21.69,65.0,,,1
316,235033396,Trawlers,33.48,169.0,,,1
317,367134190,Recreational_fishing|Trollers,20.795,78.0,1.27594409491,11.5470053838,2
318,416004759,Drifting_longlines,38.1,273.0,0.0,0.0,1
319,338200347,Trollers|Recreational_fishing,17.465,46.5,1.29903810568,6.35085296109,2
320,227318490,Trawlers,21.0,59.8,,,1
321,224032880,Unknown,20.55,66.74,,,1
322,224021640,Purse_seines,25.12,78.75,,,1
323,367451380,Drifting_longlines,22.66,117.0,,,1
324,224377000,Drifting_longlines,28.0,169.0,0.0,0.0,1
325,367084000,Purse_seines,68.08,1349.0,4.58620291122,70.5569678649,1
326,664325000,Unknown,35.13,421.0,,,1
327,441066000,Purse_seines,78.96,780.0,,,1
328,224183670,Drifting_longlines,23.5,128.0,,,1
329,224254000,Unknown,29.5,271.0,,,1
330,601798000,Pole_and_line,21.69,98.49,,,1
331,247144880,Unknown,30.22,192.0,,,1
332,247150350,Drifting_longlines,20.0,71.0,,,1
333,356517000,Reefer,125.5,6971.0,4.83208325378,0.0,1
334,224138320,Purse_seines,23.95,84.35,,,1
335,416000347,Drifting_longlines,20.6,34.15,,,1
336,238281140,Purse_seines,26.9,122.0,,,1
337,366865770,Recreational_fishing,32.9,186.0,,,1
338,235001050,Trawlers,26.88,,,,1
339,255502000,Pole_and_line,32.0,245.0,,,1
340,416001500,Purse_seines,66.2,995.0,,,1
341,271072372,Purse_seines,27.65,131.0,,,1
342,576754000,Drifting_longlines,23.8,93.18,,,1
343,224119000,Trawlers|Drifting_longlines,38.7333333333,,0.0985071250073,89.1489481316,2
344,431466000,Research,55.34,649.0,,,1
345,247100530,Trawlers,23.8,106.0,,,1
346,271056043,Purse_seines,24.74,96.28,,,1
347,416001543,Drifting_longlines,23.75,71.09,,,1
348,247150160,Drifting_longlines,22.12,72.0,,,1
349,238623740,Purse_seines,23.71,118.65,,,1
350,503798900,Drifting_longlines,23.78,160.0,0.0,0.0,1
351,888802000,Purse_seines,96.87,,7.94300410964,639.652365944,1
352,412460285,Drifting_longlines,38.85,302.0,0.0,0.0,1
353,416173500,Drifting_longlines,29.7,98.0,,,1
354,224913000,Drifting_longlines,43.0,537.86,0.0,0.14110673659,1
355,431067000,Drifting_longlines,49.2,,0.0,90.5716611665,1
356,416001117,Drifting_longlines,24.8,49.98,,,1
357,271072569,Purse_seines,27.5,31.0,,,1
358,224015550,Drifting_longlines,37.5,,0.0,111.162479165,1
359,247101540,Trawlers,24.04,90.0,,,1
360,367444510,Trollers,15.11,97.0,,,1
361,432899000,Research|Drifting_longlines,61.46,,0.0,160.356745147,2
362,247142860,Unknown,26.31,202.0,,,1
363,412420913,Drifting_longlines,41.0,461.0,0.0,0.0,1
364,367426660,Recreational_fishing,23.0,158.0,,,1
365,416002946,Drifting_longlines,28.3,99.36,,,1
366,416004584,Drifting_longlines,22.75,43.15,,,1
367,247148110,Trawlers,26.13,116.0,,,1
368,367114110,Drifting_longlines,23.255,115.5,0.00534522483825,5.87974732207,1
369,416000391,Drifting_longlines,23.85,45.99,,,1
370,247185500,Unknown,33.5,239.0,,,1
371,247147950,Purse_seines,21.05,65.0,,,1
372,416000547,Drifting_longlines,25.79,96.79,,,1
373,224130870,Drifting_longlines,29.3533333333,196.333333333,0.00480384461415,34.1072967605,1
374,277312000,Reefer,132.305,5899.0,3.96081160514,0.0,1
375,247131080,Trawlers,25.16,86.0,,,1
376,440782000,Drifting_longlines,49.91,460.25,0.0,91.2150781186,1
377,250102660,Trawlers,21.7,183.0,,,1
378,416001549,Drifting_longlines,21.05,39.22,,,1
379,510034000,Drifting_longlines,26.82,139.0,,,1
380,664349000,Unknown,38.49,488.0,,,1
381,431798000,Drifting_longlines,54.8,547.4,0.0,97.1895387972,1
382,416000461,Drifting_longlines,29.175,98.97,0.0288675134595,0.0,1
383,512229000,Recreational_fishing,21.4,34.0,,,1
384,247121210,Trawlers,26.3,87.0,,,1
385,352351000,Reefer,125.0,7313.0,0.0,0.0,1
386,224056190,Pole_and_line,36.2,226.0,,,1
387,412328757,Drifting_longlines,36.52,270.0,,,1
388,247120560,Drifting_longlines,27.5,99.0,,,1
389,431399000,Purse_seines,57.8,1095.0,0.0,0.0,1
390,367178220,Pole_and_line,24.93,171.0,,,1
391,440858000,Drifting_longlines,49.9075,448.25,0.00436435780472,89.4693349968,1
392,271056068,Purse_seines,38.17,209.0,,,1
393,440788000,Drifting_longlines,49.9075,448.25,0.00436435780472,89.4693349968,1
394,247050620,Purse_seines,22.99,92.0,,,1
395,277247000,Reefer,106.03,3939.0,0.0,0.0,1
396,576328000,Reefer|Recreational_fishing,99.06,3989.0,0.0,0.0,2
397,367329550,Unknown,17.98,68.0,,,1
398,440894000,Drifting_longlines,48.845,479.0,1.32968071117,94.2701285819,1
399,416232900,Drifting_longlines,21.36,94.97,,,1
400,576850000,Drifting_longlines,48.6,461.666666667,0.0,52.3619062943,1
401,416003417,Drifting_longlines,19.65,27.76,,,1
402,416001584,Drifting_longlines,18.32,25.47,,,1
403,432626000,Drifting_longlines,50.8,483.2,0.0,88.7557358437,1
404,432453000,Drifting_longlines,52.19,528.6,0.0,100.104188148,1
405,416000486,Drifting_longlines,24.36,72.47,,,1
406,416003021,Drifting_longlines,28.1,95.96,,,1
407,224026280,Unknown,20.6,96.71,,,1
408,235005100,Trawlers,49.0,,,,1
409,228172900,Trawlers,24.9,150.0,,,1
410,247100050,Purse_seines,23.37,89.0,,,1
411,412420876,Drifting_longlines,45.5029411765,560.823529412,0.911295538683,70.9332743624,1
412,235006280,Trawlers,64.0,,,,1
413,224065290,Pole_and_line,32.0,160.0,,,1
414,774559424,Purse_seines,62.17,1121.255,9.43966706435,209.805420126,1
415,416329000,Drifting_longlines,59.1,696.0,0.0,0.0,1
416,440237000,Reefer,99.1870588235,3814.29411765,3.33174834866,17.3629084037,1
417,412687160,Drifting_longlines,22.88,98.0,,,1
418,227479000,Set_gillnets,20.4,121.83,,,1
419,250102600,Trawlers,40.4,624.0,,,1
420,338145032,Recreational_fishing,20.0,77.0,,,1
421,370981000,Bunker|Reefer,122.89,10253.0,,,2
422,416196600,Drifting_longlines,28.1,95.83,0.0,0.1817376445,1
423,412326895,Drifting_longlines,35.5,255.0,,,1
424,306497000,Reefer,110.7,4440.0,4.61827426025,0.0,1
425,224011990,Drifting_longlines,31.0,268.0,,,1
426,416001358,Drifting_longlines,19.85,33.01,,,1
427,416002794,Drifting_longlines,26.1,78.94,0.0,0.064142698059,1
428,224012850,Unknown,21.3,80.0,,,1
429,416001799,Drifting_longlines,27.62,79.18,,,1
430,345040700,Purse_seines,79.5,2042.0,,,1
431,227320710,Trawlers,26.0,97.58,,,1
432,367497750,Recreational_fishing,20.0,95.0,,,1
433,247142250,Drifting_longlines,20.86,55.0,,,1
434,228190600,Trawlers,23.96,150.54,,,1
435,224138680,Purse_seines,21.6,57.91,,,1
436,247281250,Unknown,22.5,85.0,,,1
437,247131770,Drifting_longlines,20.15,44.0,,,1
438,432399000,Drifting_longlines|Research,57.0,660.0,0.0,0.0,2
439,440057000,Reefer,115.0,5286.0,,,1
440,553111288,Drifting_longlines,27.6,90.0,,,1
441,416004790,Drifting_longlines,39.0,320.0,,,1
442,416126800,Drifting_longlines,56.57,599.0,0.0,0.0,1
443,416240900,Purse_seines,71.79,1428.0,,,1
444,247101140,Trawlers,25.04,144.0,,,1
445,529771000,Bunker,69.95,999.0,,,1
446,247082520,Trawlers,27.0,114.0,,,1
447,416002175,Drifting_longlines,28.2,97.03,0.0,0.0320713490295,1
448,224073960,Purse_seines,23.6,104.11,,,1
449,416002858,Drifting_longlines,28.2,97.83,0.0,0.1817376445,1
450,601433000,Drifting_longlines|Pole_and_line,28.85,224.72,0.0,0.206864962515,2
451,238889840,Purse_seines,25.2,70.0,,,1
452,431783000,Drifting_longlines,49.9925,461.5,0.00436435780472,91.6515138991,1
453,441047000,Drifting_longlines,49.9075,392.25,0.00436435780472,53.6816009981,1
454,431600960,Pole_and_line,28.7,111.0,,,1
455,431702130,Drifting_longlines,31.5,,0.0,60.0444279957,1
456,228169000,Drifting_longlines,20.41,124.52,,,1
457,440778000,Drifting_longlines|Unknown,48.4375,,0.0221202142498,100.620475707,2
458,368206000,Unknown,28.68,174.0,,,1
459,416001735,Drifting_longlines,18.8,29.86,,,1
460,345080032,Purse_seines,61.26,1056.0,,,1
461,224272000,Pole_and_line,26.4,200.0,,,1
462,247145080,Drifting_longlines,20.95,58.0,,,1
463,238622310,Purse_seines,25.0,111.0,,,1
464,431702470,Drifting_longlines,48.03,418.6,0.0,79.5187135613,1
465,366909880,Drifting_longlines,23.77,95.5,0.0,4.81070235442,1
466,224044230,Unknown,24.98,103.77,,,1
467,440492000,Purse_seines,78.33,1349.2,,,1
468,373731000,Reefer,117.31,4988.0,,,1
469,224040470,Purse_seines,22.6,41.36,,,1
470,416091600,Drifting_longlines,55.9,531.0,0.0,0.0,1
471,540002200,Drifting_longlines,21.0,93.0,,,1
472,224003580,Purse_seines,21.32,61.0,,,1
473,224164540,Unknown,27.0,117.16,,,1
474,235000820,Set_gillnets,35.7,,,,1
475,247065610,Trawlers,25.9,80.0,,,1
476,224018460,Pole_and_line,35.6,192.0,,,1
477,416000783,Drifting_longlines,20.5,42.1,,,1
478,431817000,Purse_seines,57.8,1096.0,0.0,0.0,1
479,416230600,Drifting_longlines,23.95,96.975,0.0,0.0267261241912,1
480,416641000,Drifting_longlines,55.75,712.22,0.0,0.158526872267,1
481,247151940,Trawlers,29.3,168.0,,,1
482,312854000,Drifting_longlines,40.35,353.0,,,1
483,224045260,Drifting_longlines,27.0,,0.0,43.9936089764,1
484,412326904,Drifting_longlines,33.74,223.0,,,1
485,224081690,Drifting_longlines,32.0533333333,,5.72618278007,147.478029654,1
486,224335000,Drifting_longlines,26.5,190.0,0.0,0.0,1
