,t,Google Search,nn_max_label,nn_max_sublabel_fishing,Label Dropdown,Expert label,Notes,Person,callsign,nn_max_sub_score,active_positions,fishing_points,training_label,training_sublabel,training_length,training_listsources,Unnamed: 16,Unnamed: 17,nn_times_classified,nn_number_max_labels,nn_average_length,nn_stddev_length,Unnamed: 22,Unnamed: 23,nn_max_label_fishing,nn_max_fishing_score,nn_max_sublabel,Unnamed: 27,Unnamed: 28,nn_max_sub_fishing_score,nn_times_classified_all,nn_number_max_labels_all,nn_average_length_all,nn_stdev_length_all,nn_max_label_all,nn_max_score_all,nn_max_label_fishing_all,nn_max_fishing_score_all,nn_max_sublabel_all,nn_max_sub_score_all,nn_max_sublabel_fishing_all,nn_max_sub_fishing_score_all,positions,Unnamed: 43,active_hours,Unnamed: 45,num_A,num_B,iso3,country_name,average_length,stddev_length,number_distinct_lengths,avg_width,number_valid_length_messages,shipname,num_shipnames,imo,num_imos,callsign.1,num_callsign,gap_hours,num_gaps,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,spoofing_hours,num_overlapping_segs,norm_shipname,PermitNumber,CertificateStartDate,CertificateEndDate,Permit Owner,PermitOwnerAddress,PermitOwnerCity,PermitOwnerState,PermitOwnerZip,VesselName,Vessel  Length,VesselRegistrationNumber,VesselOwner,VesselOwnerAddress,VesselOwnerCity,VesselOwnerState,VesselOwnerZip,EndorsedLength,TrawlGear,LonglineGear,TrapPotGear,SablefishEndorsement,SablefishTier,CPEndorsement,Mothership,SmallFleet,MS/CVEndorsement,Owner On Board Exempt,Catch  HistoryAssignment,Whiting  Assignment,Vessel ID,Vessel Name,Official Number,IMO Number,Hull Number,Hull Identification Number,Vessel Service,Flag,Self Propelled Indicator,Registered Gross Tons,Registered Net Tons,Registered Length,Registered Breadth,Registered Depth,ITC Gross Tons,ITC Net Tons,ITC Length,ITC Breadth,ITC Depth,***Dead Weight Tons,***Dead Weight Tons Measure Unit,Measuring Organization Name,Hailing Port,Hailing Port State,Hailing Port Country,Coastwise Unrestricted,Limited Coastwise Bowaters Only,Limited Coastwise Restricted MARAD Waiver, Limited Coastwise Oil Spill Response Only,Limited Coastwise Under Charter to Citizen,Limited Coastwise Trade Fish Products Only,Fishery,Fishery Only,Recreation,Limited Recreation Great Lakes Use Only,Registry,Limited Registry Cross Border Financing,Limited Registry No Foreign Voyage by Sea,Limited Registry Trade with Canada Only,Great Lakes,Builder,Shipyard ,Build Year,Vessel Complete Build City,Vessel Complete Build State,Vessel Complete Build Province,Vessel Complete Build Country,Vessel Hull Build City,Vessel Hull Build State,Vessel Hull Build Province,Vessel Hull Build Country,Party ID,Organization Name,Organization Type,Person First Name,Person Middle Name,Person Last Name,Person Name Suffix,Address Line 1,Address Line 2,Address Line 3,Address Line 4,City,State,Province,Country,Postal Code,Main HP Ahead,Main HP Astern,Propulsion Type,Hull Material,Hull Configuration,Hull Shape,COD Status,COD issue date,COD expire date,Filler
952,367488250,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=367488250%20mmsi,Passenger,Trawlers,,,,,WDF7798,0.65,14776,2958,,,,,,,3.0,2.0,22.3981151581,7.27801475661,,,Trawlers,0.218548315949,Sailing,,,0.208983608535,8.0,3.0,30.1754219532,8.17920434527,Passenger,0.421035796287,Trawlers,0.299211359041,Trawlers,0.322992236122,Trawlers,0.322992236122,55815,,1982.43486111,,30844,0,USA,United States,25.0,0.0,1.0,12.0,24313.0,SUNNYVALE,1,,,WDF7798,1,,,,,,,1949.86194444,2.0,SUNNYVALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,367670640,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=367670640%20mmsi,Passenger,Pots_and_traps,,,,,WDH9691,0.48,1235,13,Trawlers,,,itu_fishing,,,1.0,1.0,7.01733064651,,,,Fixed_gear,0.156717896461,Sailing,,,0.332914113998,1.0,1.0,7.01733064651,,Passenger,0.673532485962,Fixed_gear,0.156717896461,Sailing,0.479185461998,Pots_and_traps,0.332914113998,1284,,1151.69611111,,0,0,USA,United States,10.0,0.0,1.0,4.0,334.0,OCEAN PSALM,2,,,WDH9691,2,,,,,,,,,OCEANPSALM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,367098480,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=367098480%20mmsi,Passenger,Purse_seines,,,,,WYR8548,0.49,4422,753,,,,,,,2.0,2.0,26.7152090073,1.20299243942,,,Purse_seines,0.0178296672753,Sailing,,,0.0300360553229,2.0,2.0,26.7152090073,1.20299243942,Passenger,0.669604897499,Purse_seines,0.0178296672753,Sailing,0.485305193812,Purse_seines,0.0300360553229,13391,,1945.42333333,,0,0,USA,United States,24.0028653295,0.107057545514,2.0,8.0229226361,1396.0,CONCEPTION,3,,,WYR8548,3,,,,,,,,,CONCEPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,338688800,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=338688800%20mmsi,Passenger,Trawlers,,,,,WCZ4887,0.66,7121,545,,,,,,,3.0,2.0,25.4778510729,22.1432428998,,,Trawlers,0.0188561059019,Sailing,,,0.0169611490229,5.0,3.0,26.3724318504,16.8096088234,Passenger,0.600482596923,Pole_and_line,0.128526504206,Sailing,0.504700415861,Pole_and_line,0.15685749454,11054,,1652.23680556,,8615,0,USA,United States,,,,,,MESSIAH,1,,,WCZ4887,1,,,,,,,1271.41694444,1.0,MESSIAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174271.0,MESSIAH,610150,7947427,,,Commercial Fishing Vessel,US,1.0,  176.0,   52.0,   70.5,  33.4,  11.1,  176.0,   52.0,   70.5,  33.4,  11.1,,,Det Norske Veritas,UNALASKA,AK,UNITED STATES,X,,,,,,X,,,,X,,,,,,,1979,,,,,FORT BRAGG,CA,,UNITED STATES,1767543,MS AMY AND MESSIAH ALASKA LLC,Limited Liability Company,,,,,303 NE NORTHLAKE WAY,PO BOX 31091,,,SEATTLE,WA,UNSPECIFIED,UNITED STATES,98103                         ,1200,,Diesel Reduction,Steel,UNSPECIFIED,UNSPECIFIED,Valid,03/18/2016,04/30/2017, 
956,367359170,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=367359170%20mmsi,Passenger,Pots_and_traps,,,,,WDEY886,0.65,18171,2797,,,,,,,3.0,2.0,12.5897218386,5.18338556785,,,Fixed_gear,0.310454341928,Sailing,,,0.176891597939,8.0,3.0,17.9579543471,6.01575359893,Passenger,0.737775239921,Fixed_gear,0.116493428269,Sailing,0.518811860255,Pots_and_traps,0.066529535805,62447,,2474.4125,,62446,0,USA,United States,15.0,0.0,1.0,20.0,1694.0,VICTORY,1,,,WDEY886,1,,,,,,,1948.89944444,1.0,VICTORY,GF0310,01/01/2017,12/31/2017,"MOORE, TERRY A  (FORMERLY IN PARTNERSHIP WITH MOORE, SANDRA)",165 VICTORY LN,CRESCENT CITY,CA,95531.0,VICTORY,44.0,241359,TSV INC,165 VICTORY LN,CRESCENT CITY,CA,95531,44,No,No,Yes,Yes,2,No,No,No,No,Yes,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,316004771,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=316004771%20mmsi,Passenger,Trawlers,,,,,CFN4444,0.52,1007,34,,,,,,,1.0,1.0,24.096282959,,,,Trawlers,0.224457889795,Trawlers,,,0.515109777451,3.0,2.0,19.7682952881,3.85185764851,Trawlers,0.456794321537,Trawlers,0.456794321537,Trawlers,0.577279220025,Trawlers,0.577279220025,17728,,1524.55722222,,1333,0,CAN,Canada,19.0,0.0,1.0,6.0,7476.0,BEAUFORT SEA,2,,,CFN4444,2,,,,,,,198.535,1.0,BEAUFORTSEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,367578000,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=367578000%20mmsi,Passenger,Trawlers,,,,,WDD4429,0.58,8910,1356,,,,,,,3.0,2.0,33.4748109182,7.33910110025,,,Trawlers,0.308055768047,Sailing,,,0.319479124948,7.0,4.0,35.2336461203,12.5840483306,Trawlers,0.464990696581,Trawlers,0.464990696581,Trawlers,0.489227813144,Trawlers,0.489227813144,24159,,1542.85638889,,19605,0,USA,United States,39.2377750611,0.810507279967,2.0,9.0,4908.0,KARIN LYNN,2,,,WDD4429,1,960.362222222,5.0,,,,,470.723055556,1.0,KARINLYNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158244.0,KARIN LYNN,592291,7742853,308,,Commercial Fishing Vessel,US,1.0,  192.0,   97.0,  120.9,  29.7,  14.0,  343.0,  102.0,  120.9,  29.7,  14.0,,,Other,SEATTLE,WA,UNITED STATES,X,,,,,,X,,,,X,,,,,,,1978,,,,,MOBILE,AL,,UNITED STATES,171296,KARIN LYNN FISHERIES LLC,Limited Liability Company,,,,,1308 DINES PT RD,,,,Greenbank,WA,UNSPECIFIED,UNITED STATES,98253                         ,,,UNSPECIFIED,Steel,UNSPECIFIED,UNSPECIFIED,Valid,07/14/2016,08/31/2017, 
959,367458170,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=367458170%20mmsi,Passenger,Trawlers,,,,,WCZ 987,0.61,2098,82,,,,,,,3.0,1.0,9.14355182648,1.2698669136,,,Trawlers,0.113157152043,Sailing,,,0.112841464579,6.0,3.0,12.262067318,3.56053982981,Trawlers,0.364730576131,Trawlers,0.364730576131,Trawlers,0.422767469039,Trawlers,0.422767469039,12412,,710.835972222,,0,0,USA,United States,10.0,0.0,1.0,4.0,878.0,F/V GREYBEARD,1,,,WCZ 987,1,,,,,,,3287.67666667,1.0,GREYBEARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,367467080,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=367467080%20mmsi,Passenger,Purse_seines,,,,,WDF5775,0.85,4873,440,,,,,,,3.0,2.0,20.0458106995,4.49296406685,,,Purse_seines,0.0192072889749,Pilot,,,0.00563230837724,7.0,2.0,14.4441509247,10.3336350583,Passenger,0.728973288621,Purse_seines,0.00823257625117,Pilot,0.645856202114,Purse_seines,0.00243419243076,7319,,2296.48722222,,2786,0,USA,United States,15.0,0.0,1.0,4.0,1862.0,TRADITION,1,,,WDF5775,1,,,,,,,,,TRADITION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,367108420,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=367108420%20mmsi,Passenger,Trawlers,,,,,WDC9920,0.47,787,25,,,,,,,2.0,2.0,24.079249382,8.42814643205,,,Trawlers,0.29226328712,Sailing,,,0.412210235372,2.0,2.0,24.079249382,8.42814643205,Passenger,0.619308933616,Trawlers,0.29226328712,Sailing,0.468335054815,Trawlers,0.412210235372,5481,,1081.12680556,,0,0,USA,United States,25.0,0.0,1.0,6.0,1123.0,AFOGNAK,1,,,WDC9920,2,,,,,,,,,AFOGNAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71902.0,AFOGNAK,271628,7048829,,,Commercial Fishing Vessel,US,1.0,  197.0,  159.0,   81.8,  26.2,   7.9,,,,,,,,United States Coast ,PETERSBURG,AK,UNITED STATES,X,,,,,,X,,,,X,,,,,,,1944,,,,,SEATTLE,WA,,UNITED STATES,1275619,LAZNACK INC,Corporation,,,,,805 FRAM STREET,PO BOX 1631,,,Petersburg,AK,UNSPECIFIED,UNITED STATES,99833                         ,600,600,Diesel Reduction,Wood,UNSPECIFIED,UNSPECIFIED,Valid,03/21/2016,04/30/2017, 
962,367157930,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=367157930%20mmsi,Passenger,Trawlers,,,,,WDD5406,0.41,14601,1840,,,,,,,3.0,2.0,12.9710305532,2.79425080165,,,Trawlers,9.00674767005e-06,Sailing,,,2.93327818402e-05,9.0,2.0,24.317990409,17.2000646453,Passenger,0.69261106828,Trawlers,0.0253862642154,Sailing,0.537539179279,Pole_and_line,0.0309219962074,59453,,2482.94097222,,53217,0,USA,United States,13.0,0.0,1.0,0.0,5027.0,MARY J,1,,,WDD5406,1,,,,,,,0.908055555556,1.0,MARYJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170513.0,MARY J,606048,7943548,,,Commercial Fishing Vessel,US,1.0,  180.0,  122.0,   91.4,  24.0,   8.4,  161.0,   48.0,   91.4,  24.0,   8.4,,,American Bureau of S,SEWARD,AK,UNITED STATES,X,,,,,,X,,,,X,,,,,,,1979,,,,,VANCOUVER,WA,,,1223532,NORTHERN EXPLORER LLC,Limited Liability Company,,,,,13195 SAMANTHA DR,PO BOX 2235,,,Seward,AK,UNSPECIFIED,UNITED STATES,99664                         ,870,,Diesel Reduction,Steel,UNSPECIFIED,UNSPECIFIED,Valid,08/25/2016,08/31/2017, 
963,367033480,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=367033480%20mmsi,Passenger,Pots_and_traps,,,,,WDC4959,0.28,5793,1190,,,,,,,1.0,1.0,18.5244102478,,,,Fixed_gear,0.0123961623758,Sailing,,,0.0150088295341,1.0,1.0,18.5244102478,,Passenger,0.613341987133,Fixed_gear,0.0123961623758,Sailing,0.282878130674,Pots_and_traps,0.0150088295341,14239,,2348.50791667,,0,0,USA,United States,20.0,0.0,1.0,6.0,2625.0,CRYSTAL SEA,2,,,WDC4959,2,,,,,,,2072.90638889,1.0,CRYSTALSEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468591.0,CRYSTAL SEA,1061917,8990847,,,Commercial Fishing Vessel,US,1.0,  137.0,  110.0,   66.0,  26.0,  12.0,,,,,,,,UNSPECIFIED,VENTURA,CA,UNITED STATES,X,,,,,,X,,,,X,,,,,HOY'S MARINE,,1997,,,,,NEWPORT,OR,,UNITED STATES,1946402,CAL CRYSTAL SEA LLC,Limited Liability Company,,,,,888 S WAYS STREET,,,,SAN PEDRO,CA,UNSPECIFIED,UNITED STATES,90731                         ,460,,Diesel Reduction,Steel,Monohull,Ship,Valid,11/19/2016,12/31/2017, 
964,367547310,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=367547310%20mmsi,Passenger,Trawlers,,,,,WDG5500,0.52,2037,209,,,,,,,3.0,2.0,14.2490854263,3.60324717441,,,Trawlers,0.252089673653,Sailing,,,0.286838946864,3.0,2.0,14.2490854263,3.60324717441,Passenger,0.599398674327,Trawlers,0.252089673653,Sailing,0.517189497555,Trawlers,0.286838946864,7913,,1764.37888889,,35,0,USA,United States,4.0,0.0,1.0,14.0,1412.0,ULTRA PACIFIC,2,,,WDG5500,2,745.499166667,15.0,,,,,,,ULTRAPACIFIC,GF0195,01/01/2017,12/31/2017,"D'AMATO, GIACOMO FRANCO",21271 CALLE GRUTA,LAKE FOREST,CA,92630.0,ULTRA PACIFIC,45.0,CF7389UH,"SUSIBLAIR, BRIAN MICHAEL",PO BOX 597,NEWPORT BEACH,CA,92661,40,No,Yes,No,No,-,No,No,No,No,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,367119930,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=367119930%20mmsi,Passenger,Trawlers,,,,,WDF7411,0.39,4015,621,,,,,,,3.0,2.0,31.4433479309,14.6022736127,,,Trawlers,0.000254279480146,Cargo,,,0.000460192576914,4.0,2.0,28.413131237,13.3745946713,Passenger,0.682672540657,Trawlers,0.000192936544266,Cargo,0.354493491352,Trawlers,0.000365979875824,9850,,1510.36569444,,8818,0,USA,United States,,,,,,NAKNEK SPIRIT,2,,,WDF7411,1,,,,,,,6.57111111111,2.0,NAKNEKSPIRIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,367408050,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=367408050%20mmsi,Passenger,Trawlers,,,"Unsure. Former crab vessel, then salmon vessel, doesn't look like it's fishing",Tim W,WDE8660,0.46,15153,2485,,,,,,,3.0,2.0,27.6682236989,4.81374998035,,,Trawlers,0.000210102062852,Sailing,,,0.00063965771551,9.0,4.0,33.954094145,9.48200967614,Passenger,0.558397391807,Trawlers,0.0474228424787,Sailing,0.351181636177,Trawlers,0.06315893678,34876,,2729.4575,,25222,0,USA,United States,30.0,0.0,1.0,8.0,8026.0,ARCTIC DAWN,1,,,WDE8660,1,,,,,,,2230.66972222,1.0,ARCTICDAWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,316001360,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=316001360%20mmsi,Passenger,Trawlers,,,,,CG2493,0.48,690,26,,,,,,,1.0,1.0,12.8794441223,,,,Trawlers,0.0128263896331,Pilot,,,0.0137667134404,1.0,1.0,12.8794441223,,Passenger,0.582401156425,Trawlers,0.0128263896331,Pilot,0.476791352034,Trawlers,0.0137667134404,17772,,224.421527778,,9,0,CAN,Canada,15.0,0.0,1.0,4.0,6389.0,WALKER ROCK,2,,,CG2493,3,,,,,,,,,WALKERROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,316005178,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=316005178%20mmsi,Passenger,Trawlers,,,,,,0.39,957,21,Trawlers,,,itu_fishing,,,1.0,1.0,19.6870994568,,,,Trawlers,0.201082319021,Trawlers,,,0.386684298515,2.0,1.0,19.6781768799,0.0126184292694,Passenger,0.770556598902,Trawlers,0.103036796907,Sailing,0.576514743268,Trawlers,0.197080595186,3144,,787.567222222,,133,0,CAN,Canada,20.0,0.0,1.0,5.0,908.0,AKUBI,3,,,,2,,,,,,,,,AKUBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,316007157,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=316007157%20mmsi,Passenger,Pole_and_line,,,,,,0.46,2095,124,,,,,,,2.0,2.0,16.8673725128,6.47495087872,,,Pole_and_line,0.211396587556,Sailing,,,0.242359336167,2.0,2.0,16.8673725128,6.47495087872,Passenger,0.554874181747,Pole_and_line,0.211396587556,Sailing,0.461212914437,Pole_and_line,0.242359336167,20145,,1549.77569444,,22,0,CAN,Canada,18.0,0.0,1.0,5.0,4153.0,PAKALOT,2,,,,1,1283.04027778,8.0,,,,,,,PAKALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,316008768,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=316008768%20mmsi,Passenger,Trawlers,,,,,,0.36,3630,216,,,,,,,3.0,2.0,6.92883006732,4.9466590887,,,Trawlers,0.127708612551,Cargo,,,0.102255610012,5.0,2.0,9.04011893272,4.57292020194,Passenger,0.457970480435,Trawlers,0.251164722808,Cargo,0.374836699665,Trawlers,0.230807095045,11544,,2345.36944444,,133,0,CAN,Canada,12.0,0.0,1.0,6.0,2609.0,OCEAN MISTRESS,2,,,,1,282.400277778,4.0,,,,,,,OCEANMISTRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,367109860,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=367109860%20mmsi,Passenger,Trawlers,,,,,WDD2015,0.47,9016,1184,,,,,,,3.0,2.0,26.3180351257,6.8240175321,,,Trawlers,0.318652308774,Sailing,,,0.329447504025,8.0,3.0,25.1339285374,6.19804847557,Trawlers,0.370097343406,Trawlers,0.370097343406,Trawlers,0.380744068188,Trawlers,0.380744068188,39523,,1638.43583333,,20987,0,USA,United States,23.0,0.0,1.0,10.0,16514.0,ANNETTE,1,,,WDD2015,1,,,,,,,1342.00027778,2.0,ANNETTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132508.0,ANNETTE,562157,,,,Commercial Fishing Vessel,US,1.0,  130.0,  104.0,   68.5,  28.4,  10.0,,,,,,,,United States Coast ,BELLINGHAM,WA,UNITED STATES,X,,,,,,X,,,,X,,,,,,,1975,,,,,TACOMA,WA,,,1888445,NW MESSIAH INC,Corporation,,,,,2391 DOPHIN RD,WARRENTON OR 97146,PO BOX 902,,ASTORIA,OR,UNSPECIFIED,UNITED STATES,97103                         ,,,UNSPECIFIED,Steel,Monohull,Ship,Valid,05/25/2016,05/31/2017, 
972,316003351,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=316003351%20mmsi,Passenger,Set_gillnets,,,,,,0.35,5163,560,,,,,,,3.0,2.0,12.434425354,5.62119787293,,,Fixed_gear,0.182284453214,Pilot,,,0.0382133316986,4.0,3.0,14.1148366928,5.68861782463,Passenger,0.416709244717,Trawlers,0.202835723234,Pilot,0.265603590611,Trawlers,0.224224952573,60534,,1030.54291667,,3520,0,CAN,Canada,21.0,0.0,1.0,6.0,18735.0,VIKING FISHER,3,,,,1,,,,,,,2081.74222222,1.0,VIKINGFISHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,316002732,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=316002732%20mmsi,Passenger,Trawlers,,,,,CFN4802,0.56,411,9,Trollers,,18.29,clav_fishing,,,1.0,1.0,17.1772232056,,,,Trawlers,3.57670578524e-05,Tug,,,0.0001748407376,2.0,2.0,16.2476062775,1.31467686753,Trawlers,0.497977050294,Trawlers,0.497977050294,Trawlers,0.499855498696,Trawlers,0.499855498696,10820,,257.701527778,,15,0,CAN,Canada,18.0,0.0,1.0,5.0,4301.0,WESTERN CLIPPER,3,,,CFN4802,2,,,,,,,,,WESTERNCLIPPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,338151132,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=338151132%20mmsi,Passenger,Pots_and_traps,,,,,,0.85,1991,12,,,,,,,2.0,2.0,5.38406479359,7.30992900665,,,Fixed_gear,0.0200563252926,Pilot,,,0.000803309849289,4.0,3.0,7.60429567099,8.01601857806,Passenger,0.500741742835,Fixed_gear,0.244656110299,Pilot,0.668659714138,Set_gillnets,0.118858848323,2403,,2419.57208333,,75,0,USA,United States,8.0,0.0,1.0,2.0,635.0,OFF SEASON,2,,,,1,,,,,,,,,OFFSEASON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,367341940,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=367341940%20mmsi,Passenger,Trawlers,,,,,WDE3634,0.51,4951,854,,,,,,,2.0,2.0,18.3209805489,6.73904707759,,,Trawlers,0.374150493386,Sailing,,,0.403968460014,2.0,2.0,18.3209805489,6.73904707759,Passenger,0.539609838277,Trawlers,0.374150493386,Sailing,0.514330653474,Trawlers,0.403968460014,9301,,1692.73541667,,9253,0,USA,United States,13.0,0.0,1.0,6.0,195.0,BLUE C`S,1,,,WDE3634,1,,,,,,,4123.13,17.0,BLUEC`S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,367055470,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=367055470%20mmsi,Passenger,Trawlers,,,,,WDC6377,0.36,2654,198,,,,,,,1.0,1.0,19.0066261292,,,,Trawlers,0.0108901942149,Sailing,,,0.0160428620875,5.0,3.0,16.995841217,3.46085782143,Passenger,0.381300365465,Pole_and_line,0.105759896385,Tug,0.23342590417,Pole_and_line,0.148655901873,10143,,1047.30444444,,0,0,USA,United States,14.0,0.0,1.0,6.0,3074.0,ENDURANCE,1,,,WDC6377,2,,,,,,,,,ENDURANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,367582530,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=367582530%20mmsi,Passenger,Trawlers,,,,,WDG8930,0.31,1074,16,,,,,,,2.0,2.0,19.8646059036,2.06244018467,,,Trawlers,0.238593976945,Trawlers,,,0.314576178789,2.0,2.0,19.8646059036,2.06244018467,Passenger,0.518809907138,Trawlers,0.238593976945,Trawlers,0.314576178789,Trawlers,0.314576178789,7812,,624.556944444,,0,0,USA,United States,18.0,0.0,1.0,6.0,1857.0,RV DEFENDER,1,,,WDG8930,1,,,,,,,,,RVDEFENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
