,t,Google Search,nn_max_label,nn_max_sublabel_fishing,Label Dropdown,Expert label,Notes,Person,callsign,nn_max_sub_score,active_positions,fishing_points,training_label,training_sublabel,training_length,training_listsources,Unnamed: 16,Unnamed: 17,nn_times_classified,nn_number_max_labels,nn_average_length,nn_stddev_length,Unnamed: 22,Unnamed: 23,nn_max_label_fishing,nn_max_fishing_score,nn_max_sublabel,Unnamed: 27,Unnamed: 28,nn_max_sub_fishing_score,nn_times_classified_all,nn_number_max_labels_all,nn_average_length_all,nn_stdev_length_all,nn_max_label_all,nn_max_score_all,nn_max_label_fishing_all,nn_max_fishing_score_all,nn_max_sublabel_all,nn_max_sub_score_all,nn_max_sublabel_fishing_all,nn_max_sub_fishing_score_all,positions,Unnamed: 43,active_hours,Unnamed: 45,num_A,num_B,iso3,country_name,average_length,stddev_length,number_distinct_lengths,avg_width,number_valid_length_messages,shipname,num_shipnames,imo,num_imos,callsign.1,num_callsign,gap_hours,num_gaps,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,spoofing_hours,num_overlapping_segs,norm_shipname,PermitNumber,CertificateStartDate,CertificateEndDate,Permit Owner,PermitOwnerAddress,PermitOwnerCity,PermitOwnerState,PermitOwnerZip,VesselName,Vessel  Length,VesselRegistrationNumber,VesselOwner,VesselOwnerAddress,VesselOwnerCity,VesselOwnerState,VesselOwnerZip,EndorsedLength,TrawlGear,LonglineGear,TrapPotGear,SablefishEndorsement,SablefishTier,CPEndorsement,Mothership,SmallFleet,MS/CVEndorsement,Owner On Board Exempt,Catch  HistoryAssignment,Whiting  Assignment,Vessel ID,Vessel Name,Official Number,IMO Number,Hull Number,Hull Identification Number,Vessel Service,Flag,Self Propelled Indicator,Registered Gross Tons,Registered Net Tons,Registered Length,Registered Breadth,Registered Depth,ITC Gross Tons,ITC Net Tons,ITC Length,ITC Breadth,ITC Depth,***Dead Weight Tons,***Dead Weight Tons Measure Unit,Measuring Organization Name,Hailing Port,Hailing Port State,Hailing Port Country,Coastwise Unrestricted,Limited Coastwise Bowaters Only,Limited Coastwise Restricted MARAD Waiver, Limited Coastwise Oil Spill Response Only,Limited Coastwise Under Charter to Citizen,Limited Coastwise Trade Fish Products Only,Fishery,Fishery Only,Recreation,Limited Recreation Great Lakes Use Only,Registry,Limited Registry Cross Border Financing,Limited Registry No Foreign Voyage by Sea,Limited Registry Trade with Canada Only,Great Lakes,Builder,Shipyard ,Build Year,Vessel Complete Build City,Vessel Complete Build State,Vessel Complete Build Province,Vessel Complete Build Country,Vessel Hull Build City,Vessel Hull Build State,Vessel Hull Build Province,Vessel Hull Build Country,Party ID,Organization Name,Organization Type,Person First Name,Person Middle Name,Person Last Name,Person Name Suffix,Address Line 1,Address Line 2,Address Line 3,Address Line 4,City,State,Province,Country,Postal Code,Main HP Ahead,Main HP Astern,Propulsion Type,Hull Material,Hull Configuration,Hull Shape,COD Status,COD issue date,COD expire date,Filler
113,316022149,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=316022149%20mmsi,Trawlers,Trawlers,Trawlers,,,Brady,CFN6077,1.0,47744,30722,,,,,,,3.0,1.0,34.6859003703,1.71357903859,,,Trawlers,0.999930500984,Trawlers,,,0.999988357226,8.0,1.0,33.085593462,2.10119226313,Trawlers,0.999678075314,Trawlers,0.999678075314,Trawlers,0.999867163599,Trawlers,0.999867163599,65903,,6807.51222222,,30133,0,CAN,Canada,40.0,0.0,1.0,9.9996243426,26620.0,NORTHERN ALLIANCE,1,8714437.0,1.0,CFN6077,1,,,,,,,8.86694444444,6.0,NORTHERNALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,316012260,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=316012260%20mmsi,Trawlers,Trawlers,Trawlers,,,Brady,CFG7403,1.0,27761,14706,Trawlers,,,kristina_fishing,,,3.0,1.0,35.0654322306,1.80390915933,,,Trawlers,0.999915142854,Trawlers,,,0.99997027715,9.0,1.0,33.2782715691,3.4096149921,Trawlers,0.998662339316,Trawlers,0.998662339316,Trawlers,0.999088161521,Trawlers,0.999088161521,59995,,4977.92486111,,24607,0,CAN,Canada,42.0,0.0,1.0,8.0,24516.0,VIKING ENTERPRISE,2,8802404.0,1.0,CFG7403,2,471.5175,4.0,,,,,184.739722222,1.0,VIKINGENTERPRISE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,273312510,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=273312510%20mmsi,Trawlers,Trawlers,Trawlers,,,Brady,UHLR,1.0,37409,27335,,,,,,,2.0,1.0,49.7650566101,2.14576956179,,,Trawlers,0.999913871288,Trawlers,,,0.999949514866,2.0,1.0,49.7650566101,2.14576956179,Trawlers,0.999913871288,Trawlers,0.999913871288,Trawlers,0.999949514866,Trawlers,0.999949514866,38547,,5920.70277778,,36317,0,RUS,Russia,,,,,,YUGO VOSTOCK 5,1,9133381.0,1.0,UHLR,1,325.009722222,7.0,,,,,3187.03611111,5.0,YUGOVOSTOCK5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,338296000,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=338296000%20mmsi,Trawlers,Trawlers,Trawlers,,,Brady,WRC7459,1.0,19140,13390,Trawlers,,,kristina_fishing,,,3.0,1.0,34.0742956797,8.19245655027,,,Trawlers,0.99988736709,Trawlers,,,0.999958713849,9.0,1.0,34.3016529083,4.69750626595,Trawlers,0.999393661817,Trawlers,0.999393661817,Trawlers,0.999787284268,Trawlers,0.999787284268,24870,,3228.16625,,22065,0,USA,United States,37.0,0.0,1.0,8.0,1930.0,MARGARET LYN,1,,,WRC7459,1,,,,,,,1365.86361111,1.0,MARGARETLYN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,367038990,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=367038990%20mmsi,Trawlers,Trawlers,Trawlers,,,Brady,WDC5301,1.0,15824,9596,Trawlers,,,kristina_fishing,,,3.0,1.0,39.5033365885,6.04591520475,,,Trawlers,0.999847153823,Trawlers,,,0.999962528547,7.0,1.0,41.97378976,5.29707187773,Trawlers,0.999892302922,Trawlers,0.999892302922,Trawlers,0.999970385006,Trawlers,0.999970385006,31436,,2624.75166667,,18398,0,USA,United States,37.0,0.0,1.0,9.0,8452.0,OCEANIC,1,,,WDC5301,2,60.7713888889,1.0,,,,,9475.73472222,5.0,OCEANIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,366978110,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=366978110%20mmsi,Trawlers,Trawlers,Trawlers,,,Brady,WDB9541,1.0,26234,18898,Trawlers,,,kristina_fishing,,,3.0,1.0,39.3754425049,6.73420782203,,,Trawlers,0.999833464622,Trawlers,,,0.999948978424,8.0,1.0,41.7706155777,6.31512067098,Trawlers,0.999845348299,Trawlers,0.999845348299,Trawlers,0.999961182475,Trawlers,0.999961182475,33514,,3812.08652778,,27744,0,USA,United States,19.0050684237,12.6856694757,4.0,11.2131272174,3946.0,PACIFIC FURY,1,,,WDB9541,1,68.1833333333,2.0,,,,,4166.78083333,4.0,PACIFICFURY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132330.0,PACIFIC FURY,561934,7613636,415,,Commercial Fishing Vessel,US,1.0,  199.0,  135.0,   95.1,  29.0,  13.3,  227.0,   68.0,   95.1,  29.0,  13.3,,,Germanischer Lloyd,SEATTLE,WA,UNITED STATES,X,,,,,,X,,,,X,,,,,,,1974,,,,,TACOMA,WA,,UNITED STATES,767063,PACIFIC FURY LLC,Limited Liability Company,,,,,ATTN MIKE STONE,4005-20th  AVE W STE 207,,,SEATTLE,WA,UNSPECIFIED,UNITED STATES,98199                         ,1400,,Diesel Reduction,Steel,UNSPECIFIED,UNSPECIFIED,Valid,04/22/2016,05/31/2017, 
119,367064000,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=367064000%20mmsi,Trawlers,Trawlers,Trawlers,,,Brady,WDD6948,1.0,24455,15874,,,,,,,3.0,1.0,36.3976198832,3.39000530338,,,Trawlers,0.999816815058,Trawlers,,,0.999956965446,9.0,1.0,35.0172894796,3.52612476188,Trawlers,0.997431384193,Trawlers,0.997431384193,Trawlers,0.998339070214,Trawlers,0.998339070214,51091,,6609.52805556,,31140,0,USA,United States,43.0359930032,0.42270739402,2.0,10.0,14864.0,ALASKA KNIGHT,1,,,WDD6948,1,31.5527777778,1.0,,,,,6097.28777778,55.0,ALASKAKNIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394856.0,ALASKA KNIGHT,996921,9037769,,,Commercial Fishing Vessel,US,1.0,  405.0,  276.0,  128.0,  30.0,  15.0,  445.0,  133.0,  128.0,  30.0,  15.0,,,American Bureau of S,DUTCH HARBOR,AK,UNITED STATES,,,,,,,X,,,,X,,,,,,,1993,,,,,MOSS POINT,MS,,UNITED STATES,1379859,ALASKA KNIGHT LLC,Limited Liability Company,,,,,1801 FAIRVIEW AVE E SUITE 100,,,,SEATTLE,WA,UNSPECIFIED,UNITED STATES,98102                         ,1800,,Diesel Reduction,Steel,UNSPECIFIED,UNSPECIFIED,Valid,12/01/2016,12/31/2017, 
120,366864000,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=366864000%20mmsi,Trawlers,Trawlers,Trawlers,,,Brady,WCD7842,1.0,44293,28543,Trawlers,,,kristina_fishing,,,3.0,1.0,38.9082285563,0.35504293311,,,Trawlers,0.999815185865,Trawlers,,,0.999965588252,9.0,1.0,39.2089042664,2.18556601392,Trawlers,0.999867306815,Trawlers,0.999867306815,Trawlers,0.999965641234,Trawlers,0.999965641234,55929,,6352.95222222,,48993,0,USA,United States,48.0,0.0,1.0,12.0,5042.0,AMERICAN NO.1,1,,,WCD7842,1,726.208611111,9.0,,,,,377.2475,1.0,AMERICANNO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174731.0,AMERICAN NO. 1,610654,7902001,,,Commercial Fishing Vessel,US,1.0,  560.0,  380.0,  143.2,  40.0,  26.0, 1004.0,  364.0,  143.2,  40.0,  26.0,,,American Bureau of S,SEATTLE,WA,UNITED STATES,X,,,,,,X,,,,X,,,,,,,1979,,,,,SEATTLE,WA,,UNITED STATES,176948,NORTH PACIFIC FISHING INC,Corporation,,,,,570 KIRKLAND WAY,,,,KIRKLAND,WA,UNSPECIFIED,UNITED STATES,98033                         ,2500,2500,Diesel Reduction,Steel,UNSPECIFIED,UNSPECIFIED,Valid,12/21/2015,01/31/2017, 
121,338250000,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=338250000%20mmsi,Trawlers,Trawlers,Trawlers,,,Brady,WAY2496,1.0,46695,20414,Trawlers,,,kristina_fishing,,,3.0,1.0,43.1074562073,1.32436258508,,,Trawlers,0.999788165092,Trawlers,,,0.999822954337,9.0,1.0,42.04848565,2.58744368418,Trawlers,0.999535381794,Trawlers,0.999535381794,Trawlers,0.999628749159,Trawlers,0.999628749159,48072,,7086.08555556,,41188,0,USA,United States,90.7561788937,52.8008536042,5.0,17.2120439388,5098.0,ALASKA WARRIOR,1,,,WAY2496,1,767.694444444,6.0,,,,,2327.41805556,1.0,ALASKAWARRIOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53185.0,ALASKA WARRIOR,590350,7716816,,,Commercial Fishing Vessel,US,1.0, 1119.0,  761.0,  192.2,  40.0,  16.0, 1578.0,  473.0,  192.2,  40.0,  16.0,,,American Bureau of S,SEATTLE,WA,UNITED STATES,,,,,,,X,,,,X,,,,,,,1978,,,,,BOURG,LA,,UNITED STATES,155700,FISHING COMPANY OF ALASKA INC,Unknown,,,,,141 CHERNOFSKI Dr,,,,DUTCH HARBOR,AK,UNSPECIFIED,UNITED STATES,99692                         ,3000,,Diesel Reduction,Steel,UNSPECIFIED,UNSPECIFIED,Valid,10/26/2016,10/31/2017, 
122,367079950,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=367079950%20mmsi,Trawlers,Trawlers,Trawlers,,,Brady,WCV6828,1.0,63438,38677,,,,,,,2.0,1.0,39.0523262024,5.61090137197,,,Trawlers,0.999783694744,Trawlers,,,0.999957501888,8.0,1.0,34.9746890068,3.80414354089,Trawlers,0.998519964516,Trawlers,0.998519964516,Trawlers,0.999718047678,Trawlers,0.999718047678,72453,,6843.76083333,,65568,0,USA,United States,39.5931052494,1.20921735132,2.0,9.20344737529,7658.0,LEGACY,1,,,WCV6828,1,662.531666667,8.0,,,,,745.175,1.0,LEGACY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,273350410,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=273350410%20mmsi,Trawlers,Trawlers,Trawlers,,,Brady,UAFE,1.0,2118,1153,Trawlers,,,kristina_fishing,,,2.0,1.0,52.1344184875,1.21634321233,,,Trawlers,0.99977684021,Trawlers,,,0.999897956848,6.0,2.0,52.0429579417,5.75901993116,Trawlers,0.852470879753,Trawlers,0.852470879753,Trawlers,0.849009861549,Trawlers,0.849009861549,10218,,3288.49291667,,1731,0,RUS,Russia,83.0,0.0,1.0,13.0,3659.0,ORION 505,1,,,UAFE,1,3678.68083333,25.0,,,,,53.8025,2.0,ORION505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,367603000,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=367603000%20mmsi,Trawlers,Trawlers,Trawlers,,,Brady,WDD5646,1.0,17213,7895,Trawlers,,,kristina_fishing,,,3.0,1.0,46.6500358582,7.06344786586,,,Trawlers,0.999771118164,Trawlers,,,0.999792675177,9.0,1.0,40.4654045105,6.9450756347,Trawlers,0.993685907788,Trawlers,0.993685907788,Trawlers,0.996435291237,Trawlers,0.996435291237,82159,,2324.63958333,,40833,0,USA,United States,46.7077716457,13.217400273,2.0,12.4597846738,22106.0,CHELSEA K,1,,,WDD5646,1,350.68,5.0,,,,,,,CHELSEAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,273442400,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=273442400%20mmsi,Trawlers,Trawlers,Trawlers,,,Brady,UHCW,1.0,15113,7457,,,,,,,2.0,1.0,60.7350559235,15.2544428809,,,Trawlers,0.999770253897,Trawlers,,,0.999769836664,7.0,3.0,66.4529179164,11.8298786001,Trawlers,0.721945131331,Trawlers,0.721945131331,Trawlers,0.721671177606,Trawlers,0.721671177606,17430,,3653.81,,15289,0,RUS,Russia,97.4793500339,3.97184641604,2.0,37.9174001354,2954.0,MYSYEKATERINY,4,8216796.0,1.0,UHCW,3,4405.33777778,13.0,,,,,,,MYSYEKATERINY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,367623150,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=367623150%20mmsi,Trawlers,Trawlers,no_idea_what_it_is,,no pic,Brady,WDH4966,1.0,1015,478,,,,,,,1.0,1.0,21.3258361816,,,,Trawlers,0.999752700329,Trawlers,,,0.999972343445,1.0,1.0,21.3258361816,,Trawlers,0.999752700329,Trawlers,0.999752700329,Trawlers,0.999972343445,Trawlers,0.999972343445,1231,,447.144583333,,296,0,USA,United States,12.0,0.0,1.0,6.0,505.0,LINDSEY   MICHELLE,2,,,WDH4966,1,,,,,,,,,LINDSEYMICHELLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438947.0,LINDSEY MICHELLE,1041479,,SVA42080JS96,,Commercial Fishing Vessel,US,1.0,   31.0,   25.0,   42.0,  16.0,   7.0,,,,,,,,UNSPECIFIED,SEATTLE,WA,UNITED STATES,X,,,,,,X,,,,X,,,,,,,1996,,,,,"TACOMA, WA",,,UNITED STATES,624775,,N/A,PIERRE P,,THIRY,,6619 RIPLEY LANE NORTH,,,,RENTON,WA,UNSPECIFIED,UNITED STATES,98056                         ,400,400,Diesel,FRP (Fiberglass),Monohull,Ship,Valid,03/21/2016,04/30/2017, 
127,273424560,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=273424560%20mmsi,Trawlers,Trawlers,Trawlers,,,Brady,UEIF,1.0,14903,9712,,,,,,,3.0,1.0,38.0201899211,8.06112045761,,,Trawlers,0.999724904696,Trawlers,,,0.9998746713,9.0,1.0,37.9216206868,6.64660919106,Trawlers,0.99951580498,Trawlers,0.99951580498,Trawlers,0.999861770206,Trawlers,0.999861770206,23766,,5586.34555556,,11113,0,RUS,Russia,61.0452022205,0.207788593313,2.0,9.04520222046,2522.0,STELA KARINA,2,6910570.0,1.0,UEIF,1,611.987777778,6.0,,,,,360.567222222,3.0,STELAKARINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,368555000,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=368555000%20mmsi,Trawlers,Trawlers,Trawlers,,,Brady,WTQ5896,1.0,9943,5485,,,,,,,3.0,1.0,55.2656695048,3.91533338855,,,Trawlers,0.999619086583,Trawlers,,,0.999487221241,9.0,1.0,52.3689168294,4.80552759842,Trawlers,0.99450643195,Trawlers,0.99450643195,Trawlers,0.993756247891,Trawlers,0.993756247891,14716,,3302.29638889,,5338,0,USA,United States,,,,,,ARCTIC STORM,1,,,WTQ5896,1,1687.69583333,14.0,,,,,0.354166666667,1.0,ARCTICSTORM,MS0004,01/01/2017,12/31/2017,ARCTIC STORM INC,2727 ALASKAN WAY PIER 69,SEATTLE,WA,98121.0,ARCTIC STORM,314.3,903511,ARCTIC STORM INC,2727 ALASKAN WAY PIER 69,SEATTLE,WA,98121,-,No,No,No,No,-,No,Yes,No,No,-,-,-,275645.0,ARCTIC STORM,903511,8720113,,,Commercial Fishing Vessel,US,1.0, 3854.0, 3198.0,  314.3,  48.5,  29.3, 4068.0, 1773.0,  314.3,  48.5,  29.3,,,American Bureau of S,SEATTLE,WA,UNITED STATES,,,,,,,X,,,,X,,,,,,,1942,,,,,TACOMA,WA,,UNITED STATES,181145,ARCTIC STORM INC,Corporation,,,,,2727 ALASKAN WAY PIER 69,,,,SEATTLE,WA,UNSPECIFIED,UNITED STATES,98121                         ,5750,,Diesel Reduction,Steel,UNSPECIFIED,UNSPECIFIED,Valid,03/23/2016,04/30/2017, 
129,367659000,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=367659000%20mmsi,Trawlers,Trawlers,Trawlers,,,Brady,WRY5333,1.0,16403,3341,,,,,,,2.0,1.0,36.3918437958,7.70646965392,,,Trawlers,0.999611496925,Trawlers,,,0.99985435605,8.0,1.0,37.6951694489,4.57135997115,Trawlers,0.984902061522,Trawlers,0.984902061522,Trawlers,0.986930660903,Trawlers,0.986930660903,30230,,213273.681528,,22474,0,USA,United States,53.0,0.0,1.0,14.0,8990.0,GUN MAR,1,,,WRY5333,1,,,,,,,10637889.9411,8849.0,GUNMAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,366047000,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=366047000%20mmsi,Trawlers,Trawlers,Trawlers,,,Brady,KTHZ,1.0,13688,7923,Trawlers,,,kristina_fishing,,,3.0,1.0,62.9954516093,4.98536026007,,,Trawlers,0.999585370223,Trawlers,,,0.999578138192,9.0,1.0,62.6841087341,8.10951146141,Trawlers,0.992313517465,Trawlers,0.992313517465,Trawlers,0.991942657365,Trawlers,0.991942657365,38613,,3023.93652778,,11865,0,USA,United States,80.0,0.0,1.0,16.0,22185.0,AMERICAN TRIUMPH,1,,,KTHZ,2,2028.71055556,12.0,,,,,,,AMERICANTRIUMPH,GF0048,01/01/2017,12/31/2017,AMERICAN SEAFOODS GROUP LLC,2025 1ST AVE SUITE 900,SEATTLE,WA,98121.0,AMERICAN TRIUMPH,283.0,646737,AMERICAN TRIUMPH LLC,2025 1ST AVE STE 900,SEATTLE,WA,98121,283,Yes,No,No,No,-,Yes,No,No,No,-,-,-,220317.0,AMERICAN TRIUMPH,646737,7738412,NAVY80NS611,,Commercial Fishing Vessel,US,1.0, 4294.0, 3174.0,  251.7,  54.1,  31.2, 5015.0, 2151.0,  251.7,  54.1,  31.2,,,American Bureau of S,SEATTLE,WA,UNITED STATES,,,,,,,X,,,,X,,,,,L S BAIER & ASSOCIATES,,1961,,,,,PORTLAND,OR,,,766223,AMERICAN TRIUMPH LLC,Limited Liability Company,,,,,2025 FIRST AVENUE - SUITE 900,,,,Seattle,WA,UNSPECIFIED,UNITED STATES,98121                         ,,,UNSPECIFIED,Steel,UNSPECIFIED,UNSPECIFIED,Valid,03/26/2016,04/30/2017, 
131,366860000,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=366860000%20mmsi,Trawlers,Trawlers,Trawlers,,,Brady,WRKW,1.0,6728,2406,Trawlers,,,kristina_fishing,,,3.0,1.0,53.3510996501,4.79946054782,,,Trawlers,0.999569118023,Trawlers,,,0.999540348848,8.0,2.0,49.7920622826,6.49151075496,Trawlers,0.874895252753,Trawlers,0.874895252753,Trawlers,0.87464056816,Trawlers,0.87464056816,21778,,2096.67763889,,8803,0,USA,United States,100.410181191,9.14282978586,4.0,21.636755824,11590.0,ARCTIC FJORD,1,7391305.0,1.0,WRKW,1,2863.29805556,18.0,,,,,,,ARCTICFJORD,MS0005,01/01/2017,12/31/2017,ARCTIC FJORD INC,2727 ALASKAN WAY PIER 69,SEATTLE,WA,98121.0,ARCTIC FJORD,253.5,940866,ARCTIC FJORD INC,2727 ALASKAN WAY PIER 69,SEATTLE,WA,98121,-,No,No,No,No,-,No,Yes,No,No,-,-,-,319619.0,ARCTIC FJORD,940866,7391305,,,Commercial Fishing Vessel,US,1.0, 3143.0,  942.0,  253.5,  50.0,  27.7, 3143.0,  942.0,  253.5,  50.0,  27.7,,,Germanischer Lloyd,SEATTLE,WA,UNITED STATES,,,,,,,X,,,,X,,,,,,,1974,,,,,SEATTLE,WA,,UNITED STATES,529308,ARCTIC FJORD INC,Corporation,,,,,2727 ALASKAN WAY PIER 69,,,,SEATTLE,WA,UNSPECIFIED,UNITED STATES,98121                         ,,,UNSPECIFIED,Steel,UNSPECIFIED,UNSPECIFIED,Valid,12/09/2015,01/31/2017, 
132,273441610,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=273441610%20mmsi,Trawlers,Trawlers,Trawlers,,,Brady,UBBQ,1.0,9220,4404,,,,itu_fishing,,,3.0,1.0,51.1018002828,7.62929577781,,,Trawlers,0.999569098155,Trawlers,,,0.999663730462,6.0,2.0,49.5370279948,9.92651733089,Trawlers,0.865179566046,Trawlers,0.865179566046,Trawlers,0.866025624176,Trawlers,0.866025624176,11249,,3098.02305556,,7942,0,RUS,Russia,56.0,0.0,1.0,10.0,1386.0,CAROLINA 33,2,7229344.0,1.0,UBBQ,1,4687.75638889,8.0,,,,,,,CAROLINA33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,338140000,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=338140000%20mmsi,Trawlers,Trawlers,Trawlers,,,Brady,WTW8603,1.0,11351,6633,Trawlers,,,kristina_fishing,,,3.0,1.0,44.6491495768,5.0882508412,,,Trawlers,0.999457538128,Trawlers,,,0.999877532323,8.0,1.0,37.7152228355,6.7692672324,Trawlers,0.982097104192,Trawlers,0.982097104192,Trawlers,0.993791274726,Trawlers,0.993791274726,13703,,6266.92861111,,10480,0,USA,United States,25.0834951456,12.2936273936,2.0,8.24077669903,2575.0,REBECCA IRENE,1,,,WTW8603,1,411.329444444,8.0,,,,,565.972222222,1.0,REBECCAIRENE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271560.0,REBECCA IRENE,697637,8519679,,,Commercial Fishing Vessel,US,1.0,  191.0,  130.0,  115.3,  36.0,  11.1,,,,,,,,United States Coast ,SEATTLE,WA,UNITED STATES,X,,,,,,X,,,,X,,,,,,,1986,,,,,PANAMA CITY,FL,,UNITED STATES,1487537,REBECCA IRENE VESSEL LLC,Limited Liability Company,,,,,2320 W COMMODORE WAY STE 200,,,,SEATTLE,WA,UNSPECIFIED,UNITED STATES,98199                         ,1800,,Diesel,Steel,UNSPECIFIED,UNSPECIFIED,Valid,05/27/2016,06/30/2017, 
134,367161000,https://www.google.com/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=367161000%20mmsi,Trawlers,Trawlers,,,,,WUR5426,1.0,11981,5758,,,,,,,2.0,1.0,48.024389267,3.32943379367,,,Trawlers,0.999402701855,Trawlers,,,0.99942484498,8.0,1.0,51.9193019867,4.30686577689,Trawlers,0.976227849722,Trawlers,0.976227849722,Trawlers,0.979762628675,Trawlers,0.979762628675,29939,,2195.22458333,,15168,0,USA,United States,73.0,0.0,1.0,14.0,11758.0,STARBOUND,1,,,WUR5426,1,2156.59194444,19.0,,,,,,,STARBOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325700.0,STARBOUND,944658,8807284,22,,Commercial Fishing Vessel,US,1.0, 2266.0, 1747.0,  266.0,  48.0,  22.0, 3739.0, 1778.0,  266.0,  48.0,  22.0,,,Det Norske Veritas,SEATTLE,WA,UNITED STATES,X,,,,,,X,,,,X,,,,,,,1989,,,,,ANACORTES,WA,,UNITED STATES,1025041,STARBOUND LLC,Limited Liability Company,,,,,2157 N Northlake Way Ste 210,,,,SEATTLE,WA,UNSPECIFIED,UNITED STATES,98103                         ,,,UNSPECIFIED,Steel,UNSPECIFIED,UNSPECIFIED,Valid,08/24/2016,08/31/2017, 
