mmsi,country
412405018,CHN
412370184,CHN
412286243,CHN
412433601,CHN
413108535,CHN
800016361,
413433660,CHN
760001340,PER
412214717,CHN
412450010,CHN
800004497,
412436288,CHN
412435355,CHN
251734110,ISL
413025712,CHN
251081110,ISL
219005937,DNK
412412693,CHN
258996620,NOR
412420804,CHN
271072212,TUR
412358316,CHN
412422575,CHN
412452809,CHN
224074290,ESP
412435807,CHN
412422941,CHN
316002918,CAN
367040470,USA
412419551,CHN
237969000,GRC
900300518,
800032260,
412427248,CHN
273823020,RUS
331142000,GRL
412420867,CHN
412461923,CHN
412416427,CHN
228325000,FRA
810080162,
412476678,CHN
412842128,CHN
412450672,CHN
412430798,CHN
412332906,CHN
235096124,GBR
412213365,CHN
367186180,USA
367330420,USA
412210714,CHN
412417912,CHN
412412328,CHN
220321000,DNK
412422755,CHN
367332000,USA
412418537,CHN
933208028,
440110970,KOR
367084860,USA
316012480,CAN
412480766,CHN
412214024,CHN
412479962,CHN
412448881,CHN
412412603,CHN
627189000,GHA
257289720,NOR
412324627,CHN
412431395,CHN
412428452,CHN
412422063,CHN
412325635,CHN
412452625,CHN
200002870,
440102520,KOR
412349111,CHN
110300041,
412439392,CHN
412658938,CHN
800400122,
416458561,TWN
412428064,CHN
412433646,CHN
412443561,CHN
412421898,CHN
419002407,IND
258290000,NOR
760000170,PER
800034512,
413974629,CHN
200008449,
412428554,CHN
432881000,JPN
271072407,TUR
412461561,CHN
412327472,CHN
412348946,CHN
428150610,ISR
412675930,CHN
412330065,CHN
412448703,CHN
412445145,CHN
257311720,NOR
412433728,CHN
412605088,CHN
338396000,USA
251030110,ISL
257124640,NOR
412420402,CHN
412437072,CHN
412451674,CHN
412002188,CHN
247159110,ITA
412463897,CHN
412411522,CHN
338204748,USA
421255667,
412436691,CHN
366743980,USA
412461572,CHN
412456975,CHN
412432058,CHN
412081209,CHN
926013236,
412324268,CHN
257190720,NOR
412438864,CHN
251423000,ISL
273539310,RUS
413905362,CHN
412464572,CHN
412440499,CHN
412324582,CHN
413810112,CHN
251460940,ISL
416200091,TWN
228168600,FRA
257201940,NOR
110700329,
273240700,RUS
412420821,CHN
413001598,CHN
251800540,ISL
900202222,
332145441,GTM
412214603,CHN
725000879,CHL
412424684,CHN
926030083,
431004761,JPN
412371204,CHN
257149500,NOR
245165000,NLD
412202053,CHN
235018274,GBR
900090000,
271072576,TUR
257301940,NOR
412444819,CHN
257018140,NOR
257659500,NOR
412881046,CHN
250242000,IRL
412418812,CHN
900032015,
413000079,CHN
412448839,CHN
412333003,CHN
200004454,
900017733,
412444721,CHN
412416503,CHN
431001633,JPN
412329072,CHN
412461761,CHN
251056110,ISL
249000017,MLT
412325425,CHN
412431665,CHN
251326540,ISL
412358598,CHN
412428075,CHN
412451000,CHN
412424708,CHN
905108866,
412428519,CHN
412451041,CHN
412422657,CHN
412332672,CHN
412435199,CHN
412002366,CHN
412422801,CHN
745005400,GUF
412449106,CHN
251796840,ISL
413001181,CHN
926300189,
412203192,CHN
800040704,
412472061,CHN
257384820,NOR
412410545,CHN
367406570,USA
412287019,CHN
412449955,CHN
412331678,CHN
367404170,USA
421893412,
412215218,CHN
431242233,JPN
412030508,CHN
412421544,CHN
249000960,MLT
258121290,NOR
257169820,NOR
412475816,CHN
251841240,ISL
412444904,CHN
412287284,CHN
412424502,CHN
316004443,CAN
412413904,CHN
228028900,FRA
416734000,TWN
900022481,
412428103,CHN
412414354,CHN
228259600,FRA
412449117,CHN
900029854,
258442000,NOR
431001578,JPN
412202952,CHN
251345640,ISL
412328275,CHN
412442256,CHN
257571600,NOR
265551874,SWE
412201696,CHN
412444634,CHN
412427988,CHN
273810080,RUS
800031630,
257219000,NOR
412427997,CHN
412324609,CHN
412415050,CHN
412442034,CHN
244110963,NLD
601648000,ZAF
412432766,CHN
412428421,CHN
412420531,CHN
412422738,CHN
367191080,USA
412332671,CHN
200000088,
412419754,CHN
204213000,PRT
601482000,ZAF
150205022,
9104468,
412324454,CHN
412449149,CHN
316003698,CAN
412449071,CHN
219017708,DNK
412327064,CHN
421300098,
251847540,ISL
12270,
251323110,ISL
412411589,CHN
273459510,RUS
412698010,CHN
412422722,CHN
412000916,CHN
412442274,CHN
366920840,USA
412214394,CHN
412214554,CHN
412430846,CHN
900021049,
273830200,RUS
412285049,CHN
130700551,
412463198,CHN
367489060,USA
412354583,CHN
412150789,CHN
412435767,CHN
503018820,AUS
601022900,ZAF
601072900,ZAF
412323557,CHN
601025900,ZAF
412767889,CHN
412463395,CHN
800044466,
412416238,CHN
412417662,CHN
257202940,NOR
247065730,ITA
412418416,CHN
412451002,CHN
100700144,
367622290,USA
219007641,DNK
412433972,CHN
412420462,CHN
412010680,CHN
367566110,USA
412324089,CHN
412411533,CHN
412419068,CHN
412436791,CHN
412422869,CHN
235038583,GBR
237519000,GRC
412422727,CHN
412213268,CHN
412428814,CHN
412330388,CHN
413817885,CHN
412327413,CHN
412002828,CHN
810030002,
257297120,NOR
251346740,ISL
412110370,CHN
210406234,CYP
200003913,
247121360,ITA
512161000,NZL
412431372,CHN
412428771,CHN
412471015,CHN
412352782,CHN
503018300,AUS
259103000,NOR
247053670,ITA
412422297,CHN
316011042,CAN
412417115,CHN
900000012,
601565000,ZAF
441536000,KOR
412202498,CHN
412323194,CHN
466513110,QAT
412665999,CHN
412465216,CHN
412444898,CHN
412419224,CHN
412410684,CHN
412439087,CHN
900900506,
412410699,CHN
701000869,ARG
271056045,TUR
190701091,
412201725,CHN
412451325,CHN
412370862,CHN
412452811,CHN
273819700,RUS
257711600,NOR
800006173,
224093590,ESP
258217000,NOR
412414738,CHN
412370018,CHN
412449046,CHN
412436057,CHN
412412642,CHN
413973879,CHN
412200526,CHN
412330761,CHN
257167800,NOR
333368672,
412705622,CHN
412321821,CHN
237241000,GRC
412369102,CHN
110706763,
412428311,CHN
257007440,NOR
412452882,CHN
257465320,NOR
412428312,CHN
412452949,CHN
412432422,CHN
416004942,TWN
412469889,CHN
412427307,CHN
412436409,CHN
503002330,AUS
412354506,CHN
905114688,
412284804,CHN
257153500,NOR
412325763,CHN
412428128,CHN
412415868,CHN
219003066,DNK
247122920,ITA
235096332,GBR
412328301,CHN
412410405,CHN
224022760,ESP
412452799,CHN
412213732,CHN
412281492,CHN
257048640,NOR
412448955,CHN
235104839,GBR
257121720,NOR
412418094,CHN
412417565,CHN
235071472,GBR
412324781,CHN
800014683,
412350889,CHN
664581000,SYC
800024522,
412433851,CHN
235103427,GBR
412427788,CHN
258963858,NOR
271072349,TUR
259526000,NOR
412205638,CHN
412445209,CHN
412449892,CHN
412348989,CHN
412446234,CHN
412328635,CHN
367126460,USA
412410743,CHN
412412256,CHN
412445164,CHN
259576000,NOR
503018650,AUS
412417781,CHN
251116740,ISL
273002001,RUS
800300200,
200005855,
412819025,CHN
440145880,KOR
413086819,CHN
412365136,CHN
412328538,CHN
412441096,CHN
367037960,USA
416003953,TWN
412436035,CHN
412420024,CHN
412200806,CHN
412207043,CHN
200088007,
412438577,CHN
257108620,NOR
412666662,CHN
412002358,CHN
412331951,CHN
503609400,AUS
412449817,CHN
412321340,CHN
413004506,CHN
412332743,CHN
200003925,
412433385,CHN
367311690,USA
412203433,CHN
412235900,CHN
251375340,ISL
700001071,
412422511,CHN
412320032,CHN
412413242,CHN
9103960,
257161140,NOR
412428793,CHN
273819200,RUS
701007027,ARG
412332862,CHN
412413021,CHN
412213882,CHN
251841270,ISL
412423575,CHN
601812000,ZAF
200008102,
412213992,CHN
412215306,CHN
412476058,CHN
257479800,NOR
412428158,CHN
416196800,TWN
412286466,CHN
412413168,CHN
412467055,CHN
800016365,
200005165,
412770354,CHN
367625540,USA
412370494,CHN
412430375,CHN
376234000,VCT
412422363,CHN
141000479,
257300940,NOR
413100851,CHN
412423607,CHN
251473640,ISL
273814110,RUS
338147731,USA
412323234,CHN
257182340,NOR
412320993,CHN
900002775,
412214133,CHN
412431493,CHN
412416918,CHN
227290360,FRA
412432404,CHN
412213302,CHN
412428522,CHN
235023688,GBR
412438871,CHN
412463503,CHN
412413062,CHN
440103810,KOR
412413503,CHN
228326000,FRA
251412110,ISL
247050560,ITA
412206818,CHN
338188519,USA
412284298,CHN
273896100,RUS
367439440,USA
412423125,CHN
412439367,CHN
412283776,CHN
412452709,CHN
412452718,CHN
413090528,CHN
412210574,CHN
412448724,CHN
235081808,GBR
412410338,CHN
412000692,CHN
618000500,ATF
235030823,GBR
412424462,CHN
412322062,CHN
800019282,
412420558,CHN
770576064,URY
412421618,CHN
150203644,
412500264,CHN
412365594,CHN
412365132,CHN
412441942,CHN
412416446,CHN
219007589,DNK
416000006,TWN
412322813,CHN
412430414,CHN
412413964,CHN
412302575,CHN
273813600,RUS
412350058,CHN
800024588,
413905384,CHN
412452566,CHN
273450930,RUS
800016342,
200005856,
412286031,CHN
271072378,TUR
257311140,NOR
412444661,CHN
412443012,CHN
412433562,CHN
900000089,
412324219,CHN
257311520,NOR
412450692,CHN
412398954,CHN
146003620,
900000390,
412412874,CHN
412433132,CHN
412327054,CHN
251036110,ISL
367664680,USA
273370750,RUS
412423253,CHN
412432227,CHN
412433991,CHN
412324109,CHN
503005650,AUS
412438883,CHN
412332569,CHN
200011874,
800689810,
259102000,NOR
800029724,
412449725,CHN
412325198,CHN
412416607,CHN
412435848,CHN
251730110,ISL
412422966,CHN
412413306,CHN
412416592,CHN
412435596,CHN
412424523,CHN
412358611,CHN
412286101,CHN
316012859,CAN
412327282,CHN
412201121,CHN
900000689,
251363940,ISL
416001571,TWN
413768966,CHN
412963406,CHN
412419552,CHN
412444696,CHN
412421603,CHN
412330416,CHN
412416346,CHN
200007435,
412560869,CHN
257549600,NOR
416306439,TWN
257170320,NOR
245328000,NLD
257333120,NOR
271072352,TUR
239869200,GRC
412421968,CHN
228036700,FRA
412449636,CHN
659423000,NAM
257420820,NOR
333300571,
412215288,CHN
412427026,CHN
412283753,CHN
412449813,CHN
273436440,RUS
257050440,NOR
413997256,CHN
412423418,CHN
412323042,CHN
412431763,CHN
235076116,GBR
412461863,CHN
367079950,USA
257416420,NOR
251584110,ISL
235032737,GBR
412325706,CHN
410001101,BTN
11118,
412423132,CHN
412462296,CHN
412411616,CHN
413845326,CHN
800036272,
431704110,JPN
412439278,CHN
412435754,CHN
412002361,CHN
412417761,CHN
412340392,CHN
412433883,CHN
412432555,CHN
338298000,USA
413061917,CHN
800040330,
412476744,CHN
412423735,CHN
412051818,CHN
412348848,CHN
412470476,CHN
244650780,NLD
257091840,NOR
242186100,MAR
412042053,CHN
412470379,CHN
416004545,TWN
412417331,CHN
412205473,CHN
431006235,JPN
412321067,CHN
416000381,TWN
412415957,CHN
273898610,RUS
700000942,
412446641,CHN
257099340,NOR
412445475,CHN
412283642,CHN
235067469,GBR
412332369,CHN
200001034,
412437764,CHN
123789888,
999733333,
416306418,TWN
412427847,CHN
701000793,ARG
412451852,CHN
415888886,
412353036,CHN
412469983,CHN
412418569,CHN
900003984,
413286900,CHN
412441965,CHN
701000615,ARG
412283852,CHN
412213225,CHN
333301516,
412201581,CHN
412428072,CHN
228224000,FRA
258351000,NOR
601674000,ZAF
412845356,CHN
412416276,CHN
663128000,SEN
412422633,CHN
412284049,CHN
412451496,CHN
412415341,CHN
257117320,NOR
412211382,CHN
412400788,CHN
237134000,GRC
412413308,CHN
800036750,
412421927,CHN
412330256,CHN
251415640,ISL
412428715,CHN
412330883,CHN
412477861,CHN
273815900,RUS
428418000,ISR
412438465,CHN
247085830,ITA
900027809,
412325622,CHN
412010308,CHN
244740833,NLD
412427882,CHN
412251015,CHN
273216200,RUS
412444371,CHN
905101113,
247050160,ITA
200001397,
338117615,USA
413011792,CHN
601171000,ZAF
412422215,CHN
259697000,NOR
367494020,USA
412433901,CHN
412441966,CHN
412444846,CHN
412428093,CHN
412325560,CHN
259501000,NOR
412327038,CHN
412213234,CHN
412214186,CHN
250201482,IRL
412464655,CHN
412446186,CHN
905101829,
412202751,CHN
701000673,ARG
412329081,CHN
257003230,NOR
412568899,CHN
412413592,CHN
412364059,CHN
316013198,CAN
150204090,
200009672,
412321486,CHN
412323154,CHN
441074000,KOR
412325364,CHN
412311362,CHN
412431356,CHN
412323536,CHN
412419716,CHN
412423275,CHN
412444535,CHN
413003118,CHN
412451057,CHN
412213458,CHN
367352000,USA
412325373,CHN
910060421,
412468993,CHN
412325334,CHN
412423176,CHN
900023506,
412433688,CHN
312706000,BLZ
412323568,CHN
257040440,NOR
412300335,CHN
110700972,
412800355,CHN
900402203,
412002329,CHN
412469991,CHN
888866631,
412432055,CHN
412433323,CHN
440145380,KOR
412410602,CHN
412423407,CHN
235061559,GBR
273373740,RUS
316001590,CAN
412451415,CHN
258147000,NOR
412420481,CHN
412214236,CHN
224324950,ESP
259434000,NOR
412440285,CHN
412435966,CHN
412449043,CHN
910060762,
412449721,CHN
271073137,TUR
800018069,
412433502,CHN
367373760,USA
412431209,CHN
900028754,
412325677,CHN
412326881,CHN
710000044,BRA
701006445,ARG
412201662,CHN
228324000,FRA
316003527,CAN
412320847,CHN
412418438,CHN
237249000,GRC
412435312,CHN
412477029,CHN
800005435,
271072148,TUR
456932526,
412418341,CHN
412460716,CHN
926003482,
415830126,
900032026,
263572000,PRT
412349063,CHN
905116368,
431001592,JPN
900017430,
412007700,CHN
333300138,
412411878,CHN
257632500,NOR
110700770,
244780712,NLD
235102493,GBR
412413292,CHN
412435768,CHN
412370192,CHN
412324618,CHN
200002374,
412322136,CHN
367394590,USA
412435674,CHN
412300203,CHN
412423266,CHN
725005800,CHL
701000785,ARG
412214238,CHN
200008534,
701000649,ARG
412025038,CHN
440912000,KOR
251139640,ISL
416232900,TWN
251761110,ISL
412413141,CHN
412410144,CHN
412201272,CHN
800008133,
412210081,CHN
271073094,TUR
257311740,NOR
800030585,
366899520,USA
415091504,
257212420,NOR
431128000,JPN
412418491,CHN
412449699,CHN
416046500,TWN
412462553,CHN
412200538,CHN
412416141,CHN
123088888,
200000235,
412679170,CHN
440100970,KOR
412332017,CHN
257316720,NOR
263500262,PRT
412435824,CHN
412425805,CHN
367301340,USA
412286189,CHN
412025120,CHN
412111124,CHN
412206496,CHN
412330244,CHN
412324151,CHN
800035798,
251505440,ISL
800036179,
257963610,NOR
800036252,
412672050,CHN
257445000,NOR
412450372,CHN
800040230,
412324579,CHN
412432233,CHN
251304340,ISL
100880405,
367033730,USA
413002198,CHN
412411721,CHN
412351026,CHN
367150410,USA
412427961,CHN
412332663,CHN
413792100,CHN
412822222,CHN
200014065,
412422753,CHN
412450556,CHN
257349820,NOR
412422918,CHN
412322667,CHN
413262035,CHN
251551340,ISL
926003036,
251792740,ISL
412460073,CHN
367035740,USA
412470481,CHN
412454412,CHN
257223620,NOR
412365477,CHN
412432676,CHN
235085294,GBR
412433436,CHN
235097529,GBR
200008094,
800037666,
257309220,NOR
412325084,CHN
367343270,USA
257559800,NOR
440122950,KOR
412462077,CHN
200013216,
412331026,CHN
412413729,CHN
412412653,CHN
412470173,CHN
412431731,CHN
412213739,CHN
412352981,CHN
273341920,RUS
251065110,ISL
251253240,ISL
412388988,CHN
228206600,FRA
800060665,
367492890,USA
412444726,CHN
812012345,
412678220,CHN
412417601,CHN
412412906,CHN
412325915,CHN
412413728,CHN
800030661,
200140810,
412323514,CHN
235019602,GBR
412424688,CHN
412001268,CHN
503700300,AUS
412413315,CHN
412450925,CHN
412352797,CHN
412440509,CHN
412205452,CHN
257484700,NOR
200010311,
412215232,CHN
412421615,CHN
367331520,USA
227910000,FRA
412427959,CHN
412387016,CHN
412211567,CHN
600007735,
412321761,CHN
412434222,CHN
12347,
413025168,CHN
412420344,CHN
251386540,ISL
412204446,CHN
412444653,CHN
412324532,CHN
316029099,CAN
412427264,CHN
412439587,CHN
412462634,CHN
412568069,CHN
338096421,USA
257271220,NOR
412428135,CHN
219002661,DNK
412284772,CHN
412422839,CHN
725000193,CHL
412423687,CHN
412461928,CHN
412448642,CHN
412469989,CHN
412362340,CHN
413356890,CHN
412596731,CHN
412410357,CHN
271062142,TUR
518982000,COK
412211597,CHN
412417197,CHN
251805840,ISL
257335820,NOR
412325754,CHN
900003833,
224112130,ESP
271072206,TUR
412452663,CHN
367491040,USA
412412457,CHN
412328133,CHN
800030535,
412327861,CHN
701000687,ARG
412110175,CHN
412444933,CHN
577191000,VUT
412450724,CHN
900022558,
412412937,CHN
235000340,GBR
413705717,CHN
412450301,CHN
271066000,TUR
412439241,CHN
41278146,
412200215,CHN
412413326,CHN
412411346,CHN
412438371,CHN
440102530,KOR
412422281,CHN
412435525,CHN
412213177,CHN
257422120,NOR
412452325,CHN
316015632,CAN
416001054,TWN
577259000,VUT
412418652,CHN
412425887,CHN
412324264,CHN
412699520,CHN
257158540,NOR
412428101,CHN
412349156,CHN
200000347,
900005836,
235073321,GBR
800025486,
412281366,CHN
412433405,CHN
412331157,CHN
257401920,NOR
900003482,
271040354,TUR
316002703,CAN
412439004,CHN
800006411,
412518188,CHN
412450977,CHN
905101686,
601181100,ZAF
412295696,CHN
412435345,CHN
412420163,CHN
412330437,CHN
213974000,GEO
800035127,
257196640,NOR
412435642,CHN
441870000,KOR
251840840,ISL
627191000,GHA
412439638,CHN
251037110,ISL
412214726,CHN
412324186,CHN
412436308,CHN
251394000,ISL
412443687,CHN
412420246,CHN
416004209,TWN
701000551,ARG
412422206,CHN
416001451,TWN
228238700,FRA
412419974,CHN
259489000,NOR
412362028,CHN
800044146,
412461894,CHN
412442316,CHN
273567010,RUS
412568968,CHN
900005478,
412431806,CHN
412431166,CHN
200005976,
227314040,FRA
701000591,ARG
412452954,CHN
800003812,
416002687,TWN
412328059,CHN
412418084,CHN
800007666,
258796413,NOR
273819100,RUS
271073060,TUR
412469271,CHN
232004268,GBR
258516910,NOR
257367000,NOR
257058940,NOR
271072479,TUR
200009541,
412431058,CHN
412333157,CHN
412004600,CHN
228393000,FRA
900302393,
412324456,CHN
800031103,
412421699,CHN
412005586,CHN
251487540,ISL
412411549,CHN
257079740,NOR
412461851,CHN
412425172,CHN
412333006,CHN
412432228,CHN
412436852,CHN
412008889,CHN
412448612,CHN
412323153,CHN
271072938,TUR
412435476,CHN
413205555,CHN
412462307,CHN
900000002,
416002503,TWN
412000919,CHN
257136420,NOR
416059626,TWN
412323081,CHN
257186440,NOR
412449081,CHN
412450278,CHN
412422554,CHN
247100820,ITA
412420944,CHN
412325029,CHN
413000037,CHN
412211578,CHN
412285269,CHN
247097740,ITA
412802005,CHN
412671930,CHN
412423337,CHN
510013000,FSM
412325467,CHN
412435899,CHN
412001598,CHN
273812510,RUS
412580466,CHN
257313120,NOR
412327259,CHN
366953120,USA
251073110,ISL
412462673,CHN
412331759,CHN
413446630,CHN
251498540,ISL
257878700,NOR
412450511,CHN
200005566,
412326332,CHN
412500072,CHN
412327471,CHN
760000850,PER
701006074,ARG
412444814,CHN
412426093,CHN
645257000,MUS
800032270,
750204322,GUY
257155740,NOR
251062110,ISL
257309840,NOR
412302381,CHN
412882301,CHN
800016052,
981610000,
412324981,CHN
820004936,
412444931,CHN
412460967,CHN
412214745,CHN
412331995,CHN
367666480,USA
412439131,CHN
412436671,CHN
412432028,CHN
412431207,CHN
271056071,TUR
800003782,
412431307,CHN
412422767,CHN
412427962,CHN
257300320,NOR
412440498,CHN
900365880,
412275036,CHN
412421674,CHN
271073096,TUR
412332777,CHN
412413727,CHN
257216620,NOR
257151120,NOR
412766170,CHN
701037000,ARG
412413207,CHN
412412167,CHN
412436397,CHN
800039638,
412419795,CHN
413656566,CHN
412330964,CHN
412416853,CHN
412450728,CHN
555666222,PCN
770576103,URY
412452124,CHN
412428345,CHN
412428706,CHN
800024367,
200002607,
251109840,ISL
412435855,CHN
412325477,CHN
412428317,CHN
412451705,CHN
412444635,CHN
760000770,PER
416234600,TWN
412365043,CHN
800005586,
271072359,TUR
219002955,DNK
413021865,CHN
900021057,
412423768,CHN
237004000,GRC
412444836,CHN
412470546,CHN
412422643,CHN
412324106,CHN
413012212,CHN
412431257,CHN
367497940,USA
412062121,CHN
860210034,
412466901,CHN
251490740,ISL
244670326,NLD
412327043,CHN
412353004,CHN
367371250,USA
251375640,ISL
316019482,CAN
412433196,CHN
412328192,CHN
412427055,CHN
412445086,CHN
412323147,CHN
228020600,FRA
224212150,ESP
413817978,CHN
412439745,CHN
412211821,CHN
412672210,CHN
412446339,CHN
576815682,VUT
413201311,CHN
412474726,CHN
412213436,CHN
416042159,TWN
412439596,CHN
412461671,CHN
412420102,CHN
412008512,CHN
412421747,CHN
412439028,CHN
701006377,ARG
800025946,
412423752,CHN
412428431,CHN
316003362,CAN
412286541,CHN
412359007,CHN
140000111,
320603218,
412402015,CHN
412439219,CHN
888817516,
412411014,CHN
412416271,CHN
316021117,CAN
412200622,CHN
273822210,RUS
201312078,ALB
905101369,
412418472,CHN
367627530,USA
338180121,USA
345881455,MEX
333308158,
413001520,CHN
412477471,CHN
257186340,NOR
228218700,FRA
421551255,
257611150,NOR
512002865,NZL
900030179,
345883486,MEX
800022777,
412423265,CHN
412284102,CHN
412284737,CHN
412331653,CHN
412416689,CHN
412423493,CHN
416022113,TWN
421300000,
412450324,CHN
257302940,NOR
257107420,NOR
412443871,CHN
412419349,CHN
800031088,
413324338,CHN
235059021,GBR
412423527,CHN
412329656,CHN
412431454,CHN
412416135,CHN
251842840,ISL
412410649,CHN
412438828,CHN
412364904,CHN
412444849,CHN
413831913,CHN
431001591,JPN
440127060,KOR
412436838,CHN
231190000,FRO
228231800,FRA
412451239,CHN
257070940,NOR
701006183,ARG
900900092,
412428258,CHN
338182684,USA
412423133,CHN
235112211,GBR
412325211,CHN
251739110,ISL
412463869,CHN
412326646,CHN
412423664,CHN
412444984,CHN
412436254,CHN
412435975,CHN
367088160,USA
316013350,CAN
503005980,AUS
412432724,CHN
416002656,TWN
412421408,CHN
503012950,AUS
251412640,ISL
263404650,PRT
271072261,TUR
367331480,USA
412419297,CHN
412366289,CHN
905108988,
500015152,
224066460,ESP
413466688,CHN
235109582,GBR
412213254,CHN
150201770,
412428333,CHN
416011355,TWN
412416906,CHN
412444747,CHN
412418601,CHN
412423536,CHN
412470488,CHN
412214784,CHN
800001393,
412896633,CHN
412432768,CHN
271072568,TUR
412436874,CHN
412205413,CHN
412460798,CHN
412002118,CHN
800035081,
431039000,JPN
412420927,CHN
412428451,CHN
412284857,CHN
2349,
251268640,ISL
228260000,FRA
412428076,CHN
412284415,CHN
900017306,
412438565,CHN
413201288,CHN
412463638,CHN
412201406,CHN
412296969,CHN
416000703,TWN
412427088,CHN
412441925,CHN
412427807,CHN
412365352,CHN
316007594,CAN
257436020,NOR
258303000,NOR
412436058,CHN
412435398,CHN
412423615,CHN
412285128,CHN
412413456,CHN
412413878,CHN
412420874,CHN
412411144,CHN
251253840,ISL
412420331,CHN
257281500,NOR
412444749,CHN
257308740,NOR
412475217,CHN
412422079,CHN
257798700,NOR
412417837,CHN
900001302,
200011935,
412286558,CHN
412413075,CHN
800017965,
412345888,CHN
413096270,CHN
338250000,USA
251485240,ISL
412449763,CHN
412370556,CHN
412419753,CHN
257588500,NOR
271073135,TUR
412349385,CHN
412327255,CHN
440111111,KOR
235107608,GBR
235092091,GBR
412422605,CHN
231232000,FRO
251180110,ISL
416004845,TWN
228217600,FRA
412368799,CHN
251825110,ISL
800040324,
412328071,CHN
412412028,CHN
999000012,
412450989,CHN
247252280,ITA
412008893,CHN
273517900,RUS
800025416,
235103933,GBR
431006863,JPN
412327242,CHN
412348788,CHN
200007627,
251418540,ISL
412441303,CHN
412450343,CHN
412461684,CHN
271072039,TUR
412281339,CHN
412433536,CHN
412439933,CHN
412438195,CHN
200010930,
110705296,
413005665,CHN
412325298,CHN
412324471,CHN
412286074,CHN
258354000,NOR
412428857,CHN
412369874,CHN
412428446,CHN
367408050,USA
412423771,CHN
413069039,CHN
412449358,CHN
251197110,ISL
412215304,CHN
367040180,USA
200010133,
800040617,
412432948,CHN
412439425,CHN
100700127,
416004105,TWN
412348859,CHN
366231180,USA
412433215,CHN
412428675,CHN
98304432,
900030080,
413324344,CHN
271072400,TUR
412283744,CHN
440103570,KOR
412330806,CHN
367526070,USA
412430214,CHN
900019759,
412422691,CHN
800003125,
412423144,CHN
412431033,CHN
412423016,CHN
412472323,CHN
412462691,CHN
800004317,
412413005,CHN
412422365,CHN
412213456,CHN
412444902,CHN
800020896,
412445902,CHN
412433929,CHN
412430704,CHN
412412135,CHN
273358010,RUS
412213855,CHN
412201169,CHN
257776500,NOR
503006050,AUS
412560076,CHN
431002325,JPN
620048000,COM
257507500,NOR
412476852,CHN
412423162,CHN
412422154,CHN
257397900,NOR
200007485,
247080190,ITA
257016340,NOR
412418505,CHN
224239970,ESP
412323667,CHN
200004046,
412061173,CHN
512002264,NZL
237965000,GRC
412099219,CHN
412424517,CHN
466511240,QAT
412451563,CHN
412478136,CHN
412464427,CHN
800000873,
533333007,MYS
412209152,CHN
412439282,CHN
200857777,
412423077,CHN
412416877,CHN
228157800,FRA
273410900,RUS
257150140,NOR
333005555,
800036183,
775000000,VEN
512000103,NZL
200005972,
412432541,CHN
412439389,CHN
259627000,NOR
903400001,
367108410,USA
257154420,NOR
412438596,CHN
412324231,CHN
412419209,CHN
601039500,ZAF
412325257,CHN
316012570,CAN
257203940,NOR
412900129,CHN
412423254,CHN
412449929,CHN
412883217,CHN
412989000,CHN
413008812,CHN
701000865,ARG
412000519,CHN
412413779,CHN
412329404,CHN
412332385,CHN
800000331,
412213301,CHN
601097500,ZAF
412433932,CHN
412205505,CHN
800044485,
412522562,CHN
800044728,
367064000,USA
200004166,
412333084,CHN
512409000,NZL
271072545,TUR
367119230,USA
897650987,
412451218,CHN
240009474,GRC
412060033,CHN
412417262,CHN
413778811,CHN
412438746,CHN
251488110,ISL
412435426,CHN
416004856,TWN
235090038,GBR
235076728,GBR
412412427,CHN
800043907,
259392000,NOR
412214503,CHN
412325945,CHN
273355070,RUS
800036024,
412422414,CHN
800044441,
412431024,CHN
367092390,USA
412325406,CHN
100714050,
412353022,CHN
412411696,CHN
412324241,CHN
412418743,CHN
701019000,ARG
235087603,GBR
412438039,CHN
412449873,CHN
259450000,NOR
273523400,RUS
219005767,DNK
257076240,NOR
228170900,FRA
725000027,CHL
412417925,CHN
257174220,NOR
200006001,
200007537,
820080079,
412438272,CHN
251498340,ISL
412423211,CHN
800016464,
800004548,
412416302,CHN
440022520,KOR
412476985,CHN
412435494,CHN
412413621,CHN
367098190,USA
412331773,CHN
247125790,ITA
412325858,CHN
441131440,KOR
200002055,
257468700,NOR
413055920,CHN
412421985,CHN
412327669,CHN
367538590,USA
412436957,CHN
412422122,CHN
366408250,USA
412413991,CHN
412325604,CHN
367565250,USA
412436102,CHN
224011120,ESP
412295599,CHN
257657600,NOR
257158920,NOR
413804084,CHN
412423533,CHN
412436376,CHN
412423037,CHN
412452979,CHN
900380605,
412448285,CHN
412422718,CHN
412213897,CHN
412331105,CHN
412482206,CHN
412412938,CHN
600012240,
412413279,CHN
412423245,CHN
259129000,NOR
345880442,MEX
800005266,
228195000,FRA
251848870,ISL
228336000,FRA
412460617,CHN
244810460,NLD
905102866,
412324623,CHN
412426610,CHN
412447565,CHN
412323181,CHN
271072308,TUR
367594860,USA
257260020,NOR
412451064,CHN
412701583,CHN
235103742,GBR
412432254,CHN
412327848,CHN
412416639,CHN
412418815,CHN
412428485,CHN
412438865,CHN
412214788,CHN
412284045,CHN
412430827,CHN
412203707,CHN
412413733,CHN
247050530,ITA
368698000,USA
412370377,CHN
412450685,CHN
412423296,CHN
412349612,CHN
228065800,FRA
412310776,CHN
412214599,CHN
367089110,USA
412413932,CHN
412325427,CHN
412463917,CHN
440502000,KOR
441050000,KOR
412328726,CHN
