mmsi,eu_fishing,eu_label,eu_sublabel,eu_label2,eu_sublabel2,eu_length,eu_tonnage
235058468,Fishing vessel,Fishing vessel,Fishing vessel,,,23.07,219.84
247128370,Fishing vessel,Trawlers,Trawlers,,,19.58,52.0
250003013,Fishing vessel,Trawlers,Trawlers,,,22.5,143.0
247053680,Fishing vessel,Trawlers,Trawlers,,,16.1,55.0
219009413,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,11.99,14.6
237132000,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,32.2,193.0
224053240,Fishing vessel,Trawlers,Trawlers,,,24.9,77.5
235004256,Fishing vessel,Trawlers,Trawlers,,,16.66,47.0
247121620,Fishing vessel,Trawlers,Trawlers,,,19.78,41.0
246338000,Fishing vessel,Trawlers,Trawlers,,,20.5,40.0
219014851,Fishing vessel,Trawlers,Trawlers,,,19.96,79.7
266159000,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,16.94,44.0
224055240,Fishing vessel,Set gear,Set longlines,Set gear,Set gillnets,33.0,335.0
224196000,Fishing vessel,Drifting longlines,Drifting longlines,,,47.0,692.0
240222000,Fishing vessel,Set gear,Pots and traps,Set gear,Set gillnets,18.8,42.0
224028630,Fishing vessel,Set gear,Set longlines,Set gear,Pots and traps,17.8,32.74
247094570,Fishing vessel,Set gear,Set longlines,Fishing vessel,Fishing vessel,14.9,16.0
224095230,Fishing vessel,Trawlers,Trawlers,,,19.4,49.59
224145180,Fishing vessel,Trawlers,Trawlers,,,23.3,77.18
235000843,Fishing vessel,Trawlers,Trawlers,,,20.03,99.0
220006000,Fishing vessel,Set gear,Set gillnets,,,16.48,39.8
227119200,Fishing vessel,Trawlers,Trawlers,,,15.94,37.39
227396000,Fishing vessel,Trawlers,Trawlers,,,23.95,152.55
247087260,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,10.4,6.0
224396270,Fishing vessel,Purse seines,Purse seines,,,22.5,91.98
227323060,Fishing vessel,Set gear,Set gillnets,Set gear,Set longlines,12.0,11.0
224042780,Fishing vessel,Purse seines,Purse seines,,,20.5,57.5
227941000,Fishing vessel,Trawlers,Trawlers,,,20.85,128.79
241065000,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,30.7,173.0
263256000,Fishing vessel,Set gear,Set gillnets,Set gear,Pots and traps,19.52,46.37
227729980,Fishing vessel,Trawlers,Trawlers,,,18.4,85.72
247094630,Fishing vessel,Set gear,Set longlines,Fishing vessel,Fishing vessel,15.22,18.0
244873000,Fishing vessel,Trawlers,Trawlers,,,37.65,214.0
211665000,Fishing vessel,Trawlers,Trawlers,,,15.89,26.0
261020840,Fishing vessel,Trawlers,Trawlers,,,26.65,125.0
224104170,Fishing vessel,Trawlers,Trawlers,,,21.4,66.2
247301080,Fishing vessel,Trawlers,Trawlers,Set gear,Set longlines,23.0,75.0
247054040,Fishing vessel,Trawlers,Trawlers,,,16.9,25.0
220375000,Fishing vessel,Trawlers,Trawlers,,,15.78,48.4
247100390,Fishing vessel,Trawlers,Trawlers,,,21.97,63.0
261003910,Fishing vessel,Trawlers,Trawlers,,,26.78,200.0
244820169,Fishing vessel,Trawlers,Trawlers,,,33.61,88.0
227831000,Fishing vessel,Trawlers,Trawlers,,,22.5,159.6
224131530,Fishing vessel,Set gear,Set longlines,,,16.0,27.01
224075650,Fishing vessel,Set gear,Set gillnets,,,13.35,12.04
235033145,Fishing vessel,Trawlers,Trawlers,,,71.2,2247.0
211375000,Fishing vessel,Trawlers,Trawlers,,,16.6,37.0
232326000,Fishing vessel,Set gear,Set gillnets,,,35.28,315.0
245873000,Fishing vessel,Trawlers,Trawlers,,,33.05,122.0
227313000,Fishing vessel,Trawlers,Trawlers,,,23.33,155.96
237852000,Fishing vessel,Trawlers,Trawlers,,,28.3,98.0
224219220,Fishing vessel,Trawlers,Trawlers,,,19.0,40.55
224114570,Fishing vessel,Purse seines,Purse seines,,,15.94,17.75
238759040,Fishing vessel,Trawlers,Trawlers,,,17.48,21.0
227316320,Fishing vessel,Set gear,Set gillnets,Set gear,Set longlines,13.1,19.64
263286000,Fishing vessel,Set gear,Set gillnets,,,17.0,28.0
227317470,Fishing vessel,Set gear,Set gillnets,,,11.95,15.21
224090290,Fishing vessel,Purse seines,Purse seines,,,17.05,29.1
234863000,Fishing vessel,Trawlers,Trawlers,,,18.47,74.56
204242000,Fishing vessel,Set gear,Set gillnets,,,20.0,51.72
261002920,Fishing vessel,Set gear,Set gillnets,Trawlers,Trawlers,18.24,39.0
239083000,Fishing vessel,Purse seines,Purse seines,Set gear,Set longlines,22.0,67.0
247048880,Fishing vessel,Trawlers,Trawlers,,,22.23,57.0
232004918,Fishing vessel,Trawlers,Trawlers,,,21.42,116.0
219006249,Fishing vessel,Set gear,Set gillnets,,,11.98,15.6
247301460,Fishing vessel,Trawlers,Trawlers,Set gear,Set longlines,23.62,59.0
247222060,Fishing vessel,Set gear,Set longlines,Set gear,Set gillnets,15.8,28.0
211310410,Fishing vessel,Trawlers,Trawlers,,,18.08,46.0
247140160,Fishing vessel,Trawlers,Trawlers,,,19.66,52.0
263402770,Fishing vessel,Set gear,Set gillnets,,,16.2,28.8
263415290,Fishing vessel,Set gear,Set gillnets,Set gear,Set longlines,35.0,481.0
207829550,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,20.7,36.0
247131140,Fishing vessel,Set gear,Set longlines,Fishing vessel,Fishing vessel,16.5,19.0
219001039,Fishing vessel,Trawlers,Trawlers,,,19.0,42.9
205232000,Fishing vessel,Trawlers,Trawlers,,,23.85,138.0
227102900,Fishing vessel,Trawlers,Trawlers,,,24.0,151.52
239409000,Fishing vessel,Purse seines,Purse seines,,,15.5,21.0
237383000,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,22.42,51.0
250106400,Fishing vessel,Trawlers,Trawlers,Fishing vessel,Fishing vessel,23.72,183.0
224033360,Fishing vessel,Trawlers,Trawlers,,,24.9,110.39
224136380,Fishing vessel,Trawlers,Trawlers,,,31.3,254.0
247110850,Fishing vessel,Purse seines,Purse seines,Set gear,Set gillnets,18.65,31.0
247146240,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,15.0,13.0
219002585,Fishing vessel,Trawlers,Trawlers,,,14.95,28.8
227300270,Fishing vessel,Set gear,Set gillnets,,,11.93,9.2
247120230,Fishing vessel,Trawlers,Trawlers,Set gear,Set longlines,19.3,68.0
224068470,Fishing vessel,Trawlers,Trawlers,,,24.78,75.99
266404000,Fishing vessel,Trawlers,Trawlers,,,12.21,19.0
261007360,Fishing vessel,Set gear,Set gillnets,Set gear,Set longlines,10.52,9.48
219006916,Fishing vessel,Set gear,Set gillnets,,,10.27,9.4
219862000,Fishing vessel,Trawlers,Trawlers,,,20.7,66.1
224021340,Fishing vessel,Purse seines,Purse seines,,,21.38,63.96
224153130,Fishing vessel,Drifting longlines,Drifting longlines,,,28.5,206.0
238583910,Fishing vessel,Purse seines,Purse seines,Set gear,Set gillnets,20.65,72.0
261009040,Fishing vessel,Trawlers,Trawlers,,,22.44,114.0
224005540,Fishing vessel,Trawlers,Trawlers,,,29.0,254.0
235021304,Fishing vessel,Trawlers,Trawlers,,,44.98,546.0
275420000,Fishing vessel,Trawlers,Trawlers,,,33.5,246.0
227320080,Fishing vessel,Set gear,Set gillnets,,,11.95,21.58
238887840,Fishing vessel,Purse seines,Purse seines,Set gear,Set gillnets,16.88,24.43
219005513,Fishing vessel,Set gear,Set gillnets,Set gear,Set longlines,9.93,9.4
247152140,Fishing vessel,Trawlers,Trawlers,Set gear,Set longlines,22.5,158.0
224071980,Fishing vessel,Purse seines,Purse seines,,,20.5,40.09
275058000,Fishing vessel,Set gear,Set gillnets,,,26.5,114.0
204226000,Fishing vessel,Set gear,Set longlines,Drifting longlines,Drifting longlines,27.2,232.69
247145650,Fishing vessel,Trawlers,Trawlers,Set gear,Set longlines,20.86,58.0
235073052,Fishing vessel,Set gear,Pots and traps,,,14.11,40.34
224007640,Fishing vessel,Trawlers,Trawlers,,,20.0,55.28
237008500,Fishing vessel,Trawlers,Trawlers,,,23.5,87.0
247053820,Fishing vessel,Trawlers,Trawlers,,,18.35,43.0
263528000,Fishing vessel,Trawlers,Trawlers,,,80.3,1944.0
224061530,Fishing vessel,Set gear,Set gillnets,,,18.5,56.53
265457000,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,42.0,705.0
224431000,Fishing vessel,Purse seines,Purse seines,,,56.1,1000.0
235088008,Fishing vessel,Trawlers,Trawlers,,,11.48,16.44
232091000,Fishing vessel,Trawlers,Trawlers,,,21.2,189.0
224192250,Fishing vessel,Trawlers,Trawlers,,,27.5,199.81
232503000,Fishing vessel,Trawlers,Trawlers,,,56.17,1349.0
266371000,Fishing vessel,Trawlers,Trawlers,Set gear,Pots and traps,14.89,40.0
224030760,Fishing vessel,Trawlers,Trawlers,,,19.25,37.75
224047870,Fishing vessel,Trawlers,Trawlers,,,18.1,28.79
224208650,Fishing vessel,Trawlers,Trawlers,,,29.0,239.0
224259150,Fishing vessel,Trawlers,Trawlers,,,23.16,79.88
227317030,Fishing vessel,Trawlers,Trawlers,,,12.95,27.92
219001522,Fishing vessel,Trawlers,Trawlers,,,18.27,49.1
244615490,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,19.96,69.0
247083530,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,24.6,101.0
247068130,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,22.26,53.0
237871000,Fishing vessel,Trawlers,Trawlers,,,29.1,137.0
237448000,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,20.3,47.0
224151870,Fishing vessel,Trawlers,Trawlers,,,21.74,38.45
219751000,Fishing vessel,Trawlers,Trawlers,,,27.5,163.3
211290000,Fishing vessel,Trawlers,Trawlers,,,22.82,82.0
207829360,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,14.95,24.62
219481000,Fishing vessel,Trawlers,Trawlers,,,33.0,221.0
224106260,Fishing vessel,Purse seines,Purse seines,,,30.4,287.0
247147570,Fishing vessel,Trawlers,Trawlers,,,17.09,31.0
219006116,Fishing vessel,Trawlers,Trawlers,,,13.53,20.8
224012660,Fishing vessel,Purse seines,Purse seines,,,27.0,127.0
247110980,Fishing vessel,Purse seines,Purse seines,,,22.76,61.0
219007544,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,8.09,2.2
247110360,Fishing vessel,Trawlers,Trawlers,,,20.37,55.0
224070490,Fishing vessel,Trawlers,Trawlers,,,21.6,56.74
238337540,Fishing vessel,Trawlers,Trawlers,,,24.94,155.0
263438000,Fishing vessel,Trawlers,Trawlers,,,24.23,155.54
224238430,Fishing vessel,Trawlers,Trawlers,,,18.24,41.58
235002690,Fishing vessel,Trawlers,Trawlers,,,28.0,468.0
207828530,Fishing vessel,Set gear,Set gillnets,Trawlers,Trawlers,21.1,34.0
224440790,Fishing vessel,Set gear,Set longlines,Set gear,Pots and traps,15.94,16.1
227316390,Fishing vessel,Trawlers,Trawlers,,,11.91,22.8
235058829,Fishing vessel,Trawlers,Trawlers,,,26.25,153.0
277185000,Fishing vessel,Trawlers,Trawlers,,,25.5,117.0
227322270,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,15.4,27.41
240107000,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,23.5,69.0
265720160,Fishing vessel,Set gear,Pots and traps,,,8.81,4.63
263407390,Fishing vessel,Purse seines,Purse seines,,,21.0,66.84
224782000,Fishing vessel,Purse seines,Purse seines,,,105.0,3584.0
224104420,Fishing vessel,Purse seines,Purse seines,,,20.53,36.13
227681710,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,8.55,4.41
247140220,Fishing vessel,Trawlers,Trawlers,,,20.26,54.0
247082290,Fishing vessel,Trawlers,Trawlers,,,26.8,130.0
266161000,Fishing vessel,Trawlers,Trawlers,,,15.35,35.0
224209590,Fishing vessel,Trawlers,Trawlers,,,21.0,44.12
247140320,Fishing vessel,Purse seines,Purse seines,Set gear,Set longlines,21.91,52.0
247102190,Fishing vessel,Trawlers,Trawlers,,,16.23,32.0
227319460,Fishing vessel,Set gear,Set gillnets,,,11.17,10.69
205345000,Fishing vessel,Trawlers,Trawlers,,,37.81,385.0
276370000,Fishing vessel,Trawlers,Trawlers,,,28.3,126.0
227468000,Fishing vessel,Trawlers,Trawlers,,,21.06,129.71
250002714,Fishing vessel,Trawlers,Trawlers,,,20.06,68.0
247143540,Fishing vessel,Trawlers,Trawlers,,,27.37,153.0
227423000,Fishing vessel,Trawlers,Trawlers,,,15.82,45.0
224259220,Fishing vessel,Trawlers,Trawlers,,,29.5,247.0
224022810,Fishing vessel,Purse seines,Purse seines,,,21.0,59.0
275239000,Fishing vessel,Trawlers,Trawlers,,,25.6,109.0
224591000,Fishing vessel,Drifting longlines,Drifting longlines,,,46.12,619.0
224103220,Fishing vessel,Purse seines,Purse seines,,,27.0,111.0
224074730,Fishing vessel,Set gear,Set longlines,,,23.0,75.5
247081670,Fishing vessel,Trawlers,Trawlers,,,19.44,60.0
247185500,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,33.55,239.0
246214000,Fishing vessel,Trawlers,Trawlers,,,41.05,484.0
235002870,Fishing vessel,Trawlers,Trawlers,,,17.13,65.0
247101020,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,30.25,204.0
247110190,Fishing vessel,Purse seines,Purse seines,Trawlers,Trawlers,48.05,245.0
237262000,Fishing vessel,Trawlers,Trawlers,,,20.37,35.0
266166000,Fishing vessel,Trawlers,Trawlers,,,17.85,86.0
211479000,Fishing vessel,Trawlers,Trawlers,,,17.6,35.0
219004596,Fishing vessel,Fishing vessel,Fishing vessel,,,14.56,24.8
247094310,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,19.75,43.0
224072430,Fishing vessel,Purse seines,Purse seines,,,18.5,26.43
261001310,Fishing vessel,Trawlers,Trawlers,,,17.4,32.0
224242200,Fishing vessel,Purse seines,Purse seines,,,18.0,18.33
275231000,Fishing vessel,Trawlers,Trawlers,,,25.45,112.0
224102000,Fishing vessel,Purse seines,Purse seines,,,28.37,130.02
224597000,Fishing vessel,Drifting longlines,Drifting longlines,,,25.2,164.0
219001181,Fishing vessel,Trawlers,Trawlers,,,18.5,54.1
224072190,Fishing vessel,Trawlers,Trawlers,,,24.85,81.15
247147780,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,20.41,67.0
238197240,Fishing vessel,Trawlers,Trawlers,Pole and line,Pole and line,18.3,37.0
250000096,Fishing vessel,Trawlers,Trawlers,,,53.06,1093.0
219009274,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,9.86,6.1
240406000,Fishing vessel,Set gear,Set longlines,Set gear,Set gillnets,17.4,36.0
247074680,Fishing vessel,Trawlers,Trawlers,,,25.18,114.0
246027000,Fishing vessel,Trawlers,Trawlers,,,40.08,267.0
247148110,Fishing vessel,Trawlers,Trawlers,,,26.13,116.0
211103000,Fishing vessel,Trawlers,Trawlers,,,34.15,135.0
237889000,Fishing vessel,Trawlers,Trawlers,,,26.1,110.0
224050370,Fishing vessel,Set gear,Set gillnets,,,15.7,27.48
263341000,Fishing vessel,Set gear,Set gillnets,,,15.15,22.0
219002047,Fishing vessel,Trawlers,Trawlers,,,16.86,50.4
224077390,Fishing vessel,Trawlers,Trawlers,,,19.26,47.5
247100590,Fishing vessel,Trawlers,Trawlers,,,20.72,72.0
261008070,Fishing vessel,Trawlers,Trawlers,,,18.98,58.0
237697000,Fishing vessel,Trawlers,Trawlers,,,29.0,133.0
209353000,Fishing vessel,Trawlers,Trawlers,,,27.5,110.0
224732000,Fishing vessel,Trawlers,Trawlers,,,65.9,1605.0
220327000,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,15.2,27.8
237312000,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,24.88,86.0
219016474,Fishing vessel,Set gear,Set gillnets,Trawlers,Trawlers,9.03,5.0
227320310,Fishing vessel,Set gear,Set gillnets,Set gear,Pots and traps,10.3,8.23
224132000,Fishing vessel,Drifting longlines,Drifting longlines,,,30.0,262.0
276276000,Fishing vessel,Trawlers,Trawlers,,,25.42,122.0
211413470,Fishing vessel,Trawlers,Trawlers,,,43.6,406.0
261006880,Fishing vessel,Trawlers,Trawlers,Drifting longlines,Drifting longlines,17.79,32.0
224012890,Fishing vessel,Purse seines,Purse seines,,,17.9,39.1
224157000,Fishing vessel,Set gear,Set longlines,,,27.0,154.89
247084740,Fishing vessel,Trawlers,Trawlers,,,14.66,29.0
266205000,Fishing vessel,Trawlers,Trawlers,,,39.78,514.0
245598000,Fishing vessel,Trawlers,Trawlers,,,38.37,169.0
224075190,Fishing vessel,Purse seines,Purse seines,,,36.0,224.0
205321000,Fishing vessel,Trawlers,Trawlers,,,37.45,385.0
247151690,Fishing vessel,Trawlers,Trawlers,Set gear,Set longlines,25.52,168.0
275422000,Fishing vessel,Trawlers,Trawlers,,,25.45,112.0
263407280,Fishing vessel,Purse seines,Purse seines,,,26.0,84.48
247080770,Fishing vessel,Trawlers,Trawlers,,,19.9,61.0
247051220,Fishing vessel,Trawlers,Trawlers,,,16.69,42.0
266353000,Fishing vessel,Trawlers,Trawlers,,,43.85,807.0
211270480,Fishing vessel,Trawlers,Trawlers,,,36.28,269.0
239305000,Fishing vessel,Purse seines,Purse seines,,,18.3,28.0
239583300,Fishing vessel,Set gear,Set longlines,Drifting longlines,Drifting longlines,14.9,12.97
224072150,Fishing vessel,Trawlers,Trawlers,,,19.25,39.86
224030190,Fishing vessel,Trawlers,Trawlers,,,21.0,63.53
247081090,Fishing vessel,Trawlers,Trawlers,,,21.0,35.0
247100410,Fishing vessel,Purse seines,Purse seines,Trawlers,Trawlers,40.5,330.0
219831000,Fishing vessel,Fishing vessel,Fishing vessel,,,19.52,70.5
224044230,Fishing vessel,Trawlers,Trawlers,,,24.98,103.77
237919000,Fishing vessel,Trawlers,Trawlers,,,29.5,133.0
244245000,Fishing vessel,Trawlers,Trawlers,,,23.97,160.0
235112769,Fishing vessel,Trawlers,Trawlers,,,14.9,28.4
237444000,Fishing vessel,Trawlers,Trawlers,,,22.3,45.0
224169660,Fishing vessel,Trawlers,Trawlers,,,18.0,40.12
263363000,Fishing vessel,Set gear,Set gillnets,,,17.3,26.18
232004150,Fishing vessel,Trawlers,Trawlers,,,19.81,103.0
224421000,Fishing vessel,Trawlers,Trawlers,,,42.74,748.0
237905000,Fishing vessel,Trawlers,Trawlers,,,39.2,432.0
224057990,Fishing vessel,Trawlers,Trawlers,,,17.8,37.99
235001823,Fishing vessel,Trawlers,Trawlers,,,14.04,17.09
224011150,Fishing vessel,Trawlers,Trawlers,,,22.0,52.56
247140840,Fishing vessel,Trawlers,Trawlers,Set gear,Set longlines,23.41,84.0
277215000,Fishing vessel,Trawlers,Trawlers,,,25.5,120.0
205303000,Fishing vessel,Trawlers,Trawlers,,,37.8,390.0
232006050,Fishing vessel,Trawlers,Trawlers,,,40.0,428.0
218162000,Fishing vessel,Trawlers,Trawlers,,,37.05,499.0
261002160,Fishing vessel,Trawlers,Trawlers,,,26.79,206.0
224372000,Fishing vessel,Trawlers,Trawlers,,,33.53,314.0
247152310,Fishing vessel,Trawlers,Trawlers,Set gear,Set longlines,20.1,75.0
247083940,Fishing vessel,Trawlers,Trawlers,,,26.26,95.0
247102750,Fishing vessel,Trawlers,Trawlers,,,19.44,43.0
224009750,Fishing vessel,Purse seines,Purse seines,,,21.37,63.6
263401340,Fishing vessel,Set gear,Set gillnets,,,15.68,22.07
224167130,Fishing vessel,Trawlers,Trawlers,,,20.0,72.0
240259000,Fishing vessel,Trawlers,Trawlers,,,31.54,202.0
245562000,Fishing vessel,Trawlers,Trawlers,,,25.2,84.0
245567000,Fishing vessel,Trawlers,Trawlers,,,36.41,210.0
224017450,Fishing vessel,Set gear,Set longlines,Set gear,Pots and traps,15.47,32.27
232004190,Fishing vessel,Trawlers,Trawlers,,,24.8,309.0
247101310,Fishing vessel,Trawlers,Trawlers,,,18.48,41.0
247121210,Fishing vessel,Trawlers,Trawlers,,,26.3,87.0
235005014,Fishing vessel,Trawlers,Trawlers,,,30.98,78.0
247121540,Fishing vessel,Trawlers,Trawlers,Set gear,Set longlines,17.35,32.0
247303390,Fishing vessel,Trawlers,Trawlers,Set gear,Set longlines,22.45,86.0
245287000,Fishing vessel,Set gear,Set gillnets,Set gear,Pots and traps,20.0,26.0
204255000,Fishing vessel,Set gear,Set gillnets,,,20.0,86.89
235000820,Fishing vessel,Set gear,Set gillnets,,,35.7,286.0
246426000,Fishing vessel,Trawlers,Trawlers,,,33.98,155.0
220228000,Fishing vessel,Trawlers,Trawlers,,,17.04,61.7
227500000,Fishing vessel,Purse seines,Purse seines,,,24.3,81.0
219002368,Fishing vessel,Trawlers,Trawlers,Fishing vessel,Fishing vessel,15.9,41.4
224095390,Fishing vessel,Trawlers,Trawlers,,,23.9,81.4
235074868,Fishing vessel,Trawlers,Trawlers,Set gear,Pots and traps,10.0,12.57
256000684,Fishing vessel,Trawlers,Trawlers,,,23.4,145.0
227314440,Fishing vessel,Set gear,Set gillnets,,,11.95,15.08
227118700,Fishing vessel,Trawlers,Trawlers,,,16.53,67.25
237435000,Fishing vessel,Purse seines,Purse seines,Set gear,Set longlines,16.36,28.0
224031980,Fishing vessel,Trawlers,Trawlers,,,18.4,38.13
245364000,Fishing vessel,Trawlers,Trawlers,,,23.01,100.0
244529000,Fishing vessel,Trawlers,Trawlers,,,20.34,43.0
240910000,Fishing vessel,Purse seines,Purse seines,Set gear,Set gillnets,15.2,17.0
204274000,Fishing vessel,Set gear,Set gillnets,Set gear,Set longlines,18.8,35.36
205296000,Fishing vessel,Trawlers,Trawlers,,,23.99,60.0
235015841,Fishing vessel,Trawlers,Trawlers,,,18.41,94.0
227318240,Fishing vessel,Trawlers,Trawlers,,,16.5,37.33
235007968,Fishing vessel,Set gear,Pots and traps,,,15.93,37.0
247084670,Fishing vessel,Trawlers,Trawlers,,,26.92,95.0
275131000,Fishing vessel,Trawlers,Trawlers,,,98.1,4378.0
211483000,Fishing vessel,Trawlers,Trawlers,,,16.8,32.0
247142480,Fishing vessel,Purse seines,Purse seines,,,28.3,172.0
227316520,Fishing vessel,Set gear,Pots and traps,Set gear,Set gillnets,13.1,19.64
245264000,Fishing vessel,Trawlers,Trawlers,,,23.4,57.0
211530000,Fishing vessel,Trawlers,Trawlers,,,17.21,33.0
224060680,Fishing vessel,Purse seines,Purse seines,,,33.5,162.0
211238930,Fishing vessel,Trawlers,Trawlers,,,116.7,7278.0
265612240,Fishing vessel,Trawlers,Trawlers,Fishing vessel,Fishing vessel,14.88,21.0
247030180,Fishing vessel,Trawlers,Trawlers,,,16.6,26.0
224762000,Fishing vessel,Drifting longlines,Drifting longlines,,,25.0,127.0
263420690,Fishing vessel,Set gear,Set gillnets,Set gear,Pots and traps,13.5,17.87
224013050,Fishing vessel,Trawlers,Trawlers,,,20.34,53.1
227647080,Fishing vessel,Set gear,Set gillnets,Set gear,Pots and traps,11.94,11.98
235101102,Fishing vessel,Set gear,Set longlines,,,26.92,187.0
266424000,Fishing vessel,Trawlers,Trawlers,Set gear,Set longlines,9.99,7.01
219001569,Fishing vessel,Set gear,Set gillnets,,,12.57,14.1
227894000,Fishing vessel,Set gear,Set gillnets,Set gear,Set longlines,34.0,328.0
232004741,Fishing vessel,Trawlers,Trawlers,,,18.25,96.0
224106240,Fishing vessel,Trawlers,Trawlers,,,26.9,97.58
227314780,Fishing vessel,Set gear,Set gillnets,,,11.95,12.79
235000476,Fishing vessel,Trawlers,Trawlers,,,16.49,42.0
224148120,Fishing vessel,Trawlers,Trawlers,,,19.25,38.69
205632000,Fishing vessel,Trawlers,Trawlers,,,19.04,44.0
247070730,Fishing vessel,Trawlers,Trawlers,,,23.2,91.0
224172000,Fishing vessel,Trawlers,Trawlers,,,38.8,393.0
239117000,Fishing vessel,Purse seines,Purse seines,,,19.1,39.0
224081690,Fishing vessel,Drifting longlines,Drifting longlines,,,28.08,195.0
245731000,Fishing vessel,Trawlers,Trawlers,,,23.85,92.0
224122560,Fishing vessel,Drifting longlines,Drifting longlines,,,17.0,54.89
244377000,Fishing vessel,Trawlers,Trawlers,,,28.6,140.0
227640150,Fishing vessel,Trawlers,Trawlers,,,12.99,29.13
247146770,Fishing vessel,Trawlers,Trawlers,Set gear,Set longlines,17.8,38.0
224142560,Fishing vessel,Trawlers,Trawlers,,,21.35,32.18
247302510,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,20.37,33.0
211162000,Fishing vessel,Trawlers,Trawlers,,,15.96,22.0
211363680,Fishing vessel,Trawlers,Trawlers,,,36.22,187.0
218442000,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,14.42,23.0
219013485,Fishing vessel,Trawlers,Trawlers,Fishing vessel,Fishing vessel,22.0,165.0
235005947,Fishing vessel,Trawlers,Trawlers,,,17.85,55.87
263290000,Fishing vessel,Set gear,Set gillnets,,,18.77,32.05
227142100,Fishing vessel,Trawlers,Trawlers,,,24.9,148.0
244965000,Fishing vessel,Trawlers,Trawlers,,,22.9,72.0
227573130,Fishing vessel,Trawlers,Trawlers,,,17.32,52.75
247049190,Fishing vessel,Trawlers,Trawlers,,,20.4,41.0
219006382,Fishing vessel,Trawlers,Trawlers,,,21.34,82.5
224008250,Fishing vessel,Trawlers,Trawlers,,,18.84,36.91
227311010,Fishing vessel,Trawlers,Trawlers,,,24.9,158.0
250000608,Fishing vessel,Set gear,Set gillnets,Trawlers,Trawlers,20.4,103.0
239085000,Fishing vessel,Purse seines,Purse seines,,,20.3,41.0
224040260,Fishing vessel,Purse seines,Purse seines,,,36.0,236.0
245053000,Fishing vessel,Trawlers,Trawlers,,,23.98,137.0
247305830,Fishing vessel,Trawlers,Trawlers,,,24.0,72.0
247074420,Fishing vessel,Trawlers,Trawlers,,,20.17,96.0
247133630,Fishing vessel,Set gear,Set gillnets,Trollers,Trollers,17.46,21.0
205328000,Fishing vessel,Trawlers,Trawlers,,,19.0,37.0
227319570,Fishing vessel,Purse seines,Purse seines,,,14.68,36.49
224082580,Fishing vessel,Set gear,Set longlines,Set gear,Pots and traps,26.0,87.0
247070830,Fishing vessel,Purse seines,Purse seines,,,26.22,77.0
247072680,Fishing vessel,Trawlers,Trawlers,,,17.15,43.0
235103824,Fishing vessel,Trawlers,Trawlers,,,26.01,261.0
238967810,Fishing vessel,Trawlers,Trawlers,Set gear,Set longlines,21.76,49.0
237299800,Fishing vessel,Purse seines,Purse seines,Set gear,Set gillnets,18.66,36.0
261021270,Fishing vessel,Trawlers,Trawlers,,,25.91,149.0
238900840,Fishing vessel,Purse seines,Purse seines,Trawlers,Trawlers,29.1,165.0
235098956,Fishing vessel,Trawlers,Trawlers,,,23.0,227.0
227766710,Fishing vessel,Trawlers,Trawlers,,,11.82,25.29
224940000,Fishing vessel,Set gear,Set longlines,,,22.0,129.42
227597000,Fishing vessel,Set gear,Set gillnets,Set gear,Set longlines,11.61,9.0
224354000,Fishing vessel,Trawlers,Trawlers,,,30.5,252.0
245178000,Fishing vessel,Trawlers,Trawlers,,,22.06,56.0
250002601,Fishing vessel,Set gear,Pots and traps,Pole and line,Pole and line,9.68,5.51
219005995,Fishing vessel,Set gear,Set gillnets,,,10.99,9.2
225353000,Fishing vessel,Trawlers,Trawlers,,,30.5,278.0
261004380,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,17.78,31.0
224176380,Fishing vessel,Purse seines,Purse seines,,,26.73,145.0
230987350,Fishing vessel,Trawlers,Trawlers,,,41.09,387.0
