mmsi,reefer_fishing,reefer_label,reefer_sublabel,reefer_length,reefer_tonnage
440241000,Nonfishing vessel,Reefer,Reefer,119.15,4273.0
440257000,Nonfishing vessel,Reefer,Reefer,117.31,4988.0
440283000,Nonfishing vessel,Reefer,Reefer,90.4416666667,2713.0
440523000,Nonfishing vessel,Reefer,Reefer,118.92,5122.0
440664000,Nonfishing vessel,Reefer,Reefer,91.8166666667,3387.66666667
441032000,Nonfishing vessel,Reefer,Reefer,86.33,2024.3225
441034000,Nonfishing vessel,Reefer,Reefer,92.23,3244.0
441240000,Nonfishing vessel,Reefer,Reefer,81.54,1488.0
441377000,Nonfishing vessel,Reefer,Reefer,103.6,3930.5
441690000,Nonfishing vessel,Reefer,Reefer,120.75,4519.0
441720000,Nonfishing vessel,Reefer,Reefer,88.71,2623.0
441725000,Nonfishing vessel,Reefer,Reefer,110.03,4071.0
441759000,Nonfishing vessel,Reefer,Reefer,109.0,4428.0
441822000,Nonfishing vessel,Reefer,Reefer,120.75,4457.0
441834000,Nonfishing vessel,Reefer,Reefer,121.39,5578.0
441923000,Nonfishing vessel,Reefer,Reefer,99.01,2004.0
477415100,Nonfishing vessel,Reefer,Reefer,49.3,619.0
510021000,Nonfishing vessel,Reefer,Reefer,59.0,496.0
514117000,Nonfishing vessel,Reefer,Reefer,,
514211000,Nonfishing vessel,Reefer,Reefer,,
514266000,Nonfishing vessel,Reefer,Reefer,,
514298000,Nonfishing vessel,Reefer,Reefer,,
514565000,Nonfishing vessel,Reefer,Reefer,,
515183000,Nonfishing vessel,Reefer,Reefer,,
515201000,Nonfishing vessel,Reefer,Reefer,78.72,1891.0
515500000,Nonfishing vessel,Reefer,Reefer,,
515557000,Nonfishing vessel,Reefer,Reefer,,
515717000,Nonfishing vessel,Reefer,Reefer,,
515777000,Nonfishing vessel,Reefer,Reefer,,
515863000,Nonfishing vessel,Reefer,Reefer,,
518332000,Nonfishing vessel,Reefer,Reefer,111.96,3936.0
520093696,Nonfishing vessel,Reefer,Reefer,,
528565426,Nonfishing vessel,Reefer,Reefer,,
529051000,Nonfishing vessel,Reefer,Reefer,,
529052000,Nonfishing vessel,Reefer,Reefer,99.59,3493.0
529069000,Nonfishing vessel,Reefer,Reefer,,
529086000,Nonfishing vessel,Reefer,Reefer,95.2,2900.0
529087000,Nonfishing vessel,Reefer,Reefer,99.02,3363.0
529089000,Nonfishing vessel,Reefer,Reefer,95.2,2495.0
529092000,Nonfishing vessel,Reefer,Reefer,,
529096000,Nonfishing vessel,Reefer,Reefer,132.19,6049.0
529101000,Nonfishing vessel,Reefer,Reefer,99.99,3415.0
529105000,Nonfishing vessel,Reefer,Reefer,,
529120000,Nonfishing vessel,Reefer,Reefer,104.3,2910.0
529161000,Nonfishing vessel,Reefer,Reefer,,
529199000,Nonfishing vessel,Reefer,Reefer,121.39,5578.0
529268000,Nonfishing vessel,Reefer,Reefer,112.9,4056.0
529304000,Nonfishing vessel,Reefer,Reefer,88.565,2427.25
529346000,Nonfishing vessel,Reefer,Reefer,,
529354000,Nonfishing vessel,Reefer,Reefer,100.98,4238.0
529382000,Nonfishing vessel,Reefer,Reefer,120.2,4574.0
529465000,Nonfishing vessel,Reefer,Reefer,,
529485000,Nonfishing vessel,Reefer,Reefer,120.75,4491.0
529523000,Nonfishing vessel,Reefer,Reefer,120.7,4444.0
529529000,Nonfishing vessel,Reefer,Reefer,103.73,3835.0
529567000,Nonfishing vessel,Reefer,Reefer,116.2,4287.0
529578000,Nonfishing vessel,Reefer,Reefer,87.8233333333,2713.0
529604000,Nonfishing vessel,Reefer,Reefer,79.77,2047.0
529605000,Nonfishing vessel,Reefer,Reefer,97.4,2839.0
529606000,Nonfishing vessel,Reefer,Reefer,,
529607000,Nonfishing vessel,Reefer,Reefer,80.68,1998.0
529608000,Nonfishing vessel,Reefer,Reefer,,
529614000,Nonfishing vessel,Reefer,Reefer,,
529615000,Nonfishing vessel,Reefer,Reefer,80.51,1596.0
529623000,Nonfishing vessel,Reefer,Reefer,88.0,3687.0
529642000,Nonfishing vessel,Reefer,Reefer,91.5266666667,3683.0
529650000,Nonfishing vessel,Reefer,Reefer,95.08,3835.0
529650006,Nonfishing vessel,Reefer,Reefer,103.73,3835.0
529730000,Nonfishing vessel,Reefer,Reefer,115.0,5286.0
529758000,Nonfishing vessel,Reefer,Reefer,,
529764000,Nonfishing vessel,Reefer,Reefer,,
529781000,Nonfishing vessel,Reefer,Reefer,150.3,10629.0
529837000,Nonfishing vessel,Reefer,Reefer,,
529844000,Nonfishing vessel,Reefer,Reefer,,
530149576,Nonfishing vessel,Reefer,Reefer,,
538002899,Nonfishing vessel,Reefer,Reefer,120.75,4490.0
538002960,Nonfishing vessel,Reefer,Reefer,95.95,2782.0
538002995,Nonfishing vessel,Reefer,Reefer,94.97,3475.0
538002996,Nonfishing vessel,Reefer,Reefer,115.9,4261.0
538002997,Nonfishing vessel,Reefer,Reefer,120.7,4429.0
542156110,Nonfishing vessel,Reefer,Reefer,84.6,2429.0
548050500,Nonfishing vessel,Reefer,Reefer,85.07,1888.0
548246100,Nonfishing vessel,Reefer,Reefer,58.57,914.0
548335100,Nonfishing vessel,Reefer,Reefer,87.25,2462.0
548352100,Nonfishing vessel,Reefer,Reefer,65.85,1239.0
548363100,Nonfishing vessel,Reefer,Reefer,78.0,1542.56
548401400,Nonfishing vessel,Reefer,Reefer,,
548595000,Nonfishing vessel,Reefer,Reefer,69.525,695.935
548600000,Nonfishing vessel,Reefer,Reefer,71.155,1427.0
548601000,Nonfishing vessel,Reefer,Reefer,90.85,2633.0
548906000,Nonfishing vessel,Reefer,Reefer,133.95,6964.0
563418000,Nonfishing vessel,Reefer,Reefer,134.15,6534.0
567011500,Nonfishing vessel,Reefer,Reefer,,
567046600,Nonfishing vessel,Reefer,Reefer,101.26,2966.0
567175000,Nonfishing vessel,Reefer,Reefer,,
567183000,Nonfishing vessel,Reefer,Reefer,,
567231000,Nonfishing vessel,Reefer,Reefer,101.93,2989.0
567266000,Nonfishing vessel,Reefer,Reefer,101.93,2989.0
567492000,Nonfishing vessel,Reefer,Reefer,94.71,2689.0
576107000,Nonfishing vessel,Reefer,Reefer,120.75,4538.0
576139000,Nonfishing vessel,Reefer,Reefer,118.905,4522.0
576195000,Nonfishing vessel,Reefer,Reefer,,
576270000,Nonfishing vessel,Reefer,Reefer,113.37,4521.0
576274000,Nonfishing vessel,Reefer,Reefer,85.07,1888.0
576276000,Nonfishing vessel,Reefer,Reefer,,
576277000,Nonfishing vessel,Reefer,Reefer,95.92,2781.0
576285000,Nonfishing vessel,Reefer,Reefer,105.37,3516.8
576328000,Nonfishing vessel,Reefer,Reefer,99.06,3989.0
576395000,Nonfishing vessel,Reefer,Reefer,90.4416666667,2713.0
576397000,Nonfishing vessel,Reefer,Reefer,94.98,2600.0
576414000,Nonfishing vessel,Reefer,Reefer,94.65,3496.0
576414009,Nonfishing vessel,Reefer,Reefer,94.65,3496.0
576419000,Nonfishing vessel,Reefer,Reefer,106.86,3802.0
576420000,Nonfishing vessel,Reefer,Reefer,91.48,2800.25
576507000,Nonfishing vessel,Reefer,Reefer,97.17,3783.0
576626000,Nonfishing vessel,Reefer,Reefer,94.0,2712.0
576687000,Nonfishing vessel,Reefer,Reefer,88.94,2581.0
576688000,Nonfishing vessel,Reefer,Reefer,141.58,8519.0
576689000,Nonfishing vessel,Reefer,Reefer,141.0,8483.0
576711000,Nonfishing vessel,Reefer,Reefer,141.58,8519.0
576728000,Nonfishing vessel,Reefer,Reefer,94.32,3431.0
576732000,Nonfishing vessel,Reefer,Reefer,100.98,3936.0
577077000,Nonfishing vessel,Reefer,Reefer,98.28,3858.0
577082000,Nonfishing vessel,Reefer,Reefer,107.88,4394.0
577089000,Nonfishing vessel,Reefer,Reefer,116.08,4643.0
577102000,Nonfishing vessel,Reefer,Reefer,120.758333333,4521.0
577105000,Nonfishing vessel,Reefer,Reefer,120.75,4699.80833333
577106000,Nonfishing vessel,Reefer,Reefer,119.274,4490.0
577122000,Nonfishing vessel,Reefer,Reefer,130.98,6558.0
577132000,Nonfishing vessel,Reefer,Reefer,134.157142857,6558.0
577161000,Nonfishing vessel,Reefer,Reefer,96.94,3350.0
577169000,Nonfishing vessel,Reefer,Reefer,121.733333333,4969.0
577310000,Nonfishing vessel,Reefer,Reefer,88.0,3683.0
577314000,Nonfishing vessel,Reefer,Reefer,120.2,4574.0
577315000,Nonfishing vessel,Reefer,Reefer,124.7,4963.0
577324000,Nonfishing vessel,Reefer,Reefer,120.7,4430.0
616735000,Nonfishing vessel,Reefer,Reefer,,
616852000,Nonfishing vessel,Reefer,Reefer,,
627047000,Nonfishing vessel,Reefer,Reefer,93.8,2829.0
627084000,Nonfishing vessel,Reefer,Reefer,91.48,2716.0
627093246,Nonfishing vessel,Reefer,Reefer,91.48,2716.0
636008972,Nonfishing vessel,Reefer,Reefer,,
636009737,Nonfishing vessel,Reefer,Reefer,126.0,6082.0
636010125,Nonfishing vessel,Reefer,Reefer,,
636011004,Nonfishing vessel,Reefer,Reefer,122.776666667,5399.33333333
636011904,Nonfishing vessel,Reefer,Reefer,,
636012261,Nonfishing vessel,Reefer,Reefer,141.0,8487.0
636012747,Nonfishing vessel,Reefer,Reefer,142.433333333,10629.0
636012748,Nonfishing vessel,Reefer,Reefer,,
636012749,Nonfishing vessel,Reefer,Reefer,150.3,10629.0
636012750,Nonfishing vessel,Reefer,Reefer,138.5,10629.0
636013068,Nonfishing vessel,Reefer,Reefer,,
636013070,Nonfishing vessel,Reefer,Reefer,,
636013073,Nonfishing vessel,Reefer,Reefer,,
636013146,Nonfishing vessel,Reefer,Reefer,140.44,9074.0
636013523,Nonfishing vessel,Reefer,Reefer,125.0,7313.0
636013524,Nonfishing vessel,Reefer,Reefer,125.0,7303.0
636013648,Nonfishing vessel,Reefer,Reefer,140.44,9072.0
636013649,Nonfishing vessel,Reefer,Reefer,148.52,9070.0
636013651,Nonfishing vessel,Reefer,Reefer,148.5,9070.0
636013976,Nonfishing vessel,Reefer,Reefer,124.0,5469.0
636014105,Nonfishing vessel,Reefer,Reefer,117.31,4988.0
636014471,Nonfishing vessel,Reefer,Reefer,152.14,12413.0
636014596,Nonfishing vessel,Reefer,Reefer,,
636014597,Nonfishing vessel,Reefer,Reefer,,
636014655,Nonfishing vessel,Reefer,Reefer,,
636015528,Nonfishing vessel,Reefer,Reefer,,
636015625,Nonfishing vessel,Reefer,Reefer,,
636015811,Nonfishing vessel,Reefer,Reefer,,
636015904,Nonfishing vessel,Reefer,Reefer,,
636016166,Nonfishing vessel,Reefer,Reefer,,
636016167,Nonfishing vessel,Reefer,Reefer,,
636016249,Nonfishing vessel,Reefer,Reefer,,
636016280,Nonfishing vessel,Reefer,Reefer,,
636016687,Nonfishing vessel,Reefer,Reefer,122.92,6964.0
636016700,Nonfishing vessel,Reefer,Reefer,115.0,5136.0
636016916,Nonfishing vessel,Reefer,Reefer,119.55,5617.0
636016998,Nonfishing vessel,Reefer,Reefer,119.55,5617.0
636017010,Nonfishing vessel,Reefer,Reefer,145.55,6579.0
636017108,Nonfishing vessel,Reefer,Reefer,134.15,6558.0
636017161,Nonfishing vessel,Reefer,Reefer,106.86,3802.0
636017162,Nonfishing vessel,Reefer,Reefer,99.06,3989.0
636017251,Nonfishing vessel,Reefer,Reefer,117.27,5100.0
636017396,Nonfishing vessel,Reefer,Reefer,98.28,3858.0
636017468,Nonfishing vessel,Reefer,Reefer,94.65,3496.0
636090217,Nonfishing vessel,Reefer,Reefer,,
636091006,Nonfishing vessel,Reefer,Reefer,,
636091007,Nonfishing vessel,Reefer,Reefer,,
636091008,Nonfishing vessel,Reefer,Reefer,,
636091009,Nonfishing vessel,Reefer,Reefer,,
636091012,Nonfishing vessel,Reefer,Reefer,,
636091013,Nonfishing vessel,Reefer,Reefer,,
636091014,Nonfishing vessel,Reefer,Reefer,,
636091016,Nonfishing vessel,Reefer,Reefer,,
636091017,Nonfishing vessel,Reefer,Reefer,,
636091090,Nonfishing vessel,Reefer,Reefer,,
636091096,Nonfishing vessel,Reefer,Reefer,134.2,7329.0
636091097,Nonfishing vessel,Reefer,Reefer,134.02,7329.0
636091098,Nonfishing vessel,Reefer,Reefer,127.8,6194.4
636091099,Nonfishing vessel,Reefer,Reefer,,
636091100,Nonfishing vessel,Reefer,Reefer,,
636091102,Nonfishing vessel,Reefer,Reefer,,
636091103,Nonfishing vessel,Reefer,Reefer,,
636091652,Nonfishing vessel,Reefer,Reefer,140.0,9070.0
636092399,Nonfishing vessel,Reefer,Reefer,,
636092400,Nonfishing vessel,Reefer,Reefer,,
636092421,Nonfishing vessel,Reefer,Reefer,134.02,7313.0
636092422,Nonfishing vessel,Reefer,Reefer,134.02,7303.0
636092423,Nonfishing vessel,Reefer,Reefer,134.02,7326.0
645358000,Nonfishing vessel,Reefer,Reefer,117.27,5100.0
664090000,Nonfishing vessel,Reefer,Reefer,93.78,2600.0
667001392,Nonfishing vessel,Reefer,Reefer,,
667003111,Nonfishing vessel,Reefer,Reefer,,
667003248,Nonfishing vessel,Reefer,Reefer,,
667003355,Nonfishing vessel,Reefer,Reefer,,
667007053,Nonfishing vessel,Reefer,Reefer,95.08,3835.0
667401200,Nonfishing vessel,Reefer,Reefer,,
730151013,Nonfishing vessel,Reefer,Reefer,,
800022379,Nonfishing vessel,Reefer,Reefer,,
871295000,Nonfishing vessel,Reefer,Reefer,,
872343576,Nonfishing vessel,Reefer,Reefer,,
987456321,Nonfishing vessel,Reefer,Reefer,,
