mmsi,shiptype,length,tonnage,length_stddev,tonnage_stddev,number_shiptypes
224021460,Pole_and_line,29.85,135.31,,,1
512000842,Recreational_fishing,27.1,113.0,,,1
664270000,Purse_seines,94.79,3870.0,,,1
416002581,Drifting_longlines,29.88,99.0,0.0,0.0,1
247110440,Purse_seines,20.05,31.0,,,1
416003371,Drifting_longlines,23.6,63.58,,,1
247140840,Drifting_longlines,23.41,84.0,,,1
224025230,Unknown,22.46,132.0,,,1
247100360,Trawlers,25.06,100.0,,,1
576093000,Drifting_longlines,23.8,86.0,,,1
256000325,Unknown,27.175,128.14499999999998,0.20207259421636983,12.869137500236754,1
601787000,Pole_and_line,20.75,115.56,,,1
431800050,Research,59.1,1246.0,,,1
416004839,Drifting_longlines,38.0,268.0,,,1
224175190,Purse_seines,21.8,46.27,,,1
247092890,Drifting_longlines,21.26,60.0,,,1
227844000,Trawlers,22.0,138.81,,,1
416002206,Drifting_longlines,27.88,83.0,,,1
247131610,Trawlers,25.73,77.0,,,1
247146890,Unknown,33.3,182.0,,,1
538004917,Bunker,105.76,5738.0,,,1
271072038,Purse_seines,26.9,292.0,,,1
567011500,Reefer,81.73,2285.0,,,1
312097000,Reefer,90.51,3124.0,,,1
224097970,Trawlers,31.62,291.0,,,1
204835000,Pole_and_line,28.1,134.0,,,1
367874400,Trollers,19.9,110.5,0.0,6.350852961085882,1
510060000,Purse_seines,65.02,1096.0,,,1
441930000,Purse_seines,79.56,1016.0,,,1
271056004,Purse_seines,24.0,53.21,,,1
512169000,Trawlers,58.2,2926.0,,,1
224097160,Unknown,24.5,74.38,,,1
416233500,Drifting_longlines,21.5,96.8,,,1
431101320,Drifting_longlines|Pole_and_line|Recreational_fishing,35.22261904761902,243.52380952380952,1.0182653316863366,52.738197036547184,3
224407000,Drifting_longlines,27.299999999999994,192.0,0.0,0.0,1
416003600,Drifting_longlines,53.70000000000002,535.0,0.0,0.0,1
412420901,Drifting_longlines,41.0,462.0,0.0,0.0,1
577102000,Reefer,120.75999999999996,4521.0,0.020080483222561327,0.0,1
367159690,Drifting_longlines,25.384999999999998,159.0,0.005345224838249965,8.552359741197577,1
224313000,Drifting_longlines,44.450000000000024,454.70666666666676,0.0,129.5503307325296,1
224182920,Unknown,26.32,99.67,,,1
224027520,Trawlers,32.0,257.0,,,1
431602610,Drifting_longlines,47.80000000000011,418.6,0.0,79.5187135613474,1
247050790,Trawlers,24.84,208.0,,,1
431206000,Drifting_longlines,49.19999999999989,437.0,0.0,82.32998121250613,1
224029830,Purse_seines,25.75,105.93,,,1
416785000,Drifting_longlines,52.65000000000001,482.6666666666667,0.0,20.656531840856236,1
432878000,Drifting_longlines,49.98999999999985,483.2,0.0,88.75573584372611,1
431700830,Drifting_longlines,49.39000000000003,418.6,0.0,79.5989949685296,1
247102070,Trawlers,20.62,57.0,,,1
432605000,Drifting_longlines,49.989999999999874,483.2,0.0,88.84534286891434,1
224086780,Pole_and_line,33.0,198.0,,,1
247146190,Unknown,25.16,75.0,,,1
263274000,Drifting_longlines,24.5,157.94,,,1
416001558,Drifting_longlines,27.45,64.03,,,1
576395000,Reefer,90.272,2713.0,2.1539181194525776,0.0,1
233450000,Trawlers,29.16,,,,1
416001413,Drifting_longlines,22.8,49.32,,,1
412421026,Drifting_longlines,37.0,317.0,0.0,0.0,1
366954430,Recreational_fishing|Trollers,18.985,77.0,0.005773502691894767,20.784609690826528,2
440786000,Drifting_longlines,49.907499999999985,476.75,0.0043643578047173875,93.83369280147673,1
224081180,Set_gillnets,26.5,114.0,,,1
440654000,Drifting_longlines,47.21000000000003,408.0,0.0,111.29259882486117,1
316001008,Unknown|Trollers,28.21,102.0,0.0,19.629909152447276,2
576711000,Reefer,141.58,8519.0,0.0,0.0,1
416004084,Drifting_longlines,23.9,98.83,,,1
277330000,Trawlers,139.445,9499.0,3.5759554167882395,0.0,1
224545000,Drifting_longlines,36.5,448.95999999999964,0.0,0.040316210454307395,1
224101940,Drifting_longlines,28.450000000000014,247.0,0.0,17.293840610949413,1
332001000,Purse_seines,79.4,2028.5,0.461880215351699,92.9533933395298,1
412694640,Drifting_longlines,48.599999999999994,523.0,0.0,0.0,1
353185000,Reefer,112.9619999999999,4166.2,3.7309537827521067,13.280473174625104,1
247154430,Drifting_longlines,20.03,54.0,,,1
247141630,Drifting_longlines,20.3,47.0,,,1
432971000,Drifting_longlines,50.516027397260316,536.5479452054794,0.19862541326456465,100.42327655920135,1
367708140,Recreational_fishing,24.4,123.0,,,1
416003561,Drifting_longlines,29.4,99.0,,,1
416002646,Drifting_longlines,27.2,79.69,,,1
224014890,Unknown,25.0,79.64,,,1
353019000,Reefer,565.4050000000001,4109.0,494.53485680991184,0.0,1
431500120,Drifting_longlines,23.0,66.0,,,1
416411000,Purse_seines,72.37,1179.0,,,1
271072459,Purse_seines,35.9,140.0,,,1
627093246,Reefer|Pole_and_line,70.4325,1655.25,0.30615122313747434,318.62405074677855,2
416002281,Drifting_longlines,29.7,98.0,,,1
367174580,Trollers,22.61,101.0,,,1
247120980,Trawlers,27.8,92.0,,,1
246072000,Trawlers,119.65,6534.0,,,1
416001356,Drifting_longlines,18.4,25.13,,,1
412985000,Drifting_longlines,48.599999999999994,497.0,0.0,0.0,1
224102340,Unknown,21.58,57.02,,,1
224104960,Purse_seines,27.55,117.6,,,1
416000029,Drifting_longlines,27.0,79.07,,,1
503039080,Purse_seines,42.366666666666674,781.8666666666667,0.19402850002906497,285.12493030661653,1
431500911,Pole_and_line,29.12,99.0,,,1
228110800,Trawlers,20.55,92.0,,,1
412689540,Drifting_longlines,27.86,120.0,,,1
255402880,Pole_and_line,26.0,120.3,,,1
440055000,Drifting_longlines,47.98999999999993,439.5,0.0,88.16002765534093,1
228185800,Set_gillnets,23.0,150.37,,,1
247142940,Unknown,27.72,158.0,,,1
255501000,Drifting_longlines,25.0,173.245,0.0,0.2619160170741822,1
416001228,Drifting_longlines,24.15,53.53,,,1
247103040,Purse_seines,23.25,73.0,,,1
224181230,Trawlers,31.9,292.0,,,1
232006940,Trawlers,26.0,,,,1
416004594,Drifting_longlines,23.900000000000002,99.125,0.0,0.13363062095621306,1
316002732,Trollers,18.29,110.07,0.0,20.865438728513066,1
228229000,Unknown,20.5,119.97,,,1
367551660,Pole_and_line,23.5,138.0,,,1
416002494,Drifting_longlines,22.93,66.84,,,1
416001265,Drifting_longlines,25.62,71.95,,,1
412333333,Drifting_longlines,22.85,119.0,,,1
529782000,Bunker,181.6,25800.0,,,1
431680000,Pole_and_line,56.199999999999996,498.0,0.0,0.0,1
263584000,Set_gillnets|Drifting_longlines,39.09999999999999,357.64750000000004,0.0,71.40847564133685,2
441725000,Reefer,110.0,4071.0,,,1
412328729,Purse_seines,60.31,1280.0,,,1
431331000,Purse_seines,58.45,1096.0,,,1
224260470,Unknown,26.2,99.99,,,1
224068650,Trawlers,28.0,227.0,,,1
228218800,Trawlers,24.9,95.0,,,1
412331078,Unknown,49.4,720.0,,,1
441226015,Drifting_longlines,22.85,119.0,,,1
247143370,Drifting_longlines,23.85,89.0,,,1
503362600,Drifting_longlines,18.945,65.0,0.05879747322073264,0.0,1
416216800,Drifting_longlines,28.2,95.96,0.0,0.0,1
224063940,Drifting_longlines,26.0,140.2,,,1
416237600,Drifting_longlines,23.95,97.88,,,1
224136380,Trawlers,31.3,254.0,,,1
224019440,Unknown,25.08,121.82,,,1
224680000,Purse_seines,115.0,4004.0,0.0,579.3436604668052,1
247121440,Trawlers,25.11,70.0,,,1
224134940,Unknown,21.0,61.45,,,1
227846000,Purse_seines,64.55999999999996,1409.5833333333333,0.0,213.89118144514518,1
367129120,Pole_and_line,22.9,150.0,,,1
367131650,Pole_and_line,26.2,143.0,,,1
247118500,Trawlers,41.4,431.0,,,1
224017830,Drifting_longlines,22.0,109.02,,,1
232555000,Trawlers,55.5,,,,1
431703970,Drifting_longlines,49.98999999999985,483.2,0.0,88.75573584372611,1
431100690,Drifting_longlines,51.1999999999999,512.0,0.0,92.46347900384754,1
224556000,Drifting_longlines,39.60000000000001,369.2480000000002,0.0,77.1644678383399,1
246274000,Trawlers,126.22,7053.0,,,1
247141650,Drifting_longlines,21.3,71.0,,,1
238621510,Unknown,31.4,177.0,,,1
224307000,Unknown,35.199999999999996,193.0,0.0,0.0,1
529686000,Purse_seines,67.48,1350.0,,,1
440220000,Reefer,92.93500000000004,2383.0,2.4026306005744904,497.63893240205135,1
416000934,Drifting_longlines,22.5,54.46,,,1
374140000,Reefer,95.20000000000002,2900.0,0.0,0.0,1
577145000,Drifting_longlines,49.764000000000024,533.4,3.1721273361475752,103.42817679482725,1
247146010,Trawlers,27.59,120.0,,,1
431855000,Drifting_longlines,51.1999999999999,483.2,0.0,88.84534286891433,1
247302920,Drifting_longlines,25.35,91.0,,,1
224050850,Purse_seines,27.5,101.9,,,1
416002865,Drifting_longlines,29.28,98.0,,,1
238288740,Unknown,25.4,112.0,,,1
338622000,Purse_seines,58.67249999999998,1116.0499999999997,3.2429527990926523,130.7332289162061,1
367590390,Drifting_longlines,20.115000000000002,62.0,0.005345224838249644,3.2071349029490928,1
224160000,Drifting_longlines,32.0,338.0,0.0,0.0,1
416002178,Drifting_longlines,27.6,97.16,,,1
209465000,Drifting_longlines,21.3,80.0,,,1
316001860,Unknown|Trollers,17.22,103.88,0.0,77.22637200680434,2
353490000,Purse_seines,77.3,2167.0,,,1
247110160,Purse_seines,42.004999999999995,198.0,0.21915421836818902,1.0690449676496967,1
367535010,Trollers,14.84,36.0,1.1547005383792517,2.3094010767585025,1
247142780,Unknown,27.54,103.0,,,1
338298000,Unknown|Purse_seines|Trollers,31.396333333333335,490.6666666666667,0.10554238867091921,27.818350204024792,3
247103560,Drifting_longlines,22.58,55.0,,,1
617045000,Purse_seines,76.8,1931.0,,,1
247300170,Drifting_longlines,21.8,55.0,,,1
247120860,Drifting_longlines,21.9,77.0,,,1
431614000,Drifting_longlines|Research,49.8,488.0,0.0,0.0,2
250102800,Trawlers,37.3,447.0,,,1
224022910,Drifting_longlines,25.95000000000002,189.74,0.0,30.384349834966308,1
224746000,Unknown|Drifting_longlines,43.5,474.0,0.0,0.0,2
247120490,Trawlers,24.6,65.0,,,1
432374000,Drifting_longlines,52.6000000000001,547.4,0.0,97.18953879720237,1
412354266,Drifting_longlines,43.5,413.0,,,1
416001468,Drifting_longlines,19.96,31.71,,,1
416003173,Drifting_longlines,29.2,99.0,,,1
312028000,Drifting_longlines,27.410000000000004,99.0,2.0204949888579287,0.0,1
416002605,Drifting_longlines,26.1,72.78,,,1
338539000,Purse_seines,73.455,1277.5,0.005345224838242578,66.81531047810607,1
416003974,Drifting_longlines,20.38,39.15,,,1
367389120,Drifting_longlines,18.24,68.0,,,1
273441850,Bunker,113.0,5154.0,,,1
224071750,Trawlers,27.5,215.0,,,1
367574030,Recreational_fishing,23.2,99.0,,,1
520188000,Drifting_longlines,28.95,114.0,,,1
416002245,Drifting_longlines,24.38,53.83,,,1
224051160,Purse_seines,26.64,91.88,,,1
367699620,Recreational_fishing,24.4,134.0,,,1
224124000,Reefer,128.76333333333332,7207.0,5.961571166163404,0.0,1
416004203,Drifting_longlines,36.0,191.0,0.0,0.0,1
667870000,Bunker,115.63,6378.0,,,1
367348830,Unknown,8.83,1.0,,,1
367078530,Recreational_fishing,12.5,9.0,,,1
247120480,Trawlers,28.7,157.0,,,1
224015140,Unknown,22.5,95.0,,,1
366857640,Unknown,15.08,65.0,,,1
232006820,Set_gillnets,31.12,,,,1
367401840,Trollers,18.28,44.0,,,1
512003236,Recreational_fishing,19.1,30.0,,,1
416002066,Drifting_longlines,25.24,49.96,,,1
416016600,Purse_seines,69.25,1089.0,,,1
226150000,Trawlers,23.3,165.5,,,1
416233600,Purse_seines,71.79,1416.0,,,1
247110130,Purse_seines,49.4,228.0,,,1
412200116,Drifting_longlines,37.25,242.0,,,1
367514630,Pole_and_line,43.0,196.0,0.0,0.0,1
224152340,Drifting_longlines,32.0,309.0,,,1
271072145,Trollers,22.73,25.0,,,1
416002117,Drifting_longlines,23.75,71.19,,,1
224120850,Drifting_longlines,22.88,93.01,,,1
664094000,Drifting_longlines,39.0,296.0,,,1
412676430,Drifting_longlines,47.57333333333331,606.0,0.01921537845660937,0.0,1
440624000,Drifting_longlines,49.90999999999997,408.0,0.0,0.0,1
247141040,Drifting_longlines,20.85,68.0,,,1
366218620,Pole_and_line,25.3,136.0,,,1
235674000,Trawlers,70.7,,,,1
224192570,Purse_seines,27.14,113.0,,,1
416003788,Drifting_longlines,24.75,73.46,,,1
224619000,Drifting_longlines,40.9499999999999,444.5839999999997,0.0,182.50321358195845,1
416000141,Drifting_longlines,27.6,88.06,,,1
352545000,Reefer,96.70000000000002,2689.0,0.2672612419124222,0.0,1
224464000,Purse_seines|Drifting_longlines,109.30000000000001,3217.906666666667,0.0,670.7202254326371,2
306872000,Reefer,117.27,5100.0,0.0,0.0,1
576736000,Drifting_longlines,50.07999999999999,637.0,0.0,0.0,1
367455320,Recreational_fishing,25.0,80.0,,,1
775993000,Purse_seines,64.71000000000001,1058.5,0.01069044967649492,55.05581583395943,1
338060008,Drifting_longlines,23.925000000000004,152.5,0.005773502691894767,8.660254037844387,1
416209800,Drifting_longlines,18.65,33.88,,,1
440796000,Drifting_longlines,48.27000000000006,411.5,0.017457431218879115,108.80826299154901,1
224016000,Drifting_longlines,35.0,349.7,0.0,88.95654067595174,1
432405000,Drifting_longlines,49.98999999999985,483.2,0.0,88.75573584372611,1
416004062,Drifting_longlines,16.0,21.32,,,1
431457000,Drifting_longlines,50.970000000000034,483.2,0.0,88.75573584372611,1
247146640,Drifting_longlines,23.75,88.0,,,1
367512180,Trollers|Unknown,24.17,135.5,0.0,7.505553499465132,2
431500460,Drifting_longlines,48.1899999999999,418.6,0.0,79.5187135613474,1
412695760,Drifting_longlines,49.150000000000006,622.0,0.0,0.0,1
224079440,Pole_and_line,31.6,160.0,,,1
369061000,Drifting_longlines,27.064999999999998,125.0,0.005345224838249965,6.4142698058981855,1
271072204,Purse_seines,32.4,243.0,,,1
224141280,Unknown,27.0,169.3,,,1
412460286,Drifting_longlines,38.85,302.0,0.0,0.0,1
367147350,Pole_and_line,23.485,103.0,0.016035674514745732,0.0,1
416002383,Drifting_longlines,20.8,42.33,,,1
247142450,Unknown,37.99,251.0,,,1
432943000,Drifting_longlines,50.59000000000012,491.0,0.0,95.44940144020869,1
416004097,Drifting_longlines,23.6,57.24,,,1
224128930,Pole_and_line,37.0,229.0,,,1
533000333,Reefer,64.85,1153.0,,,1
249000270,Drifting_longlines,23.96,75.0,,,1
512000103,Trawlers,61.9,2483.0,,,1
367008260,Drifting_longlines,20.0,114.0,,,1
431200990,Pole_and_line,48.760000000000005,359.0,0.0427617987059881,0.0,1
431791000,Drifting_longlines,49.89999999999992,466.0,0.0,86.34607785701864,1
416003955,Drifting_longlines,34.0,180.0,0.0,0.0,1
224072280,Drifting_longlines,21.0,66.03,,,1
441084000,Drifting_longlines,46.909999999999975,383.0,0.0,0.0,1
224299000,Drifting_longlines,32.6,336.0,,,1
416241500,Purse_seines,70.59,1467.0,,,1
659206000,Pole_and_line,21.95,99.99,,,1
204811000,Drifting_longlines|Set_gillnets,50.760000000000005,764.0,0.02025658541419064,0.0,2
312897000,Purse_seines,72.5,956.0,0.0,527.698146039318,1
642711000,Purse_seines,32.0,276.47,,,1
247133620,Drifting_longlines,22.91,70.0,,,1
416000361,Drifting_longlines,22.85,58.53,,,1
416002338,Drifting_longlines,17.0,26.68,,,1
431159000,Purse_seines,57.85,1093.0,,,1
367172260,Trollers,37.97,179.0,,,1
416167900,Drifting_longlines,47.08,350.0,,,1
247049280,Drifting_longlines,23.33,65.0,,,1
204232000,Drifting_longlines,32.79999999999998,332.0,0.0,0.0,1
512004438,Trawlers,104.5,4407.0,,,1
228213900,Purse_seines,36.0,291.08,,,1
238892340,Unknown,27.24,127.0,,,1
503023550,Unknown,16.07,30.0,,,1
416146700,Drifting_longlines,50.75,448.0,0.0,0.0,1
238497840,Unknown,26.2,149.0,,,1
576811000,Drifting_longlines,46.75,525.0,0.0,47.55806168011088,1
247071940,Purse_seines,23.77,121.0,,,1
247144080,Drifting_longlines,21.3,75.0,,,1
518156000,Drifting_longlines,20.8,55.0,,,1
431812000,Purse_seines,57.85000000000001,1092.0,0.0,0.0,1
416002121,Drifting_longlines,22.5,53.85,,,1
431809000,Drifting_longlines,46.900000000000006,438.0,0.0,82.4131008512554,1
247149190,Drifting_longlines,23.05,87.0,,,1
345080026,Purse_seines,,1202.0,,,1
247147730,Drifting_longlines,22.45,80.0,,,1
359003000,Purse_seines,75.94749999999995,2058.0,3.9387137440345645,0.0,1
416213700,Drifting_longlines,22.45,62.96,,,1
416000652,Drifting_longlines,27.3,79.2,,,1
250000309,Trawlers,21.95,131.0,,,1
416124600,Drifting_longlines,30.62,159.0,,,1
416180800,Drifting_longlines,56.13,530.0,0.0,0.0,1
367126910,Recreational_fishing,21.3,117.0,,,1
247149470,Drifting_longlines,23.39,93.0,,,1
416035800,Drifting_longlines,53.0,486.0,,,1
416000831,Drifting_longlines,22.0,49.63,,,1
412328758,Drifting_longlines,36.52,270.0,,,1
227574000,Set_gillnets,22.4,155.49,,,1
250001769,Trawlers,26.785,250.5,0.8131727983645286,24.748737341529164,1
412201818,Drifting_longlines,33.9,271.0,,,1
366746260,Recreational_fishing,24.4,99.0,,,1
431704210,Drifting_longlines,31.6,119.0,,,1
553111764,Purse_seines,70.8,1408.0,,,1
627694000,Pole_and_line,49.25,455.0,,,1
416004859,Drifting_longlines,39.0,312.0,,,1
224075000,Trawlers,30.7,286.0,,,1
355909000,Bunker,70.0,1292.0,,,1
431030000,Research,58.2,716.0,,,1
441557000,Bunker,114.4,5667.0,,,1
227401000,Trawlers,22.82,143.44,,,1
664158000,Drifting_longlines,51.5,575.0,,,1
248932000,Unknown,32.0,189.0,,,1
10421670,Drifting_longlines|Purse_seines,46.2375,691.5,1.1171519911939323,89.79977728257458,2
416218900,Drifting_longlines,22.4,55.19,,,1
440014000,Reefer,115.0,5225.0,,,1
224716000,Purse_seines,80.0,1943.4300000000003,0.0,394.25633132811924,1
224929000,Drifting_longlines,31.0,294.0,0.0,0.0,1
441233000,Drifting_longlines,48.01000000000014,419.6,0.0,79.5187135613474,1
431482000,Drifting_longlines,50.80000000000009,483.2,0.0,88.84534286891434,1
440669000,Drifting_longlines,49.907499999999985,411.0,0.004364357804718532,0.0,1
529101000,Reefer,91.89999999999999,3415.0,0.0,0.0,1
352085000,Reefer,124.7,4964.0,,,1
432411000,Drifting_longlines,49.98999999999985,511.2,0.0,97.5845373790534,1
432708000,Purse_seines,64.88,1350.0,,,1
416198900,Drifting_longlines,27.2,79.57,,,1
529676000,Purse_seines,64.62,1208.0,4.006810868176006,0.0,1
775602000,Purse_seines,64.72,1356.0,,,1
431600270,Drifting_longlines,49.89999999999992,451.0,0.0,84.33802953476241,1
412460289,Drifting_longlines,38.85,302.0,0.0,0.0,1
247141210,Drifting_longlines,20.85,77.0,0.0,0.0,1
224122000,Drifting_longlines,44.45000000000002,462.27000000000004,0.0,119.08518755125529,1
416004442,Drifting_longlines,23.92,98.82,,,1
224099470,Drifting_longlines,28.0,181.0,0.0,0.0,1
412460284,Drifting_longlines,38.85,302.0,0.0,0.0,1
440636000,Drifting_longlines,49.90999999999997,467.0,0.0,92.52438546006077,1
577105000,Reefer|Drifting_longlines,120.75,4741.169999999999,0.0,502.70768022392105,2
416234800,Purse_seines,71.79,1416.0,,,1
273316480,Bunker,80.7,1676.0,,,1
416121900,Drifting_longlines,50.633333333333326,478.6666666666667,3.7750000000000004,6.499999999999996,1
247150040,Drifting_longlines,25.17,142.0,,,1
224071000,Drifting_longlines,29.0,241.0,0.0,0.0,1
367076870,Recreational_fishing,25.9,90.0,,,1
416002825,Drifting_longlines,27.2,79.56,,,1
440281000,Drifting_longlines,42.776000000000096,404.2,0.01204828993353525,110.56015732214193,1
431116000,Drifting_longlines,49.19999999999989,418.6,0.0,79.5187135613474,1
224066980,Drifting_longlines,23.0,133.925,0.0,0.0801783725737335,1
225980573,Drifting_longlines|Unknown,22.1,92.78,0.0,0.2540341184434354,2
601111600,Pole_and_line|Drifting_longlines,22.5,151.0,1.4776068751089995,0.0,2
351747000,Reefer,6382.695,7355.0,6688.2713763316415,0.0,1
412460013,Drifting_longlines,37.0,317.0,0.0,0.0,1
416004583,Drifting_longlines,23.900000000000002,99.88,0.0,0.128285396117961,1
224085950,Unknown,23.45,83.4,,,1
416004098,Drifting_longlines,21.5,98.99000000000001,0.0,0.010690449676494,1
441811000,Drifting_longlines,53.87666666666669,561.6666666666666,3.871898759007008,113.37073289400169,1
416717000,Drifting_longlines,48.95000000000002,472.0,0.0,0.0,1
224196000,Drifting_longlines,46.125,581.2733333333332,1.531582410727893,158.24824910911113,1
247071040,Trawlers,22.82,129.0,,,1
572641210,Bunker,70.4,1734.0,,,1
263401270,Drifting_longlines,25.400000000000002,128.5,0.0,0.0,1
441043000,Drifting_longlines,49.90999999999997,470.25,0.0,92.96082124053274,1
529758000,Reefer,78.88,1995.0,,,1
413032000,Purse_seines,64.7,995.0,,,1
247083500,Trawlers,44.15,490.0,,,1
352308000,Unknown,72.13,1877.0,0.0,0.0,1
238369040,Purse_seines,37.1,247.0,,,1
247146950,Unknown,29.5,147.0,,,1
247120240,Trawlers,28.46,133.0,,,1
224002820,Unknown,31.4,278.51,,,1
250108400,Trawlers,23.01,162.0,,,1
416000538,Drifting_longlines,26.71,63.77,,,1
224392000,Drifting_longlines,36.47999999999997,366.69400000000013,0.0,58.84786413204158,1
529729000,Purse_seines,60.57,1565.0,,,1
227415000,Trawlers,20.6,103.09,,,1
431200880,Pole_and_line,53.34000000000002,499.0,0.0,0.0,1
512001495,Recreational_fishing,18.0,40.0,,,1
412460001,Drifting_longlines,46.880000000000024,576.0,0.0,0.0,1
247101550,Drifting_longlines,24.8,83.0,,,1
416043800,Purse_seines,64.7,995.0,,,1
228240800,Trawlers,20.7,117.6,,,1
271072603,Trollers,27.2,118.0,,,1
247100430,Drifting_longlines,22.7,99.0,,,1
416200800,Drifting_longlines,20.3,40.43,,,1
224204490,Trawlers,30.0,238.0,,,1
247146630,Drifting_longlines,22.85,99.0,,,1
431710000,Research|Drifting_longlines,44.455,299.0,3.758550252424462,0.0,2
247099790,Trawlers,28.73,135.0,,,1
520024000,Drifting_longlines,29.36,117.0,,,1
412463901,Drifting_longlines,44.19,471.0,0.0,0.0,1
416001126,Drifting_longlines,18.35,33.85,,,1
432507000,Pole_and_line,56.99,499.0,0.0,0.0,1
441166000,Purse_seines,75.16,1594.5,4.703797857658667,620.5806037206494,1
577324000,Reefer,120.7,4430.0,,,1
367092680,Pole_and_line,25.0,90.0,,,1
510057000,Purse_seines,79.61,1788.0,,,1
416001800,Purse_seines,69.26,1091.0,,,1
440787000,Drifting_longlines,49.907499999999985,476.75,0.0043643578047173875,93.83369280147672,1
431182000,Drifting_longlines,49.10500000000002,531.8333333333334,0.09634758503905608,122.06567319041243,1
263413870,Drifting_longlines,24.45,147.98,,,1
247147390,Unknown,27.72,159.0,,,1
247070600,Trawlers,35.6,365.0,,,1
416002304,Drifting_longlines,25.0,75.0,,,1
735058906,Purse_seines,51.6,1457.0,,,1
224733000,Drifting_longlines|Purse_seines,84.19999999999999,2532.5924999999997,0.0,417.91202822705134,2
247142280,Drifting_longlines,20.35,59.0,,,1
416791000,Drifting_longlines,55.1,493.0,,,1
432948000,Purse_seines,64.25,1331.0,,,1
224024480,Pole_and_line,31.5,115.95,0.0,0.05345224838248206,1
367695750,Recreational_fishing,23.2,135.0,,,1
227320020,Trawlers,21.0,36.0,,,1
247110080,Purse_seines|Unknown,42.3,217.0,0.0,25.403411844343537,2
227307000,Trawlers,20.6,99.22,,,1
224157840,Pole_and_line,33.5,197.0,,,1
367483570,Recreational_fishing,20.0,95.0,,,1
367079190,Drifting_longlines,26.0,164.0,,,1
432370000,Drifting_longlines|Research,50.25,479.0,0.0,23.094010767585036,2
224132850,Purse_seines,26.0,124.0,,,1
224129000,Unknown,33.95,249.0,,,1
567175000,Reefer,81.73,2285.0,,,1
412500157,Drifting_longlines,32.7,225.0,,,1
312129000,Bunker,110.0,4974.0,,,1
250001166,Trawlers,23.4,163.0,,,1
416000977,Drifting_longlines,17.65,25.48,,,1
416003223,Drifting_longlines,29.7,99.0,,,1
567046600,Reefer,101.26,2966.0,,,1
416004043,Drifting_longlines,23.9,96.1,,,1
224051140,Pole_and_line,24.7,109.0,,,1
416003472,Drifting_longlines,23.9,75.45,,,1
247051840,Trawlers,24.69,99.0,,,1
412460075,Drifting_longlines,38.15,296.0,0.0,0.0,1
416004507,Drifting_longlines,23.900000000000002,137.435,0.0,40.15867420976089,1
245973000,Reefer,117.28000000000002,5100.0,0.014411533842458676,0.0,1
416002569,Drifting_longlines,24.5,61.955,0.0,0.04810702354423821,1
431753000,Drifting_longlines,49.89999999999992,451.0,0.0,84.3380295347624,1
303174000,Drifting_longlines,28.24666666666667,187.0,0.0048507125007276235,0.0,1
440703000,Drifting_longlines,49.610000000000014,469.0,0.0,92.52438546006076,1
224134550,Trawlers,31.4,277.0,,,1
416003068,Drifting_longlines,22.95,63.35,,,1
263564000,Drifting_longlines,45.5,453.0,0.0,0.0,1
367512510,Trollers|Unknown,25.354999999999997,156.5,0.005773502691894767,8.660254037844387,2
224046360,Purse_seines,23.9,115.87,,,1
367131750,Pole_and_line,25.84,194.0,,,1
366218540,Pole_and_line,23.5,124.0,,,1
271072077,Purse_seines,24.2,103.0,,,1
263415290,Drifting_longlines,35.0,481.0,0.0,0.0,1
224141970,Pole_and_line,30.85,139.0,,,1
224051690,Unknown,25.09,120.36,,,1
431200060,Pole_and_line,56.300000000000004,499.0,0.0,0.0,1
431725000,Drifting_longlines,54.80000000000012,547.4,0.0,97.18953879720237,1
416770000,Drifting_longlines,56.300000000000004,722.0,0.0,0.0,1
224099450,Drifting_longlines,28.600000000000016,204.0,0.0,0.0,1
224089000,Pole_and_line,38.300000000000004,262.0,0.0,0.0,1
432463000,Drifting_longlines,49.614000000000075,483.2,0.18875654229208585,88.75573584372611,1
224371000,Drifting_longlines,40.29999999999997,354.0,0.0,64.31306409094468,1
432990000,Drifting_longlines,50.59000000000003,491.0,0.0,96.01587170383664,1
224040000,Drifting_longlines,29.299999999999986,173.66666666666666,0.0,35.548450144729344,1
553111738,Purse_seines,71.79,1350.0,,,1
204815000,Drifting_longlines,28.1,184.0,,,1
224112790,Unknown,20.0,50.52,,,1
512002695,Recreational_fishing,20.93,76.24,,,1
224949000,Unknown,25.75,124.0,,,1
416730000,Drifting_longlines|Reefer,71.4,995.0,0.0,0.0,2
431919000,Drifting_longlines|Research,56.3,666.0,0.0,0.0,2
416696000,Reefer,111.1,3582.03,,,1
416002556,Drifting_longlines,28.199999999999996,96.76499999999999,0.0,0.25122556739767876,1
432395000,Research|Drifting_longlines,57.49,650.0,0.0,0.0,2
247050640,Purse_seines,23.06,66.0,,,1
520034000,Drifting_longlines,26.0,113.0,,,1
441220243,Drifting_longlines,36.52,270.0,,,1
271008508,Purse_seines,44.25,655.0,,,1
355855000,Reefer,96.70000000000002,2695.0,0.2672612419124222,0.0,1
224025270,Unknown,28.0,217.82,,,1
224155950,Drifting_longlines|Unknown,21.0,125.8,0.0,0.2309401076758522,2
224066580,Drifting_longlines,27.066666666666656,172.0,0.9701425001453315,0.0,1
233190000,Trawlers,26.7,,,,1
352515000,Reefer,138.0,6117.0,0.0,0.0,1
247071060,Trawlers,24.7,110.0,,,1
520074000,Drifting_longlines,30.45,136.0,,,1
440936000,Drifting_longlines,49.610000000000014,469.25,0.0,92.96082124053274,1
