mmsi,shiptype,length,tonnage,length_stddev,tonnage_stddev,number_shiptypes
227926000,Set_gillnets,26.09,159.525,0.0,34.717235324423925,1
224049260,Unknown,23.74,87.65,,,1
239284000,Unknown,37.1,454.0,,,1
24022380,Purse_seines,24.0,93.6,,,1
416000598,Drifting_longlines,22.6,61.23,,,1
367163840,Drifting_longlines,24.87,118.0,0.0,6.4142698058981855,1
228071900,Purse_seines,77.0,2357.0,0.0,0.0,1
518332000,Reefer,111.96,3936.0,,,1
627073000,Purse_seines,70.59,1100.0,,,1
352894000,Reefer,1985.2049999999972,4499.0,4191.965615742062,0.0,1
263575000,Trawlers,29.125,182.0,4.705404693895451,55.42562584220407,1
440226000,Purse_seines,79.6,1012.0,,,1
553111744,Purse_seines,73.2,2338.0,,,1
538002930,Bunker,117.02,5994.0,,,1
247122080,Trawlers,26.12,92.0,,,1
367119910,Trollers,23.770000000000003,126.0,0.0,6.4142698058981855,1
416002151,Drifting_longlines,26.400000000000002,79.075,0.0,0.08017837257373099,1
431511000,Purse_seines,55.97,1032.0,,,1
357735000,Reefer,6432.69,7367.0,6740.659924971315,0.0,1
416002914,Drifting_longlines,23.54,53.24,,,1
735057564,Purse_seines,86.82499999999999,2014.5,0.03741657386773798,395.0121155465632,1
374317000,Reefer,127.38,6049.0,,,1
224186000,Drifting_longlines,31.533333333333335,206.66666666666666,0.048038446141527094,81.66535844059445,1
416001458,Drifting_longlines,19.85,30.72,,,1
234023000,Trawlers,69.2,,,,1
224023480,Purse_seines,20.7,51.7,,,1
255802850,Reefer,100.6,3981.0,,,1
228133000,Trawlers,20.8,118.48,,,1
412500244,Drifting_longlines,33.78,228.0,,,1
416219600,Drifting_longlines,28.2,97.38,0.0,0.0,1
215000460,Unknown,25.23,62.97,,,1
224217120,Purse_seines,22.2,49.77,,,1
416247900,Purse_seines,63.07,1484.0,,,1
416003073,Drifting_longlines,29.88,99.0,0.0,0.0,1
227391000,Trawlers,24.9,157.98,,,1
367482960,Handliners,22.0,95.0,,,1
247081060,Trawlers,24.47,134.0,,,1
227474000,Trawlers,23.5,140.23,,,1
271056002,Unknown,29.0,38.0,,,1
224070390,Unknown,22.38,54.39,,,1
224256220,Purse_seines,23.55,54.36,,,1
273349130,Trawlers,93.9,,,,1
512002241,Recreational_fishing,24.9,143.0,,,1
416245700,Drifting_longlines,23.95,99.17,,,1
247147630,Drifting_longlines,21.69,65.0,,,1
235033396,Trawlers,33.48,169.0,,,1
367134190,Recreational_fishing|Trollers,20.794999999999998,78.0,1.2759440949090717,11.547005383792515,2
416004759,Drifting_longlines,38.1,273.0,0.0,0.0,1
338200347,Trollers|Recreational_fishing,17.465,46.5,1.299038105676658,6.350852961085884,2
227318490,Trawlers,21.0,59.8,,,1
224032880,Unknown,20.55,66.74,,,1
224021640,Purse_seines,25.12,78.75,,,1
367451380,Drifting_longlines,22.66,117.0,,,1
224377000,Drifting_longlines,28.0,169.0,0.0,0.0,1
367084000,Purse_seines,68.08000000000001,1349.0,4.586202911217206,70.55696786488002,1
664325000,Unknown,35.13,421.0,,,1
441066000,Purse_seines,78.96,780.0,,,1
224183670,Drifting_longlines,23.5,128.0,,,1
224254000,Unknown,29.5,271.0,,,1
601798000,Pole_and_line,21.69,98.49,,,1
247144880,Unknown,30.22,192.0,,,1
247150350,Drifting_longlines,20.0,71.0,,,1
356517000,Reefer,125.50000000000001,6971.0,4.832083253776633,0.0,1
224138320,Purse_seines,23.95,84.35,,,1
416000347,Drifting_longlines,20.6,34.15,,,1
238281140,Purse_seines,26.9,122.0,,,1
366865770,Recreational_fishing,32.9,186.0,,,1
235001050,Trawlers,26.88,,,,1
255502000,Pole_and_line,32.0,245.0,,,1
416001500,Purse_seines,66.2,995.0,,,1
271072372,Purse_seines,27.65,131.0,,,1
576754000,Drifting_longlines,23.8,93.18,,,1
224119000,Trawlers|Drifting_longlines,38.733333333333334,272.3333333333333,0.09850712500726379,89.14894813157628,2
431466000,Research,55.34,649.0,,,1
247100530,Trawlers,23.8,106.0,,,1
271056043,Purse_seines,24.74,96.28,,,1
416001543,Drifting_longlines,23.75,71.09,,,1
247150160,Drifting_longlines,22.12,72.0,,,1
238623740,Purse_seines,23.71,118.65,,,1
503798900,Drifting_longlines,23.779999999999987,160.0,0.0,0.0,1
888802000,Purse_seines,96.87,3117.66,7.943004109637255,639.65236594352,1
412460285,Drifting_longlines,38.85,302.0,0.0,0.0,1
416173500,Drifting_longlines,29.7,98.0,,,1
224913000,Drifting_longlines,43.0,537.8600000000002,0.0,0.14110673659009612,1
431067000,Drifting_longlines,49.19999999999989,452.0,0.0,90.57166116645766,1
416001117,Drifting_longlines,24.8,49.98,,,1
271072569,Purse_seines,27.5,31.0,,,1
224015550,Drifting_longlines,37.5,320.6,0.0,111.16247916538,1
247101540,Trawlers,24.04,90.0,,,1
367444510,Trollers,15.11,97.0,,,1
432899000,Research|Drifting_longlines,61.459999999999994,774.0,0.0,160.35674514745463,2
247142860,Unknown,26.31,202.0,,,1
412420913,Drifting_longlines,41.0,461.0,0.0,0.0,1
367426660,Recreational_fishing,23.0,158.0,,,1
416002946,Drifting_longlines,28.3,99.36,,,1
416004584,Drifting_longlines,22.75,43.15,,,1
247148110,Trawlers,26.13,116.0,,,1
367114110,Drifting_longlines,23.255,115.5,0.005345224838249644,5.879747322073336,1
416000391,Drifting_longlines,23.85,45.99,,,1
247185500,Unknown,33.5,239.0,,,1
247147950,Purse_seines,21.05,65.0,,,1
416000547,Drifting_longlines,25.79,96.79,,,1
224130870,Drifting_longlines,29.353333333333346,196.33333333333334,0.004803844614151614,34.107296760483564,1
277312000,Reefer,132.305,5899.0,3.960811605142128,0.0,1
247131080,Trawlers,25.16,86.0,,,1
440782000,Drifting_longlines,49.90999999999997,460.25,0.0,91.21507811864481,1
250102660,Trawlers,21.7,183.0,,,1
416001549,Drifting_longlines,21.05,39.22,,,1
510034000,Drifting_longlines,26.82,139.0,,,1
664349000,Unknown,38.49,488.0,,,1
431798000,Drifting_longlines,54.80000000000012,547.4,0.0,97.1895387972024,1
416000461,Drifting_longlines,29.174999999999997,98.97,0.028867513459481353,0.0,1
512229000,Recreational_fishing,21.4,34.0,,,1
247121210,Trawlers,26.3,87.0,,,1
352351000,Reefer,125.0,7313.0,0.0,0.0,1
224056190,Pole_and_line,36.2,226.0,,,1
412328757,Drifting_longlines,36.52,270.0,,,1
247120560,Drifting_longlines,27.5,99.0,,,1
431399000,Purse_seines,57.800000000000004,1095.0,0.0,0.0,1
367178220,Pole_and_line,24.93,171.0,,,1
440858000,Drifting_longlines,49.907499999999985,448.25,0.004364357804718532,89.4693349967569,1
271056068,Purse_seines,38.17,209.0,,,1
440788000,Drifting_longlines,49.907499999999985,448.25,0.004364357804718532,89.4693349967569,1
247050620,Purse_seines,22.99,92.0,,,1
277247000,Reefer,106.02999999999999,3939.0,0.0,0.0,1
576328000,Reefer|Recreational_fishing,99.05999999999996,3989.0,0.0,0.0,2
367329550,Unknown,17.98,68.0,,,1
440894000,Drifting_longlines,48.84499999999998,479.0,1.329680711167455,94.27012858194871,1
416232900,Drifting_longlines,21.36,94.97,,,1
576850000,Drifting_longlines,48.599999999999994,461.6666666666667,0.0,52.36190629426349,1
416003417,Drifting_longlines,19.65,27.76,,,1
416001584,Drifting_longlines,18.32,25.47,,,1
432626000,Drifting_longlines,50.80000000000011,483.2,0.0,88.75573584372611,1
432453000,Drifting_longlines,52.18999999999995,528.6,0.0,100.1041881483911,1
416000486,Drifting_longlines,24.36,72.47,,,1
416003021,Drifting_longlines,28.1,95.96,,,1
224026280,Unknown,20.6,96.71,,,1
235005100,Trawlers,49.0,,,,1
228172900,Trawlers,24.9,150.0,,,1
247100050,Purse_seines,23.37,89.0,,,1
412420876,Drifting_longlines,45.5029411764706,560.8235294117648,0.9112955386829954,70.93327436235201,1
235006280,Trawlers,64.0,,,,1
224065290,Pole_and_line,32.0,160.0,,,1
774559424,Purse_seines,62.17,1121.255,9.439667064346827,209.80542012609135,1
416329000,Drifting_longlines,59.10000000000001,696.0,0.0,0.0,1
440237000,Reefer,99.18705882352938,3814.294117647059,3.3317483486637376,17.362908403700406,1
412687160,Drifting_longlines,22.88,98.0,,,1
227479000,Set_gillnets,20.4,121.83,,,1
250102600,Trawlers,40.4,624.0,,,1
338145032,Recreational_fishing,20.0,77.0,,,1
370981000,Bunker|Reefer,122.88999999999999,10253.0,,,2
416196600,Drifting_longlines,28.099999999999998,95.83,0.0,0.18173764450045124,1
412326895,Drifting_longlines,35.5,255.0,,,1
306497000,Reefer,110.69999999999999,4440.0,4.618274260246694,0.0,1
224011990,Drifting_longlines,31.0,268.0,,,1
416001358,Drifting_longlines,19.85,33.01,,,1
416002794,Drifting_longlines,26.099999999999998,78.94,0.0,0.06414269805898365,1
224012850,Unknown,21.3,80.0,,,1
416001799,Drifting_longlines,27.62,79.18,,,1
345040700,Purse_seines,79.5,2042.0,,,1
227320710,Trawlers,26.0,97.58,,,1
367497750,Recreational_fishing,20.0,95.0,,,1
247142250,Drifting_longlines,20.86,55.0,,,1
228190600,Trawlers,23.96,150.54,,,1
224138680,Purse_seines,21.6,57.91,,,1
247281250,Unknown,22.5,85.0,,,1
247131770,Drifting_longlines,20.15,44.0,,,1
432399000,Drifting_longlines|Research,57.0,660.0,0.0,0.0,2
440057000,Reefer,115.0,5286.0,,,1
553111288,Drifting_longlines,27.6,90.0,,,1
416004790,Drifting_longlines,39.0,320.0,,,1
416126800,Drifting_longlines,56.57,599.0,0.0,0.0,1
416240900,Purse_seines,71.79,1428.0,,,1
247101140,Trawlers,25.04,144.0,,,1
529771000,Bunker,69.95,999.0,,,1
247082520,Trawlers,27.0,114.0,,,1
416002175,Drifting_longlines,28.199999999999996,97.03,0.0,0.032071349029492775,1
224073960,Purse_seines,23.6,104.11,,,1
416002858,Drifting_longlines,28.199999999999996,97.82999999999998,0.0,0.18173764450045124,1
601433000,Drifting_longlines|Pole_and_line,28.85,224.71999999999997,0.0,0.20686496251525407,2
238889840,Purse_seines,25.2,70.0,,,1
431783000,Drifting_longlines,49.99249999999995,461.5,0.004364357804718959,91.6515138991168,1
441047000,Drifting_longlines,49.90749999999999,392.25,0.004364357804718959,53.68160099805414,1
431600960,Pole_and_line,28.7,111.0,,,1
431702130,Drifting_longlines,31.5,171.0,0.0,60.04442799572109,1
228169000,Drifting_longlines,20.41,124.52,,,1
440778000,Drifting_longlines|Unknown,48.437500000000014,424.25,0.022120214249841542,100.62047570708243,2
368206000,Unknown,28.68,174.0,,,1
416001735,Drifting_longlines,18.8,29.86,,,1
345080032,Purse_seines,61.26,1056.0,,,1
224272000,Pole_and_line,26.4,200.0,,,1
247145080,Drifting_longlines,20.95,58.0,,,1
238622310,Purse_seines,25.0,111.0,,,1
431702470,Drifting_longlines,48.02999999999998,418.6,0.0,79.5187135613474,1
366909880,Drifting_longlines,23.770000000000003,95.5,0.0,4.810702354423639,1
224044230,Unknown,24.98,103.77,,,1
440492000,Purse_seines,78.33,1349.2,,,1
373731000,Reefer,117.31,4988.0,,,1
224040470,Purse_seines,22.6,41.36,,,1
416091600,Drifting_longlines,55.90000000000001,531.0,0.0,0.0,1
540002200,Drifting_longlines,21.0,93.0,,,1
224003580,Purse_seines,21.32,61.0,,,1
224164540,Unknown,27.0,117.16,,,1
235000820,Set_gillnets,35.7,,,,1
247065610,Trawlers,25.9,80.0,,,1
224018460,Pole_and_line,35.6,192.0,,,1
416000783,Drifting_longlines,20.5,42.1,,,1
431817000,Purse_seines,57.800000000000004,1096.0,0.0,0.0,1
416230600,Drifting_longlines,23.949999999999996,96.97500000000001,0.0,0.026726124191241336,1
416641000,Drifting_longlines,55.75,712.2200000000001,0.0,0.15852687226705806,1
247151940,Trawlers,29.3,168.0,,,1
312854000,Drifting_longlines,40.35,353.0,,,1
224045260,Drifting_longlines,27.0,129.52666666666667,0.0,43.99360897640965,1
412326904,Drifting_longlines,33.74,223.0,,,1
224081690,Drifting_longlines,32.05333333333334,297.3333333333333,5.726182780069915,147.47802965448525,1
224335000,Drifting_longlines,26.5,190.0,0.0,0.0,1
224918000,Drifting_longlines,43.0,525.0,0.0,126.19227312287535,1
224295000,Drifting_longlines,24.5,187.86666666666665,0.0,0.19215378456610793,1
224009750,Purse_seines,21.37,63.6,,,1
224106240,Unknown,26.9,97.58,,,1
204228000,Drifting_longlines,28.59999999999994,228.0,0.0,0.0,1
