,lat_bin,lon_bin,f0_
12860,28,128,147.364166667
12861,7,100,367.749861111
12862,29,-86,158.021944444
12863,-43,-46,42.9313888889
12864,-19,-172,1215.73736111
12865,2,-180,203.367916667
12866,25,-58,20.6415277778
12867,7,-118,21.0465277778
12868,-28,-115,777.722083333
12869,8,146,34.7233333333
12870,14,176,85.7623611111
12871,7,-144,13.6708333333
12872,-9,-107,145.344861111
12873,-5,77,297.126944444
12874,-25,-72,404.3925
12875,16,108,132.094583333
12876,10,60,50.2663888889
12877,6,63,358.940138889
12878,18,175,33.3054166667
12879,-64,-58,123.696111111
12880,3,103,624.409444444
12881,-38,-8,1.68680555556
12882,-10,-156,126.391805556
12883,16,162,73.1393055556
12884,16,-128,2.69763888889
12885,12,-36,228.158194444
12886,-6,-92,7.60819444444
12887,-14,-164,177.685972222
12888,-35,-99,6.29458333333
12889,39,-43,643.7425
12890,17,-152,32.8480555556
12891,10,-66,21.4845833333
12892,-16,-87,108.385277778
12893,-64,-57,1.61361111111
12894,-11,-4,13.7295833333
12895,-28,-135,134.195416667
12896,-7,4,207.414305556
12897,-28,92,56.6261111111
12898,61,174,4169.28083333
12899,25,-19,42.2480555556
12900,58,24,22.2963888889
12901,6,-42,21.9820833333
12902,-26,-164,84.1706944444
12903,32,-79,147.589861111
12904,58,157,849.452083333
12905,-24,178,107.033888889
12906,48,-64,4.64902777778
12907,-4,-119,24.5716666667
12908,-35,-48,143.44875
12909,9,-90,136.283333333
12910,-12,-7,18.9888888889
12911,-34,78,36.6520833333
12912,47,-12,164.309027778
12913,-15,-94,109.745138889
12914,19,-38,0.473611111111
12915,62,177,4991.48416667
12916,-14,-157,92.1536111111
12917,-65,-172,150.395694444
12918,7,146,5.44722222222
12919,5,92,0.834166666667
12920,-31,-122,206.899166667
12921,9,-140,14.2786111111
12922,-6,-96,3.20541666667
12923,41,158,9077.11847222
12924,7,138,33.6354166667
12925,-28,-41,702.194027778
12926,39,156,2290.99652778
12927,-32,-172,246.268611111
12928,40,172,493.245416667
12929,-42,2,5.13180555556
12930,43,162,945.306805556
12931,79,21,2.50527777778
12932,46,-19,164.515694444
12933,43,-58,35.3529166667
12934,1,-30,1.92361111111
12935,73,66,76.5680555556
12936,5,-82,139.213194444
12937,-41,8,4.32333333333
12938,32,-161,122.175972222
12939,2,-115,15.2547222222
12940,-30,176,375.138472222
12941,76,23,3583.17
12942,-28,108,65.3788888889
12943,25,-120,44.155
12944,45,-139,7.94180555556
12945,6,-95,6.86388888889
12946,-28,-94,32.7352777778
12947,43,165,21.8420833333
12948,41,166,87.2898611111
12949,17,125,16.8625
12950,59,152,33.9347222222
12951,36,-168,14.6606944444
12952,-25,-1,38.2754166667
12953,-31,-111,137.172361111
12954,-15,127,12.0629166667
12955,79,90,12.2479166667
12956,-31,-26,103.635972222
12957,68,45,112.518055556
12958,10,-152,8.57375
12959,-18,-144,13.8188888889
12960,-30,-107,3.45805555556
12961,-24,80,6.01736111111
12962,24,60,22.71
12963,55,-174,1.74791666667
12964,-22,-125,3.61027777778
12965,-76,-173,87.3052777778
12966,-26,-20,124.682638889
12967,54,-58,0.599722222222
12968,-45,-178,676.924027778
12969,-13,-121,1262.71583333
12970,-18,175,1040.83722222
12971,-9,163,1211.78555556
12972,-1,172,1281.53194444
12973,48,-127,7493.66305556
12974,26,121,39426.0163889
12975,57,10,88287.6563889
12976,-7,45,193.003194444
12977,58,-5,6732.96680556
12978,55,154,6917.05555556
12979,-9,59,362.920555556
12980,38,25,11107.0911111
12981,74,22,8456.04333333
12982,-6,-12,647.058888889
12983,42,-71,9171.405
12984,0,-118,101.681527778
12985,2,-136,199.593194444
12986,-5,166,943.15625
12987,9,-85,43.1318055556
12988,70,22,14790.0168056
12989,43,-7,18610.0833333
12990,54,8,73119.6206944
12991,-12,-123,1220.30569444
12992,-12,53,1172.91388889
12993,-8,-112,302.4925
12994,-31,90,18.4880555556
12995,-4,162,739.951111111
12996,2,-162,764.310416667
12997,48,-5,26649.4281944
12998,7,158,839.968194444
12999,-4,-162,106.33375
13000,-26,-15,25.9873611111
13001,67,-23,2999.63916667
13002,-11,173,4670.09416667
13003,31,-47,164.868888889
13004,-6,-119,279.580972222
13005,-5,-109,50.6226388889
13006,34,-21,190.133888889
13007,-23,37,134.331111111
13008,-12,63,408.549722222
13009,-40,168,283.468194444
13010,39,20,2450.20583333
13011,-25,-147,57.8168055556
13012,-14,-132,798.411666667
13013,7,-180,221.162916667
13014,16,-179,60.4075
13015,31,176,69.5013888889
13016,69,-52,3668.44902778
13017,64,11,292.904583333
13018,57,153,4178.47319444
13019,-78,165,45.0223611111
13020,-31,53,186.204027778
13021,57,146,398.643611111
13022,-38,148,58.7493055556
13023,-21,116,708.553333333
13024,36,-123,456.207638889
13025,-29,-121,214.169583333
13026,-1,169,161.212777778
13027,42,27,6052.78888889
13028,-15,-82,6723.17916667
13029,-43,-61,871.017916667
13030,33,-37,341.574583333
13031,3,66,638.527083333
13032,-31,51,281.291111111
13033,35,23,1913.36861111
13034,-20,-117,136.052361111
13035,2,145,782.472777778
13036,24,-20,44.1384722222
13037,-27,37,840.10625
13038,-74,-116,193.522777778
13039,76,38,2745.25597222
13040,-62,-48,7.51194444444
13041,30,-41,47.1019444444
13042,35,133,1736.71722222
13043,80,21,2.98388888889
13044,-3,-24,531.172361111
13045,9,154,404.386388889
13046,-49,169,14.4338888889
13047,35,135,4336.81541667
13048,-14,-23,15.5230555556
13049,-13,4,340.416388889
13050,-23,159,782.312083333
13051,12,136,292.039305556
13052,-33,53,496.677916667
13053,-4,60,615.535
13054,-46,51,697.399722222
13055,-20,-119,319.322777778
13056,-7,-167,2366.03833333
13057,-70,-102,5.00277777778
13058,36,-45,482.811805556
13059,52,-178,115.678611111
13060,11,124,6.16277777778
13061,-1,-14,52.1336111111
13062,11,147,272.777083333
13063,-8,65,373.273194444
13064,-16,163,41.74375
13065,-39,-54,493.999027778
13066,44,-55,698.422361111
13067,-3,90,30.3836111111
13068,-10,-84,1707.10152778
13069,38,27,31.7327777778
13070,-12,43,17.7041666667
13071,29,131,405.679166667
13072,3,-39,13.5588888889
13073,12,-89,9.74375
13074,-31,-72,417.121111111
13075,-16,-29,99.0058333333
13076,-4,152,36.9168055556
13077,-43,-49,213.382777778
13078,5,133,637.116388889
13079,56,-133,242.058611111
13080,-3,45,11.5452777778
13081,31,-25,27.8481944444
13082,11,123,8.34388888889
13083,-43,-45,85.4747222222
13084,31,140,79.8734722222
13085,6,-115,79.9551388889
13086,15,-23,99.2766666667
13087,-10,13,273.207638889
13088,10,152,155.782777778
13089,35,21,65.3088888889
13090,-50,-65,147.479444444
13091,19,157,216.716388889
13092,-36,-179,19.9666666667
13093,-40,-148,26.3240277778
13094,-64,92,5.66194444444
13095,0,-26,318.555833333
13096,-11,44,39.3104166667
13097,15,-113,125.446527778
13098,-10,-157,732.413472222
13099,-9,98,14.2038888889
13100,-34,-5,209.776111111
13101,-17,4,293.280972222
13102,25,54,3058.8575
13103,57,-139,6.14847222222
13104,42,-27,181.352361111
13105,42,-22,369.977361111
13106,9,100,27.8397222222
13107,-28,35,23.6383333333
13108,-47,-82,11.3611111111
13109,-13,-164,623.020694444
13110,7,163,300.096666667
13111,-32,-90,45.53875
13112,-45,-81,79.3165277778
13113,-6,81,132.671666667
13114,0,-144,392.267777778
13115,-30,-86,16.6526388889
13116,-38,2,67.2633333333
13117,-13,-19,6.50902777778
13118,-26,-27,88.5723611111
13119,34,155,842.201666667
13120,-23,176,179.357638889
13121,-35,-179,8.4225
13122,46,137,4.19041666667
13123,33,31,5.55458333333
13124,-40,23,97.0533333333
13125,7,-42,142.491388889
13126,-38,-178,0.0826388888889
13127,27,-138,117.328611111
13128,-10,-32,22.3690277778
13129,78,62,4.90305555556
13130,-43,-2,1915.37263889
13131,-35,-160,27.8516666667
13132,-30,-168,165.360277778
13133,-32,-168,72.80875
13134,-8,-144,2.98958333333
13135,14,-35,43.4938888889
13136,73,43,16.8184722222
13137,22,166,5.44958333333
13138,-40,161,16.8829166667
13139,-41,-81,5.28333333333
13140,-34,83,279.506388889
13141,-35,-158,17.3983333333
13142,37,163,248.24125
13143,-30,47,903.5925
13144,-23,-176,172.66
13145,25,-112,1.78805555556
13146,41,163,50.0088888889
13147,-1,85,20.8579166667
13148,52,162,208.094166667
13149,42,154,5401.43791667
13150,-32,75,975.329722222
13151,25,-132,25.8556944444
13152,-7,-141,0.370972222222
13153,6,-111,65.8861111111
13154,45,-10,28.09875
13155,-26,-161,66.9013888889
13156,46,161,245.110833333
13157,-34,127,409.165138889
13158,-19,104,28.9491666667
13159,-30,175,705.11375
13160,6,125,32.29125
13161,39,132,4.98055555556
13162,-37,-78,37.6338888889
13163,15,71,122.616388889
13164,47,-41,3.42111111111
13165,-32,-2,163.477083333
13166,42,176,92.3909722222
13167,26,-143,244.089027778
13168,15,-126,1.2625
13169,-28,107,29.7044444444
13170,77,53,8.9475
13171,-23,2,107.749861111
13172,79,59,3.24472222222
13173,27,-120,0.05125
13174,4,-101,73.9976388889
13175,-6,-143,1.31597222222
13176,4,9,5.17166666667
13177,-23,66,33.4818055556
13178,-29,-34,863.538194444
13179,72,-72,0.804861111111
13180,35,-179,53.7854166667
13181,43,31,11.8397222222
13182,20,177,10.6997222222
13183,-32,-179,77.0104166667
13184,9,160,208.760833333
13185,0,-154,75.5
13186,-14,82,26.0761111111
13187,-10,-18,25.8245833333
13188,-23,-38,16.9463888889
13189,-72,-175,17.9888888889
13190,15,138,676.979027778
13191,28,122,833599.996667
13192,81,30,414.557916667
13193,-2,-6,313.807222222
13194,-38,28,647.289444444
13195,-23,42,165.674722222
13196,66,-15,9373.78125
13197,-4,171,1226.03111111
13198,-36,21,2086.21888889
13199,-1,175,671.331805556
13200,-29,46,431.365138889
13201,0,-110,2.09
13202,-23,-15,403.255972222
13203,39,-1,36798.9955556
13204,-32,15,7118.08597222
13205,-34,37,241.042916667
13206,72,22,2116.12027778
13207,65,11,2560.44458333
13208,-4,-1,77.2933333333
13209,-26,42,271.561805556
13210,10,-30,595.635416667
13211,61,1,4032.67041667
13212,13,140,1110.98833333
13213,-11,55,333.534583333
13214,29,178,3.06847222222
13215,50,-8,27242.4527778
13216,37,-15,2274.00680556
13217,20,150,788.446527778
13218,-9,58,693.736666667
13219,3,-138,266.706944444
13220,8,175,172.171527778
13221,-7,-82,1213.43208333
13222,55,155,4237.57638889
13223,5,-147,954.818194444
13224,-1,173,724.027777778
13225,43,145,7194.45805556
13226,-40,172,434.877083333
13227,23,-155,746.998333333
13228,-21,61,431.615972222
13229,-31,154,62.3652777778
13230,-2,145,152.310138889
13231,-3,-134,122.635416667
13232,-22,104,45.8277777778
13233,19,151,979.727222222
13234,12,174,1168.82388889
13235,-27,33,459.421388889
13236,10,-102,971.694444444
13237,-26,105,55.6627777778
13238,5,-20,585.947916667
13239,59,-33,4.51319444444
13240,64,-3,1122.45388889
13241,4,-36,24.0916666667
13242,3,-129,334.17125
13243,25,131,64.2941666667
13244,-15,-22,156.344722222
13245,-46,50,534.93875
13246,16,132,154.868472222
13247,-44,-65,4538.61083333
13248,-4,61,519.776111111
13249,17,179,51.1877777778
13250,-20,-26,178.493888889
13251,-7,64,422.617916667
13252,-38,175,24.41125
13253,-56,-36,150.102638889
13254,-8,92,5.80583333333
13255,9,-104,118.586805556
13256,12,-116,50.3515277778
13257,37,136,649.464305556
13258,-21,-148,40.1670833333
13259,-29,154,391.799444444
13260,27,175,18.3418055556
13261,10,149,109.979861111
13262,-18,-82,1286.85638889
13263,33,-9,1390.73958333
13264,1,-109,6.0
13265,11,149,7.37736111111
13266,-30,-4,459.247083333
13267,58,16,2.32930555556
13268,22,162,40.1925
13269,72,34,743.097916667
13270,-10,9,475.73
13271,-19,-26,1039.21583333
13272,-8,4,127.333472222
13273,2,84,244.137777778
13274,32,141,146.403333333
13275,-16,43,493.910972222
13276,4,152,758.649722222
13277,36,-40,762.424583333
13278,-11,-12,723.883472222
13279,-11,-11,568.466805556
13280,19,-106,74.2156944444
13281,18,155,609.497638889
13282,25,125,148.491111111
13283,-15,-91,83.8647222222
13284,22,164,40.2433333333
13285,34,123,814.14375
13286,-11,151,4.53930555556
13287,12,-132,34.0129166667
13288,50,-15,69.1430555556
13289,11,151,102.215555556
13290,7,-41,93.8283333333
13291,-27,100,26.6809722222
13292,-38,57,381.352777778
13293,34,-75,14.4288888889
13294,28,-84,219.248194444
13295,-5,-5,98.2801388889
13296,44,-10,301.677777778
13297,-13,-14,102.49875
13298,20,-110,96.0680555556
13299,-43,24,16.7154166667
13300,34,124,199.002083333
13301,-38,16,38.8041666667
13302,6,-46,18.9405555556
13303,11,-93,55.76
13304,42,-16,348.584166667
13305,-3,-92,0.820416666667
13306,-22,173,360.686388889
13307,-45,4,171.468472222
13308,21,-31,2.70597222222
13309,-9,-103,15.7983333333
13310,21,-74,5.40819444444
13311,-17,-2,923.283333333
13312,-9,-90,20.7884722222
13313,-40,-82,4.95833333333
13314,-30,-79,9.37125
13315,50,142,46.1759722222
13316,-13,-21,3.53611111111
13317,-16,-95,337.032083333
13318,15,126,17.79
13319,6,147,442.661666667
13320,23,-148,185.540972222
13321,31,-80,274.885833333
13322,-41,157,425.677916667
13323,-35,80,9.99027777778
13324,-1,6,625.684027778
13325,-33,-164,34.4306944444
13326,15,-174,82.83
13327,26,161,355.8925
13328,8,-141,102.157638889
13329,-8,-89,27.2669444444
13330,33,19,20.9888888889
13331,76,47,75.8083333333
13332,67,1,355.852222222
13333,58,-31,4.74416666667
13334,-28,-172,486.85375
13335,62,179,2519.31166667
13336,33,154,203.259583333
13337,-8,-102,70.5090277778
13338,-27,-176,23.76125
13339,-31,109,161.74875
13340,52,166,42.4019444444
13341,39,172,1893.28541667
13342,43,-43,688.416944444
13343,-36,-12,7.29125
13344,28,-146,235.153055556
13345,51,163,28.95875
13346,27,-151,104.895972222
13347,-30,105,63.4305555556
13348,-51,66,77.64625
13349,20,-114,0.170972222222
13350,-13,-31,67.7213888889
13351,40,-175,127.330694444
13352,-14,57,985.703888889
13353,25,155,44.7470833333
13354,-32,-52,1792.27972222
13355,-21,91,25.7154166667
13356,89,136,13.7166666667
13357,44,158,1175.12416667
13358,72,8,239.180277778
13359,62,-176,37.5844444444
13360,-3,-30,13.7170833333
13361,27,-85,3.03347222222
13362,-42,8,179.74625
13363,77,34,1195.35666667
13364,-17,-156,10.0694444444
13365,47,160,249.315555556
13366,60,-44,75.5352777778
13367,26,-118,2.24375
13368,71,-72,81.6644444444
13369,-31,-134,339.510833333
13370,-37,-86,5.94430555556
13371,-40,20,57.7731944444
13372,12,-37,16.91625
13373,36,-169,7.65680555556
13374,71,67,4.95694444444
13375,9,74,8.39736111111
13376,-15,108,17.9705555556
13377,-29,-103,123.334166667
13378,16,176,17.6509722222
13379,-14,105,6.41736111111
13380,79,26,71.0159722222
13381,-30,-23,28.6847222222
13382,14,148,5.59208333333
13383,2,-8,69.3830555556
13384,76,76,0.699166666667
13385,21,-162,24.4445833333
13386,-71,-178,37.6472222222
13387,34,-128,4.98277777778
13388,-1,-118,701.661666667
13389,-19,-132,985.423333333
13390,-21,-112,407.405138889
13391,7,-14,13159.7136111
13392,55,-169,2456.98180556
13393,10,157,727.645138889
13394,26,120,308896.465
13395,29,161,415.730972222
13396,61,18,10498.8531944
13397,59,24,6459.37819444
13398,49,154,5960.10597222
13399,55,147,12001.6470833
13400,59,170,5589.98847222
13401,-10,-177,5396.32652778
13402,4,-180,1642.73083333
13403,71,21,6475.47847222
13404,40,-10,88906.3675
13405,-23,104,415.328333333
13406,33,134,729.378611111
13407,30,174,354.508194444
13408,-1,176,433.782777778
13409,-4,-167,1741.23347222
13410,-3,51,276.754166667
13411,41,-10,67426.3484722
13412,58,167,11.73125
13413,3,-146,185.791666667
13414,65,9,434.496805556
13415,-42,-57,1289.17527778
13416,-15,176,1177.83611111
13417,57,-155,4615.09180556
13418,56,6,5502.19625
13419,39,19,1377.56847222
13420,-8,54,1363.435
13421,-42,-62,11193.0952778
13422,55,162,982.033055556
13423,-22,55,2802.28583333
13424,-11,52,1539.56569444
13425,-3,161,476.131388889
13426,42,16,59256.6802778
13427,30,-164,369.771666667
13428,-41,-75,705.391666667
13429,6,-169,1031.43152778
13430,-7,-168,3067.64027778
13431,-7,48,1224.50430556
13432,6,-167,647.664444444
13433,38,-11,3304.45902778
13434,81,28,199.259027778
13435,1,9,1778.08375
13436,-4,64,1067.36638889
13437,33,-28,189.213472222
13438,-9,-132,789.597916667
13439,5,154,610.307916667
13440,55,9,197.1125
13441,-34,39,46.1870833333
13442,-89,-147,60.4256944444
13443,4,171,816.240416667
13444,32,-168,38.6601388889
13445,-54,-72,39.5083333333
13446,60,-10,3393.17444444
13447,-18,58,1187.59222222
13448,-9,168,200.389166667
13449,6,-24,475.517638889
13450,34,-28,232.56
13451,-40,-62,479.389166667
13452,-38,-57,2291.65319444
13453,-11,13,6205.80361111
13454,-2,58,313.9575
13455,12,-108,87.485
13456,-12,169,192.18375
13457,-32,90,42.7225
13458,-52,12,58.6095833333
13459,64,0,1425.03652778
13460,9,-99,79.7340277778
13461,-30,-77,148.014305556
13462,-19,147,891.268333333
13463,62,3,1003.34194444
13464,-69,-102,2.48041666667
13465,-10,-174,2672.50736111
13466,67,5,106.649583333
13467,20,-26,303.7325
13468,14,-115,70.4552777778
13469,5,156,1089.84416667
13470,62,-1,260.045277778
13471,74,28,65.5408333333
13472,-22,176,128.105277778
13473,-11,71,67.2786111111
13474,-39,-76,702.062083333
13475,27,-95,497.565972222
13476,63,-6,230.230277778
13477,-20,-94,607.976805556
13478,-32,60,95.5177777778
13479,43,-62,959.812916667
13480,-20,147,775.265694444
13481,-12,142,30.8673611111
13482,1,-90,6.47888888889
13483,0,-142,52.39875
13484,16,-123,1.95027777778
13485,1,146,662.053333333
13486,10,70,13.3209722222
13487,2,75,13.0373611111
13488,21,-73,32.74375
13489,-10,77,132.028333333
13490,33,141,155.292638889
13491,6,-161,261.855416667
13492,-32,34,684.403611111
13493,-38,-52,251.529027778
13494,-1,-137,98.0661111111
13495,1,-98,8.63263888889
13496,27,-96,40.7333333333
13497,1,-97,25.8195833333
13498,-5,-141,51.3173611111
13499,8,-16,144.944305556
13500,-14,-80,68.6338888889
13501,-2,79,36.8133333333
13502,-12,-82,1247.69347222
13503,-9,-152,3660.11277778
13504,33,148,915.814861111
13505,-38,107,158.444861111
13506,-52,167,847.469583333
13507,10,-20,174.778194444
13508,30,-22,74.0927777778
13509,-38,-51,343.655138889
13510,-5,-119,4.84555555556
13511,-47,-85,4.49722222222
13512,47,154,4579.28333333
13513,-25,90,74.3802777778
13514,-26,-121,23.3345833333
13515,-44,154,2766.64319444
13516,-18,0,497.947777778
13517,89,-105,9.7525
13518,35,158,996.376527778
13519,33,157,338.578888889
13520,-40,-143,7.18694444444
13521,38,11,2776.77736111
13522,-17,-163,301.294722222
13523,36,154,1011.99430556
13524,-5,80,377.420277778
13525,-46,161,0.769444444444
13526,-12,-93,10.4430555556
13527,-17,-87,636.365972222
13528,35,-61,29.9398611111
13529,-39,65,410.576666667
13530,-26,157,33.0286111111
13531,-44,10,57.4430555556
13532,-28,93,33.3231944444
13533,-24,164,806.683055556
13534,-25,-167,98.4170833333
13535,61,-30,2801.00194444
13536,59,-163,42.5005555556
13537,-42,-83,6.09875
13538,-38,-46,56.1269444444
13539,-17,-94,531.933611111
13540,-43,157,1.23333333333
13541,-24,-29,16.5136111111
13542,8,139,123.828055556
13543,39,-33,104.235
13544,4,-39,74.7073611111
13545,77,67,9.02527777778
13546,-16,-145,22.0743055556
13547,40,140,38.1044444444
13548,40,160,734.699305556
13549,39,158,699.584444444
13550,-33,105,1545.48513889
13551,-33,-138,201.772083333
13552,-27,-138,25.8769444444
13553,44,-31,221.952777778
13554,6,52,12.3665277778
13555,-37,-121,15.1069444444
13556,63,-180,2557.67319444
13557,-18,-32,72.4270833333
13558,7,-38,178.430972222
13559,42,-62,515.690277778
13560,-6,-97,1.40972222222
13561,-66,-179,118.675416667
13562,44,-29,11.7505555556
13563,9,133,34.2180555556
13564,10,-140,38.0225
13565,-14,-150,1.59375
13566,-34,2,4.05666666667
13567,-30,-110,0.730972222222
13568,-34,128,397.444027778
13569,-64,174,2.33625
13570,63,-175,923.290277778
13571,40,11,16.6545833333
13572,-41,5,15.5972222222
13573,42,-176,879.619444444
13574,47,-16,12.7226388889
13575,3,6,563.96125
13576,-20,-159,23.3954166667
13577,53,140,9.24236111111
13578,69,-23,0.802777777778
13579,41,-179,2.88638888889
13580,11,128,59.0430555556
13581,-42,14,19.9793055556
13582,53,170,40.3795833333
13583,63,-61,367.189027778
13584,4,-98,26.4819444444
13585,24,-125,5.91138888889
13586,-21,106,15.8220833333
13587,-8,80,292.248611111
13588,-4,-116,9.90152777778
13589,-16,68,13.1469444444
13590,76,-70,74.5256944444
13591,64,-167,0.808888888889
13592,-18,-11,35.1466666667
13593,-28,-35,54.6409722222
13594,-30,-24,205.384861111
13595,77,87,8.20041666667
13596,72,10,6.56972222222
13597,16,81,102.662361111
13598,-26,-43,1.76277777778
13599,-14,-101,135.190277778
13600,14,-72,4.03291666667
13601,24,-129,9.18305555556
13602,77,77,1.71930555556
13603,15,-166,222.877361111
13604,-11,57,13.9576388889
13605,26,-23,21.3051388889
13606,-28,-7,66.8794444444
13607,20,-180,25.1444444444
13608,-63,69,12.0
13609,3,-100,23.1868055556
13610,-37,139,8.64972222222
13611,21,-130,16.1215277778
13612,-22,-112,328.997083333
13613,-15,-77,5421.28583333
13614,-25,37,1395.81861111
13615,-14,173,1972.08083333
13616,0,-170,658.034027778
13617,34,-146,8.34791666667
13618,46,-124,30.3776388889
13619,-9,54,520.57375
13620,-43,-59,16005.8133333
13621,75,24,954.593888889
13622,-14,63,197.655138889
13623,-26,152,73.0776388889
13624,-11,-78,1248.99347222
13625,-3,52,398.868333333
13626,2,176,544.189305556
13627,67,14,5431.40944444
13628,38,-28,1382.52583333
13629,9,-130,253.493472222
13630,-35,172,674.785833333
13631,57,24,4167.56763889
13632,43,14,78384.7966667
13633,32,-178,276.091944444
13634,-25,64,184.994583333
13635,-14,-144,77.2958333333
13636,-19,-128,535.467361111
13637,-34,16,3039.25083333
13638,48,-123,784.787916667
13639,3,175,1437.15722222
13640,6,167,2552.80555556
13641,18,-28,408.113333333
13642,68,-22,402.357083333
13643,-8,-152,718.497361111
13644,-35,174,943.536944444
13645,56,-3,24913.2058333
13646,47,-53,3214.03638889
13647,-35,173,1429.99125
13648,55,-161,8074.49236111
13649,2,-5,126.515833333
13650,-5,172,998.639166667
13651,-26,33,3361.03291667
13652,10,75,86.0802777778
13653,-14,50,300.804861111
13654,6,108,24.3961111111
13655,35,141,1337.50805556
13656,56,19,1369.0425
13657,-22,-13,162.079305556
13658,0,141,1030.05083333
13659,-3,58,363.621805556
13660,3,145,1566.26583333
13661,-21,-111,293.981388889
13662,46,-54,2141.66930556
13663,0,148,374.1425
13664,-62,-55,24.4041666667
13665,-13,11,55.7663888889
13666,80,24,8.73333333333
13667,-24,162,661.961388889
13668,-17,-102,40.2420833333
13669,-60,-44,7.45486111111
13670,34,130,8177.05875
13671,-50,-63,247.128333333
13672,3,-131,322.456805556
13673,-52,-55,171.857361111
13674,-2,89,94.7716666667
13675,-50,168,123.49125
13676,-54,-38,131.812777778
13677,-2,-140,111.885416667
13678,65,-10,87.0343055556
13679,-32,84,47.4686111111
13680,-12,65,520.105972222
13681,-8,-108,47.9095833333
13682,36,32,415.768611111
13683,-11,-104,574.720833333
13684,-5,90,5.15680555556
13685,-34,15,314.0225
13686,-7,56,23.9809722222
13687,33,137,379.610416667
13688,25,-154,182.505
13689,65,-9,30.4211111111
13690,20,138,232.797083333
13691,-9,60,195.089305556
13692,35,-11,99.2497222222
13693,64,-7,356.798472222
13694,-31,-15,129.945694444
13695,-1,148,1369.59527778
13696,-32,-14,85.4305555556
13697,-48,-58,25.8805555556
13698,22,68,13.5575
13699,59,-16,439.366805556
13700,-62,-35,69.6395833333
13701,15,-21,143.159027778
13702,-11,114,21.5413888889
13703,17,155,1188.09722222
13704,-27,-116,197.718611111
13705,8,66,23.3906944444
13706,-29,153,445.417916667
13707,-32,-171,272.930555556
13708,-37,107,54.4111111111
13709,-18,158,145.1125
13710,-39,101,2524.24263889
13711,-24,90,17.8690277778
13712,41,-28,984.618888889
13713,6,-124,216.409722222
13714,-2,-27,380.782222222
13715,4,-28,96.2805555556
13716,-46,-82,81.1231944444
13717,-29,54,51.99875
13718,9,66,44.89125
13719,-8,-103,43.6509722222
13720,-36,-4,0.570555555556
13721,-38,-7,10.7740277778
13722,18,163,77.8109722222
13723,11,129,56.8570833333
13724,9,162,267.235138889
13725,-1,-147,78.83
13726,6,54,17.4811111111
13727,10,168,821.690972222
13728,28,-64,18.2054166667
13729,7,-109,8.19083333333
13730,4,142,347.489583333
13731,-38,66,294.018333333
13732,12,-99,6.13541666667
13733,-41,67,45.1918055556
13734,-23,-172,138.872638889
13735,-28,164,831.334861111
13736,-4,46,64.6418055556
13737,-29,92,7.24291666667
13738,-20,-145,25.6358333333
13739,-43,3,129.59625
13740,13,173,238.913194444
13741,-37,61,44.1805555556
13742,-16,-3,26.2225
13743,-31,-167,85.42
13744,-30,-135,201.325138889
13745,10,-173,46.27375
13746,-22,59,981.189861111
13747,-36,-75,151.506944444
13748,25,-151,69.9463888889
13749,-27,-41,260.511944444
13750,-46,52,1.05416666667
13751,-34,76,187.72375
13752,26,-133,190.431805556
13753,73,45,4.91402777778
13754,-5,-110,3.50402777778
13755,33,26,7.36930555556
13756,-21,102,11.0859722222
13757,21,-121,3.16555555556
13758,30,-152,232.623333333
13759,11,-139,8.78319444444
13760,6,67,89.5090277778
13761,-30,-156,43.0751388889
13762,-29,-155,37.2505555556
13763,-33,95,347.768055556
13764,-1,-154,115.418611111
13765,57,162,262.647361111
13766,-24,85,64.7352777778
13767,5,-112,90.9361111111
13768,1,77,117.7125
13769,61,-65,2479.26055556
13770,45,-18,369.908611111
13771,44,138,9.965
13772,63,-29,6.95583333333
13773,38,156,1066.12
13774,-26,-84,2.62625
13775,-33,73,60.8033333333
13776,-29,7,124.43375
13777,72,63,22.0733333333
13778,44,162,139.464861111
13779,5,-120,123.742361111
13780,-44,20,24.4411111111
13781,-2,82,68.8525
13782,13,-124,0.936805555556
13783,9,98,417.734861111
13784,62,-14,6.54680555556
13785,2,-9,99.7226388889
13786,-22,-160,5.26555555556
13787,-27,50,144.115833333
13788,24,-122,79.2488888889
13789,48,-68,2.24180555556
13790,60,-69,25.9733333333
13791,-30,64,8.62430555556
13792,76,56,4.95666666667
13793,-31,162,0.869861111111
13794,14,-123,2.13097222222
13795,22,-179,13.8869444444
13796,78,85,8.16611111111
13797,-33,-111,5.42555555556
13798,-11,140,119.645138889
13799,-30,-33,64.0063888889
13800,-20,109,0.9025
13801,78,92,9.11125
13802,-26,-95,14.5777777778
13803,-9,93,9.20111111111
13804,9,161,64.8468055556
13805,79,40,5.10319444444
13806,-34,-106,16.1029166667
13807,32,-138,27.3791666667
13808,32,-159,43.0133333333
13809,2,-100,4.33458333333
13810,26,138,12.0041666667
13811,-15,-115,627.483888889
13812,-14,91,113.340138889
13813,18,-26,448.997222222
13814,2,171,2151.43111111
13815,-10,-149,2362.78208333
13816,-26,37,1407.45888889
13817,32,-48,344.235277778
13818,63,7,6165.19347222
13819,-37,150,849.961666667
13820,10,146,607.826944444
13821,-1,-165,501.1025
13822,-25,151,22.9227777778
13823,36,-51,296.819305556
13824,3,146,2313.61583333
13825,-28,76,8.48208333333
13826,57,22,9938.62083333
13827,-15,-83,1343.16638889
13828,-48,72,765.301666667
13829,-1,157,597.906666667
