,lat_bin,lon_bin,f0_
6033,-21,75,218.037916667
6034,66,36,15.4406944444
6035,-40,14,25.1538888889
6036,5,-102,75.8520833333
6037,78,89,13.9036111111
6038,14,128,32.89375
6039,-21,67,6.46333333333
6040,69,61,10.0779166667
6041,77,80,17.5141666667
6042,5,-103,96.7765277778
6043,20,-150,60.5540277778
6044,21,-175,0.118055555556
6045,-17,151,38.0783333333
6046,25,-178,0.356527777778
6047,-38,-94,3.80208333333
6048,-23,-150,2.84083333333
6049,-6,3,137.040555556
6050,29,-33,8.25027777778
6051,-14,-174,1518.56902778
6052,-27,0,36.0306944444
6053,2,-166,1835.60972222
6054,13,-32,1379.77083333
6055,13,-18,8546.37305556
6056,-14,-99,18.3045833333
6057,-23,-21,92.2598611111
6058,44,137,2083.23208333
6059,26,144,146.86
6060,34,32,3279.53805556
6061,66,-22,13587.1333333
6062,62,-26,976.998194444
6063,67,12,22723.1715278
6064,2,158,823.852083333
6065,-43,177,2023.61625
6066,78,13,545.664861111
6067,71,33,2649.91458333
6068,55,11,3072.74625
6069,-9,-112,360.917916667
6070,-7,-81,1128.53805556
6071,31,34,7602.33138889
6072,-9,153,300.672083333
6073,-9,160,376.259444444
6074,34,-144,55.6011111111
6075,-18,50,705.808055556
6076,-35,38,344.009027778
6077,-19,-123,1107.76819444
6078,-39,170,9.05527777778
6079,-13,-144,242.943055556
6080,-2,157,727.690694444
6081,-2,68,544.776388889
6082,54,-2,5549.88722222
6083,-15,-133,1506.95319444
6084,-37,-162,109.015972222
6085,-7,49,1337.63194444
6086,-4,-107,113.01125
6087,-40,-56,7228.27166667
6088,37,-16,1639.09305556
6089,-11,87,357.444722222
6090,-1,-122,74.4334722222
6091,4,-18,464.628194444
6092,20,-145,66.6243055556
6093,33,-144,38.7773611111
6094,9,-129,209.108472222
6095,-23,-99,12.1730555556
6096,35,-40,437.888611111
6097,-6,-153,280.190555556
6098,17,138,254.270138889
6099,9,-128,175.257638889
6100,-49,65,556.472638889
6101,-19,146,1002.77666667
6102,-5,93,9.60666666667
6103,-30,94,7.83986111111
6104,-31,56,186.524027778
6105,-10,165,981.289722222
6106,11,-178,205.293055556
6107,34,-46,155.96375
6108,-14,64,47.6991666667
6109,35,131,1026.16625
6110,-5,89,153.861805556
6111,1,64,1074.38277778
6112,-35,151,355.427777778
6113,-5,179,1716.78
6114,37,-31,1587.01722222
6115,-18,-89,595.769166667
6116,-11,79,464.379305556
6117,-38,-76,843.525
6118,21,141,128.268472222
6119,15,161,405.754444444
6120,-32,17,369.101666667
6121,-48,-60,1568.56944444
6122,-3,1,217.95125
6123,-10,155,610.32875
6124,26,175,17.5301388889
6125,35,-8,258.231666667
6126,-49,-62,1273.48055556
6127,-7,63,936.793472222
6128,0,143,622.545694444
6129,28,138,117.165555556
6130,-8,-25,406.886944444
6131,33,-41,278.015277778
6132,-17,-15,23.8558333333
6133,41,131,78.2856944444
6134,-19,-88,406.685277778
6135,-7,1,100.921388889
6136,-9,76,288.409027778
6137,6,68,114.070277778
6138,38,-77,133.869583333
6139,-36,-172,39.8633333333
6140,-30,-8,222.841527778
6141,43,140,641.379583333
6142,-13,-141,31.8973611111
6143,2,53,182.137916667
6144,2,52,254.021388889
6145,-38,-176,20.0981944444
6146,6,59,59.7981944444
6147,-4,94,14.6301388889
6148,12,-26,674.28
6149,-39,30,772.93625
6150,21,-116,3.47291666667
6151,-31,-112,1025.14152778
6152,-11,-29,86.3244444444
6153,17,-157,610.699027778
6154,-33,-121,254.523472222
6155,-14,-31,106.545833333
6156,34,150,327.531805556
6157,-42,-76,150.920972222
6158,5,-34,34.3458333333
6159,5,-15,25.6418055556
6160,-39,56,241.59625
6161,-32,-50,658.148472222
6162,19,129,19.3625
6163,-30,-95,118.336111111
6164,-21,-94,161.2675
6165,36,163,527.118194444
6166,6,-103,80.9393055556
6167,-4,-18,163.344583333
6168,-40,56,12.7815277778
6169,-8,-3,51.9254166667
6170,-43,-140,13.3965277778
6171,-39,58,682.757083333
6172,-17,-34,4.77055555556
6173,33,123,1740.61208333
6174,8,-92,207.843333333
6175,-25,156,73.4456944444
6176,-36,12,66.9319444444
6177,10,-176,114.384444444
6178,-34,-154,162.143194444
6179,-39,64,385.176666667
6180,-33,163,609.708055556
6181,-5,-108,14.8779166667
6182,57,-159,232.657638889
6183,-35,109,1921.68527778
6184,-36,72,88.4475
6185,17,-124,1.55513888889
6186,-31,-131,230.014027778
6187,-32,-140,104.084583333
6188,-46,174,7.15861111111
6189,78,51,13.0436111111
6190,-55,-34,10.6933333333
6191,62,-61,1563.61791667
6192,6,-12,98.4166666667
6193,-33,-129,278.691666667
6194,37,145,2005.75097222
6195,25,60,29.6005555556
6196,43,-42,440.114166667
6197,42,-42,560.790555556
6198,44,-21,109.178611111
6199,43,-27,59.2295833333
6200,62,-177,674.361666667
6201,-32,104,117.745972222
6202,41,134,3.92027777778
6203,-28,-168,149.887361111
6204,36,171,303.212222222
6205,-17,-160,147.268472222
6206,-19,-167,3.85861111111
6207,-43,-87,0.0919444444444
6208,68,-25,98.5080555556
6209,61,-64,255.219027778
6210,-31,-157,0.9475
6211,-41,-3,35.8680555556
6212,-42,3,1.67986111111
6213,73,52,142.999027778
6214,14,-52,44.0533333333
6215,43,-57,0.391527777778
6216,-33,-114,222.643888889
6217,-29,-40,45.5356944444
6218,-53,-41,4.03513888889
6219,-40,18,3.81625
6220,4,86,101.137916667
6221,-29,-11,613.137916667
6222,61,-168,13.8256944444
6223,53,-161,2.25569444444
6224,-16,-12,14.5001388889
6225,-28,-101,50.1765277778
6226,-15,-150,3.08638888889
6227,-48,58,4.49236111111
6228,5,-107,23.7879166667
6229,34,-169,71.9744444444
6230,-25,76,111.035
6231,60,-51,2.55875
6232,2,-114,15.7906944444
6233,3,-101,6.80958333333
6234,34,-135,51.4811111111
6235,-24,-108,19.1675
6236,-2,92,2.94388888889
6237,-3,-164,2425.72902778
6238,-21,50,2253.72930556
6239,3,-158,397.041388889
6240,30,-171,382.373472222
6241,58,10,93080.3708333
6242,75,30,3110.70986111
6243,57,-8,7404.63972222
6244,-18,52,342.454444444
6245,-19,173,1321.96958333
6246,55,-9,6313.47444444
6247,8,-28,690.123055556
6248,54,-11,5800.32736111
6249,69,15,39859.88625
6250,-44,-52,14.0061111111
6251,-38,167,436.9875
6252,-56,-62,2.43722222222
6253,56,-59,3443.37458333
6254,-30,153,2103.01083333
6255,51,-7,52293.5940278
6256,52,173,752.155833333
6257,-20,-120,319.321666667
6258,-6,51,655.698611111
6259,-3,170,2022.34222222
6260,5,179,996.839166667
6261,-39,167,40.8340277778
6262,51,-128,399.673194444
6263,20,155,366.706527778
6264,-3,-133,288.4725
6265,-26,-32,54.9630555556
6266,22,-157,143.5175
6267,-18,10,492.148472222
6268,-6,164,341.767222222
6269,-6,-135,370.02125
6270,36,-20,1207.50583333
6271,-31,-50,474.92375
6272,38,-17,991.528611111
6273,10,-63,1886.17027778
6274,-36,175,1566.67375
6275,-18,-134,19.5709722222
6276,-50,-62,1843.11791667
6277,-16,-150,8.03055555556
6278,55,142,282.362361111
6279,-4,-161,27.4308333333
6280,42,-17,815.013194444
6281,58,19,825.778472222
6282,41,-20,1035.54180556
6283,7,-24,758.009166667
6284,60,-147,1402.74972222
6285,58,-153,947.806388889
6286,-17,67,34.7216666667
6287,-4,-142,103.055972222
6288,6,156,1069.50180556
6289,4,-78,11.5759722222
6290,34,-26,298.977361111
6291,-51,175,66.88375
6292,-32,8,99.8608333333
6293,1,-153,187.430972222
6294,20,-30,19.2055555556
6295,0,-81,44.8976388889
6296,-4,-13,178.294305556
6297,18,-29,221.127222222
6298,19,-149,47.2151388889
6299,-21,-179,48.9833333333
6300,-33,78,19.1543055556
6301,-8,-19,276.439444444
6302,-27,-37,77.6519444444
6303,10,-167,41.5533333333
6304,65,7,212.789444444
6305,75,18,2795.71777778
6306,27,159,670.031805556
6307,6,153,208.484722222
6308,-16,-136,215.670555556
6309,30,157,240.746944444
6310,24,-114,247.232222222
6311,35,-37,531.547361111
6312,5,-2,26.6969444444
6313,-29,157,247.427222222
6314,5,-161,337.149027778
6315,2,-35,70.4208333333
6316,-11,-8,41.7355555556
6317,51,-57,423.412777778
6318,37,22,953.530277778
6319,17,-102,391.154166667
6320,9,-168,18.2101388889
6321,22,-90,14.5986111111
6322,-19,-85,861.405277778
6323,15,144,7.325
6324,-15,-16,10.3023611111
6325,10,79,16.0966666667
6326,-41,-153,22.4708333333
6327,-20,-80,10894.8076389
6328,-33,48,384.726527778
6329,-33,-98,7.40736111111
6330,-46,-83,221.304861111
6331,-27,4,165.339166667
6332,9,144,37.7965277778
6333,3,-105,7.82638888889
6334,-19,44,625.137916667
6335,-5,-107,74.9640277778
6336,15,-95,28.4536111111
6337,76,33,4483.71930556
6338,43,38,2.80458333333
6339,35,148,3146.66430556
6340,54,-17,24.1048611111
6341,-30,-91,182.78625
6342,-19,153,180.602777778
6343,6,-41,60.0529166667
6344,-41,-143,354.136666667
6345,13,-166,757.382777778
6346,-42,-140,18.1636111111
6347,-2,51,215.613333333
6348,-25,-25,133.870972222
6349,-31,17,0.120694444444
6350,-13,-5,46.7490277778
6351,-15,-161,235.399305556
6352,-37,-43,5.93083333333
6353,-14,-165,481.42
6354,27,-167,1.57347222222
6355,-26,84,9.90291666667
6356,-44,-90,2.24333333333
6357,9,-92,243.683333333
6358,-39,-130,8.26472222222
6359,35,146,446.678611111
6360,27,-74,18.6447222222
6361,39,-31,56.1318055556
6362,76,32,2113.63847222
6363,-38,85,7.49597222222
6364,41,-41,342.588194444
6365,41,-36,579.690972222
6366,-22,100,55.8165277778
6367,-7,88,110.83875
6368,-32,-161,77.8584722222
6369,-34,-164,237.722083333
6370,63,0,498.906805556
6371,-28,9,56.32625
6372,11,-159,18.2244444444
6373,-29,-169,149.284861111
6374,-23,107,42.0530555556
6375,12,-147,23.2809722222
6376,4,-37,14.4293055556
6377,21,-143,59.1584722222
6378,-42,28,8.41333333333
6379,0,-117,9.20875
6380,-21,-84,886.4175
6381,-30,-150,50.6208333333
6382,14,-131,7.34041666667
6383,-34,68,4.42777777778
6384,-6,-101,40.5784722222
6385,-47,-33,4.87486111111
6386,-56,-167,52.0119444444
6387,-33,-166,49.8234722222
6388,8,145,20.8805555556
6389,29,-155,321.257638889
6390,-26,8,13.9438888889
6391,71,-55,18.6202777778
6392,-19,-165,30.66875
6393,40,-174,274.321805556
6394,-7,82,33.6391666667
6395,17,-82,2.47930555556
6396,74,44,32.7179166667
6397,42,162,255.335277778
6398,-35,-137,135.868888889
6399,55,139,4.96125
6400,-49,64,1.54111111111
6401,17,70,158.445694444
6402,1,-31,50.125
6403,25,-134,315.997916667
6404,4,-10,143.222083333
6405,43,-131,10.5954166667
6406,59,-69,6.52597222222
6407,29,-141,160.521388889
6408,22,-128,5.2525
6409,-25,2,198.640555556
6410,73,77,3.28666666667
6411,73,72,4.88944444444
6412,-27,54,194.484722222
6413,46,-128,10.3902777778
6414,2,-99,15.5375
6415,70,-14,44.2283333333
6416,-14,5,8.20763888889
6417,-12,78,455.6875
6418,76,84,32.5415277778
6419,9,-163,3.76736111111
6420,1,133,4.28361111111
6421,-37,-85,3.91958333333
6422,15,-35,37.4452777778
6423,-70,-178,5.28902777778
6424,-32,161,8.14569444444
6425,-76,-177,42.0559722222
6426,-72,-174,21.9101388889
6427,-75,-178,6.37625
6428,35,-150,6.97777777778
6429,-22,-115,54.3273611111
6430,-19,37,801.957916667
6431,1,-171,1054.38361111
6432,68,-54,2754.36111111
6433,13,159,4782.28680556
6434,45,137,6391.46805556
6435,57,150,6040.42138889
6436,-20,-132,676.269583333
6437,1,-169,1555.15166667
6438,-46,-60,3950.94388889
6439,-9,166,578.009305556
6440,43,146,19616.4370833
6441,43,-4,28612.6694444
6442,13,158,3572.03625
6443,-16,62,1001.16875
6444,-11,63,561.987916667
6445,3,-6,149.974583333
6446,46,143,619.38625
6447,-14,90,44.8994444444
6448,-3,171,2105.12152778
6449,-2,-4,154.991111111
6450,-28,-49,1895.86763889
6451,10,-24,393.536111111
6452,67,-21,5054.77486111
6453,-11,51,613.22375
6454,52,-131,445.756805556
6455,4,-177,1403.24430556
6456,42,4,1452.975
6457,-7,-118,330.5325
6458,-20,-76,1319.39611111
6459,-12,151,850.914305556
6460,-21,172,269.302777778
6461,4,-83,370.964583333
6462,-62,-59,263.68625
6463,-6,-120,224.926944444
6464,-11,2,392.3325
6465,68,-56,564.997222222
6466,0,165,673.002083333
6467,-53,-71,63.42875
6468,-6,-134,337.383194444
6469,32,-30,93.4579166667
6470,27,-68,26.2041666667
6471,16,-27,909.337361111
6472,34,-36,401.894722222
6473,-14,162,1079.94458333
6474,68,9,18.4951388889
6475,37,139,558.977361111
6476,33,-30,452.431666667
6477,34,-34,350.591666667
6478,2,66,658.633888889
6479,15,-34,134.329305556
6480,36,-14,1065.10763889
6481,-21,-77,322.841111111
6482,28,-168,45.4852777778
6483,-15,-106,26.1061111111
6484,-45,-63,26359.5222222
6485,14,-25,93.0015277778
6486,55,-158,431.461111111
6487,-12,-150,1822.37305556
6488,-17,-173,349.047638889
6489,7,-171,96.6491666667
6490,-69,-110,5.00263888889
6491,-24,-34,186.911111111
6492,-6,-154,236.170277778
6493,-5,54,111.269444444
6494,60,5,105.954027778
6495,0,-13,111.922083333
6496,3,-177,5.23055555556
6497,-26,98,348.370555556
6498,3,-122,83.6675
6499,36,-25,803.650138889
6500,-6,-118,34.2194444444
6501,16,-119,27.0265277778
6502,57,-136,166.402222222
6503,3,-127,185.655
6504,0,-127,19.5468055556
6505,33,15,686.361111111
6506,2,137,6.15291666667
6507,39,143,265.974444444
6508,81,20,8.9625
6509,31,-27,26.8801388889
6510,89,-156,16.6159722222
6511,26,159,225.790277778
6512,-16,44,219.950694444
6513,56,-136,933.065138889
6514,-52,-75,4.22388888889
6515,6,58,150.817777778
6516,-1,-131,74.5770833333
6517,56,-174,411.202222222
6518,-34,55,701.546111111
6519,6,-126,71.0954166667
6520,26,51,7654.07555556
6521,18,154,882.631666667
6522,-20,41,372.483472222
6523,-64,-63,18.54
6524,-42,-143,65.0711111111
6525,-33,47,389.75625
6526,13,-117,67.7186111111
6527,25,-164,52.4304166667
6528,-10,113,18.9202777778
6529,1,49,162.409861111
6530,-21,-34,81.2001388889
6531,33,156,1800.36819444
6532,-10,69,81.8379166667
6533,-2,52,277.394305556
6534,10,-114,22.1423611111
6535,-14,-98,20.8573611111
6536,38,124,10913.8088889
6537,-11,-164,591.280555556
6538,39,-58,5.90013888889
6539,14,-154,41.0973611111
6540,-39,62,684.882222222
6541,-38,100,2642.14041667
6542,-1,-143,98.1227777778
6543,-38,-50,181.606805556
6544,-10,-4,11.73875
6545,6,-116,49.0981944444
6546,-38,0,66.2498611111
6547,-22,-92,7.66847222222
6548,-25,179,247.358055556
6549,-38,-48,176.201666667
6550,-5,149,456.580416667
6551,-18,-14,10.0640277778
6552,-33,65,432.915416667
6553,-22,3,345.382083333
6554,-29,-163,290.571805556
6555,7,72,32.8905555556
6556,-12,-94,17.7101388889
6557,-37,-80,0.808333333333
6558,4,143,385.974722222
6559,19,177,11.6795833333
6560,-33,114,152.494305556
6561,39,133,37.1502777778
6562,-17,57,984.228472222
6563,26,126,111.740277778
6564,-51,170,4.06958333333
6565,5,-40,11.7777777778
6566,-46,-6,21.8045833333
6567,22,167,5.46694444444
6568,-28,-42,744.183611111
6569,-35,138,14.9468055556
6570,28,-151,179.548472222
6571,-36,-161,2.91041666667
6572,-1,93,5.09833333333
6573,37,-170,12.9118055556
6574,-17,-144,2.58847222222
6575,24,126,13.8070833333
6576,-20,152,109.737916667
6577,38,175,704.500555556
6578,-1,-114,2.86888888889
6579,44,-34,34.2218055556
6580,62,-59,8.13208333333
6581,-8,-8,126.639305556
6582,44,-43,81.3527777778
6583,-29,-152,250.399861111
6584,40,179,61.6813888889
6585,6,-112,43.3575
6586,44,-45,33.9441666667
6587,-32,86,118.005416667
6588,48,-129,59.0941666667
6589,65,-40,16.2518055556
6590,9,85,33.3163888889
6591,2,-31,106.136944444
6592,77,37,1007.78972222
6593,13,-127,0.964166666667
6594,-28,109,6.10888888889
6595,-28,178,22.5477777778
6596,78,31,822.847916667
6597,-27,47,515.091527778
6598,32,-157,129.939444444
6599,-3,-87,457.319722222
6600,-7,-31,38.3126388889
6601,-25,1,114.095555556
6602,29,-38,3.57625
6603,-17,104,206.424861111
6604,-8,81,221.132222222
6605,66,-10,4.83763888889
6606,70,52,253.032361111
6607,63,-167,13.9123611111
6608,-28,-36,91.7465277778
6609,-10,140,15.8995833333
6610,-15,100,11.2269444444
6611,74,-59,88.7502777778
6612,14,71,43.8980555556
6613,-27,66,19.9823611111
6614,-31,-142,1.00930555556
6615,0,-180,1.39527777778
6616,-6,70,6.14319444444
6617,46,-29,17.86625
6618,75,75,5.39444444444
6619,2,-96,7.89569444444
6620,-36,-90,0.764166666667
6621,-8,98,1.93055555556
6622,-26,-22,29.8205555556
6623,23,-26,1.21875
6624,-33,161,18.4256944444
6625,0,82,6.08611111111
6626,35,-133,24.8908333333
6627,32,-144,15.2976388889
6628,-22,-113,200.042916667
6629,-30,38,1922.91527778
6630,4,-172,1189.21194444
6631,2,-168,1415.50819444
6632,34,127,4516.83416667
6633,55,152,2758.40097222
6634,51,179,424.429861111
6635,-73,175,222.405138889
6636,-26,65,57.4845833333
6637,-40,-161,2.25
6638,41,-71,21654.7180556
6639,22,119,4334.05722222
6640,43,135,421.997083333
6641,-7,85,53.2119444444
6642,57,0,11505.3933333
6643,-3,-177,369.252083333
6644,37,-10,19002.4083333
6645,2,161,593.333194444
6646,-19,-121,476.759027778
6647,22,152,518.495555556
6648,57,23,6581.57236111
6649,3,-174,1178.58527778
6650,-45,172,2503.25847222
6651,44,-6,3125.32361111
6652,-8,-125,1028.65097222
6653,11,-16,52.8998611111
6654,-3,-1,136.028194444
6655,-41,-55,269.283472222
6656,-3,178,2347.54194444
6657,-27,36,1208.38013889
6658,11,-132,112.405833333
6659,56,5,5978.34111111
6660,56,-155,2726.19152778
6661,-9,-128,483.869166667
6662,7,-167,214.245833333
6663,-1,-111,7.38805555556
6664,-62,-57,26.3038888889
6665,-10,-115,436.337222222
6666,-46,170,313.107638889
6667,-14,157,1435.77069444
6668,-5,-134,152.706388889
6669,17,-179,40.2844444444
6670,-13,124,1775.03680556
6671,-8,67,263.478055556
6672,-3,59,376.430416667
6673,-10,171,334.219027778
6674,6,159,310.735555556
6675,-1,1,721.654722222
6676,36,121,446636.422778
6677,38,123,185982.179306
6678,-48,166,492.574583333
6679,-33,18,11661.6101389
6680,17,-162,330.852777778
6681,8,150,78.8881944444
6682,28,-45,64.6341666667
6683,-8,58,1248.27986111
6684,-42,-56,275.529166667
6685,3,-36,33.9331944444
6686,-2,2,327.595
6687,-40,-170,0.0416666666667
6688,-5,91,28.3152777778
6689,-6,-137,868.9725
6690,2,-126,206.214305556
6691,65,-11,498.62
6692,-12,125,701.785694444
6693,36,-11,585.009444444
6694,30,-38,21.8551388889
6695,3,-128,193.384027778
6696,17,-35,4.31055555556
6697,49,-16,24.2865277778
6698,9,-103,13.2227777778
6699,-89,-146,11.6895833333
6700,5,-89,94.6856944444
6701,21,-115,10.9045833333
6702,-2,48,97.2395833333
6703,1,-146,213.713611111
6704,57,-151,3692.015
6705,1,-148,496.826527778
6706,29,-45,17.3533333333
6707,79,13,15.55
6708,27,163,404.295277778
6709,28,145,193.771944444
6710,-77,-178,0.482361111111
6711,15,-109,37.6319444444
6712,-13,-83,1399.51097222
6713,-15,-170,309.450694444
6714,-9,148,51.9677777778
6715,57,-137,1659.01472222
6716,33,145,448.084305556
6717,28,149,309.756111111
6718,-24,47,4.62805555556
6719,-24,59,120.383055556
6720,12,144,51.9311111111
6721,-1,147,688.378472222
6722,-35,-172,333.985555556
6723,-13,-97,39.9493055556
6724,-2,144,48.8620833333
6725,3,57,65.5741666667
6726,-12,-88,12.6394444444
6727,-32,35,2232.85819444
6728,45,-48,921.29
6729,-36,-173,508.29
6730,13,-163,612.397083333
6731,-12,175,106.397083333
6732,26,-21,218.154444444
6733,53,-51,1.9525
6734,-32,-115,354.572777778
6735,32,169,197.510833333
6736,6,-117,25.6901388889
6737,-15,122,706.501527778
6738,-31,107,102.211388889
6739,-25,-31,39.7498611111
6740,10,-177,63.5915277778
6741,-6,56,56.1075
6742,43,-53,603.398611111
6743,75,13,164.656805556
6744,36,130,1167.59027778
6745,26,-166,82.5744444444
6746,59,-145,593.992361111
6747,-36,-44,13.0327777778
6748,-26,-25,111.410833333
6749,-51,168,41.7359722222
6750,-14,-160,340.625
6751,-23,100,217.635833333
6752,9,-107,62.7666666667
6753,49,-67,1118.43208333
6754,-38,92,63.0448611111
6755,24,-133,85.8972222222
6756,-43,-81,739.225416667
6757,38,10,1449.51763889
6758,-33,-42,10.1869444444
6759,-40,65,255.189861111
6760,35,124,819.398888889
6761,-28,-134,68.5481944444
6762,7,-166,21.6791666667
6763,2,-86,111.013333333
6764,-18,-15,0.377777777778
6765,-1,-94,2.10097222222
6766,58,-159,4522.74944444
6767,-22,-171,241.748611111
6768,33,-79,612.586388889
6769,-22,-172,97.0861111111
6770,35,-77,146.111805556
6771,34,-74,12.8681944444
6772,-43,-5,1073.5075
6773,-16,-93,403.207083333
6774,25,164,154.680555556
6775,-25,159,235.461666667
6776,-27,165,18.3070833333
6777,45,-7,322.056944444
6778,7,140,177.066944444
6779,46,-13,73.3452777778
6780,-13,0,272.500972222
6781,15,-167,27.7291666667
6782,4,-38,19.6
6783,15,-37,106.310416667
6784,42,-31,250.308611111
6785,-22,-173,5.90069444444
6786,16,-125,6.70263888889
6787,28,-152,73.1604166667
6788,-51,173,27.6772222222
6789,-31,-174,139.129722222
6790,-39,2,0.787361111111
6791,28,-160,238.383888889
6792,8,140,24.3170833333
6793,61,-61,400.172361111
6794,-1,7,725.311111111
6795,8,-114,8.01972222222
6796,-29,-139,74.9804166667
6797,43,-30,71.4709722222
6798,-22,96,99.8170833333
6799,-29,-173,386.571527778
6800,-32,168,2.38944444444
6801,38,166,376.694027778
6802,20,-128,3.69888888889
6803,42,153,4338.88875
6804,-30,-134,103.021666667
6805,38,159,436.132777778
6806,-65,-180,113.470277778
6807,-27,-153,215.798472222
6808,41,178,15.2854166667
6809,49,-130,521.001388889
6810,-36,168,0.746805555556
6811,60,25,6.76486111111
6812,-38,4,16.0652777778
6813,-9,-82,617.405555556
6814,63,-162,33.0870833333
6815,69,60,9.02083333333
6816,-31,79,54.7713888889
6817,35,-1,2.02652777778
6818,68,-60,1951.13166667
6819,46,-37,34.8616666667
6820,-1,87,32.8041666667
6821,-24,-95,1.31666666667
6822,-33,-143,169.979027778
6823,41,167,35.3565277778
6824,-36,-78,1.87888888889
6825,79,54,4.89430555556
6826,43,151,1195.27319444
6827,21,128,2.51666666667
6828,35,-5,3.26833333333
6829,78,84,16.0609722222
6830,-32,-20,5.57361111111
6831,23,-141,15.2793055556
6832,-15,102,469.809722222
6833,70,-59,7.57666666667
6834,76,86,14.6906944444
6835,-30,-31,54.7122222222
6836,69,58,7.27958333333
6837,-16,-142,2.06694444444
6838,-9,-29,23.3365277778
6839,-9,-28,37.0484722222
6840,34,-150,249.146666667
6841,37,-145,5.87194444444
6842,-26,-152,1.13125
6843,12,163,10.0670833333
6844,36,-133,5.99930555556
6845,20,-140,7.81305555556
6846,-46,-61,98329.1927778
6847,-3,-180,1894.65597222
6848,-25,-9,61.2309722222
6849,-19,178,5028.94666667
6850,2,-152,572.497222222
6851,7,-15,4127.93236111
6852,24,122,51615.6006944
6853,27,141,930.349305556
6854,-4,-103,41.6215277778
6855,-28,94,15.1336111111
6856,-17,171,4630.17402778
6857,14,-33,849.955694444
6858,68,13,31035.2358333
6859,76,17,2078.96319444
6860,70,29,29269.1015278
6861,9,-37,105.409583333
6862,25,-81,553.92
6863,53,6,57381.4416667
6864,-25,101,162.250138889
6865,-1,-166,1184.15486111
6866,-14,-118,689.932916667
6867,-16,-114,307.846805556
6868,36,28,8169.58402778
6869,55,-6,37268.2995833
6870,51,158,7749.92541667
6871,50,154,1166.08166667
6872,34,-120,1837.68666667
6873,-3,166,1415.73125
6874,2,147,1624.35125
6875,-12,113,3.95833333333
6876,-11,84,598.109583333
6877,4,-84,204.395416667
6878,-20,-17,3.47444444444
6879,-7,-119,555.630416667
6880,-7,51,1097.19319444
6881,-15,-6,21.94125
6882,7,143,169.679444444
6883,-30,89,23.6252777778
6884,0,169,590.538194444
6885,-14,177,1136.17708333
6886,-12,-122,1088.65694444
6887,-9,43,428.582083333
6888,-17,-126,1071.46152778
6889,-16,-129,906.580277778
6890,-20,-107,334.797916667
6891,-2,-128,81.3981944444
6892,24,-159,624.313472222
6893,10,-16,5023.91986111
6894,33,174,205.64
6895,56,-154,3052.51736111
6896,-6,-170,251.579722222
6897,-8,-121,506.752777778
6898,27,-19,335.944166667
6899,2,151,828.4075
6900,75,17,4019.56430556
6901,-36,-49,335.50875
6902,-25,100,77.9356944444
6903,-4,157,1049.91347222
6904,-53,-68,52.1391666667
6905,4,114,140.784722222
6906,-13,148,792.346944444
6907,32,-39,227.716527778
6908,24,-21,105.905972222
6909,7,66,157.925555556
6910,14,136,562.980694444
6911,39,24,5799.30277778
6912,-38,147,5.525
6913,-3,-179,772.87875
6914,47,-9,1316.14375
6915,-16,166,134.41
6916,3,142,483.794166667
6917,61,3,1816.69486111
6918,2,102,86.8290277778
6919,-25,-34,90.7544444444
6920,9,152,828.58
6921,3,-156,275.059861111
6922,-1,-126,2.46708333333
6923,-29,16,127.743888889
6924,-32,70,168.863888889
6925,-1,-13,150.448611111
6926,10,-29,341.693055556
6927,29,-27,94.7344444444
6928,3,-160,241.778055556
6929,-36,54,331.042638889
6930,35,32,1068.17486111
6931,-53,-62,1248.95611111
6932,22,-110,177.405972222
6933,9,153,445.748888889
6934,-5,-2,17.5197222222
6935,-9,-26,290.931666667
6936,30,-91,2.37541666667
6937,-53,-58,4193.98875
6938,5,-125,246.598611111
6939,8,-125,79.2079166667
6940,-17,-150,50.0502777778
6941,-42,-44,149.196805556
6942,1,-130,326.450694444
6943,38,-34,1019.45819444
6944,8,-129,127.197361111
6945,28,-169,5.89388888889
6946,20,178,18.4788888889
6947,-35,156,2.06
6948,12,-124,44.6384722222
6949,19,179,98.0186111111
6950,6,163,265.169166667
6951,7,154,145.435138889
6952,-31,-5,305.075416667
6953,12,-164,86.5651388889
6954,36,-55,40.4356944444
6955,-3,65,636.898194444
6956,4,133,84.3583333333
6957,27,139,50.3929166667
6958,27,-116,145.992777778
6959,-18,160,58.2375
6960,-5,154,144.589444444
6961,5,64,524.174444444
6962,58,-20,363.238472222
6963,61,178,10379.4727778
6964,31,32,109.281527778
6965,-1,153,456.677777778
6966,-24,101,97.1638888889
6967,18,-157,69.6826388889
6968,39,-32,723.450972222
6969,-25,92,86.9718055556
6970,-9,-157,309.441388889
6971,42,-14,59.8681944444
6972,40,-50,89.3275
6973,21,-87,51.7238888889
6974,-31,-94,268.202777778
6975,74,14,4.89736111111
6976,-51,165,210.841527778
6977,-31,171,138.97625
6978,32,152,386.120694444
6979,-34,159,162.702916667
6980,3,-120,146.389722222
6981,-29,-48,1197.44208333
6982,16,157,397.045972222
6983,34,160,574.451388889
6984,33,176,54.87625
6985,31,-17,162.554166667
6986,20,114,78.6180555556
6987,14,-155,309.320555556
6988,6,-16,36.6263888889
6989,-45,155,19.7795833333
6990,48,-52,650.421388889
6991,37,156,615.701805556
6992,-29,-93,80.0527777778
6993,14,177,55.1469444444
6994,-38,99,629.186388889
6995,26,-145,299.803333333
6996,-52,168,238.90625
6997,16,-105,16.0772222222
6998,-29,65,0.182083333333
